"year","age_gr","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","Rural Area","5.34","5.33","1768","4","4.67","6","6.67","7","5.3","5.38","1","7","5.33333349227905","5.33333349227905"
"2005","16-34 y.","Urban Area","5.39","5.33","3559","4","4.67","6","6.67","7","5.36","5.42","1.33","7","5.33333349227905","5.66666650772095"
"2005","35-65 y.","Rural Area","5.4","5.33","3821","4","4.67","6","6.67","7","5.37","5.43","1","7","5.33333349227905","5.66666650772095"
"2005","35-65 y.","Urban Area","5.45","5.67","7801","4","4.67","6.33","6.67","7","5.43","5.47","1","7","5.33333349227905","5.66666650772095"
"2005","66 and older","Rural Area","5.65","5.67","1268","4.33","5","6.33","7","7","5.59","5.71","1","7","5.66666650772095","5.66666650772095"
"2005","66 and older","Urban Area","5.65","5.67","2530","4.33","5","6.67","7","7","5.61","5.69","1","7","5.66666650772095","5.66666650772095"
"2006","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"2006","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"2006","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"2006","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"2006","66 and older","Rural Area","","","","","","","","","","","","","",""
"2006","66 and older","Urban Area","","","","","","","","","","","","","",""
"2007","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"2007","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"2007","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"2007","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"2007","66 and older","Rural Area","","","","","","","","","","","","","",""
"2007","66 and older","Urban Area","","","","","","","","","","","","","",""
"2008","16-34 y.","Rural Area","","","","","","","","","","","","","",""
"2008","16-34 y.","Urban Area","","","","","","","","","","","","","",""
"2008","35-65 y.","Rural Area","","","","","","","","","","","","","",""
"2008","35-65 y.","Urban Area","","","","","","","","","","","","","",""
"2008","66 and older","Rural Area","","","","","","","","","","","","","",""
"2008","66 and older","Urban Area","","","","","","","","","","","","","",""
