"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2008","16-34 y.","7.26","8","4367","4","6","9","10","10","7.2","7.32","0","10","8","8"
"2008","35-65 y.","6.61","7","10684","3","5","8","9","10","6.57","6.65","0","10","7","7"
"2008","66 and older","6.49","7","4349","3","5","8","9","10","6.42","6.56","0","10","7","7"
"2009","16-34 y.","7.28","8","4000","4","6","9","10","10","7.22","7.34","0","10","8","8"
"2009","35-65 y.","6.6","7","9889","3","5","8","9","10","6.56","6.64","0","10","7","7"
"2009","66 and older","6.37","7","4206","3","5","8","9","10","6.3","6.44","0","10","7","7"
"2010","16-34 y.","7.22","8","6583","4","6","9","10","10","7.17","7.27","0","10","7","8"
"2010","35-65 y.","6.59","7","13379","3","5","8","9","10","6.55","6.63","0","10","7","7"
"2010","66 and older","6.41","7","4066","3","5","8","9","10","6.34","6.48","0","10","7","7"
"2011","16-34 y.","7.26","8","6331","4","6","9","10","10","7.21","7.31","0","10","7","8"
"2011","35-65 y.","6.61","7","15044","3","5","8","10","10","6.57","6.65","0","10","7","7"
"2011","66 and older","6.41","7","4518","3","5","8","10","10","6.34","6.48","0","10","7","7"
"2012","16-34 y.","7.21","8","6097","4","6","9","10","10","7.16","7.26","0","10","7","8"
"2012","35-65 y.","6.6","7","15456","3","5","8","9","10","6.56","6.64","0","10","7","7"
"2012","66 and older","6.52","7","4957","3","5","8","10","10","6.45","6.59","0","10","7","7"
"2013","16-34 y.","7.19","8","5737","4","6","9","10","10","7.13","7.25","0","10","7","8"
"2013","35-65 y.","6.59","7","15015","3","5","8","9","10","6.55","6.63","0","10","7","7"
"2013","66 and older","6.58","7","5012","3","5","8","10","10","6.52","6.64","0","10","7","7"
"2014","16-34 y.","7.18","8","6587","4","6","9","10","10","7.13","7.23","0","10","7","8"
"2014","35-65 y.","6.57","7","15602","3","5","8","9","10","6.53","6.61","0","10","7","7"
"2014","66 and older","6.51","7","5002","3","5","8","10","10","6.44","6.58","0","10","7","7"
"2015","16-34 y.","7.18","8","5756","4","6","9","10","10","7.13","7.23","0","10","7","8"
"2015","35-65 y.","6.59","7","14433","3","5","8","9","10","6.55","6.63","0","10","7","7"
"2015","66 and older","6.58","7","4944","3","5","8","9","10","6.52","6.64","0","10","7","7"
"2016","16-34 y.","7.17","8","5595","4","6","9","10","10","7.11","7.23","0","10","7","8"
"2016","35-65 y.","6.56","7","13899","3","5","8","9","10","6.52","6.6","0","10","7","7"
"2016","66 and older","6.51","7","4769","3","5","8","9","10","6.44","6.58","0","10","7","7"
"2017","16-34 y.","7.06","7","6158","4","6","9","10","10","7.01","7.11","0","10","7","7"
"2017","35-65 y.","6.5","7","15389","3","5","8","9","10","6.46","6.54","0","10","7","7"
"2017","66 and older","6.48","7","5027","3","5","8","9","10","6.42","6.54","0","10","7","7"
"2018","16-34 y.","6.94","7","5987","4","6","8","10","10","6.89","6.99","0","10","7","7"
"2018","35-65 y.","6.4","7","14652","3","5","8","9","10","6.36","6.44","0","10","7","7"
"2018","66 and older","6.46","7","5053","3","5","8","9","10","6.4","6.52","0","10","7","7"
"2019","16-34 y.","7.04","7","5454","4","6","8","10","10","6.98","7.1","0","10","7","7"
"2019","35-65 y.","6.52","7","15169","3","5","8","9","10","6.48","6.56","0","10","7","7"
"2019","66 and older","6.57","7","5237","3","5","8","9","10","6.51","6.63","0","10","7","7"
