"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2008","college entrance qualification","7.01","7","5144","4","6","9","10","6.95","7.07","7","8"
"2008","lower secondary degree","6.53","7","6490","3","5","8","10","6.47","6.59","7","7"
"2008","no degree/no degree yet","6.91","7","549","3","5","9","10","6.72","7.1","7","8"
"2008","Other degree","6.54","7","949","3","5","8","10","6.39","6.69","7","7"
"2008","secondary school degree","6.71","7","5766","3","5","8","10","6.65","6.77","7","7"
"2009","college entrance qualification","7.03","7","4903","4","6","9","10","6.97","7.09","7","8"
"2009","lower secondary degree","6.49","7","5960","3","5","8","9","6.43","6.55","7","7"
"2009","no degree/no degree yet","6.93","7","486","3","5","9","10","6.73","7.13","7","8"
"2009","Other degree","6.6","7","809","3","5","8","9","6.44","6.76","7","7"
"2009","secondary school degree","6.65","7","5430","3","5","8","9","6.59","6.71","7","7"
"2010","college entrance qualification","7.03","7","6808","4","6","9","10","6.98","7.08","7","8"
"2010","lower secondary degree","6.42","7","6873","3","5","8","9","6.36","6.48","7","7"
"2010","no degree/no degree yet","6.63","7","778","3","5","9","10","6.46","6.8","7","8"
"2010","Other degree","6.69","7","1590","3","5","8","10","6.57","6.81","7","8"
"2010","secondary school degree","6.67","7","7457","3","5","8","10","6.62","6.72","7","7"
"2011","college entrance qualification","7.07","8","7359","4","6","9","10","7.02","7.12","7","8"
"2011","lower secondary degree","6.42","7","7292","3","5","8","10","6.36","6.48","7","7"
"2011","no degree/no degree yet","6.81","7","810","3","5","9","10","6.64","6.98","7","8"
"2011","Other degree","6.56","7","1645","3","5","8","10","6.44","6.68","7","7"
"2011","secondary school degree","6.69","7","7989","3","5","8","10","6.64","6.74","7","7"
"2012","college entrance qualification","7.04","7","7532","4","6","9","10","6.99","7.09","7","8"
"2012","lower secondary degree","6.46","7","7529","3","5","8","10","6.41","6.51","7","7"
"2012","no degree/no degree yet","6.66","7","851","3","5","8","10","6.5","6.82","7","8"
"2012","Other degree","6.7","7","1764","3","5","8","10","6.59","6.81","7","7"
"2012","secondary school degree","6.69","7","8156","3","5","8","9","6.64","6.74","7","7"
"2013","college entrance qualification","7.05","7","7452","4","6","9","10","7","7.1","7","8"
"2013","lower secondary degree","6.46","7","7180","3","5","8","10","6.41","6.51","7","7"
"2013","no degree/no degree yet","6.75","7","834","3","5","9","10","6.59","6.91","7","7"
"2013","Other degree","6.51","7","1630","3","5","8","10","6.4","6.62","7","7"
"2013","secondary school degree","6.68","7","7931","3","5","8","9","6.63","6.73","7","7"
"2014","college entrance qualification","7.01","7","7449","4","6","9","10","6.96","7.06","7","7"
"2014","lower secondary degree","6.42","7","6927","3","5","8","10","6.36","6.48","7","7"
"2014","no degree/no degree yet","6.52","7","1009","3","5","8","10","6.37","6.67","7","7"
"2014","Other degree","6.66","7","3311","3","5","8","10","6.58","6.74","7","7"
"2014","secondary school degree","6.68","7","7561","3","5","8","9","6.63","6.73","7","7"
"2015","college entrance qualification","6.98","7","7116","4","6","9","9","6.93","7.03","7","7"
"2015","lower secondary degree","6.47","7","6338","3","5","8","9","6.41","6.53","7","7"
"2015","no degree/no degree yet","6.4","7","824","3","5","8","9","6.23","6.57","7","7"
"2015","Other degree","6.71","7","2784","3","5","8","10","6.63","6.79","7","8"
"2015","secondary school degree","6.71","7","7134","3","5","8","9","6.66","6.76","7","7"
"2016","college entrance qualification","6.96","7","6800","4","6","8","9","6.91","7.01","7","7"
"2016","lower secondary degree","6.41","7","5849","3","5","8","9","6.35","6.47","7","7"
"2016","no degree/no degree yet","6.59","7","815","3","5","8","10","6.42","6.76","7","7"
"2016","Other degree","6.86","7","3247","3","5","9","10","6.78","6.94","7","8"
"2016","secondary school degree","6.59","7","6631","3","5","8","9","6.54","6.64","7","7"
"2017","college entrance qualification","6.87","7","7918","4","6","8","9","6.82","6.92","7","7"
"2017","lower secondary degree","6.37","7","6083","3","5","8","9","6.31","6.43","7","7"
"2017","no degree/no degree yet","6.64","7","919","3","5","9","10","6.48","6.8","7","7"
"2017","Other degree","6.7","7","3097","4","5","8","10","6.62","6.78","7","7"
"2017","secondary school degree","6.54","7","7582","3","5","8","9","6.49","6.59","7","7"
"2018","college entrance qualification","6.84","7","7665","4","6","8","9","6.79","6.89","7","7"
"2018","lower secondary degree","6.23","7","5718","3","5","8","9","6.17","6.29","6","7"
"2018","no degree/no degree yet","6.26","7","879","2","4","8","10","6.09","6.43","7","7"
"2018","Other degree","6.49","7","2929","3","5","8","9","6.41","6.57","7","7"
"2018","secondary school degree","6.51","7","7245","3","5","8","9","6.46","6.56","7","7"
"2019","college entrance qualification","6.95","7","8562","4","6","8","9","6.91","6.99","7","7"
"2019","lower secondary degree","6.36","7","5322","3","5","8","9","6.3","6.42","7","7"
"2019","no degree/no degree yet","6.47","7","783","3","5","8","10","6.3","6.64","7","7"
"2019","Other degree","6.66","7","2565","3","5","8","10","6.57","6.75","7","7"
"2019","secondary school degree","6.58","7","7440","3","5","8","9","6.53","6.63","7","7"
