"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2008","Rural Area","6.73","7","6568","3","5","8","10","10","6.68","6.78","0","10","7","7"
"2008","Urban Area","6.73","7","12832","3","5","8","10","10","6.69","6.77","0","10","7","7"
"2009","Rural Area","6.72","7","6249","3","5","8","10","10","6.66","6.78","0","10","7","7"
"2009","Urban Area","6.71","7","11846","3","5","8","9","10","6.67","6.75","0","10","7","7"
"2010","Rural Area","6.67","7","8234","3","5","8","9","10","6.62","6.72","0","10","7","7"
"2010","Urban Area","6.71","7","15794","3","5","8","10","10","6.67","6.75","0","10","7","7"
"2011","Rural Area","6.69","7","9121","3","5","8","10","10","6.64","6.74","0","10","7","7"
"2011","Urban Area","6.73","7","16772","3","5","8","10","10","6.7","6.76","0","10","7","7"
"2012","Rural Area","6.7","7","9500","3","5","8","10","10","6.65","6.75","0","10","7","7"
"2012","Urban Area","6.73","7","17010","3","5","8","10","10","6.7","6.76","0","10","7","7"
"2013","Rural Area","6.7","7","9216","3","5","8","10","10","6.65","6.75","0","10","7","7"
"2013","Urban Area","6.72","7","16548","3","5","8","10","10","6.69","6.75","0","10","7","7"
"2014","Rural Area","6.7","7","9306","3","5","8","9","10","6.65","6.75","0","10","7","7"
"2014","Urban Area","6.7","7","17885","3","5","8","10","10","6.67","6.73","0","10","7","7"
"2015","Rural Area","6.65","7","8722","3","5","8","9","10","6.6","6.7","0","10","7","7"
"2015","Urban Area","6.75","7","16411","3","5","8","10","10","6.72","6.78","0","10","7","7"
"2016","Rural Area","6.62","7","8362","3","5","8","9","10","6.57","6.67","0","10","7","7"
"2016","Urban Area","6.72","7","15901","3","5","8","9","10","6.69","6.75","0","10","7","7"
"2017","Rural Area","6.61","7","9410","3","5","8","9","10","6.56","6.66","0","10","7","7"
"2017","Urban Area","6.64","7","17164","3","5","8","9","10","6.61","6.67","0","10","7","7"
"2018","Rural Area","6.51","7","9032","3","5","8","9","10","6.46","6.56","0","10","7","7"
"2018","Urban Area","6.56","7","16660","3","5","8","9","10","6.53","6.59","0","10","7","7"
"2019","Rural Area","6.64","7","8870","3","5","8","9","10","6.59","6.69","0","10","7","7"
"2019","Urban Area","6.66","7","15469","3","5","8","9","10","6.63","6.69","0","10","7","7"
