"year","age_gr","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","16-34 y.","East Germany","2.18","1","1207","1","1","4","5","5","2.09","2.27","1","5","1","1"
"2013","16-34 y.","West Germany","1.97","1","4440","1","1","2","5","5","1.92","2.02","1","5","1","1"
"2013","35-65 y.","East Germany","3.93","5","3273","1","2","5","5","5","3.87","3.99","1","5","5","5"
"2013","35-65 y.","West Germany","3.61","5","11617","1","2","5","5","5","3.58","3.64","1","5","5","5"
"2013","66 and older","East Germany","4.68","5","1223","4","5","5","5","5","4.62","4.74","1","5","5","5"
"2013","66 and older","West Germany","4.59","5","3709","3","5","5","5","5","4.55","4.63","1","5","5","5"
"2014","16-34 y.","East Germany","","","","","","","","","","","","","",""
"2014","16-34 y.","West Germany","","","","","","","","","","","","","",""
"2014","35-65 y.","East Germany","","","","","","","","","","","","","",""
"2014","35-65 y.","West Germany","","","","","","","","","","","","","",""
"2014","66 and older","East Germany","","","","","","","","","","","","","",""
"2014","66 and older","West Germany","","","","","","","","","","","","","",""
"2015","16-34 y.","East Germany","","","","","","","","","","","","","",""
"2015","16-34 y.","West Germany","","","","","","","","","","","","","",""
"2015","35-65 y.","East Germany","","","","","","","","","","","","","",""
"2015","35-65 y.","West Germany","","","","","","","","","","","","","",""
"2015","66 and older","East Germany","","","","","","","","","","","","","",""
"2015","66 and older","West Germany","","","","","","","","","","","","","",""
"2016","16-34 y.","East Germany","","","","","","","","","","","","","",""
"2016","16-34 y.","West Germany","","","","","","","","","","","","","",""
"2016","35-65 y.","East Germany","","","","","","","","","","","","","",""
"2016","35-65 y.","West Germany","","","","","","","","","","","","","",""
"2016","66 and older","East Germany","","","","","","","","","","","","","",""
"2016","66 and older","West Germany","","","","","","","","","","","","","",""
"2017","16-34 y.","East Germany","2.09","1","423","1","1","3","5","5","1.95","2.23","1","5","1","1"
"2017","16-34 y.","West Germany","1.87","1","2819","1","1","2","5","5","1.82","1.92","1","5","1","1"
"2017","35-65 y.","East Germany","2.19","1","311","1","1","4","5","5","2.02","2.36","1","5","1","1"
"2017","35-65 y.","West Germany","2.3","1","1933","1","1","4","5","5","2.23","2.37","1","5","1","1"
"2017","66 and older","East Germany","","","","","","","","","","","","","",""
"2017","66 and older","West Germany","4.35","5","49","1","5","5","5","5","3.88","4.82","1","5","5","5"
"2018","16-34 y.","East Germany","1.79","1","289","1","1","2","5","5","1.63","1.95","1","5","1","1"
"2018","16-34 y.","West Germany","1.59","1","1773","1","1","2","4","5","1.53","1.65","1","5","1","1"
"2018","35-65 y.","East Germany","2.27","1","264","1","1","4","5","5","2.08","2.46","1","5","1","2"
"2018","35-65 y.","West Germany","2.05","1","1513","1","1","3","5","5","1.98","2.12","1","5","1","1"
"2018","66 and older","East Germany","","","","","","","","","","","","","",""
"2018","66 and older","West Germany","3.65","4.85","30","1","2","5","5","5","2.98","4.32","1","5","2","5"
"2019","16-34 y.","East Germany","1.86","1","244","1","1","2","5","5","1.69","2.03","1","5","1","1"
"2019","16-34 y.","West Germany","1.51","1","1509","1","1","2","3","5","1.46","1.56","1","5","1","1"
"2019","35-65 y.","East Germany","1.94","1","231","1","1","2","5","5","1.75","2.13","1","5","1","1"
"2019","35-65 y.","West Germany","1.79","1","1551","1","1","2","4","5","1.73","1.85","1","5","1","1"
"2019","66 and older","East Germany","","","","","","","","","","","","","",""
"2019","66 and older","West Germany","4.04","5","33","1","4","5","5","5","3.47","4.61","1","5","4","5"
