"year","bula_h","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","Baden-Württemberg","college entrance qualification","3.38","4","906","1","1","5","5","5","3.27","3.49","1","5","4","5"
"2013","Baden-Württemberg","lower secondary degree","4.03","5","842","1","3","5","5","5","3.92","4.14","1","5","5","5"
"2013","Baden-Württemberg","no degree/no degree yet","2.63","2","86","1","1","5","5","5","2.26","3","1","5","1","2"
"2013","Baden-Württemberg","Other degree","4.09","5","239","1","3","5","5","5","3.87","4.31","1","5","5","5"
"2013","Baden-Württemberg","secondary school degree","3.54","5","843","1","2","5","5","5","3.42","3.66","1","5","4","5"
"2013","Bavaria","college entrance qualification","3.35","4","1015","1","1","5","5","5","3.24","3.46","1","5","4","5"
"2013","Bavaria","lower secondary degree","4.02","5","1393","1","3","5","5","5","3.94","4.1","1","5","5","5"
"2013","Bavaria","no degree/no degree yet","2.89","2","119","1","1","5","5","5","2.57","3.21","1","5","1","2"
"2013","Bavaria","Other degree","3.71","5","272","1","2","5","5","5","3.5","3.92","1","5","2","5"
"2013","Bavaria","secondary school degree","3.44","5","1093","1","1","5","5","5","3.33","3.55","1","5","4","5"
"2013","Berlin","college entrance qualification","3.22","4","395","1","1","5","5","5","3.04","3.4","1","5","4","5"
"2013","Berlin","lower secondary degree","3.96","5","171","1","2","5","5","5","3.7","4.22","1","5","5","5"
"2013","Berlin","no degree/no degree yet","","","","","","","","","","","","","",""
"2013","Berlin","Other degree","2.62","2","50","1","1","5","5","5","2.12","3.12","1","5","1","4"
"2013","Berlin","secondary school degree","3.63","5","321","1","2","5","5","5","3.44","3.82","1","5","5","5"
"2013","Brandenburg","college entrance qualification","3.61","5","248","1","2","5","5","5","3.4","3.82","1","5","4","5"
"2013","Brandenburg","lower secondary degree","4.39","5","249","2","5","5","5","5","4.22","4.56","1","5","5","5"
"2013","Brandenburg","no degree/no degree yet","","","","","","","","","","","","","",""
"2013","Brandenburg","Other degree","4.67","5","34","3","5","5","5","5","4.07","5.27","1","5","3","5"
"2013","Brandenburg","secondary school degree","3.6","5","439","1","2","5","5","5","3.44","3.76","1","5","4","5"
"2013","Bremen","college entrance qualification","2.68","1","57","1","1","5","5","5","2.2","3.16","1","5","1","4"
"2013","Bremen","lower secondary degree","3.19","2.62","46","1","2","5","5","5","2.67","3.71","1","5","2","5"
"2013","Bremen","no degree/no degree yet","","","","","","","","","","","","","",""
"2013","Bremen","Other degree","","","","","","","","","","","","","",""
"2013","Bremen","secondary school degree","2.85","2","47","1","1","5","5","5","2.33","3.37","1","5","2","5"
"2013","Hamburg","college entrance qualification","3.21","4","165","1","1","5","5","5","2.93","3.49","1","5","2","5"
"2013","Hamburg","lower secondary degree","4.06","5","87","1","4","5","5","5","3.69","4.43","1","5","4","5"
"2013","Hamburg","no degree/no degree yet","","","","","","","","","","","","","",""
"2013","Hamburg","Other degree","","","","","","","","","","","","","",""
"2013","Hamburg","secondary school degree","3.66","5","102","1","2","5","5","5","3.32","4","1","5","4","5"
"2013","Hesse","college entrance qualification","3.26","4","626","1","1","5","5","5","3.12","3.4","1","5","3","4"
"2013","Hesse","lower secondary degree","4.09","5","406","1","4","5","5","5","3.92","4.26","1","5","5","5"
"2013","Hesse","no degree/no degree yet","2.8","1.6","72","1","1","5","5","5","2.38","3.22","1","5","1","2"
