"year","education","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","college entrance qualification","(0) in school","","","","","","","","","","","","","",""
"2013","college entrance qualification","(1a) inadequately completed","","","","","","","","","","","","","",""
"2013","college entrance qualification","(1b) general elementary school","","","","","","","","","","","","","",""
"2013","college entrance qualification","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2013","college entrance qualification","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2013","college entrance qualification","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2013","college entrance qualification","(2c_gen) general maturity certificate","1.97","1","875","1","1","2","5","5","1.86","2.08","1","5","1","1"
"2013","college entrance qualification","(2c_voc) vocational maturity certificate","3.22","4","1978","1","1","5","5","5","3.14","3.3","1","5","4","4"
"2013","college entrance qualification","(3a) lower tertiary education","3.71","5","1373","1","2","5","5","5","3.62","3.8","1","5","4","5"
"2013","college entrance qualification","(3b) higher tertiary education","3.56","5","3154","1","2","5","5","5","3.5","3.62","1","5","5","5"
"2013","lower secondary degree","(0) in school","","","","","","","","","","","","","",""
"2013","lower secondary degree","(1a) inadequately completed","","","","","","","","","","","","","",""
"2013","lower secondary degree","(1b) general elementary school","4.1","5","1541","1","4","5","5","5","4.01","4.19","1","5","5","5"
"2013","lower secondary degree","(1c) basic vocational qualification","4.03","5","5348","1","3","5","5","5","3.99","4.07","1","5","5","5"
"2013","lower secondary degree","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2013","lower secondary degree","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2013","lower secondary degree","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2013","lower secondary degree","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2013","lower secondary degree","(3a) lower tertiary education","4.47","5","122","3","5","5","5","5","4.24","4.7","1","5","5","5"
"2013","lower secondary degree","(3b) higher tertiary education","3.99","5","37","1","3","5","5","5","3.62","4.36","1","5","5","5"
"2013","no degree/no degree yet","(0) in school","1.28","1","448","1","1","1","2","5","1.2","1.36","1","5","1","1"
"2013","no degree/no degree yet","(1a) inadequately completed","3.86","5","359","1","2","5","5","5","3.67","4.05","1","5","4","5"
"2013","no degree/no degree yet","(1b) general elementary school","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2013","Other degree","(0) in school","","","","","","","","","","","","","",""
"2013","Other degree","(1a) inadequately completed","","","","","","","","","","","","","",""
"2013","Other degree","(1b) general elementary school","4.1","5","386","1","4","5","5","5","3.93","4.27","1","5","5","5"
"2013","Other degree","(1c) basic vocational qualification","4.06","5","440","1","4","5","5","5","3.9","4.22","1","5","5","5"
"2013","Other degree","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2013","Other degree","(2b) intermediate general qualification","","","","","","","","","","","","","",""
