"plh0164","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","Full Time","no migration background","16","","","","0"
"0 Completely dissatisfied","1989","Full Time","direct migration background","36","0.0150237770566497","0.00809471136980365","0.0219528427434957","0"
"0 Completely dissatisfied","1989","Full Time","indirect migration background","2","","","","0"
"0 Completely dissatisfied","1989","Part Time","no migration background","15","","","","0"
"0 Completely dissatisfied","1989","Part Time","direct migration background","16","","","","0"
"0 Completely dissatisfied","1989","Part Time","indirect migration background","","","","","0"
"0 Completely dissatisfied","1989","Not Working","no migration background","23","","","","0"
"0 Completely dissatisfied","1989","Not Working","direct migration background","42","0.033865317843379","0.020349252390093","0.0473813832966649","0"
"0 Completely dissatisfied","1989","Not Working","indirect migration background","2","","","","0"
"1 on Scale 1 to 10","1989","Not Working","direct migration background","31","0.0191937654970558","0.00894136476387103","0.0294461662302407","1"
"1 on Scale 1 to 10","1989","Not Working","no migration background","14","","","","1"
"1 on Scale 1 to 10","1989","Not Working","indirect migration background","2","","","","1"
"1 on Scale 1 to 10","1989","Full Time","no migration background","16","","","","1"
"1 on Scale 1 to 10","1989","Full Time","direct migration background","30","0.0186073631480874","0.0109101049609013","0.0263046213352735","1"
"1 on Scale 1 to 10","1989","Full Time","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1989","Part Time","no migration background","6","","","","1"
"1 on Scale 1 to 10","1989","Part Time","direct migration background","10","","","","1"
"1 on Scale 1 to 10","1989","Part Time","indirect migration background","1","","","","1"
"10 Completely satisfied","1989","Full Time","indirect migration background","12","","","","10"
"10 Completely satisfied","1989","Part Time","indirect migration background","6","","","","10"
"10 Completely satisfied","1989","Full Time","direct migration background","112","0.118798533719338","0.100368955944154","0.137228111494522","10"
"10 Completely satisfied","1989","Part Time","direct migration background","38","0.10389069424486","0.0728847159298204","0.1348966725599","10"
"10 Completely satisfied","1989","Full Time","no migration background","397","0.13455457112468","0.121988663113883","0.147120479135477","10"
"10 Completely satisfied","1989","Part Time","no migration background","168","0.148263025046209","0.127670753445901","0.168855296646516","10"
"10 Completely satisfied","1989","Not Working","no migration background","333","0.160425552224194","0.145058404012599","0.175792700435789","10"
"10 Completely satisfied","1989","Not Working","direct migration background","65","0.129227374096809","0.104161461810359","0.154293286383259","10"
"10 Completely satisfied","1989","Not Working","indirect migration background","19","","","","10"
"2 on Scale 1 to 10","1989","Not Working","direct migration background","44","0.0532831633138964","0.0365005757288041","0.0700657508989888","2"
"2 on Scale 1 to 10","1989","Full Time","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1989","Full Time","no migration background","37","0.0147845623382966","0.0103403516007857","0.0192287730758075","2"
"2 on Scale 1 to 10","1989","Not Working","no migration background","36","0.0128109473498061","0.00810206661676998","0.0175198280828422","2"
"2 on Scale 1 to 10","1989","Full Time","direct migration background","56","0.0420899775203833","0.0306526661287317","0.0535272889120349","2"
"2 on Scale 1 to 10","1989","Part Time","no migration background","22","","","","2"
"2 on Scale 1 to 10","1989","Part Time","direct migration background","22","","","","2"
"2 on Scale 1 to 10","1989","Part Time","indirect migration background","2","","","","2"
"2 on Scale 1 to 10","1989","Not Working","indirect migration background","1","","","","2"
"3 on Scale 1 to 10","1989","Full Time","direct migration background","75","0.0460798595871758","0.0341376738225513","0.0580220453518003","3"
"3 on Scale 1 to 10","1989","Part Time","direct migration background","31","0.0872133797670384","0.0585417214612581","0.115885038072819","3"
"3 on Scale 1 to 10","1989","Full Time","no migration background","68","0.0245758705972176","0.0188745428595025","0.0302771983349326","3"
"3 on Scale 1 to 10","1989","Part Time","no migration background","47","0.0398884930622804","0.0285483187323182","0.0512286673922427","3"
"3 on Scale 1 to 10","1989","Full Time","indirect migration background","4","","","","3"
"3 on Scale 1 to 10","1989","Part Time","indirect migration background","2","","","","3"
"3 on Scale 1 to 10","1989","Not Working","no migration background","91","0.0431668129509036","0.0346570000826506","0.0516766258191565","3"
"3 on Scale 1 to 10","1989","Not Working","direct migration background","74","0.0823478024927517","0.0618069277879321","0.102888677197571","3"
