"plh0164","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","1-pers.-HH","West Germany","8","","","","0"
"0 Completely dissatisfied","1989","1-pers.-HH","East Germany","","","","","0"
"0 Completely dissatisfied","1989","(Married) couple without C. ","West Germany","20","","","","0"
"0 Completely dissatisfied","1989","(Married) couple without C. ","East Germany","","","","","0"
"0 Completely dissatisfied","1989","Single parent ","West Germany","12","","","","0"
"0 Completely dissatisfied","1989","Single parent ","East Germany","","","","","0"
"0 Completely dissatisfied","1989","Couple + C. LE 16 ","West Germany","37","0.00903879500346558","0.00482952220317643","0.0132480678037547","0"
"0 Completely dissatisfied","1989","Couple + C. LE 16 ","East Germany","","","","","0"
"0 Completely dissatisfied","1989","Couple + C. GT 16 ","West Germany","29","","","","0"
"0 Completely dissatisfied","1989","Couple + C. GT 16 ","East Germany","","","","","0"
"0 Completely dissatisfied","1989","Couple + C. LE and GT 16","West Germany","17","","","","0"
"0 Completely dissatisfied","1989","Couple + C. LE and GT 16","East Germany","","","","","0"
"1 on Scale 1 to 10","1989","1-pers.-HH","West Germany","4","","","","1"
"1 on Scale 1 to 10","1989","(Married) couple without C. ","East Germany","","","","","1"
"1 on Scale 1 to 10","1989","Single parent ","East Germany","","","","","1"
"1 on Scale 1 to 10","1989","Single parent ","West Germany","3","","","","1"
"1 on Scale 1 to 10","1989","Couple + C. LE 16 ","East Germany","","","","","1"
"1 on Scale 1 to 10","1989","Couple + C. GT 16 ","West Germany","31","0.00855254428119912","0.00445071168903765","0.0126543768733606","1"
"1 on Scale 1 to 10","1989","1-pers.-HH","East Germany","","","","","1"
"1 on Scale 1 to 10","1989","(Married) couple without C. ","West Germany","16","","","","1"
"1 on Scale 1 to 10","1989","Couple + C. LE 16 ","West Germany","24","","","","1"
"1 on Scale 1 to 10","1989","Couple + C. GT 16 ","East Germany","","","","","1"
"1 on Scale 1 to 10","1989","Couple + C. LE and GT 16","West Germany","21","","","","1"
"1 on Scale 1 to 10","1989","Couple + C. LE and GT 16","East Germany","","","","","1"
"10 Completely satisfied","1989","Couple + C. LE 16 ","West Germany","239","0.130773474436158","0.115778359640119","0.145768589232198","10"
"10 Completely satisfied","1989","1-pers.-HH","East Germany","","","","","10"
"10 Completely satisfied","1989","(Married) couple without C. ","West Germany","317","0.16641983960574","0.150047296769281","0.1827923824422","10"
"10 Completely satisfied","1989","(Married) couple without C. ","East Germany","","","","","10"
"10 Completely satisfied","1989","Single parent ","West Germany","52","0.128483676190794","0.0970376912107585","0.159929661170829","10"
"10 Completely satisfied","1989","Single parent ","East Germany","","","","","10"
"10 Completely satisfied","1989","Couple + C. LE and GT 16","East Germany","","","","","10"
"10 Completely satisfied","1989","1-pers.-HH","West Germany","127","0.146818368637743","0.124071712513393","0.169565024762092","10"
"10 Completely satisfied","1989","Couple + C. LE 16 ","East Germany","","","","","10"
"10 Completely satisfied","1989","Couple + C. GT 16 ","West Germany","247","0.136572208607913","0.121275795903366","0.15186862131246","10"
"10 Completely satisfied","1989","Couple + C. GT 16 ","East Germany","","","","","10"
"10 Completely satisfied","1989","Couple + C. LE and GT 16","West Germany","109","0.133813645401058","0.111332625671296","0.156294665130819","10"
"2 on Scale 1 to 10","1989","Couple + C. LE 16 ","West Germany","57","0.0245098137432442","0.0176327201320528","0.0313869073544356","2"
"2 on Scale 1 to 10","1989","1-pers.-HH","East Germany","","","","","2"
"2 on Scale 1 to 10","1989","Couple + C. LE 16 ","East Germany","","","","","2"
"2 on Scale 1 to 10","1989","(Married) couple without C. ","West Germany","40","0.0139530823830955","0.00879695343304466","0.0191092113331463","2"
"2 on Scale 1 to 10","1989","(Married) couple without C. ","East Germany","","","","","2"
"2 on Scale 1 to 10","1989","Single parent ","West Germany","12","","","","2"
"2 on Scale 1 to 10","1989","Single parent ","East Germany","","","","","2"
"2 on Scale 1 to 10","1989","Couple + C. GT 16 ","West Germany","44","0.016820402074323","0.0110920456823354","0.0225487584663105","2"
"2 on Scale 1 to 10","1989","Couple + C. GT 16 ","East Germany","","","","","2"
"2 on Scale 1 to 10","1989","Couple + C. LE and GT 16","West Germany","33","0.0240906454145604","0.0139657838247524","0.0342155070043684","2"
"2 on Scale 1 to 10","1989","Couple + C. LE and GT 16","East Germany","","","","","2"
"2 on Scale 1 to 10","1989","1-pers.-HH","West Germany","20","","","","2"
"3 on Scale 1 to 10","1989","Single parent ","East Germany","","","","","3"
