"plh0164","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","16-34 y.","Not Employed","16","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","Employed","35","0.00855137777177996","0.00498176736273355","0.0121209881808264","0"
"0 Completely dissatisfied","1989","35-65 y.","Not Employed","42","0.0197286520381554","0.0119663879591023","0.0274909161172084","0"
"0 Completely dissatisfied","1989","35-65 y.","Employed","49","0.00908910162358382","0.00573206031446447","0.0124461429327032","0"
"0 Completely dissatisfied","1989","66 and older","Not Employed","9","","","","0"
"0 Completely dissatisfied","1989","66 and older","Employed","1","","","","0"
"1 on Scale 1 to 10","1989","35-65 y.","Employed","43","0.00596879814031626","0.00324407514178123","0.00869352113885129","1"
"1 on Scale 1 to 10","1989","35-65 y.","Not Employed","32","0.010266482227329","0.00464000556795774","0.0158929588867002","1"
"1 on Scale 1 to 10","1989","16-34 y.","Not Employed","10","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","Employed","20","","","","1"
"1 on Scale 1 to 10","1989","66 and older","Not Employed","5","","","","1"
"1 on Scale 1 to 10","1989","66 and older","Employed","","","","","1"
"10 Completely satisfied","1989","16-34 y.","Not Employed","134","0.142047465848666","0.119929738609911","0.164165193087421","10"
"10 Completely satisfied","1989","35-65 y.","Not Employed","123","0.11421941682079","0.0964652784647122","0.131973555176868","10"
"10 Completely satisfied","1989","16-34 y.","Employed","348","0.140166314479799","0.126707812551798","0.1536248164078","10"
"10 Completely satisfied","1989","35-65 y.","Employed","370","0.129643398503818","0.117761038102222","0.141525758905415","10"
"10 Completely satisfied","1989","66 and older","Not Employed","160","0.207905393808282","0.179589453006752","0.236221334609812","10"
"10 Completely satisfied","1989","66 and older","Employed","15","","","","10"
"2 on Scale 1 to 10","1989","16-34 y.","Not Employed","36","0.0290414142236828","0.0184024008219075","0.0396804276254582","2"
"2 on Scale 1 to 10","1989","16-34 y.","Employed","51","0.0164154121592381","0.0114893553099048","0.0213414690085714","2"
"2 on Scale 1 to 10","1989","35-65 y.","Not Employed","42","0.0212224936214052","0.013177851128489","0.0292671361143213","2"
"2 on Scale 1 to 10","1989","35-65 y.","Employed","88","0.0205073894373842","0.0154939626791906","0.0255208161955778","2"
"2 on Scale 1 to 10","1989","66 and older","Not Employed","3","","","","2"
"2 on Scale 1 to 10","1989","66 and older","Employed","","","","","2"
"3 on Scale 1 to 10","1989","16-34 y.","Employed","75","0.0249520598333084","0.0189051449925248","0.030998974674092","3"
"3 on Scale 1 to 10","1989","35-65 y.","Not Employed","95","0.0628575973903826","0.0493104381565167","0.0764047566242485","3"
"3 on Scale 1 to 10","1989","16-34 y.","Not Employed","38","0.0261429484119585","0.01603374322034","0.0362521536035771","3"
"3 on Scale 1 to 10","1989","35-65 y.","Employed","151","0.0380115432602835","0.031247263130215","0.044775823390352","3"
"3 on Scale 1 to 10","1989","66 and older","Not Employed","35","0.0437504479403079","0.029478394482649","0.0580225013979668","3"
"3 on Scale 1 to 10","1989","66 and older","Employed","1","","","","3"
"4 on Scale 1 to 10","1989","16-34 y.","Not Employed","38","0.0263575469445918","0.0162080534995856","0.0365070403895979","4"
"4 on Scale 1 to 10","1989","35-65 y.","Not Employed","87","0.0740713959840593","0.0594536447127305","0.0886891472553881","4"
"4 on Scale 1 to 10","1989","16-34 y.","Employed","106","0.0390808181623443","0.0315681722289608","0.0465934640957279","4"
"4 on Scale 1 to 10","1989","35-65 y.","Employed","159","0.0416228234496174","0.0345578114630605","0.0486878354361743","4"
"4 on Scale 1 to 10","1989","66 and older","Not Employed","27","","","","4"
"4 on Scale 1 to 10","1989","66 and older","Employed","2","","","","4"
"5 on Scale 1 to 10","1989","16-34 y.","Not Employed","134","0.131924322904192","0.110483899726702","0.153364746081683","5"
"5 on Scale 1 to 10","1989","16-34 y.","Employed","296","0.111233724607955","0.0990443986871349","0.123423050528776","5"
"5 on Scale 1 to 10","1989","35-65 y.","Not Employed","239","0.198196501678211","0.175945553698434","0.220447449657989","5"
"5 on Scale 1 to 10","1989","35-65 y.","Employed","536","0.174368229291709","0.16094658328584","0.187789875297577","5"
"5 on Scale 1 to 10","1989","66 and older","Not Employed","132","0.170236630404634","0.144011767531017","0.196461493278252","5"
"5 on Scale 1 to 10","1989","66 and older","Employed","5","","","","5"
"6 on Scale 1 to 10","1989","16-34 y.","Employed","250","0.0876683918849175","0.0767044797320462","0.0986323040377888","6"
"6 on Scale 1 to 10","1989","35-65 y.","Not Employed","138","0.112517343491452","0.0948790637954532","0.13015562318745","6"
"6 on Scale 1 to 10","1989","16-34 y.","Not Employed","80","0.0835047223105232","0.065977513688593","0.101031930932453","6"
"6 on Scale 1 to 10","1989","35-65 y.","Employed","319","0.0991150579307368","0.0885448534988704","0.109685262362603","6"
"6 on Scale 1 to 10","1989","66 and older","Not Employed","88","0.106060535725693","0.0845752787337744","0.127545792717611","6"
"6 on Scale 1 to 10","1989","66 and older","Employed","4","","","","6"
"7 on Scale 1 to 10","1989","16-34 y.","Employed","434","0.171115192655779","0.15651498471047","0.185715400601088","7"
"7 on Scale 1 to 10","1989","35-65 y.","Not Employed","158","0.137912279002876","0.11866613415434","0.157158423851412","7"
"7 on Scale 1 to 10","1989","16-34 y.","Not Employed","141","0.164291399491643","0.140815244262251","0.187767554721034","7"
"7 on Scale 1 to 10","1989","35-65 y.","Employed","448","0.152034835391572","0.139333790148463","0.164735880634681","7"
"7 on Scale 1 to 10","1989","66 and older","Not Employed","109","0.131713417340913","0.108116452614125","0.155310382067702","7"
"7 on Scale 1 to 10","1989","66 and older","Employed","5","","","","7"
"8 on Scale 1 to 10","1989","35-65 y.","Not Employed","196","0.17547566469981","0.154244357226124","0.196706972173496","8"
"8 on Scale 1 to 10","1989","35-65 y.","Employed","605","0.216697365404703","0.202123642343833","0.231271088465574","8"
"8 on Scale 1 to 10","1989","16-34 y.","Employed","596","0.246031593226714","0.229334545834026","0.262728640619403","8"
"8 on Scale 1 to 10","1989","16-34 y.","Not Employed","212","0.240034879479588","0.212974983107525","0.267094775851651","8"
"8 on Scale 1 to 10","1989","66 and older","Not Employed","154","0.206299690636867","0.178064732213585","0.23453464906015","8"
"8 on Scale 1 to 10","1989","66 and older","Employed","5","","","","8"
