"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Baden-W?rttemberg","general elemantary","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","higher education","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","higher vocational","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","in school","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","inadequately","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","middle vocational","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","vocational + Abi","","","","","","","","","","","","","",""
"1990","Bavaria","general elemantary","","","","","","","","","","","","","",""
"1990","Bavaria","higher education","","","","","","","","","","","","","",""
"1990","Bavaria","higher vocational","","","","","","","","","","","","","",""
"1990","Bavaria","in school","","","","","","","","","","","","","",""
"1990","Bavaria","inadequately","","","","","","","","","","","","","",""
"1990","Bavaria","middle vocational","","","","","","","","","","","","","",""
"1990","Bavaria","vocational + Abi","","","","","","","","","","","","","",""
"1990","Berlin","general elemantary","","","","","","","","","","","","","",""
"1990","Berlin","higher education","6.43","7","113","3","5","8","9","10","6.02","6.84","0","10","7","8"
"1990","Berlin","higher vocational","","","","","","","","","","","","","",""
"1990","Berlin","in school","","","","","","","","","","","","","",""
"1990","Berlin","inadequately","","","","","","","","","","","","","",""
"1990","Berlin","middle vocational","6.19","6","137","3","5","8","8","10","5.85","6.53","0","10","6","7"
"1990","Berlin","vocational + Abi","","","","","","","","","","","","","",""
"1990","Brandenburg","general elemantary","6.32","7","85","3","5","8","9","10","5.78","6.86","0","10","6","7"
"1990","Brandenburg","higher education","6.95","7","176","5","5","8","10","10","6.66","7.24","2","10","7","7"
"1990","Brandenburg","higher vocational","6.09","6","52","5","5","8","8","10","5.56","6.62","0","10","5","7"
"1990","Brandenburg","in school","","","","","","","","","","","","","",""
"1990","Brandenburg","inadequately","","","","","","","","","","","","","",""
"1990","Brandenburg","middle vocational","6.51","7","397","4","5","8","9","10","6.31","6.71","0","10","6","7"
"1990","Brandenburg","vocational + Abi","","","","","","","","","","","","","",""
"1990","Bremen","general elemantary","","","","","","","","","","","","","",""
"1990","Bremen","higher education","","","","","","","","","","","","","",""
"1990","Bremen","higher vocational","","","","","","","","","","","","","",""
