"year","sampreg","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","East Germany","Female","6.32","6","2329","4","5","8","9","10","6.23","6.41","0","10","6","7"
"1990","East Germany","Male","6.37","6","2105","4","5","8","9","10","6.28","6.46","0","10","6","7"
"1990","West Germany","Female","","","","","","","","","","","","","",""
"1990","West Germany","Male","","","","","","","","","","","","","",""
"1991","East Germany","Female","5.86","6","2176","3","5","8","8","10","5.77","5.95","0","10","6","6"
"1991","East Germany","Male","5.85","6","1975","3","5","7","8","10","5.76","5.94","0","10","6","6"
"1991","West Germany","Female","7.27","8","4809","5","6","8","10","10","7.22","7.32","0","10","8","8"
"1991","West Germany","Male","7.26","8","4663","5","6","8","9","10","7.21","7.31","0","10","7","8"
"1992","East Germany","Female","5.77","6","2089","3","5","7","8","10","5.69","5.85","0","10","6","6"
"1992","East Germany","Male","5.7","6","1881","3","5","7","8","10","5.61","5.79","0","10","6","6"
"1992","West Germany","Female","7.05","7","4772","5","6","8","9","10","7","7.1","0","10","7","7"
"1992","West Germany","Male","7.13","8","4561","5","6","8","9","10","7.08","7.18","0","10","7","7"
"1993","East Germany","Female","6.29","7","2008","4","5","8","8","10","6.2","6.38","0","10","6","7"
"1993","East Germany","Male","6.14","6","1819","3","5","8","8","10","6.05","6.23","0","10","6","7"
"1993","West Germany","Female","7.25","8","4741","5","6","9","10","10","7.19","7.31","0","10","7","8"
"1993","West Germany","Male","7.22","8","4549","5","6","8","10","10","7.16","7.28","0","10","7","7"
"1994","East Germany","Female","","","","","","","","","","","","","",""
"1994","East Germany","Male","","","","","","","","","","","","","",""
"1994","West Germany","Female","","","","","","","","","","","","","",""
"1994","West Germany","Male","","","","","","","","","","","","","",""
"1995","East Germany","Female","6.56","7","1941","4","5","8","9","10","6.47","6.65","0","10","7","7"
"1995","East Germany","Male","6.42","7","1747","4","5","8","8","10","6.33","6.51","0","10","7","7"
"1995","West Germany","Female","7.18","8","4951","5","6","9","10","10","7.12","7.24","0","10","7","8"
"1995","West Germany","Male","7.12","7","4660","5","6","8","9","10","7.06","7.18","0","10","7","7"
"1996","East Germany","Female","6.65","7","1932","4","5","8","9","10","6.57","6.73","0","10","7","7"
"1996","East Germany","Male","6.49","7","1756","4","5","8","9","10","6.4","6.58","0","10","7","7"
"1996","West Germany","Female","7.31","8","4857","5","6","9","10","10","7.26","7.36","0","10","8","8"
"1996","West Germany","Male","7.21","8","4546","5","6","8","9","10","7.16","7.26","0","10","7","8"
