"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Rural Area","Female","6.45","7","1461","4","5","8","9","10","6.34","6.56","0","10","6","7"
"1990","Rural Area","Male","6.43","7","1351","4","5","8","9","10","6.32","6.54","0","10","6","7"
"1990","Urban Area","Female","6.08","6","818","3","5","8","9","10","5.93","6.23","0","10","6","6"
"1990","Urban Area","Male","6.24","6","717","3","5","8","9","10","6.08","6.4","0","10","6","7"
"1991","Rural Area","Female","6.72","7","2387","4","5","8","9","10","6.63","6.81","0","10","7","7"
"1991","Rural Area","Male","6.65","7","2246","4","5","8","9","10","6.56","6.74","0","10","7","7"
"1991","Urban Area","Female","7.1","8","4549","5","6","8","10","10","7.04","7.16","0","10","7","7"
"1991","Urban Area","Male","7.13","8","4351","5","6","8","9","10","7.07","7.19","0","10","7","7"
"1992","Rural Area","Female","6.56","7","2291","4","5","8","9","10","6.48","6.64","0","10","6","7"
"1992","Rural Area","Male","6.52","7","2129","4","5","8","9","10","6.43","6.61","0","10","6","7"
"1992","Urban Area","Female","6.9","7","4507","4","6","8","9","10","6.84","6.96","0","10","7","7"
"1992","Urban Area","Male","6.99","7","4257","5","6","8","9","10","6.93","7.05","0","10","7","7"
"1993","Rural Area","Female","6.92","7","2270","5","6","8","9","10","6.84","7","0","10","7","7"
"1993","Rural Area","Male","6.84","7","2113","4","6","8","9","10","6.76","6.92","0","10","7","7"
"1993","Urban Area","Female","7.12","8","4479","5","6","8","10","10","7.06","7.18","0","10","7","7"
"1993","Urban Area","Male","7.08","7","4255","5","6","8","9","10","7.02","7.14","0","10","7","7"
"1994","Rural Area","Female","","","","","","","","","","","","","",""
"1994","Rural Area","Male","","","","","","","","","","","","","",""
"1994","Urban Area","Female","","","","","","","","","","","","","",""
"1994","Urban Area","Male","","","","","","","","","","","","","",""
"1995","Rural Area","Female","7.03","7","2300","5","6","8","9","10","6.95","7.11","0","10","7","7"
"1995","Rural Area","Male","6.91","7","2160","4","6","8","9","10","6.83","6.99","0","10","7","7"
"1995","Urban Area","Female","7.07","7","4592","5","6","8","10","10","7.01","7.13","0","10","7","7"
"1995","Urban Area","Male","7.02","7","4247","5","6","8","9","10","6.96","7.08","0","10","7","7"
"1996","Rural Area","Female","7.1","8","2278","5","6","8","9","10","7.02","7.18","0","10","7","7"
"1996","Rural Area","Male","7","7","2148","5","6","8","9","10","6.92","7.08","0","10","7","7"
"1996","Urban Area","Female","7.22","8","4510","5","6","8","10","10","7.16","7.28","0","10","7","8"
"1996","Urban Area","Male","7.1","7","4154","5","6","8","9","10","7.04","7.16","0","10","7","7"
"1997","Rural Area","Female","6.71","7","2239","4","5","8","9","10","6.63","6.79","0","10","7","7"
"1997","Rural Area","Male","6.57","7","2111","4","5","8","9","10","6.49","6.65","0","10","7","7"
"1997","Urban Area","Female","6.78","7","4412","4","5","8","9","10","6.72","6.84","0","10","7","7"
"1997","Urban Area","Male","6.74","7","4097","4","6","8","9","10","6.68","6.8","0","10","7","7"
"1998","Rural Area","Female","7.03","7","2495","5","6","8","9","10","6.96","7.1","0","10","7","7"
