"ple0162","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2012","1-pers.-HH","(0) in school","1","","",""
"Yes","2012","1-pers.-HH","(1a) inadequately completed","38","0.918333586591156","0.833466348086386","1.00320082509593"
"Yes","2012","1-pers.-HH","(1b) general elementary school","273","0.951850086021041","0.927082186497823","0.976617985544258"
"Yes","2012","1-pers.-HH","(1c) basic vocational qualification","531","0.953667775746789","0.936211137088933","0.971124414404645"
"Yes","2012","1-pers.-HH","(2b) intermediate general qualification","25","","",""
"Yes","2012","1-pers.-HH","(2a) intermediate vocational","333","0.955466741380122","0.933978717171336","0.976954765588907"
"Yes","2012","1-pers.-HH","(2c_gen) general maturity certificate","39","0.868176560469657","0.768217514963462","0.968135605975851"
"Yes","2012","1-pers.-HH","(2c_voc) vocational maturity certificate","87","0.974324500776756","0.941464743751446","1.00718425780207"
"Yes","2012","1-pers.-HH","(3a) lower tertiary education","130","0.96177067279041","0.929304598031125","0.994236747549695"
"Yes","2012","1-pers.-HH","(3b) higher tertiary education","145","0.952580053954407","0.91922842416414","0.985931683744675"
"Yes","2012","(Married) couple without C. ","(0) in school","2","","",""
"Yes","2012","(Married) couple without C. ","(1a) inadequately completed","52","0.94375696099163","0.88341512070319","1.00409880128007"
"Yes","2012","(Married) couple without C. ","(1b) general elementary school","340","0.968310781196426","0.95003719068935","0.986584371703502"
"Yes","2012","(Married) couple without C. ","(1c) basic vocational qualification","1324","0.951852730230853","0.940622824918632","0.963082635543075"
"Yes","2012","(Married) couple without C. ","(2b) intermediate general qualification","52","0.940335509559338","0.876566518980648","1.00410450013803"
"Yes","2012","(Married) couple without C. ","(2a) intermediate vocational","701","0.944087674514089","0.927589727807881","0.960585621220296"
"Yes","2012","(Married) couple without C. ","(2c_gen) general maturity certificate","34","0.844830415752705","0.728166836164375","0.961493995341034"
"Yes","2012","(Married) couple without C. ","(2c_voc) vocational maturity certificate","180","0.901599153995716","0.860006068205927","0.943192239785505"
"Yes","2012","(Married) couple without C. ","(3a) lower tertiary education","304","0.959801688469364","0.938313973456212","0.981289403482515"
