"ple0162","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Not Employed","1-pers.-HH","1149","0.956952428590428","0.94550694555699","0.968397911623865"
"Yes","2012","Not Employed","(Married) couple without C. ","2366","0.957968373936043","0.950069348554327","0.965867399317758"
"Yes","2012","Not Employed","Single parent ","297","0.93929994759923","0.912972956187662","0.965626939010799"
"Yes","2012","Not Employed","Couple + C. LE 16 ","320","0.942771995606543","0.91833257018186","0.967211421031226"
"Yes","2012","Not Employed","Couple + C. GT 16 ","274","0.965187311948062","0.94383084270427","0.986543781191854"
"Yes","2012","Not Employed","Couple + C. LE and GT 16","134","0.915465752674241","0.870647530058944","0.960283975289538"
"Yes","2012","Employed","1-pers.-HH","471","0.937463444074686","0.916303805312389","0.958623082836983"
"Yes","2012","Employed","(Married) couple without C. ","1067","0.918077828573029","0.902295918162422","0.933859738983635"
"Yes","2012","Employed","Single parent ","494","0.927336836049938","0.905381663432688","0.949292008667188"
"Yes","2012","Employed","Couple + C. LE 16 ","964","0.892056514717637","0.87335832077778","0.910754708657494"
"Yes","2012","Employed","Couple + C. GT 16 ","490","0.929582385582497","0.907983153777317","0.951181617387677"
"Yes","2012","Employed","Couple + C. LE and GT 16","306","0.914610519477394","0.884817808554285","0.944403230400503"
"No","2012","Not Employed","1-pers.-HH","59","0.0430475714095726","0.0316020883761353","0.0544930544430098"
"No","2012","Not Employed","(Married) couple without C. ","113","0.0420316260639572","0.0341326006822417","0.0499306514456728"
"No","2012","Not Employed","Single parent ","19","","",""
"No","2012","Not Employed","Couple + C. LE 16 ","27","","",""
"No","2012","Not Employed","Couple + C. GT 16 ","9","","",""
"No","2012","Not Employed","Couple + C. LE and GT 16","14","","",""
"No","2012","Employed","1-pers.-HH","32","0.062536555925314","0.0413769171630174","0.0836961946876106"
"No","2012","Employed","(Married) couple without C. ","93","0.0819221714269715","0.0661402610163648","0.0977040818375782"
"No","2012","Employed","Single parent ","43","0.0726631639500621","0.050707991332812","0.0946183365673122"
"No","2012","Employed","Couple + C. LE 16 ","94","0.107943485282363","0.0892452913425064","0.12664167922222"
"No","2012","Employed","Couple + C. GT 16 ","49","0.0704176144175028","0.048818382612323","0.0920168462226825"
"No","2012","Employed","Couple + C. LE and GT 16","32","0.0853894805226058","0.0555967695994967","0.115182191445715"
"Yes","2013","Not Employed","1-pers.-HH","1107","0.959591880598422","0.948250356679562","0.970933404517282"
"Yes","2013","Not Employed","(Married) couple without C. ","2353","0.966118909366068","0.95894753092256","0.973290287809575"
"Yes","2013","Not Employed","Single parent ","334","0.956153826331599","0.934824546427252","0.977483106235946"
"Yes","2013","Not Employed","Couple + C. LE 16 ","491","0.93396028968637","0.91289612469381","0.955024454678929"
"Yes","2013","Not Employed","Couple + C. GT 16 ","367","0.967671393570984","0.950117509298528","0.98522527784344"
"Yes","2013","Not Employed","Couple + C. LE and GT 16","219","0.912856585816592","0.876485131794614","0.94922803983857"
"Yes","2013","Employed","1-pers.-HH","437","0.927756784651114","0.904425797008001","0.951087772294227"
"Yes","2013","Employed","(Married) couple without C. ","949","0.916535058229109","0.899578049983187","0.933492066475031"
"Yes","2013","Employed","Single parent ","471","0.899651844379743","0.873802094411214","0.925501594348272"
"Yes","2013","Employed","Couple + C. LE 16 ","879","0.883932948978774","0.86394014214177","0.903925755815778"
"Yes","2013","Employed","Couple + C. GT 16 ","426","0.938345141072271","0.916483308019285","0.960206974125257"
"Yes","2013","Employed","Couple + C. LE and GT 16","318","0.941032346668264","0.915993297615237","0.96607139572129"
"No","2013","Not Employed","1-pers.-HH","51","0.0404081194015781","0.0290665954827181","0.0517496433204381"
"No","2013","Not Employed","(Married) couple without C. ","92","0.0338810906339323","0.0267097121904245","0.0410524690774401"
"No","2013","Not Employed","Single parent ","20","","",""
"No","2013","Not Employed","Couple + C. LE 16 ","43","0.0660397103136304","0.0449755453210705","0.0871038753061904"
"No","2013","Not Employed","Couple + C. GT 16 ","23","","",""
"No","2013","Not Employed","Couple + C. LE and GT 16","12","","",""
"No","2013","Employed","1-pers.-HH","36","0.0722432153488856","0.0489122277057724","0.0955742029919988"
"No","2013","Employed","(Married) couple without C. ","73","0.083464941770891","0.0665079335249688","0.100421950016813"
"No","2013","Employed","Single parent ","48","0.100348155620257","0.0744984056517281","0.126197905588786"
