"ple0162","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2012","(0) in school","45","0.772096518014294","0.663198007308898","0.880995028719689"
"Yes","2012","(1a) inadequately completed","184","0.945513268468615","0.9135738931097","0.97745264382753"
"Yes","2012","(1b) general elementary school","964","0.95083254796318","0.93757002676084","0.96409506916552"
"Yes","2012","(1c) basic vocational qualification","2673","0.950423477129491","0.942414700226274","0.958432254032708"
"Yes","2012","(2b) intermediate general qualification","186","0.875345602648772","0.830880045386144","0.9198111599114"
"Yes","2012","(2a) intermediate vocational","2027","0.945738267333276","0.936198205827028","0.955278328839524"
"Yes","2012","(2c_gen) general maturity certificate","168","0.868003597482492","0.819873903476082","0.916133291488902"
"Yes","2012","(2c_voc) vocational maturity certificate","606","0.9360750511371","0.917269678547426","0.954880423726774"
"Yes","2012","(3a) lower tertiary education","638","0.947971014678493","0.931315504255839","0.964626525101148"
"Yes","2012","(3b) higher tertiary education","915","0.923425246008164","0.906927428421153","0.939923063595174"
"No","2012","(0) in school","12","","",""
"No","2012","(1a) inadequately completed","10","","",""
"No","2012","(1b) general elementary school","57","0.04916745203682","0.0359049308344798","0.0624299732391601"
"No","2012","(1c) basic vocational qualification","149","0.0495765228705089","0.0415677459672916","0.0575852997737262"
"No","2012","(2b) intermediate general qualification","26","","",""
"No","2012","(2a) intermediate vocational","139","0.0542617326667242","0.0447216711604763","0.0638017941729721"
"No","2012","(2c_gen) general maturity certificate","22","","",""
"No","2012","(2c_voc) vocational maturity certificate","44","0.0639249488628999","0.045119576273226","0.0827303214525738"
"No","2012","(3a) lower tertiary education","45","0.0520289853215067","0.0353734748988523","0.0686844957441611"
"No","2012","(3b) higher tertiary education","83","0.0765747539918366","0.0600769364048265","0.0930725715788466"
"Yes","2013","(0) in school","58","0.996463556894851","0.981442983434346","1.01148413035536"
"Yes","2013","(1a) inadequately completed","271","0.947563829695459","0.921730237810731","0.973397421580187"
"Yes","2013","(1b) general elementary school","1042","0.952816661089378","0.940354461458654","0.965278860720102"
"Yes","2013","(1c) basic vocational qualification","2579","0.954041347432579","0.94615035369804","0.961932341167118"
"Yes","2013","(2b) intermediate general qualification","222","0.939902880578365","0.909771609073211","0.97003415208352"
"Yes","2013","(2a) intermediate vocational","1931","0.937457817832132","0.927034383788407","0.947881251875857"
"Yes","2013","(2c_gen) general maturity certificate","238","0.833744792175181","0.78908706085215","0.878402523498211"
"Yes","2013","(2c_voc) vocational maturity certificate","675","0.956455932840597","0.941486823405604","0.97142504227559"
"Yes","2013","(3a) lower tertiary education","562","0.963055344866493","0.947974964822785","0.978135724910202"
"Yes","2013","(3b) higher tertiary education","930","0.927992618353813","0.912113186038194","0.943872050669431"
"No","2013","(0) in school","2","","",""
"No","2013","(1a) inadequately completed","15","","",""
"No","2013","(1b) general elementary school","70","0.0471833389106216","0.0347211392798975","0.0596455385413456"
"No","2013","(1c) basic vocational qualification","126","0.0459586525674213","0.0380676588328823","0.0538496463019603"
"No","2013","(2b) intermediate general qualification","17","","",""
"No","2013","(2a) intermediate vocational","142","0.062542182167868","0.052118748124143","0.0729656162115929"
"No","2013","(2c_gen) general maturity certificate","29","","",""
"No","2013","(2c_voc) vocational maturity certificate","39","0.043544067159403","0.0285749577244097","0.0585131765943964"
"No","2013","(3a) lower tertiary education","39","0.0369446551335066","0.0218642750897978","0.0520250351772153"
"No","2013","(3b) higher tertiary education","88","0.0720073816461873","0.0561279493305688","0.0878868139618057"
"Yes","2014","(0) in school","","","",""
"Yes","2014","(1a) inadequately completed","","","",""
"Yes","2014","(1b) general elementary school","","","",""
"Yes","2014","(1c) basic vocational qualification","","","",""
"Yes","2014","(2b) intermediate general qualification","","","",""
"Yes","2014","(2a) intermediate vocational","","","",""
"Yes","2014","(2c_gen) general maturity certificate","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","","","",""
"Yes","2014","(3a) lower tertiary education","","","",""
"Yes","2014","(3b) higher tertiary education","","","",""
"No","2014","(0) in school","","","",""
"No","2014","(1a) inadequately completed","","","",""
"No","2014","(1b) general elementary school","","","",""
"No","2014","(1c) basic vocational qualification","","","",""
"No","2014","(2b) intermediate general qualification","","","",""
"No","2014","(2a) intermediate vocational","","","",""
"No","2014","(2c_gen) general maturity certificate","","","",""
"No","2014","(2c_voc) vocational maturity certificate","","","",""
"No","2014","(3a) lower tertiary education","","","",""
"No","2014","(3b) higher tertiary education","","","",""
"Yes","2015","(0) in school","38","0.594375239057806","0.459616919539686","0.729133558575926"
"Yes","2015","(1a) inadequately completed","232","0.965806403634031","0.943234621581597","0.988378185686465"
"Yes","2015","(1b) general elementary school","874","0.933509830459533","0.917445957035533","0.949573703883534"
"Yes","2015","(1c) basic vocational qualification","2343","0.912454109812329","0.901482090315633","0.923426129309025"
"Yes","2015","(2b) intermediate general qualification","183","0.895762570732211","0.853830982809885","0.937694158654538"
"Yes","2015","(2a) intermediate vocational","1792","0.888168151901066","0.874359385089792","0.901976918712339"
"Yes","2015","(2c_gen) general maturity certificate","247","0.830007538766601","0.786166646318869","0.873848431214334"
"Yes","2015","(2c_voc) vocational maturity certificate","619","0.887057453391312","0.863249730085566","0.910865176697059"
"Yes","2015","(3a) lower tertiary education","520","0.879450220668601","0.853177144422704","0.905723296914499"
"Yes","2015","(3b) higher tertiary education","900","0.905803283273392","0.88781547721768","0.923791089329105"
"No","2015","(0) in school","13","","",""
"No","2015","(1a) inadequately completed","17","","",""
"No","2015","(1b) general elementary school","50","0.0664901695404665","0.0504262961164659","0.0825540429644671"
"No","2015","(1c) basic vocational qualification","206","0.0875458901876708","0.0765738706909747","0.0985179096843669"
"No","2015","(2b) intermediate general qualification","21","","",""
"No","2015","(2a) intermediate vocational","209","0.111831848098934","0.0980230812876607","0.125640614910208"
"No","2015","(2c_gen) general maturity certificate","35","0.169992461233398","0.126151568785666","0.213833353681131"
"No","2015","(2c_voc) vocational maturity certificate","60","0.112942546608688","0.0891348233029406","0.136750269914434"
"No","2015","(3a) lower tertiary education","70","0.120549779331399","0.0942767030855009","0.146822855577296"
"No","2015","(3b) higher tertiary education","113","0.0941967167266075","0.0762089106708952","0.11218452278232"
"Yes","2016","(0) in school","3","","",""
"Yes","2016","(1a) inadequately completed","327","0.799673550121093","0.760884249420098","0.838462850822087"
"Yes","2016","(1b) general elementary school","126","0.794621914987106","0.733352014541761","0.855891815432451"
"Yes","2016","(1c) basic vocational qualification","22","","",""
"Yes","2016","(2b) intermediate general qualification","1","","",""
"Yes","2016","(2a) intermediate vocational","","","",""
"Yes","2016","(2c_gen) general maturity certificate","92","0.759159356200097","0.680667060821925","0.83765165157827"
"Yes","2016","(2c_voc) vocational maturity certificate","16","","",""
"Yes","2016","(3a) lower tertiary education","","","",""
"Yes","2016","(3b) higher tertiary education","82","0.62419779372728","0.534898166361919","0.713497421092642"
"No","2016","(0) in school","1","","",""
"No","2016","(1a) inadequately completed","82","0.200326449878907","0.161537149177913","0.239115750579902"
"No","2016","(1b) general elementary school","41","0.205378085012894","0.144108184567549","0.266647985458239"
"No","2016","(1c) basic vocational qualification","3","","",""
"No","2016","(2b) intermediate general qualification","","","",""
"No","2016","(2a) intermediate vocational","","","",""
"No","2016","(2c_gen) general maturity certificate","22","","",""
"No","2016","(2c_voc) vocational maturity certificate","6","","",""
"No","2016","(3a) lower tertiary education","","","",""
"No","2016","(3b) higher tertiary education","31","0.37580220627272","0.286502578907358","0.465101833638081"
"Yes","2017","(0) in school","44","0.88035060227523","0.792138228200851","0.96856297634961"
"Yes","2017","(1a) inadequately completed","460","0.961102383604616","0.944305236659386","0.977899530549845"
"Yes","2017","(1b) general elementary school","889","0.944093718719693","0.929507608283968","0.958679829155417"
"Yes","2017","(1c) basic vocational qualification","2245","0.966315757983224","0.959002704358451","0.973628811607997"
"Yes","2017","(2b) intermediate general qualification","227","0.961239060752026","0.93686923516056","0.985608886343493"
"Yes","2017","(2a) intermediate vocational","1958","0.960424116606934","0.951980471871909","0.96886776134196"
"Yes","2017","(2c_gen) general maturity certificate","296","0.884990147728313","0.850877518566159","0.919102776890468"
"Yes","2017","(2c_voc) vocational maturity certificate","683","0.937470829924629","0.919883390475813","0.955058269373446"
"Yes","2017","(3a) lower tertiary education","550","0.939528474446257","0.920295231338135","0.958761717554379"
"Yes","2017","(3b) higher tertiary education","1001","0.913157085130583","0.896560815952188","0.929753354308978"
"No","2017","(0) in school","8","","",""
"No","2017","(1a) inadequately completed","49","0.0388976163953839","0.0221004694501545","0.0556947633406134"
"No","2017","(1b) general elementary school","64","0.0559062812803073","0.0413201708445828","0.0704923917160318"
"No","2017","(1c) basic vocational qualification","93","0.0336842420167758","0.0263711883920031","0.0409972956415486"
"No","2017","(2b) intermediate general qualification","14","","",""
"No","2017","(2a) intermediate vocational","90","0.0395758833930658","0.0311322386580402","0.0480195281280914"
"No","2017","(2c_gen) general maturity certificate","40","0.115009852271687","0.0808972231095324","0.149122481433841"
"No","2017","(2c_voc) vocational maturity certificate","45","0.0625291700753709","0.0449417306265544","0.0801166095241874"
"No","2017","(3a) lower tertiary education","40","0.0604715255537432","0.0412382824456208","0.0797047686618655"
"No","2017","(3b) higher tertiary education","105","0.086842914869417","0.0702466456910221","0.103439184047812"
"Yes","2018","(0) in school","1","","",""
"Yes","2018","(1a) inadequately completed","33","0.773465172995913","0.646871699281212","0.900058646710614"
"Yes","2018","(1b) general elementary school","11","","",""
"Yes","2018","(1c) basic vocational qualification","","","",""
"Yes","2018","(2b) intermediate general qualification","","","",""
"Yes","2018","(2a) intermediate vocational","","","",""
"Yes","2018","(2c_gen) general maturity certificate","9","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2018","(3a) lower tertiary education","","","",""
"Yes","2018","(3b) higher tertiary education","6","","",""
"No","2018","(0) in school","","","",""
"No","2018","(1a) inadequately completed","9","","",""
"No","2018","(1b) general elementary school","8","","",""
"No","2018","(1c) basic vocational qualification","","","",""
"No","2018","(2b) intermediate general qualification","","","",""
"No","2018","(2a) intermediate vocational","","","",""
"No","2018","(2c_gen) general maturity certificate","2","","",""
"No","2018","(2c_voc) vocational maturity certificate","","","",""
"No","2018","(3a) lower tertiary education","","","",""
"No","2018","(3b) higher tertiary education","2","","",""
"Yes","2019","(0) in school","38","0.958842315995832","0.898035085588408","1.01964954640325"
"Yes","2019","(1a) inadequately completed","497","0.926953720445681","0.905554300591946","0.948353140299416"
"Yes","2019","(1b) general elementary school","820","0.952009084357933","0.937894756505223","0.966123412210642"
"Yes","2019","(1c) basic vocational qualification","2037","0.951133857995419","0.942046343984702","0.960221372006137"
"Yes","2019","(2b) intermediate general qualification","230","0.958206056507737","0.933096484558132","0.983315628457342"
"Yes","2019","(2a) intermediate vocational","2021","0.945132710702697","0.935531547390421","0.954733874014973"
"Yes","2019","(2c_gen) general maturity certificate","388","0.927667911931847","0.903155772777691","0.952180051086004"
"Yes","2019","(2c_voc) vocational maturity certificate","719","0.913222934168058","0.89353028480635","0.932915583529765"
"Yes","2019","(3a) lower tertiary education","619","0.903743896683539","0.881460705532601","0.926027087834477"
"Yes","2019","(3b) higher tertiary education","1148","0.941121036220748","0.92821016759542","0.954031904846077"
"No","2019","(0) in school","3","","",""
"No","2019","(1a) inadequately completed","71","0.0730462795543191","0.0516468597005842","0.094445699408054"
"No","2019","(1b) general elementary school","61","0.0479909156420674","0.0338765877893579","0.0621052434947769"
"No","2019","(1c) basic vocational qualification","125","0.0488661420045806","0.0397786279938633","0.0579536560152979"
"No","2019","(2b) intermediate general qualification","14","","",""
"No","2019","(2a) intermediate vocational","140","0.0548672892973031","0.0452661259850273","0.064468452609579"
