"ple0162","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2013","secondary school degree","Female","1509","0.933665609711486","0.921587856186189","0.945743363236783"
"Yes","2013","college entrance qualification","Male","720","0.929464997890806","0.911530630109235","0.947399365672378"
"Yes","2013","college entrance qualification","Female","870","0.92559263139801","0.908842810716337","0.942342452079683"
"Yes","2013","Other degree","Male","453","0.937404148020793","0.915912268717425","0.958896027324161"
"Yes","2013","Other degree","Female","549","0.947012459746573","0.929088366603","0.964936552890145"
"Yes","2013","no degree/no degree yet","Male","140","0.961649115190411","0.930709618423334","0.992588611957488"
"Yes","2013","no degree/no degree yet","Female","192","0.949799906823334","0.919613015916237","0.979986797730431"
"No","2013","lower secondary degree","Male","69","0.0501326952211025","0.0392267849622423","0.0610386054799627"
"No","2013","lower secondary degree","Female","86","0.0401434832549942","0.0310575690435926","0.0492293974663959"
"No","2013","secondary school degree","Male","50","0.0500806412440671","0.03612258379242","0.0640386986957141"
"No","2013","secondary school degree","Female","122","0.0663343902885136","0.0542566367632167","0.0784121438138105"
"No","2013","college entrance qualification","Male","63","0.0705350021091937","0.0526006343276223","0.0884693698907652"
"No","2013","college entrance qualification","Female","73","0.0744073686019905","0.0576575479203175","0.0911571892836634"
"No","2013","Other degree","Male","35","0.0625958519792072","0.0411039726758392","0.0840877312825752"
"No","2013","Other degree","Female","51","0.0529875402534273","0.035063447109855","0.0709116333969996"
"No","2013","no degree/no degree yet","Male","8","","",""
"No","2013","no degree/no degree yet","Female","9","","",""
"Yes","2014","lower secondary degree","Male","","","",""
"Yes","2014","lower secondary degree","Female","","","",""
"Yes","2014","secondary school degree","Male","","","",""
"Yes","2014","secondary school degree","Female","","","",""
"Yes","2014","college entrance qualification","Male","","","",""
"Yes","2014","college entrance qualification","Female","","","",""
"Yes","2014","Other degree","Male","","","",""
"Yes","2014","Other degree","Female","","","",""
"Yes","2014","no degree/no degree yet","Male","","","",""
"Yes","2014","no degree/no degree yet","Female","","","",""
"No","2014","lower secondary degree","Male","","","",""
"No","2014","lower secondary degree","Female","","","",""
"No","2014","secondary school degree","Male","","","",""
"No","2014","secondary school degree","Female","","","",""
"No","2014","college entrance qualification","Male","","","",""
"No","2014","college entrance qualification","Female","","","",""
"No","2014","Other degree","Male","","","",""
"No","2014","Other degree","Female","","","",""
"No","2014","no degree/no degree yet","Male","","","",""
"No","2014","no degree/no degree yet","Female","","","",""
"Yes","2015","lower secondary degree","Male","1293","0.900927232919635","0.885271938568584","0.916582527270686"
"Yes","2015","lower secondary degree","Female","1529","0.928989968447365","0.916600863855554","0.941379073039176"
"Yes","2015","secondary school degree","Male","810","0.855727281298006","0.833035004481375","0.878419558114638"
"Yes","2015","secondary school degree","Female","1385","0.914973796010131","0.900974896610146","0.928972695410116"
"Yes","2015","college entrance qualification","Male","670","0.865789932942101","0.841618620939364","0.889961244944838"
"Yes","2015","college entrance qualification","Female","847","0.894159670810938","0.87463844731525","0.913680894306625"
"Yes","2015","Other degree","Male","404","0.904981782164703","0.877488237795903","0.932475326533503"
"Yes","2015","Other degree","Female","531","0.921534444475567","0.899669149628668","0.943399739322466"
"Yes","2015","no degree/no degree yet","Male","93","0.921430976659233","0.870919283833075","0.971942669485391"
"Yes","2015","no degree/no degree yet","Female","178","0.930059108552263","0.893983112264473","0.966135104840053"
"No","2015","lower secondary degree","Male","106","0.0990727670803649","0.0834174727293139","0.114728061431416"
"No","2015","lower secondary degree","Female","122","0.0710100315526349","0.0586209269608239","0.083399136144446"
"No","2015","secondary school degree","Male","111","0.144272718701994","0.121580441885362","0.166964995518625"
"No","2015","secondary school degree","Female","140","0.0850262039898691","0.0710273045898845","0.0990251033898538"
"No","2015","college entrance qualification","Male","94","0.134210067057899","0.110038755055162","0.158381379060636"
"No","2015","college entrance qualification","Female","107","0.105840329189062","0.0863191056933748","0.12536155268475"
"No","2015","Other degree","Male","33","0.0950182178352971","0.0675246734664972","0.122511762204097"
"No","2015","Other degree","Female","50","0.078465555524433","0.0566002606775341","0.100330850371332"
"No","2015","no degree/no degree yet","Male","16","","",""
"No","2015","no degree/no degree yet","Female","14","","",""
"Yes","2016","lower secondary degree","Male","2","","",""
"Yes","2016","lower secondary degree","Female","","","",""
"Yes","2016","secondary school degree","Male","2","","",""
"Yes","2016","secondary school degree","Female","","","",""
"Yes","2016","college entrance qualification","Male","1","","",""
"Yes","2016","college entrance qualification","Female","","","",""
"Yes","2016","Other degree","Male","190","0.773403275392403","0.720440310680748","0.826366240104057"
"Yes","2016","Other degree","Female","142","0.656708564604074","0.590066474451924","0.723350654756225"
"Yes","2016","no degree/no degree yet","Male","161","0.792135753360728","0.735327719167696","0.84894378755376"
"Yes","2016","no degree/no degree yet","Female","169","0.805718231100658","0.753077023456324","0.858359438744992"
"No","2016","lower secondary degree","Male","","","",""
"No","2016","lower secondary degree","Female","","","",""
"No","2016","secondary school degree","Male","","","",""
"No","2016","secondary school degree","Female","","","",""
"No","2016","college entrance qualification","Male","","","",""
"No","2016","college entrance qualification","Female","","","",""
"No","2016","Other degree","Male","50","0.226596724607598","0.173633759895944","0.279559689319252"
"No","2016","Other degree","Female","53","0.343291435395926","0.276649345243775","0.409933525548076"
"No","2016","no degree/no degree yet","Male","35","0.207864246639272","0.15105621244624","0.264672280832304"
"No","2016","no degree/no degree yet","Female","48","0.194281768899342","0.141640561255008","0.246922976543675"
"Yes","2017","lower secondary degree","Male","1266","0.96560454341345","0.955788097270553","0.975420989556347"
"Yes","2017","lower secondary degree","Female","1450","0.963373053533412","0.953892252676698","0.972853854390126"
"Yes","2017","secondary school degree","Male","904","0.942889102504528","0.928132849626169","0.957645355382887"
"Yes","2017","secondary school degree","Female","1494","0.968238560624733","0.959544755978044","0.976932365271422"
"Yes","2017","college entrance qualification","Male","748","0.932838212190153","0.915590237018822","0.950086187361484"
"Yes","2017","college entrance qualification","Female","938","0.922582015244437","0.906140626687157","0.939023403801716"
"Yes","2017","Other degree","Male","465","0.955073070204696","0.937006568256635","0.973139572152758"
"Yes","2017","Other degree","Female","568","0.897634217652698","0.874222554759352","0.921045880546044"
"Yes","2017","no degree/no degree yet","Male","203","0.967203221423647","0.944185695865107","0.990220746982187"
"Yes","2017","no degree/no degree yet","Female","302","0.93726558520106","0.911182238737261","0.963348931664859"
"No","2017","lower secondary degree","Male","58","0.03439545658655","0.0245790104436532","0.0442119027294467"
"No","2017","lower secondary degree","Female","58","0.0366269464665882","0.0271461456098738","0.0461077473233026"
"No","2017","secondary school degree","Male","46","0.0571108974954722","0.0423546446171131","0.0718671503738314"
"No","2017","secondary school degree","Female","69","0.0317614393752667","0.0230676347285776","0.0404552440219558"
"No","2017","college entrance qualification","Male","61","0.0671617878098468","0.049913812638516","0.0844097629811777"
"No","2017","college entrance qualification","Female","77","0.0774179847555636","0.0609765961982844","0.0938593733128427"
"No","2017","Other degree","Male","40","0.0449269297953037","0.026860427847242","0.0629934317433653"
"No","2017","Other degree","Female","76","0.102365782347302","0.0789541194539564","0.125777445240648"
"No","2017","no degree/no degree yet","Male","27","","",""
"No","2017","no degree/no degree yet","Female","30","0.06273441479894","0.0366510683351409","0.088817761262739"
"Yes","2018","lower secondary degree","Male","1","","",""
"Yes","2018","lower secondary degree","Female","","","",""
"Yes","2018","secondary school degree","Male","","","",""
"Yes","2018","secondary school degree","Female","","","",""
"Yes","2018","college entrance qualification","Male","","","",""
"Yes","2018","college entrance qualification","Female","","","",""
"Yes","2018","Other degree","Male","11","","",""
"Yes","2018","Other degree","Female","15","","",""
"Yes","2018","no degree/no degree yet","Male","20","","",""
"Yes","2018","no degree/no degree yet","Female","14","","",""
"No","2018","lower secondary degree","Male","1","","",""
"No","2018","lower secondary degree","Female","3","","",""
"No","2018","secondary school degree","Male","","","",""
"No","2018","secondary school degree","Female","","","",""
"No","2018","college entrance qualification","Male","","","",""
"No","2018","college entrance qualification","Female","","","",""
"No","2018","Other degree","Male","1","","",""
"No","2018","Other degree","Female","6","","",""
"No","2018","no degree/no degree yet","Male","2","","",""
"No","2018","no degree/no degree yet","Female","7","","",""
"Yes","2019","lower secondary degree","Male","1196","0.952462942357373","0.940713885357463","0.964211999357283"
"Yes","2019","lower secondary degree","Female","1254","0.950455341681537","0.938788592069136","0.962122091293937"
"Yes","2019","secondary school degree","Male","970","0.944603741201235","0.930627015177963","0.958580467224507"
"Yes","2019","secondary school degree","Female","1534","0.935485919968376","0.923653766152852","0.9473180737839"
"Yes","2019","college entrance qualification","Male","896","0.946294811027699","0.931967021723433","0.960622600331965"
"Yes","2019","college entrance qualification","Female","1067","0.911092891806755","0.894812546426452","0.927373237187058"
"Yes","2019","Other degree","Male","451","0.931601855732419","0.910111307821931","0.953092403642907"
"Yes","2019","Other degree","Female","572","0.941323837048567","0.923058827045031","0.959588847052102"
"Yes","2019","no degree/no degree yet","Male","244","0.943037175877087","0.916081570848645","0.969992780905529"
"Yes","2019","no degree/no degree yet","Female","289","0.921658288105457","0.892354192336927","0.950962383873988"
"No","2019","lower secondary degree","Male","64","0.0475370576426266","0.0357880006427165","0.0592861146425368"
"No","2019","lower secondary degree","Female","75","0.0495446583184636","0.0378779087060632","0.061211407930864"
"No","2019","secondary school degree","Male","59","0.0553962587987649","0.0414195327754928","0.069372984822037"
"No","2019","secondary school degree","Female","122","0.0645140800316241","0.0526819262161003","0.076346233847148"
"No","2019","college entrance qualification","Male","55","0.0537051889723007","0.0393773996680347","0.0680329782765667"
"No","2019","college entrance qualification","Female","107","0.0889071081932446","0.0726267628129417","0.105187453573547"
"No","2019","Other degree","Male","79","0.0683981442675811","0.0469075963570929","0.0898886921780693"
"No","2019","Other degree","Female","64","0.0586761629514334","0.0404111529478977","0.0769411729549691"
"No","2019","no degree/no degree yet","Male","40","0.0569628241229129","0.0300072190944714","0.0839184291513545"
"No","2019","no degree/no degree yet","Female","34","0.0783417118945425","0.0490376161260116","0.107645807663073"
