"ple0162","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Schleswig-Holstein","Male","118","0.939102940637061","0.898151686723811","0.980054194550312"
"Yes","2012","Schleswig-Holstein","Female","183","0.923334763954261","0.886553309846691","0.960116218061832"
"Yes","2012","Hamburg","Male","38","0.895379128002736","0.801694397114086","0.989063858891387"
"Yes","2012","Hamburg","Female","71","0.942808515896785","0.89094282588997","0.994674205903601"
"Yes","2012","Lower Saxony","Male","364","0.928186361217438","0.902757813589291","0.953614908845585"
"Yes","2012","Lower Saxony","Female","485","0.926423049641392","0.904132624545486","0.948713474737299"
"Yes","2012","Bremen","Male","23","","",""
"Yes","2012","Bremen","Female","29","","",""
"Yes","2012","North Rhine-Westphalia","Male","691","0.954151217267579","0.93908151262768","0.969220921907478"
"Yes","2012","North Rhine-Westphalia","Female","901","0.938008821913294","0.922770787102849","0.95324685672374"
"Yes","2012","Hesse","Male","251","0.980021397857689","0.963045679330061","0.996997116385316"
"Yes","2012","Hesse","Female","346","0.953178633900587","0.931652976747541","0.974704291053633"
"Yes","2012","Rhineland-Palatinate,Saarland","Male","199","0.872125328303902","0.828196125770739","0.916054530837065"
"Yes","2012","Rhineland-Palatinate,Saarland","Female","271","0.899157837076532","0.864911911432021","0.933403762721042"
"Yes","2012","Baden-Württemberg","Male","392","0.945803039315934","0.924201749467048","0.967404329164821"
"Yes","2012","Baden-Württemberg","Female","542","0.926730496305791","0.905560296791409","0.947900695820174"
"Yes","2012","Bavaria","Male","543","0.959298250009212","0.943076637223903","0.975519862794522"
"Yes","2012","Bavaria","Female","714","0.954213411715313","0.939323502444934","0.969103320985692"
"Yes","2012","Berlin","Male","149","0.95947550067716","0.928825865974539","0.990125135379782"
"Yes","2012","Berlin","Female","192","0.953605481716917","0.924670862164439","0.982540101269394"
"Yes","2012","Brandenburg","Male","164","0.910598223917728","0.868445249016137","0.952751198819319"
"Yes","2012","Brandenburg","Female","234","0.950194312688459","0.923119345887222","0.977269279489696"
"Yes","2012","Mecklenburg-Western Pomerania","Male","102","0.9495960972969","0.907947852714676","0.991244341879125"
"Yes","2012","Mecklenburg-Western Pomerania","Female","129","0.936122950648304","0.89561661631714","0.976629284979469"
"Yes","2012","Saxony","Male","285","0.954754816676332","0.931274878538334","0.97823475481433"
"Yes","2012","Saxony","Female","350","0.969111004338621","0.951433830287335","0.986788178389907"
"Yes","2012","Saxony-Anhalt","Male","181","0.955315037009601","0.926090241243405","0.984539832775798"
"Yes","2012","Saxony-Anhalt","Female","226","0.96782509951885","0.945453028611886","0.990197170425813"
"Yes","2012","Thuringia","Male","157","0.935261459678241","0.897941786992077","0.972581132364404"
"Yes","2012","Thuringia","Female","197","0.938423693824925","0.905988749100639","0.97085863854921"
"No","2012","Schleswig-Holstein","Male","13","","",""
"No","2012","Schleswig-Holstein","Female","18","","",""
"No","2012","Hamburg","Male","3","","",""
"No","2012","Hamburg","Female","6","","",""
"No","2012","Lower Saxony","Male","32","0.0718136387825619","0.046385091154415","0.0972421864107088"
"No","2012","Lower Saxony","Female","42","0.0735769503586076","0.0512865252627011","0.0958673754545141"
"No","2012","Bremen","Male","1","","",""
"No","2012","Bremen","Female","2","","",""
"No","2012","North Rhine-Westphalia","Male","49","0.0458487827324208","0.0307790780925219","0.0609184873723196"
"No","2012","North Rhine-Westphalia","Female","61","0.0619911780867059","0.0467531432762603","0.0772292128971515"
"No","2012","Hesse","Male","10","","",""
"No","2012","Hesse","Female","24","","",""
"No","2012","Rhineland-Palatinate,Saarland","Male","23","","",""
"No","2012","Rhineland-Palatinate,Saarland","Female","26","","",""
"No","2012","Baden-Württemberg","Male","30","0.0541969606840655","0.032595670835179","0.075798250532952"
"No","2012","Baden-Württemberg","Female","40","0.0732695036942086","0.0520993041798265","0.0944397032085907"
"No","2012","Bavaria","Male","27","","",""
"No","2012","Bavaria","Female","43","0.0457865882846872","0.030896679014308","0.0606764975550663"
"No","2012","Berlin","Male","10","","",""
"No","2012","Berlin","Female","11","","",""
"No","2012","Brandenburg","Male","12","","",""
"No","2012","Brandenburg","Female","14","","",""
"No","2012","Mecklenburg-Western Pomerania","Male","4","","",""
"No","2012","Mecklenburg-Western Pomerania","Female","11","","",""
"No","2012","Saxony","Male","16","","",""
"No","2012","Saxony","Female","18","","",""
"No","2012","Saxony-Anhalt","Male","11","","",""
"No","2012","Saxony-Anhalt","Female","13","","",""
"No","2012","Thuringia","Male","10","","",""
"No","2012","Thuringia","Female","14","","",""
"Yes","2013","Schleswig-Holstein","Male","123","0.971198071829119","0.942224116018024","1.00017202764021"
"Yes","2013","Schleswig-Holstein","Female","184","0.941819929164398","0.909132103069254","0.974507755259542"
"Yes","2013","Hamburg","Male","62","0.890794799680012","0.814381562168953","0.967208037191072"
"Yes","2013","Hamburg","Female","85","0.910178803980568","0.85206766438121","0.968289943579927"
"Yes","2013","Lower Saxony","Male","375","0.942092944520435","0.919175074085157","0.965010814955713"
"Yes","2013","Lower Saxony","Female","533","0.954634718392188","0.937580552052266","0.97168888473211"
"Yes","2013","Bremen","Male","31","0.801160320456296","0.668931747205633","0.933388893706959"
"Yes","2013","Bremen","Female","38","0.955401125943113","0.892216563202085","1.01858568868414"
"Yes","2013","North Rhine-Westphalia","Male","732","0.937273567600164","0.92026839467648","0.954278740523847"
"Yes","2013","North Rhine-Westphalia","Female","953","0.955228132743148","0.942511931479055","0.967944334007241"
"Yes","2013","Hesse","Male","262","0.96325237486903","0.941175851960054","0.985328897778007"
"Yes","2013","Hesse","Female","340","0.931591093115896","0.905763493330981","0.957418692900812"
"Yes","2013","Rhineland-Palatinate,Saarland","Male","203","0.921352285340969","0.885116633937267","0.957587936744671"
"Yes","2013","Rhineland-Palatinate,Saarland","Female","294","0.956758956244483","0.934153293246878","0.979364619242088"
"Yes","2013","Baden-Württemberg","Male","398","0.948456732194432","0.927509775116862","0.969403689272002"
"Yes","2013","Baden-Württemberg","Female","564","0.944922491057175","0.926774064285857","0.963070917828493"
"Yes","2013","Bavaria","Male","554","0.932980826058525","0.912955915989375","0.953005736127676"
"Yes","2013","Bavaria","Female","692","0.928243789660276","0.909698979302572","0.946788600017979"
"Yes","2013","Berlin","Male","148","0.970951311480415","0.944847043444386","0.997055579516445"
"Yes","2013","Berlin","Female","202","0.931602485521769","0.898170550588378","0.96503442045516"
"Yes","2013","Brandenburg","Male","166","0.940556136645507","0.905422804527812","0.975689468763201"
"Yes","2013","Brandenburg","Female","224","0.952282048986166","0.925027572004829","0.979536525967503"
"Yes","2013","Mecklenburg-Western Pomerania","Male","91","0.99432428097969","0.979056318542152","1.00959224341723"
"Yes","2013","Mecklenburg-Western Pomerania","Female","107","0.940513355544352","0.896901849080776","0.984124862007928"
"Yes","2013","Saxony","Male","258","0.978544223715278","0.961228753248357","0.995859694182199"
"Yes","2013","Saxony","Female","300","0.946129290242076","0.921432121596039","0.970826458888114"
"Yes","2013","Saxony-Anhalt","Male","170","0.963954948044568","0.936416278574151","0.991493617514984"
"Yes","2013","Saxony-Anhalt","Female","210","0.963471874127266","0.938904581560958","0.988039166693575"
"Yes","2013","Thuringia","Male","153","0.932583916301646","0.894440484212629","0.970727348390662"
"Yes","2013","Thuringia","Female","202","0.952651045404254","0.924586444401872","0.980715646406637"
"No","2013","Schleswig-Holstein","Male","5","","",""
"No","2013","Schleswig-Holstein","Female","13","","",""
"No","2013","Hamburg","Male","2","","",""
"No","2013","Hamburg","Female","8","","",""
"No","2013","Lower Saxony","Male","24","","",""
"No","2013","Lower Saxony","Female","39","0.0453652816078124","0.0283111152678903","0.0624194479477345"
"No","2013","Bremen","Male","4","","",""
"No","2013","Bremen","Female","3","","",""
"No","2013","North Rhine-Westphalia","Male","49","0.0627264323998364","0.0457212594761532","0.0797316053235196"
"No","2013","North Rhine-Westphalia","Female","63","0.0447718672568517","0.0320556659927586","0.0574880685209448"
"No","2013","Hesse","Male","17","","",""
"No","2013","Hesse","Female","27","","",""
"No","2013","Rhineland-Palatinate,Saarland","Male","9","","",""
"No","2013","Rhineland-Palatinate,Saarland","Female","17","","",""
"No","2013","Baden-Württemberg","Male","30","0.0515432678055683","0.0305963107279983","0.0724902248831383"
"No","2013","Baden-Württemberg","Female","43","0.0550775089428252","0.036929082171507","0.0732259357141434"
"No","2013","Bavaria","Male","45","0.0670191739414748","0.0469942638723245","0.0870440840106251"
"No","2013","Bavaria","Female","52","0.0717562103397245","0.053211399982021","0.0903010206974279"
"No","2013","Berlin","Male","11","","",""
"No","2013","Berlin","Female","17","","",""
"No","2013","Brandenburg","Male","8","","",""
"No","2013","Brandenburg","Female","11","","",""
"No","2013","Mecklenburg-Western Pomerania","Male","2","","",""
"No","2013","Mecklenburg-Western Pomerania","Female","6","","",""
"No","2013","Saxony","Male","11","","",""
"No","2013","Saxony","Female","21","","",""
"No","2013","Saxony-Anhalt","Male","6","","",""
"No","2013","Saxony-Anhalt","Female","14","","",""
"No","2013","Thuringia","Male","13","","",""
"No","2013","Thuringia","Female","18","","",""
"Yes","2014","Schleswig-Holstein","Male","","","",""
"Yes","2014","Schleswig-Holstein","Female","","","",""
"Yes","2014","Hamburg","Male","","","",""
"Yes","2014","Hamburg","Female","","","",""
"Yes","2014","Lower Saxony","Male","","","",""
"Yes","2014","Lower Saxony","Female","","","",""
"Yes","2014","Bremen","Male","","","",""
"Yes","2014","Bremen","Female","","","",""
"Yes","2014","North Rhine-Westphalia","Male","","","",""
"Yes","2014","North Rhine-Westphalia","Female","","","",""
"Yes","2014","Hesse","Male","","","",""
"Yes","2014","Hesse","Female","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2014","Baden-Württemberg","Male","","","",""
"Yes","2014","Baden-Württemberg","Female","","","",""
"Yes","2014","Bavaria","Male","","","",""
"Yes","2014","Bavaria","Female","","","",""
"Yes","2014","Berlin","Male","","","",""
"Yes","2014","Berlin","Female","","","",""
"Yes","2014","Brandenburg","Male","","","",""
"Yes","2014","Brandenburg","Female","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2014","Saxony","Male","","","",""
"Yes","2014","Saxony","Female","","","",""
"Yes","2014","Saxony-Anhalt","Male","","","",""
"Yes","2014","Saxony-Anhalt","Female","","","",""
"Yes","2014","Thuringia","Male","","","",""
"Yes","2014","Thuringia","Female","","","",""
"No","2014","Schleswig-Holstein","Male","","","",""
"No","2014","Schleswig-Holstein","Female","","","",""
"No","2014","Hamburg","Male","","","",""
"No","2014","Hamburg","Female","","","",""
"No","2014","Lower Saxony","Male","","","",""
"No","2014","Lower Saxony","Female","","","",""
"No","2014","Bremen","Male","","","",""
"No","2014","Bremen","Female","","","",""
"No","2014","North Rhine-Westphalia","Male","","","",""
"No","2014","North Rhine-Westphalia","Female","","","",""
"No","2014","Hesse","Male","","","",""
"No","2014","Hesse","Female","","","",""
"No","2014","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2014","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2014","Baden-Württemberg","Male","","","",""
"No","2014","Baden-Württemberg","Female","","","",""
"No","2014","Bavaria","Male","","","",""
"No","2014","Bavaria","Female","","","",""
"No","2014","Berlin","Male","","","",""
"No","2014","Berlin","Female","","","",""
"No","2014","Brandenburg","Male","","","",""
"No","2014","Brandenburg","Female","","","",""
"No","2014","Mecklenburg-Western Pomerania","Male","","","",""
"No","2014","Mecklenburg-Western Pomerania","Female","","","",""
"No","2014","Saxony","Male","","","",""
"No","2014","Saxony","Female","","","",""
"No","2014","Saxony-Anhalt","Male","","","",""
"No","2014","Saxony-Anhalt","Female","","","",""
"No","2014","Thuringia","Male","","","",""
"No","2014","Thuringia","Female","","","",""
"Yes","2015","Schleswig-Holstein","Male","113","0.919817433353305","0.872585358316531","0.96704950839008"
"Yes","2015","Schleswig-Holstein","Female","172","0.882047386013984","0.83569294348809","0.928401828539878"
"Yes","2015","Hamburg","Male","49","0.949727731188528","0.890338155617373","1.00911730675968"
"Yes","2015","Hamburg","Female","73","0.97431786108109","0.939213043782476","1.0094226783797"
"Yes","2015","Lower Saxony","Male","315","0.909043978293487","0.878789370376073","0.939298586210902"
"Yes","2015","Lower Saxony","Female","435","0.938223095535316","0.91668567919792","0.959760511872712"
"Yes","2015","Bremen","Male","17","","",""
"Yes","2015","Bremen","Female","29","","",""
"Yes","2015","North Rhine-Westphalia","Male","685","0.907387321053254","0.88652907841736","0.928245563689148"
"Yes","2015","North Rhine-Westphalia","Female","952","0.92040759035533","0.90395000032542","0.936865180385241"
"Yes","2015","Hesse","Male","239","0.9350501728671","0.904920946072227","0.965179399661972"
"Yes","2015","Hesse","Female","290","0.935459490600777","0.90857980021667","0.962339180984884"
"Yes","2015","Rhineland-Palatinate,Saarland","Male","206","0.896813754249826","0.857669670261188","0.935957838238463"
"Yes","2015","Rhineland-Palatinate,Saarland","Female","275","0.870882686841434","0.833187719819601","0.908577653863268"
"Yes","2015","Baden-Württemberg","Male","344","0.805342507839854","0.766197382393023","0.844487633286686"
"Yes","2015","Baden-Württemberg","Female","520","0.941353041580216","0.922064043272649","0.960642039887783"
"Yes","2015","Bavaria","Male","464","0.806422349935766","0.773402459274879","0.839442240596652"
"Yes","2015","Bavaria","Female","656","0.884032276363861","0.861071296534019","0.906993256193703"
"Yes","2015","Berlin","Male","139","0.930402781896619","0.889815398139698","0.970990165653541"
"Yes","2015","Berlin","Female","177","0.949212725656885","0.917992896700201","0.980432554613568"
"Yes","2015","Brandenburg","Male","154","0.828961296156357","0.772524238832358","0.885398353480357"
"Yes","2015","Brandenburg","Female","234","0.913217891037537","0.878391093921178","0.948044688153896"
"Yes","2015","Mecklenburg-Western Pomerania","Male","82","0.885336796061213","0.820927217447264","0.949746374675161"
"Yes","2015","Mecklenburg-Western Pomerania","Female","109","0.910547511679737","0.85883416088197","0.962260862477504"
"Yes","2015","Saxony","Male","233","0.897848904358719","0.860678169777328","0.935019638940109"
"Yes","2015","Saxony","Female","280","0.915394900384505","0.884162836361391","0.94662696440762"
"Yes","2015","Saxony-Anhalt","Male","152","0.933539451973175","0.895182959953959","0.971895943992391"
"Yes","2015","Saxony-Anhalt","Female","197","0.903452587555083","0.863507677637197","0.943397497472968"
"Yes","2015","Thuringia","Male","156","0.90246022848742","0.857596191198515","0.947324265776325"
"Yes","2015","Thuringia","Female","184","0.904361723001805","0.863805326129933","0.944918119873676"
"No","2015","Schleswig-Holstein","Male","14","","",""
"No","2015","Schleswig-Holstein","Female","14","","",""
"No","2015","Hamburg","Male","3","","",""
"No","2015","Hamburg","Female","5","","",""
"No","2015","Lower Saxony","Male","32","0.0909560217065125","0.060701413789098","0.121210629623927"
"No","2015","Lower Saxony","Female","45","0.0617769044646841","0.0402394881272882","0.08331432080208"
"No","2015","Bremen","Male","","","",""
"No","2015","Bremen","Female","1","","",""
"No","2015","North Rhine-Westphalia","Male","57","0.0926126789467461","0.0717544363108523","0.11347092158264"
"No","2015","North Rhine-Westphalia","Female","87","0.0795924096446699","0.0631348196147592","0.0960499996745806"
"No","2015","Hesse","Male","18","","",""
"No","2015","Hesse","Female","31","0.0645405093992232","0.0376608190151162","0.0914201997833302"
"No","2015","Rhineland-Palatinate,Saarland","Male","26","","",""
"No","2015","Rhineland-Palatinate,Saarland","Female","29","","",""
"No","2015","Baden-Württemberg","Male","49","0.194657492160146","0.155512366713314","0.233802617606977"
"No","2015","Baden-Württemberg","Female","50","0.0586469584197843","0.0393579601122174","0.0779359567273511"
"No","2015","Bavaria","Male","86","0.193577650064234","0.160557759403347","0.226597540725121"
"No","2015","Bavaria","Female","91","0.115967723636139","0.0930067438062973","0.138928703465981"
"No","2015","Berlin","Male","12","","",""
"No","2015","Berlin","Female","13","","",""
"No","2015","Brandenburg","Male","17","","",""
"No","2015","Brandenburg","Female","17","","",""
"No","2015","Mecklenburg-Western Pomerania","Male","12","","",""
