"ple0162","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"No","2015","Mecklenburg-Western Pomerania","Female","8","","",""
"No","2015","Saxony","Male","22","","",""
"No","2015","Saxony","Female","25","","",""
"No","2015","Saxony-Anhalt","Male","10","","",""
"No","2015","Saxony-Anhalt","Female","13","","",""
"No","2015","Thuringia","Male","12","","",""
"No","2015","Thuringia","Female","18","","",""
"Yes","2016","Schleswig-Holstein","Male","20","","",""
"Yes","2016","Schleswig-Holstein","Female","13","","",""
"Yes","2016","Hamburg","Male","7","","",""
"Yes","2016","Hamburg","Female","9","","",""
"Yes","2016","Lower Saxony","Male","28","","",""
"Yes","2016","Lower Saxony","Female","32","0.727989087349026","0.588329296948981","0.867648877749072"
"Yes","2016","Bremen","Male","3","","",""
"Yes","2016","Bremen","Female","3","","",""
"Yes","2016","North Rhine-Westphalia","Male","64","0.80947501975292","0.724475033986571","0.89447500551927"
"Yes","2016","North Rhine-Westphalia","Female","55","0.817946159267089","0.728186499407994","0.907705819126185"
"Yes","2016","Hesse","Male","26","","",""
"Yes","2016","Hesse","Female","18","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","Male","31","0.788371631506805","0.661790045908891","0.91495321710472"
"Yes","2016","Rhineland-Palatinate,Saarland","Female","24","","",""
"Yes","2016","Baden-Württemberg","Male","63","0.900533499417394","0.830917786881249","0.970149211953539"
"Yes","2016","Baden-Württemberg","Female","48","0.587332658341771","0.464788003885507","0.709877312798035"
"Yes","2016","Bavaria","Male","50","0.791118027609303","0.689105315486637","0.893130739731969"
"Yes","2016","Bavaria","Female","39","0.903333640621776","0.820594344060225","0.986072937183327"
"Yes","2016","Berlin","Male","29","","",""
"Yes","2016","Berlin","Female","24","","",""
"Yes","2016","Brandenburg","Male","20","","",""
"Yes","2016","Brandenburg","Female","23","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Male","12","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Female","13","","",""
"Yes","2016","Saxony","Male","18","","",""
"Yes","2016","Saxony","Female","14","","",""
"Yes","2016","Saxony-Anhalt","Male","9","","",""
"Yes","2016","Saxony-Anhalt","Female","10","","",""
"Yes","2016","Thuringia","Male","7","","",""
"Yes","2016","Thuringia","Female","10","","",""
"No","2016","Schleswig-Holstein","Male","4","","",""
"No","2016","Schleswig-Holstein","Female","6","","",""
"No","2016","Hamburg","Male","3","","",""
"No","2016","Hamburg","Female","9","","",""
"No","2016","Lower Saxony","Male","4","","",""
"No","2016","Lower Saxony","Female","7","","",""
"No","2016","Bremen","Male","","","",""
"No","2016","Bremen","Female","","","",""
"No","2016","North Rhine-Westphalia","Male","18","","",""
"No","2016","North Rhine-Westphalia","Female","16","","",""
"No","2016","Hesse","Male","9","","",""
"No","2016","Hesse","Female","5","","",""
"No","2016","Rhineland-Palatinate,Saarland","Male","9","","",""
"No","2016","Rhineland-Palatinate,Saarland","Female","14","","",""
"No","2016","Baden-Württemberg","Male","8","","",""
"No","2016","Baden-Württemberg","Female","14","","",""
"No","2016","Bavaria","Male","11","","",""
"No","2016","Bavaria","Female","10","","",""
"No","2016","Berlin","Male","7","","",""
"No","2016","Berlin","Female","9","","",""
"No","2016","Brandenburg","Male","10","","",""
"No","2016","Brandenburg","Female","7","","",""
"No","2016","Mecklenburg-Western Pomerania","Male","","","",""
"No","2016","Mecklenburg-Western Pomerania","Female","","","",""
"No","2016","Saxony","Male","4","","",""
"No","2016","Saxony","Female","7","","",""
"No","2016","Saxony-Anhalt","Male","2","","",""
"No","2016","Saxony-Anhalt","Female","","","",""
"No","2016","Thuringia","Male","1","","",""
"No","2016","Thuringia","Female","2","","",""
"Yes","2017","Schleswig-Holstein","Male","127","0.929875120608448","0.886312950850146","0.973437290366749"
"Yes","2017","Schleswig-Holstein","Female","193","0.956110799032583","0.928069113843817","0.98415248422135"
"Yes","2017","Hamburg","Male","48","0.932711734699058","0.863956401748502","1.00146706764961"
"Yes","2017","Hamburg","Female","93","0.956476044526152","0.916284775319527","0.996667313732778"
"Yes","2017","Lower Saxony","Male","381","0.93698037114046","0.913544762754963","0.960415979525956"
"Yes","2017","Lower Saxony","Female","516","0.963771030822651","0.94802524350142","0.979516818143881"
"Yes","2017","Bremen","Male","35","0.978140110150766","0.931647833711022","1.02463238659051"
"Yes","2017","Bremen","Female","38","0.980388735491128","0.936870854269017","1.02390661671324"
"Yes","2017","North Rhine-Westphalia","Male","791","0.949172977509779","0.934441741991475","0.963904213028082"
"Yes","2017","North Rhine-Westphalia","Female","1029","0.953595463999075","0.941186776143928","0.966004151854221"
"Yes","2017","Hesse","Male","236","0.935057607090266","0.904752588132814","0.965362626047718"
"Yes","2017","Hesse","Female","308","0.940938522436906","0.915656743124441","0.966220301749371"
"Yes","2017","Rhineland-Palatinate,Saarland","Male","213","0.955407905521245","0.928557026152558","0.982258784889931"
"Yes","2017","Rhineland-Palatinate,Saarland","Female","284","0.952645368648418","0.928769556159248","0.976521181137588"
"Yes","2017","Baden-Württemberg","Male","355","0.965749877281934","0.947366827413624","0.984132927150243"
"Yes","2017","Baden-Württemberg","Female","498","0.929869305575885","0.908189793072769","0.951548818079"
"Yes","2017","Bavaria","Male","521","0.955697771369122","0.938640276052069","0.972755266686175"
"Yes","2017","Bavaria","Female","709","0.931005471018403","0.912891126877112","0.949119815159693"
"Yes","2017","Berlin","Male","146","0.94985625842188","0.915275087997668","0.984437428846091"
"Yes","2017","Berlin","Female","186","0.947362883833916","0.91656813736366","0.978157630304172"
"Yes","2017","Brandenburg","Male","183","0.982733898850216","0.964063981443948","1.00140381625648"
"Yes","2017","Brandenburg","Female","240","0.927584923440915","0.896021104269111","0.959148742612718"
"Yes","2017","Mecklenburg-Western Pomerania","Male","92","0.929326526372861","0.878061066193963","0.980591986551758"
"Yes","2017","Mecklenburg-Western Pomerania","Female","100","0.94558853651721","0.901994435702075","0.989182637332345"
"Yes","2017","Saxony","Male","237","0.934718246094706","0.904339663974569","0.965096828214844"
"Yes","2017","Saxony","Female","273","0.956444458261808","0.933074073187756","0.979814843335859"
"Yes","2017","Saxony-Anhalt","Male","138","0.965454000429153","0.935521379404046","0.99538662145426"
"Yes","2017","Saxony-Anhalt","Female","208","0.980182076390981","0.961508665320637","0.998855487461325"
"Yes","2017","Thuringia","Male","164","0.980424317485133","0.959660101889773","1.00118853308049"
"Yes","2017","Thuringia","Female","202","0.973334124839311","0.951799477855213","0.994868771823408"
"No","2017","Schleswig-Holstein","Male","5","","",""
"No","2017","Schleswig-Holstein","Female","12","","",""
"No","2017","Hamburg","Male","3","","",""
"No","2017","Hamburg","Female","6","","",""
"No","2017","Lower Saxony","Male","32","0.0630196288595404","0.0395840204740437","0.0864552372450371"
"No","2017","Lower Saxony","Female","25","","",""
"No","2017","Bremen","Male","3","","",""
"No","2017","Bremen","Female","1","","",""
"No","2017","North Rhine-Westphalia","Male","63","0.0508270224902214","0.0360957869719176","0.0655582580085252"
"No","2017","North Rhine-Westphalia","Female","75","0.0464045360009252","0.0339958481457787","0.0588132238560717"
"No","2017","Hesse","Male","18","","",""
"No","2017","Hesse","Female","26","","",""
"No","2017","Rhineland-Palatinate,Saarland","Male","14","","",""
"No","2017","Rhineland-Palatinate,Saarland","Female","20","","",""
"No","2017","Baden-Württemberg","Male","21","","",""
"No","2017","Baden-Württemberg","Female","35","0.0701306944241152","0.0484511819209997","0.0918102069272306"
"No","2017","Bavaria","Male","38","0.0443022286308778","0.027244733313825","0.0613597239479305"
"No","2017","Bavaria","Female","43","0.068994528981597","0.0508801848403065","0.0871088731228875"
"No","2017","Berlin","Male","7","","",""
"No","2017","Berlin","Female","16","","",""
"No","2017","Brandenburg","Male","4","","",""
"No","2017","Brandenburg","Female","19","","",""
"No","2017","Mecklenburg-Western Pomerania","Male","4","","",""
"No","2017","Mecklenburg-Western Pomerania","Female","4","","",""
"No","2017","Saxony","Male","17","","",""
"No","2017","Saxony","Female","20","","",""
"No","2017","Saxony-Anhalt","Male","5","","",""
"No","2017","Saxony-Anhalt","Female","6","","",""
"No","2017","Thuringia","Male","7","","",""
"No","2017","Thuringia","Female","13","","",""
"Yes","2018","Schleswig-Holstein","Male","1","","",""
"Yes","2018","Schleswig-Holstein","Female","1","","",""
"Yes","2018","Hamburg","Male","1","","",""
"Yes","2018","Hamburg","Female","3","","",""
"Yes","2018","Lower Saxony","Male","7","","",""
"Yes","2018","Lower Saxony","Female","5","","",""
"Yes","2018","Bremen","Male","","","",""
"Yes","2018","Bremen","Female","1","","",""
"Yes","2018","North Rhine-Westphalia","Male","10","","",""
"Yes","2018","North Rhine-Westphalia","Female","8","","",""
"Yes","2018","Hesse","Male","6","","",""
"Yes","2018","Hesse","Female","3","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","Male","4","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","Female","2","","",""
"Yes","2018","Baden-Württemberg","Male","1","","",""
"Yes","2018","Baden-Württemberg","Female","2","","",""
"Yes","2018","Bavaria","Male","1","","",""
"Yes","2018","Bavaria","Female","3","","",""
"Yes","2018","Berlin","Male","1","","",""
"Yes","2018","Berlin","Female","","","",""
"Yes","2018","Brandenburg","Male","","","",""
"Yes","2018","Brandenburg","Female","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","Female","1","","",""
"Yes","2018","Saxony","Male","","","",""
"Yes","2018","Saxony","Female","1","","",""
"Yes","2018","Saxony-Anhalt","Male","","","",""
"Yes","2018","Saxony-Anhalt","Female","","","",""
"Yes","2018","Thuringia","Male","2","","",""
"Yes","2018","Thuringia","Female","2","","",""
"No","2018","Schleswig-Holstein","Male","2","","",""
"No","2018","Schleswig-Holstein","Female","1","","",""
"No","2018","Hamburg","Male","","","",""
"No","2018","Hamburg","Female","","","",""
"No","2018","Lower Saxony","Male","","","",""
"No","2018","Lower Saxony","Female","5","","",""
"No","2018","Bremen","Male","","","",""
"No","2018","Bremen","Female","","","",""
"No","2018","North Rhine-Westphalia","Male","1","","",""
"No","2018","North Rhine-Westphalia","Female","2","","",""
"No","2018","Hesse","Male","","","",""
"No","2018","Hesse","Female","","","",""
"No","2018","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2018","Rhineland-Palatinate,Saarland","Female","2","","",""
"No","2018","Baden-Württemberg","Male","1","","",""
"No","2018","Baden-Württemberg","Female","3","","",""
"No","2018","Bavaria","Male","","","",""
"No","2018","Bavaria","Female","","","",""
"No","2018","Berlin","Male","","","",""
"No","2018","Berlin","Female","","","",""
"No","2018","Brandenburg","Male","","","",""
"No","2018","Brandenburg","Female","2","","",""
"No","2018","Mecklenburg-Western Pomerania","Male","","","",""
"No","2018","Mecklenburg-Western Pomerania","Female","","","",""
"No","2018","Saxony","Male","","","",""
"No","2018","Saxony","Female","1","","",""
"No","2018","Saxony-Anhalt","Male","","","",""
"No","2018","Saxony-Anhalt","Female","","","",""
"No","2018","Thuringia","Male","","","",""
"No","2018","Thuringia","Female","1","","",""
"Yes","2019","Schleswig-Holstein","Male","144","0.884330315588498","0.833980338890651","0.934680292286346"
"Yes","2019","Schleswig-Holstein","Female","192","0.899173658077645","0.858546573659797","0.939800742495492"
"Yes","2019","Hamburg","Male","71","0.990224370548856","0.967957630952746","1.01249111014497"
"Yes","2019","Hamburg","Female","92","0.978450604339223","0.949251247277287","1.00764996140116"
"Yes","2019","Lower Saxony","Male","406","0.940465533759745","0.918480670956926","0.962450396562564"
"Yes","2019","Lower Saxony","Female","504","0.957382575280769","0.940392921178859","0.974372229382679"
"Yes","2019","Bremen","Male","36","0.987321669607783","0.951271476449536","1.02337186276603"
"Yes","2019","Bremen","Female","39","0.946259505990708","0.878060287077975","1.01445872490344"
