"ple0162","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2012","Part Time","inadequately","37","1","1","1","1"
"Yes","2012","Part Time","general elemantary","191","0.880703333035798","0.83727529801776","0.924131368053835","1"
"Yes","2012","Part Time","middle vocational","999","0.941067099674801","0.926969671159153","0.955164528190449","1"
"Yes","2012","Part Time","vocational + Abi","168","0.920868813155344","0.881758142021633","0.959979484289055","1"
"Yes","2012","Part Time","higher vocational","101","0.957029876485146","0.918960050564582","0.99509970240571","1"
"Yes","2012","Part Time","higher education","338","0.90589714881753","0.876266953617222","0.935527344017838","1"
"Yes","2012","Not Working","in school","32","0.710852971446667","0.573741843306089","0.847964099587245","1"
"Yes","2012","Not Working","inadequately","106","0.939019216933961","0.894898495227475","0.983139938640446","1"
"Yes","2012","Not Working","general elemantary","817","0.954978092344282","0.941135956439147","0.968820228249416","1"
"Yes","2012","Not Working","middle vocational","2506","0.960317931084287","0.952854473257389","0.967781388911186","1"
"Yes","2012","Not Working","vocational + Abi","148","0.977365081889582","0.953641651345905","1.00108851243326","1"
"Yes","2012","Not Working","higher vocational","295","0.964528560310681","0.943770100616544","0.985287020004818","1"
"Yes","2012","Not Working","higher education","712","0.944480233584356","0.928178501925479","0.960781965243233","1"
"No","2013","Not Working","higher vocational","10","","","","2"
"No","2013","Not Working","higher education","43","0.0375936279815592","0.024412898033668","0.0507743579294504","2"
"No","2013","Part Time","higher vocational","11","","","","2"
"No","2013","Part Time","higher education","29","","","","2"
"No","2013","Not Working","vocational + Abi","11","","","","2"
"No","2013","Part Time","middle vocational","78","0.0795529636322331","0.0629709274791805","0.0961349997852858","2"
"No","2013","Part Time","vocational + Abi","9","","","","2"
"No","2013","Not Working","in school","2","","","","2"
"No","2013","Not Working","inadequately","9","","","","2"
"No","2013","Not Working","general elemantary","54","0.0340175376468956","0.0228269244947104","0.0452081507990809","2"
"No","2013","Not Working","middle vocational","117","0.0408344039074681","0.0333402666900139","0.0483285411249223","2"
"No","2013","Part Time","inadequately","2","","","","2"
"No","2013","Part Time","general elemantary","17","","","","2"
"No","2013","Full Time","higher education","55","0.0782042927936055","0.0539308264757095","0.102477759111501","2"
"No","2013","Part Time","in school","","","","","2"
"No","2013","Full Time","vocational + Abi","9","","","","2"
"No","2013","Full Time","higher vocational","17","","","","2"
"No","2013","Full Time","general elemantary","15","","","","2"
"No","2013","Full Time","middle vocational","81","0.0862049925297014","0.0688527479711597","0.103557237088243","2"
"No","2013","Full Time","in school","","","","","2"
"No","2013","Full Time","inadequately","2","","","","2"
"Yes","2013","Not Working","higher vocational","272","0.977789119810125","0.960589097042198","0.994989142578053","1"
"Yes","2013","Not Working","higher education","757","0.962406372018441","0.949225642070549","0.975587101966332","1"
"Yes","2013","Full Time","higher education","415","0.921795707206395","0.897522240888499","0.946069173524291","1"
"Yes","2013","Part Time","in school","11","","","","1"
"Yes","2013","Part Time","inadequately","30","0.968282386870716","0.907563420947325","1.02900135279411","1"
"Yes","2013","Part Time","general elemantary","174","0.884308605874101","0.838947476335379","0.929669735412823","1"
"Yes","2013","Part Time","middle vocational","945","0.920447036367767","0.903865000214714","0.937029072520819","1"
"Yes","2013","Part Time","vocational + Abi","151","0.955404802713317","0.923421312504511","0.987388292922124","1"
"Yes","2013","Part Time","higher vocational","109","0.922503471848111","0.874664416431086","0.970342527265136","1"
"Yes","2013","Full Time","in school","","","","","1"
"Yes","2013","Full Time","inadequately","18","","","","1"
"Yes","2013","Full Time","general elemantary","112","0.914547819053004","0.865928260033075","0.963167378072932","1"
"Yes","2013","Full Time","middle vocational","924","0.913795007470299","0.896442762911757","0.93114725202884","1"
"Yes","2013","Full Time","vocational + Abi","128","0.92178979080956","0.876828840907928","0.966750740711192","1"
"Yes","2013","Full Time","higher vocational","163","0.920647346881603","0.881161703636744","0.960132990126462","1"
"Yes","2013","Part Time","higher education","320","0.923527482484296","0.89564618480646","0.951408780162132","1"
"Yes","2013","Not Working","in school","46","0.994923345662696","0.974818021483747","1.01502866984165","1"
"Yes","2013","Not Working","inadequately","196","0.941414344496786","0.909266103673904","0.973562585319669","1"
"Yes","2013","Not Working","general elemantary","954","0.965982462353104","0.954791849200919","0.97717307550529","1"
"Yes","2013","Not Working","middle vocational","2562","0.959165596092532","0.951671458875078","0.966659733309986","1"
"Yes","2013","Not Working","vocational + Abi","255","0.977017487736089","0.959009831493212","0.995025143978967","1"
"No","2014","Not Working","vocational + Abi","","","","","2"
"No","2014","Not Working","higher vocational","","","","","2"
"No","2014","Not Working","general elemantary","","","","","2"
"No","2014","Not Working","middle vocational","","","","","2"
"No","2014","Not Working","higher education","","","","","2"
"No","2014","Part Time","middle vocational","","","","","2"
"No","2014","Not Working","inadequately","","","","","2"
"No","2014","Part Time","inadequately","","","","","2"
"No","2014","Part Time","general elemantary","","","","","2"
"No","2014","Part Time","vocational + Abi","","","","","2"
"No","2014","Part Time","higher vocational","","","","","2"
"No","2014","Part Time","higher education","","","","","2"
"No","2014","Not Working","in school","","","","","2"
"No","2014","Full Time","higher education","","","","","2"
"No","2014","Part Time","in school","","","","","2"
"No","2014","Full Time","vocational + Abi","","","","","2"
"No","2014","Full Time","higher vocational","","","","","2"
"No","2014","Full Time","general elemantary","","","","","2"
"No","2014","Full Time","middle vocational","","","","","2"
"No","2014","Full Time","in school","","","","","2"
"No","2014","Full Time","inadequately","","","","","2"
"Yes","2014","Not Working","higher vocational","","","","","1"
"Yes","2014","Not Working","higher education","","","","","1"
"Yes","2014","Not Working","middle vocational","","","","","1"
"Yes","2014","Not Working","vocational + Abi","","","","","1"
"Yes","2014","Full Time","middle vocational","","","","","1"
"Yes","2014","Full Time","vocational + Abi","","","","","1"
"Yes","2014","Full Time","higher vocational","","","","","1"
"Yes","2014","Full Time","higher education","","","","","1"
"Yes","2014","Part Time","in school","","","","","1"
"Yes","2014","Part Time","inadequately","","","","","1"
"Yes","2014","Part Time","general elemantary","","","","","1"
"Yes","2014","Full Time","general elemantary","","","","","1"
"Yes","2014","Not Working","general elemantary","","","","","1"
"Yes","2014","Part Time","middle vocational","","","","","1"
"Yes","2014","Part Time","vocational + Abi","","","","","1"
"Yes","2014","Part Time","higher vocational","","","","","1"
"Yes","2014","Full Time","in school","","","","","1"
"Yes","2014","Full Time","inadequately","","","","","1"
"Yes","2014","Not Working","inadequately","","","","","1"
"Yes","2014","Part Time","higher education","","","","","1"
"Yes","2014","Not Working","in school","","","","","1"
"No","2015","Part Time","higher education","46","0.111139616276547","0.0797440046647394","0.142535227888355","2"
"No","2015","Not Working","in school","12","","","","2"
"No","2015","Not Working","inadequately","11","","","","2"
"No","2015","Not Working","general elemantary","35","0.0578251342058289","0.0412305881484487","0.074419680263209","2"
"No","2015","Part Time","higher vocational","10","","","","2"
"No","2015","Not Working","middle vocational","148","0.0587264649132397","0.0493221564733397","0.0681307733531397","2"
"No","2015","Not Working","vocational + Abi","15","","","","2"
"No","2015","Not Working","higher vocational","11","","","","2"
"No","2015","Not Working","higher education","54","0.0561624937160204","0.0394149319618896","0.0729100554701512","2"
"No","2015","Part Time","inadequately","1","","","","2"
"No","2015","Part Time","general elemantary","19","","","","2"
"No","2015","Part Time","middle vocational","116","0.106322466306582","0.0880565118176693","0.124588420795495","2"
"No","2015","Part Time","vocational + Abi","17","","","","2"
"No","2015","Full Time","higher education","83","0.179527320975428","0.145614581254417","0.213440060696439","2"
"No","2015","Part Time","in school","1","","","","2"
"No","2015","Full Time","vocational + Abi","19","","","","2"
"No","2015","Full Time","higher vocational","29","","","","2"
"No","2015","Full Time","general elemantary","16","","","","2"
"No","2015","Full Time","middle vocational","154","0.195336325792458","0.171136208906347","0.219536442678568","2"
"No","2015","Full Time","in school","","","","","2"
"No","2015","Full Time","inadequately","5","","","","2"
"Yes","2015","Not Working","higher vocational","243","0.967202053106987","0.945298570776678","0.989105535437296","1"
"Yes","2015","Not Working","higher education","672","0.94383750628398","0.927089944529849","0.96058506803811","1"
"Yes","2015","Not Working","middle vocational","2253","0.94127353508676","0.93186922664686","0.95067784352666","1"
"Yes","2015","Not Working","vocational + Abi","182","0.945444935692588","0.913730964022968","0.977158907362208","1"
"Yes","2015","Not Working","inadequately","146","0.948514915702304","0.913947965718332","0.983081865686276","1"
"Yes","2015","Not Working","general elemantary","725","0.942174865794171","0.925580319736791","0.958769411851551","1"
"Yes","2015","Full Time","in school","","","","","1"
"Yes","2015","Full Time","inadequately","19","","","","1"
"Yes","2015","Full Time","general elemantary","117","0.855380585927633","0.795606180636794","0.915154991218471","1"
"Yes","2015","Full Time","middle vocational","877","0.804663674207542","0.780463557321431","0.828863791093653","1"
"Yes","2015","Full Time","vocational + Abi","141","0.784412343355421","0.720692858630943","0.848131828079899","1"
"Yes","2015","Full Time","higher vocational","176","0.76148942969176","0.703150707081887","0.819828152301634","1"
"Yes","2015","Full Time","higher education","409","0.820472679024572","0.786559939303561","0.854385418745583","1"
"Yes","2015","Part Time","higher vocational","91","0.934389735071478","0.886101945090642","0.982677525052314","1"
"Yes","2015","Part Time","higher education","339","0.888860383723453","0.857464772111645","0.920255995335261","1"
"Yes","2015","Not Working","in school","31","0.569066803666803","0.421053598054116","0.71708000927949","1"
"Yes","2015","Part Time","in school","7","","","","1"
"Yes","2015","Part Time","inadequately","31","0.983682318955734","0.939785833062403","1.02757880484907","1"
"Yes","2015","Part Time","general elemantary","199","0.925008878734949","0.890046762003535","0.959970995466363","1"
"Yes","2015","Part Time","vocational + Abi","164","0.93112173145565","0.894227952141755","0.968015510769544","1"
"Yes","2015","Part Time","middle vocational","978","0.893677533693418","0.875411579204505","0.911943488182331","1"
"No","2016","Part Time","middle vocational","","","","","2"
"No","2016","Part Time","general elemantary","","","","","2"
"No","2016","Part Time","vocational + Abi","","","","","2"
"No","2016","Part Time","higher vocational","","","","","2"
"No","2016","Part Time","higher education","","","","","2"
"No","2016","Full Time","higher education","","","","","2"
"No","2016","Part Time","in school","","","","","2"
"No","2016","Part Time","inadequately","","","","","2"
"No","2016","Not Working","in school","1","","","","2"
"No","2016","Not Working","inadequately","82","0.202447992181805","0.163313759514105","0.241582224849505","2"
"No","2016","Not Working","general elemantary","41","0.205462887644709","0.143999310181002","0.266926465108416","2"
"No","2016","Not Working","middle vocational","24","","","","2"
"No","2016","Not Working","vocational + Abi","6","","","","2"
"No","2016","Not Working","higher vocational","","","","","2"
"No","2016","Not Working","higher education","31","0.381577713826303","0.291612804520535","0.47154262313207","2"
"No","2016","Full Time","vocational + Abi","","","","","2"
"No","2016","Full Time","higher vocational","","","","","2"
"No","2016","Full Time","general elemantary","","","","","2"
"No","2016","Full Time","middle vocational","","","","","2"
"No","2016","Full Time","in school","","","","","2"
"No","2016","Full Time","inadequately","","","","","2"
"Yes","2016","Not Working","higher vocational","","","","","1"
"Yes","2016","Not Working","higher education","81","0.618422286173697","0.528457376867929","0.708387195479465","1"
"Yes","2016","Not Working","middle vocational","119","0.78769351844686","0.720667976420215","0.854719060473505","1"
"Yes","2016","Not Working","vocational + Abi","16","","","","1"
"Yes","2016","Not Working","inadequately","323","0.797552007818195","0.758417775150494","0.836686240485895","1"
"Yes","2016","Not Working","general elemantary","125","0.794537112355291","0.733073534891584","0.856000689818998","1"
"Yes","2016","Part Time","higher education","","","","","1"
"Yes","2016","Not Working","in school","3","","","","1"
"Yes","2016","Part Time","general elemantary","","","","","1"
"Yes","2016","Part Time","middle vocational","","","","","1"
"Yes","2016","Part Time","vocational + Abi","","","","","1"
"Yes","2016","Part Time","higher vocational","","","","","1"
"Yes","2016","Full Time","in school","","","","","1"
"Yes","2016","Full Time","inadequately","","","","","1"
"Yes","2016","Full Time","general elemantary","","","","","1"
"Yes","2016","Full Time","middle vocational","","","","","1"
"Yes","2016","Part Time","inadequately","","","","","1"
"Yes","2016","Full Time","vocational + Abi","","","","","1"
"Yes","2016","Full Time","higher vocational","","","","","1"
"Yes","2016","Full Time","higher education","","","","","1"
"Yes","2016","Part Time","in school","","","","","1"
"No","2017","Full Time","higher education","53","0.109089718976852","0.08224294490788","0.135936493045825","2"
"No","2017","Part Time","in school","4","","","","2"
"No","2017","Full Time","higher vocational","13","","","","2"
"No","2017","Not Working","higher vocational","7","","","","2"
"No","2017","Not Working","higher education","60","0.0575108335907331","0.0411931792498023","0.0738284879316639","2"
"No","2017","Part Time","inadequately","","","","","2"
"No","2017","Part Time","general elemantary","17","","","","2"
"No","2017","Part Time","middle vocational","62","0.0466131340459918","0.0339641799768685","0.0592620881151151","2"
"No","2017","Full Time","vocational + Abi","15","","","","2"
"No","2017","Not Working","vocational + Abi","9","","","","2"
"No","2017","Part Time","vocational + Abi","13","","","","2"
"No","2017","Part Time","higher vocational","3","","","","2"
"No","2017","Part Time","higher education","32","0.075031817673909","0.0490848489257562","0.100978786422062","2"
"No","2017","Not Working","in school","4","","","","2"
"No","2017","Not Working","inadequately","45","0.0422489972515173","0.0228487361163348","0.0616492583866999","2"
"No","2017","Not Working","general elemantary","40","0.0315560157665015","0.0193347791367658","0.0437772523962373","2"
"No","2017","Not Working","middle vocational","75","0.0297706733278415","0.0227544619810651","0.0367868846746178","2"
"No","2017","Full Time","general elemantary","21","","","","2"
"No","2017","Full Time","middle vocational","75","0.0585086460928965","0.0445304201850518","0.0724868720007411","2"
"No","2017","Full Time","in school","","","","","2"
"No","2017","Full Time","inadequately","1","","","","2"
"Yes","2017","Not Working","higher vocational","243","0.986581037674597","0.97231826581634","1.00084380953285","1"
"Yes","2017","Not Working","higher education","722","0.942489166409267","0.926171512068336","0.958806820750198","1"
"Yes","2017","Not Working","middle vocational","2179","0.970229326672159","0.963213115325382","0.977245538018935","1"
"Yes","2017","Not Working","vocational + Abi","169","0.948547613946093","0.916093450607209","0.981001777284976","1"
"Yes","2017","Not Working","inadequately","368","0.957751002748483","0.9383507416133","0.977151263883665","1"
"Yes","2017","Not Working","general elemantary","746","0.968443984233499","0.956222747603763","0.980665220863234","1"
"Yes","2017","Part Time","higher education","364","0.924968182326091","0.899021213577938","0.950915151074244","1"
"Yes","2017","Not Working","in school","38","0.920921782467114","0.839308047323137","1.00253551761109","1"
"Yes","2017","Full Time","higher education","465","0.890910281023148","0.864063506954175","0.91775705509212","1"
"Yes","2017","Part Time","in school","4","","","","1"
"Yes","2017","Part Time","inadequately","44","1","1","1","1"
"Yes","2017","Part Time","general elemantary","214","0.889896446886501","0.849530745366822","0.930262148406181","1"
"Yes","2017","Part Time","vocational + Abi","205","0.940524740730496","0.909128826909727","0.971920654551264","1"
"Yes","2017","Part Time","higher vocational","99","0.95216170439603","0.910743505497593","0.993579903294468","1"
"Yes","2017","Full Time","higher vocational","199","0.920844763649937","0.884502397719002","0.957187129580872","1"
"Yes","2017","Part Time","middle vocational","1005","0.953386865954008","0.940737911884885","0.966035820023131","1"
"Yes","2017","Full Time","in school","","","","","1"
"Yes","2017","Full Time","middle vocational","1008","0.941491353907103","0.927513127999259","0.955469579814948","1"
"Yes","2017","Full Time","vocational + Abi","173","0.908467368005553","0.867247005410264","0.949687730600843","1"
"Yes","2017","Full Time","inadequately","18","","","","1"
"Yes","2017","Full Time","general elemantary","135","0.893815003804858","0.845471158668208","0.942158848941509","1"
"No","2018","Full Time","general elemantary","","","","","2"
"No","2018","Full Time","middle vocational","","","","","2"
"No","2018","Full Time","vocational + Abi","","","","","2"
"No","2018","Full Time","higher vocational","","","","","2"
"No","2018","Full Time","higher education","","","","","2"
"No","2018","Part Time","in school","","","","","2"
"No","2018","Not Working","inadequately","9","","","","2"
"No","2018","Not Working","general elemantary","8","","","","2"
"No","2018","Not Working","middle vocational","2","","","","2"
"No","2018","Not Working","vocational + Abi","","","","","2"
"No","2018","Not Working","higher vocational","","","","","2"
"No","2018","Not Working","higher education","2","","","","2"
"No","2018","Part Time","inadequately","","","","","2"
"No","2018","Part Time","general elemantary","","","","","2"
"No","2018","Part Time","middle vocational","","","","","2"
"No","2018","Part Time","vocational + Abi","","","","","2"
"No","2018","Part Time","higher vocational","","","","","2"
"No","2018","Part Time","higher education","","","","","2"
"No","2018","Not Working","in school","","","","","2"
"No","2018","Full Time","in school","","","","","2"
"No","2018","Full Time","inadequately","","","","","2"
"Yes","2018","Not Working","higher vocational","","","","","1"
"Yes","2018","Not Working","higher education","6","","","","1"
"Yes","2018","Not Working","middle vocational","10","","","","1"
"Yes","2018","Not Working","vocational + Abi","1","","","","1"
"Yes","2018","Not Working","inadequately","32","0.772594563144908","0.644292863886582","0.900896262403234","1"
"Yes","2018","Not Working","general elemantary","11","","","","1"
"Yes","2018","Part Time","higher education","","","","","1"
"Yes","2018","Not Working","in school","1","","","","1"
"Yes","2018","Part Time","vocational + Abi","","","","","1"
"Yes","2018","Part Time","higher vocational","","","","","1"
"Yes","2018","Full Time","middle vocational","","","","","1"
"Yes","2018","Full Time","vocational + Abi","","","","","1"
"Yes","2018","Full Time","higher vocational","","","","","1"
"Yes","2018","Full Time","higher education","","","","","1"
"Yes","2018","Part Time","general elemantary","","","","","1"
"Yes","2018","Part Time","middle vocational","","","","","1"
"Yes","2018","Full Time","general elemantary","","","","","1"
"Yes","2018","Part Time","in school","","","","","1"
"Yes","2018","Part Time","inadequately","","","","","1"
"Yes","2018","Full Time","in school","","","","","1"
"Yes","2018","Full Time","inadequately","","","","","1"
"No","2019","Full Time","in school","","","","","2"
"No","2019","Full Time","inadequately","7","","","","2"
"No","2019","Full Time","general elemantary","16","","","","2"
"No","2019","Full Time","middle vocational","100","0.0789787028548757","0.0628860662896264","0.095071339420125","2"
"No","2019","Full Time","vocational + Abi","22","","","","2"
"No","2019","Full Time","higher vocational","14","","","","2"
"No","2019","Full Time","higher education","55","0.0939040676122313","0.0709620513241907","0.116846083900272","2"
"No","2019","Part Time","in school","1","","","","2"
"No","2019","Part Time","inadequately","4","","","","2"
"No","2019","Part Time","general elemantary","18","","","","2"
"No","2019","Part Time","middle vocational","86","0.0561070646294266","0.0423695283461314","0.0698446009127218","2"
"No","2019","Part Time","vocational + Abi","21","","","","2"
"No","2019","Part Time","higher vocational","7","","","","2"
"No","2019","Part Time","higher education","57","0.103397972171144","0.0763281236501708","0.130467820692117","2"
"No","2019","Not Working","in school","2","","","","2"
"No","2019","Not Working","inadequately","55","0.0563944877874174","0.0348401186819399","0.077948856892895","2"
"No","2019","Not Working","general elemantary","40","0.03805699350592","0.0241773417459673","0.0519366452658728","2"
"No","2019","Not Working","middle vocational","108","0.0390073940278787","0.0310862075428478","0.0469285805129096","2"
"No","2019","Not Working","vocational + Abi","16","","","","2"
"No","2019","Not Working","higher vocational","8","","","","2"
"No","2019","Not Working","higher education","71","0.046991307409948","0.0327059372301308","0.0612766775897652","2"
"Yes","2019","Not Working","higher vocational","239","0.975774802338985","0.95660100739091","0.994948597287059","1"
"Yes","2019","Not Working","higher education","772","0.953008692590052","0.938723322410235","0.967294062769869","1"
"Yes","2019","Not Working","middle vocational","2187","0.960992605972121","0.95307141948709","0.968913792457152","1"
"Yes","2019","Not Working","vocational + Abi","181","0.970510575063047","0.946886856193109","0.994134293932985","1"
"Yes","2019","Not Working","inadequately","385","0.943605512212582","0.922051143107105","0.96515988131806","1"
"Yes","2019","Not Working","general elemantary","690","0.96194300649408","0.948063354734127","0.975822658254033","1"
"Yes","2019","Part Time","higher education","429","0.896602027828856","0.869532179307883","0.923671876349829","1"
"Yes","2019","Not Working","in school","28","","","","1"
"Yes","2019","Part Time","vocational + Abi","207","0.902036465010037","0.863450893359802","0.940622036660273","1"
"Yes","2019","Part Time","higher vocational","97","0.859973484633672","0.793280662908441","0.926666306358903","1"
"Yes","2019","Full Time","in school","","","","","1"
"Yes","2019","Full Time","inadequately","28","","","","1"
"Yes","2019","Full Time","general elemantary","135","0.909755426310025","0.864053711745471","0.95545714087458","1"
"Yes","2019","Full Time","middle vocational","979","0.921021297145124","0.904928660579875","0.937113933710374","1"
"Yes","2019","Part Time","in school","9","","","","1"
"Yes","2019","Part Time","general elemantary","203","0.949778260801737","0.920983800636312","0.978572720967162","1"
"Yes","2019","Part Time","inadequately","55","0.971400780599723","0.9288704852174","1.01393107598205","1"
"Yes","2019","Full Time","vocational + Abi","197","0.866529026784609","0.82148771766042","0.911570335908798","1"
"Yes","2019","Full Time","higher vocational","198","0.895303333560773","0.854090574674432","0.936516092447114","1"
"Yes","2019","Full Time","higher education","566","0.906095932387769","0.883153916099728","0.929037948675809","1"
"Yes","2019","Part Time","middle vocational","992","0.943892935370573","0.930155399087278","0.957630471653869","1"
