"ple0162","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Schleswig-Holstein","Not Employed","166","0.972936011791335","0.948685444382182","0.997186579200488"
"Yes","2012","Schleswig-Holstein","Employed","135","0.869501683036529","0.817307059622067","0.921696306450991"
"Yes","2012","Hamburg","Not Employed","65","0.935241791622075","0.877998014554897","0.992485568689252"
"Yes","2012","Hamburg","Employed","44","0.9063359541913","0.823038788722045","0.989633119660556"
"Yes","2012","Lower Saxony","Not Employed","458","0.934273269632283","0.912219379956384","0.956327159308181"
"Yes","2012","Lower Saxony","Employed","391","0.917484843562341","0.891717043100961","0.943252644023721"
"Yes","2012","Bremen","Not Employed","25","","",""
"Yes","2012","Bremen","Employed","27","","",""
"Yes","2012","North Rhine-Westphalia","Not Employed","830","0.952639803403098","0.938597939371522","0.966681667434674"
"Yes","2012","North Rhine-Westphalia","Employed","762","0.936002135829291","0.91928086298337","0.952723408675212"
"Yes","2012","Hesse","Not Employed","310","0.966788378764978","0.94730711352477","0.986269644005186"
"Yes","2012","Hesse","Employed","287","0.963103565316574","0.941982487621441","0.984224643011707"
"Yes","2012","Rhineland-Palatinate,Saarland","Not Employed","253","0.924767768480198","0.893479244085178","0.956056292875219"
"Yes","2012","Rhineland-Palatinate,Saarland","Employed","217","0.842960386009511","0.797494178476389","0.888426593542633"
"Yes","2012","Baden-Württemberg","Not Employed","482","0.960903561799457","0.944065282913292","0.977741840685621"
"Yes","2012","Baden-Württemberg","Employed","452","0.901299797719869","0.875025014006957","0.927574581432781"
"Yes","2012","Bavaria","Not Employed","665","0.970282735411138","0.957612720875731","0.982952749946545"
"Yes","2012","Bavaria","Employed","592","0.936499104933648","0.917561633898288","0.955436575969007"
"Yes","2012","Berlin","Not Employed","192","0.966353249863346","0.941425126821944","0.991281372904748"
"Yes","2012","Berlin","Employed","149","0.942220187698025","0.906178973058993","0.978261402337056"
"Yes","2012","Brandenburg","Not Employed","245","0.955638145846256","0.930514085876129","0.980762205816383"
"Yes","2012","Brandenburg","Employed","153","0.888125413175606","0.840174496071912","0.9360763302793"
"Yes","2012","Mecklenburg-Western Pomerania","Not Employed","141","0.946362037720155","0.910306892250927","0.982417183189383"
"Yes","2012","Mecklenburg-Western Pomerania","Employed","90","0.934094215232748","0.88446132296918","0.983727107496316"
"Yes","2012","Saxony","Not Employed","382","0.979507685617203","0.965482633411946","0.993532737822459"
"Yes","2012","Saxony","Employed","253","0.935234834574846","0.90625210508604","0.964217564063652"
"Yes","2012","Saxony-Anhalt","Not Employed","233","0.959356851958698","0.93478114549797","0.983932558419427"
"Yes","2012","Saxony-Anhalt","Employed","174","0.966554035168118","0.940504050041606","0.992604020294631"
"Yes","2012","Thuringia","Not Employed","218","0.940318394749368","0.909702857362764","0.970933932135971"
"Yes","2012","Thuringia","Employed","136","0.93141796451686","0.890699187677315","0.972136741356405"
"No","2012","Schleswig-Holstein","Not Employed","6","","",""
"No","2012","Schleswig-Holstein","Employed","25","","",""
"No","2012","Hamburg","Not Employed","6","","",""
"No","2012","Hamburg","Employed","3","","",""
"No","2012","Lower Saxony","Not Employed","27","","",""
"No","2012","Lower Saxony","Employed","47","0.082515156437659","0.056747355976279","0.108282956899039"
"No","2012","Bremen","Not Employed","1","","",""
"No","2012","Bremen","Employed","2","","",""
"No","2012","North Rhine-Westphalia","Not Employed","49","0.0473601965969022","0.0333183325653265","0.0614020606284778"
"No","2012","North Rhine-Westphalia","Employed","61","0.063997864170709","0.0472765913247881","0.0807191370166298"
"No","2012","Hesse","Not Employed","15","","",""
"No","2012","Hesse","Employed","19","","",""
"No","2012","Rhineland-Palatinate,Saarland","Not Employed","20","","",""
"No","2012","Rhineland-Palatinate,Saarland","Employed","29","","",""
"No","2012","Baden-Württemberg","Not Employed","27","","",""
"No","2012","Baden-Württemberg","Employed","43","0.098700202280131","0.072425418567219","0.124974985993043"
"No","2012","Bavaria","Not Employed","25","","",""
"No","2012","Bavaria","Employed","45","0.0635008950663525","0.0445634240309931","0.0824383661017118"
"No","2012","Berlin","Not Employed","9","","",""
"No","2012","Berlin","Employed","12","","",""
"No","2012","Brandenburg","Not Employed","13","","",""
"No","2012","Brandenburg","Employed","13","","",""
"No","2012","Mecklenburg-Western Pomerania","Not Employed","9","","",""
"No","2012","Mecklenburg-Western Pomerania","Employed","6","","",""
"No","2012","Saxony","Not Employed","10","","",""
"No","2012","Saxony","Employed","24","","",""
"No","2012","Saxony-Anhalt","Not Employed","15","","",""
"No","2012","Saxony-Anhalt","Employed","9","","",""
"No","2012","Thuringia","Not Employed","12","","",""
"No","2012","Thuringia","Employed","12","","",""
"Yes","2013","Schleswig-Holstein","Not Employed","181","0.97849383031302","0.957533420992894","0.999454239633146"
"Yes","2013","Schleswig-Holstein","Employed","126","0.912028889172669","0.865275524579043","0.958782253766295"
"Yes","2013","Hamburg","Not Employed","104","0.929885506669942","0.882384234493003","0.97738677884688"
"Yes","2013","Hamburg","Employed","43","0.814295619345913","0.701920206904184","0.926671031787641"
"Yes","2013","Lower Saxony","Not Employed","505","0.962553620269171","0.946405639821787","0.978701600716555"
"Yes","2013","Lower Saxony","Employed","403","0.930583373055728","0.906835148298377","0.95433159781308"
"Yes","2013","Bremen","Not Employed","43","0.946988539944209","0.882933042725645","1.01104403716277"
"Yes","2013","Bremen","Employed","26","","",""
"Yes","2013","North Rhine-Westphalia","Not Employed","996","0.965705635297497","0.954692927635839","0.976718342959154"
"Yes","2013","North Rhine-Westphalia","Employed","689","0.918565959260266","0.898965986938024","0.938165931582507"
"Yes","2013","Hesse","Not Employed","351","0.971220734302051","0.95413935215952","0.988302116444581"
"Yes","2013","Hesse","Employed","251","0.906080616121636","0.871789096571564","0.940372135671708"
"Yes","2013","Rhineland-Palatinate,Saarland","Not Employed","299","0.957989818576695","0.935729646394443","0.980249990758948"
"Yes","2013","Rhineland-Palatinate,Saarland","Employed","198","0.921942570916743","0.885746125858751","0.958139015974736"
"Yes","2013","Baden-Württemberg","Not Employed","569","0.95887688894107","0.943014293346584","0.974739484535556"
"Yes","2013","Baden-Württemberg","Employed","393","0.925274141158492","0.900507060817493","0.95004122149949"
"Yes","2013","Bavaria","Not Employed","704","0.943535217351785","0.927027158431479","0.960043276272091"
"Yes","2013","Bavaria","Employed","542","0.911194448500489","0.888279819612764","0.934109077388214"
"Yes","2013","Berlin","Not Employed","204","0.956232301589017","0.929137586210173","0.98332701696786"
"Yes","2013","Berlin","Employed","146","0.938489954994804","0.901144533489749","0.975835376499859"
"Yes","2013","Brandenburg","Not Employed","273","0.963033537561359","0.940972822617904","0.985094252504814"
"Yes","2013","Brandenburg","Employed","117","0.905671833142636","0.8550370173848","0.956306648900471"
"Yes","2013","Mecklenburg-Western Pomerania","Not Employed","123","0.995783457408354","0.984378387601139","1.00718852721557"
"Yes","2013","Mecklenburg-Western Pomerania","Employed","75","0.909976371039979","0.848027345337969","0.971925396741988"
"Yes","2013","Saxony","Not Employed","331","0.973306496423211","0.956223555506356","0.990389437340066"
"Yes","2013","Saxony","Employed","227","0.941700128027834","0.912538459721374","0.970861796334293"
"Yes","2013","Saxony-Anhalt","Not Employed","215","0.993991608592051","0.983779692967016","1.00420352421709"
"Yes","2013","Saxony-Anhalt","Employed","165","0.922033406204693","0.882864680091625","0.961202132317761"
"Yes","2013","Thuringia","Not Employed","216","0.945589849936938","0.916275819411585","0.974903880462291"
"Yes","2013","Thuringia","Employed","139","0.942739966269786","0.906280731343766","0.979199201195805"
"No","2013","Schleswig-Holstein","Not Employed","3","","",""
"No","2013","Schleswig-Holstein","Employed","15","","",""
"No","2013","Hamburg","Not Employed","7","","",""
"No","2013","Hamburg","Employed","3","","",""
"No","2013","Lower Saxony","Not Employed","26","","",""
"No","2013","Lower Saxony","Employed","37","0.0694166269442716","0.0456684021869201","0.093164851701623"
"No","2013","Bremen","Not Employed","4","","",""
"No","2013","Bremen","Employed","3","","",""
"No","2013","North Rhine-Westphalia","Not Employed","53","0.0342943647025031","0.0232816570408457","0.0453070723641605"
"No","2013","North Rhine-Westphalia","Employed","59","0.0814340407397342","0.0618340684174927","0.101034013061976"
"No","2013","Hesse","Not Employed","17","","",""
"No","2013","Hesse","Employed","27","","",""
"No","2013","Rhineland-Palatinate,Saarland","Not Employed","13","","",""
"No","2013","Rhineland-Palatinate,Saarland","Employed","13","","",""
"No","2013","Baden-Württemberg","Not Employed","33","0.0411231110589302","0.0252605154644443","0.056985706653416"
"No","2013","Baden-Württemberg","Employed","40","0.0747258588415082","0.0499587785005096","0.0994929391825067"
"No","2013","Bavaria","Not Employed","47","0.0564647826482152","0.0399567237279091","0.0729728415685213"
"No","2013","Bavaria","Employed","50","0.0888055514995112","0.0658909226117863","0.111720180387236"
"No","2013","Berlin","Not Employed","15","","",""
"No","2013","Berlin","Employed","13","","",""
"No","2013","Brandenburg","Not Employed","8","","",""
"No","2013","Brandenburg","Employed","11","","",""
"No","2013","Mecklenburg-Western Pomerania","Not Employed","1","","",""
"No","2013","Mecklenburg-Western Pomerania","Employed","7","","",""
"No","2013","Saxony","Not Employed","11","","",""
"No","2013","Saxony","Employed","21","","",""
"No","2013","Saxony-Anhalt","Not Employed","5","","",""
"No","2013","Saxony-Anhalt","Employed","15","","",""
"No","2013","Thuringia","Not Employed","14","","",""
"No","2013","Thuringia","Employed","17","","",""
"Yes","2014","Schleswig-Holstein","Not Employed","","","",""
"Yes","2014","Schleswig-Holstein","Employed","","","",""
"Yes","2014","Hamburg","Not Employed","","","",""
"Yes","2014","Hamburg","Employed","","","",""
"Yes","2014","Lower Saxony","Not Employed","","","",""
"Yes","2014","Lower Saxony","Employed","","","",""
"Yes","2014","Bremen","Not Employed","","","",""
"Yes","2014","Bremen","Employed","","","",""
"Yes","2014","North Rhine-Westphalia","Not Employed","","","",""
"Yes","2014","North Rhine-Westphalia","Employed","","","",""
"Yes","2014","Hesse","Not Employed","","","",""
"Yes","2014","Hesse","Employed","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Employed","","","",""
"Yes","2014","Baden-Württemberg","Not Employed","","","",""
"Yes","2014","Baden-Württemberg","Employed","","","",""
"Yes","2014","Bavaria","Not Employed","","","",""
"Yes","2014","Bavaria","Employed","","","",""
"Yes","2014","Berlin","Not Employed","","","",""
"Yes","2014","Berlin","Employed","","","",""
"Yes","2014","Brandenburg","Not Employed","","","",""
"Yes","2014","Brandenburg","Employed","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Employed","","","",""
"Yes","2014","Saxony","Not Employed","","","",""
"Yes","2014","Saxony","Employed","","","",""
"Yes","2014","Saxony-Anhalt","Not Employed","","","",""
"Yes","2014","Saxony-Anhalt","Employed","","","",""
"Yes","2014","Thuringia","Not Employed","","","",""
"Yes","2014","Thuringia","Employed","","","",""
"No","2014","Schleswig-Holstein","Not Employed","","","",""
"No","2014","Schleswig-Holstein","Employed","","","",""
"No","2014","Hamburg","Not Employed","","","",""
"No","2014","Hamburg","Employed","","","",""
"No","2014","Lower Saxony","Not Employed","","","",""
"No","2014","Lower Saxony","Employed","","","",""
"No","2014","Bremen","Not Employed","","","",""
"No","2014","Bremen","Employed","","","",""
"No","2014","North Rhine-Westphalia","Not Employed","","","",""
"No","2014","North Rhine-Westphalia","Employed","","","",""
"No","2014","Hesse","Not Employed","","","",""
"No","2014","Hesse","Employed","","","",""
"No","2014","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"No","2014","Rhineland-Palatinate,Saarland","Employed","","","",""
"No","2014","Baden-Württemberg","Not Employed","","","",""
"No","2014","Baden-Württemberg","Employed","","","",""
"No","2014","Bavaria","Not Employed","","","",""
"No","2014","Bavaria","Employed","","","",""
"No","2014","Berlin","Not Employed","","","",""
"No","2014","Berlin","Employed","","","",""
"No","2014","Brandenburg","Not Employed","","","",""
"No","2014","Brandenburg","Employed","","","",""
"No","2014","Mecklenburg-Western Pomerania","Not Employed","","","",""
"No","2014","Mecklenburg-Western Pomerania","Employed","","","",""
"No","2014","Saxony","Not Employed","","","",""
"No","2014","Saxony","Employed","","","",""
"No","2014","Saxony-Anhalt","Not Employed","","","",""
"No","2014","Saxony-Anhalt","Employed","","","",""
"No","2014","Thuringia","Not Employed","","","",""
"No","2014","Thuringia","Employed","","","",""
"Yes","2015","Schleswig-Holstein","Not Employed","149","0.916288286209136","0.8733744555065","0.959202116911772"
"Yes","2015","Schleswig-Holstein","Employed","136","0.871158563832808","0.818072715820442","0.924244411845173"
"Yes","2015","Hamburg","Not Employed","69","0.969828619467579","0.930316808814854","1.00934043012031"
"Yes","2015","Hamburg","Employed","53","0.954214835053269","0.900422602672907","1.00800706743363"
"Yes","2015","Lower Saxony","Not Employed","395","0.940636639203309","0.918170739710008","0.96310253869661"
"Yes","2015","Lower Saxony","Employed","355","0.906887585464754","0.878481225428381","0.935293945501127"
"Yes","2015","Bremen","Not Employed","24","","",""
"Yes","2015","Bremen","Employed","22","","",""
"Yes","2015","North Rhine-Westphalia","Not Employed","875","0.94318257936724","0.928296549831053","0.958068608903428"
"Yes","2015","North Rhine-Westphalia","Employed","762","0.877760587346878","0.855765689000062","0.899755485693693"
"Yes","2015","Hesse","Not Employed","272","0.972211436414616","0.953228418436372","0.991194454392861"
"Yes","2015","Hesse","Employed","257","0.882768654164187","0.845743709402271","0.919793598926103"
"Yes","2015","Rhineland-Palatinate,Saarland","Not Employed","274","0.914517268785014","0.88266521901665","0.946369318553379"
"Yes","2015","Rhineland-Palatinate,Saarland","Employed","207","0.832101518495608","0.784813184733671","0.879389852257546"
"Yes","2015","Baden-Württemberg","Not Employed","434","0.94520118723074","0.924559872554186","0.965842501907294"
"Yes","2015","Baden-Württemberg","Employed","430","0.817804934809571","0.783834553551009","0.851775316068132"
"Yes","2015","Bavaria","Not Employed","580","0.920355492500464","0.899412617686804","0.941298367314123"
"Yes","2015","Bavaria","Employed","540","0.773547175676411","0.741494837648671","0.80559951370415"
"Yes","2015","Berlin","Not Employed","185","0.960045908282337","0.932486248140448","0.987605568424227"
"Yes","2015","Berlin","Employed","131","0.912102027986486","0.866329957096959","0.957874098876013"
"Yes","2015","Brandenburg","Not Employed","257","0.949033300055011","0.922751449961027","0.975315150148994"
"Yes","2015","Brandenburg","Employed","131","0.745885602784669","0.676900848222486","0.814870357346852"
"Yes","2015","Mecklenburg-Western Pomerania","Not Employed","113","0.972554229014292","0.943200097122891","1.00190836090569"
"Yes","2015","Mecklenburg-Western Pomerania","Employed","78","0.810627971901291","0.730566626254256","0.890689317548327"
"Yes","2015","Saxony","Not Employed","292","0.938015243421339","0.911173257630343","0.964857229212336"
"Yes","2015","Saxony","Employed","221","0.866115114648008","0.823903528556214","0.908326700739803"
"Yes","2015","Saxony-Anhalt","Not Employed","207","0.924516410802012","0.889287047121014","0.959745774483009"
"Yes","2015","Saxony-Anhalt","Employed","142","0.903636859418578","0.85733075641865","0.949942962418506"
"Yes","2015","Thuringia","Not Employed","200","0.967203892388547","0.942882711935937","0.991525072841157"
"Yes","2015","Thuringia","Employed","140","0.839705386317569","0.783555471586996","0.895855301048142"
"No","2015","Schleswig-Holstein","Not Employed","11","","",""
"No","2015","Schleswig-Holstein","Employed","17","","",""
"No","2015","Hamburg","Not Employed","3","","",""
"No","2015","Hamburg","Employed","5","","",""
"No","2015","Lower Saxony","Not Employed","30","0.0593633607966912","0.0368974613033902","0.0818292602899922"
"No","2015","Lower Saxony","Employed","47","0.0931124145352462","0.064706054498873","0.121518774571619"
"No","2015","Bremen","Not Employed","","","",""
"No","2015","Bremen","Employed","1","","",""
"No","2015","North Rhine-Westphalia","Not Employed","54","0.0568174206327598","0.0419313910965722","0.0717034501689474"
"No","2015","North Rhine-Westphalia","Employed","90","0.122239412653122","0.100244514306307","0.144234310999938"
"No","2015","Hesse","Not Employed","16","","",""
"No","2015","Hesse","Employed","33","0.117231345835814","0.0802064010738974","0.15425629059773"
"No","2015","Rhineland-Palatinate,Saarland","Not Employed","22","","",""
"No","2015","Rhineland-Palatinate,Saarland","Employed","33","0.167898481504392","0.120610147742454","0.215186815266329"
"No","2015","Baden-Württemberg","Not Employed","33","0.0547988127692599","0.0341574980927063","0.0754401274458134"
"No","2015","Baden-Württemberg","Employed","66","0.182195065190429","0.148224683931868","0.216165446448991"
"No","2015","Bavaria","Not Employed","62","0.0796445074995365","0.0587016326858774","0.100587382313196"
"No","2015","Bavaria","Employed","115","0.226452824323589","0.19440048629585","0.258505162351329"
"No","2015","Berlin","Not Employed","9","","",""
"No","2015","Berlin","Employed","16","","",""
"No","2015","Brandenburg","Not Employed","12","","",""
"No","2015","Brandenburg","Employed","22","","",""
