"ple0162","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2012","16-34 y.","(0) in school","45","0.772096518014294","0.663198007308898","0.880995028719689"
"Yes","2012","16-34 y.","(1a) inadequately completed","31","0.981703885719865","0.936655594733978","1.02675217670575"
"Yes","2012","16-34 y.","(1b) general elementary school","85","0.858123435630569","0.79007508280441","0.926171788456729"
"Yes","2012","16-34 y.","(1c) basic vocational qualification","104","0.896929087506298","0.840868714386401","0.952989460626195"
"Yes","2012","16-34 y.","(2b) intermediate general qualification","66","0.850860857233959","0.773284269072037","0.928437445395881"
"Yes","2012","16-34 y.","(2a) intermediate vocational","188","0.905349935716029","0.865375423317291","0.945324448114767"
"Yes","2012","16-34 y.","(2c_gen) general maturity certificate","63","0.845795397004948","0.763511745039513","0.928079048970384"
"Yes","2012","16-34 y.","(2c_voc) vocational maturity certificate","73","0.886961437385493","0.81884142359455","0.955081451176435"
"Yes","2012","16-34 y.","(3a) lower tertiary education","29","","",""
"Yes","2012","16-34 y.","(3b) higher tertiary education","53","0.957261769944567","0.904752704731327","1.00977083515781"
"Yes","2012","35-65 y.","(0) in school","","","",""
"Yes","2012","35-65 y.","(1a) inadequately completed","99","0.965694142433699","0.930371600955615","1.00101668391178"
"Yes","2012","35-65 y.","(1b) general elementary school","376","0.956898238535051","0.936870591431789","0.976925885638313"
"Yes","2012","35-65 y.","(1c) basic vocational qualification","1295","0.941821443871367","0.929457788881296","0.954185098861438"
"Yes","2012","35-65 y.","(2b) intermediate general qualification","82","0.888280035647644","0.823197092944019","0.953362978351269"
"Yes","2012","35-65 y.","(2a) intermediate vocational","1448","0.95176222992048","0.941074578330691","0.962449881510269"
"Yes","2012","35-65 y.","(2c_gen) general maturity certificate","82","0.872529984230579","0.804382727614406","0.940677240846752"
"Yes","2012","35-65 y.","(2c_voc) vocational maturity certificate","432","0.930118626542151","0.906896206171275","0.953341046913027"
"Yes","2012","35-65 y.","(3a) lower tertiary education","348","0.931639658425607","0.906232588560729","0.957046728290486"
"Yes","2012","35-65 y.","(3b) higher tertiary education","551","0.900316214112897","0.876503653470787","0.924128774755008"
"Yes","2012","66 and older","(0) in school","","","",""
"Yes","2012","66 and older","(1a) inadequately completed","54","0.91309035818205","0.840592537329415","0.985588179034686"
"Yes","2012","66 and older","(1b) general elementary school","503","0.957218453408171","0.939908248419297","0.974528658397045"
"Yes","2012","66 and older","(1c) basic vocational qualification","1274","0.961526203857392","0.951197185233247","0.971855222481538"
"Yes","2012","66 and older","(2b) intermediate general qualification","38","0.89043530847859","0.794827655028103","0.986042961929076"
"Yes","2012","66 and older","(2a) intermediate vocational","391","0.945568496639955","0.923767663664405","0.967369329615505"
"Yes","2012","66 and older","(2c_gen) general maturity certificate","23","","",""
