"ple0162","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"No","2012","Not Employed","244","0.0432864119321604","0.0375937113735394","0.0489791124907814","2"
"No","2012","Employed","350","0.0788758074983048","0.070735610535013","0.0870160044615966","2"
"Yes","2012","Not Employed","4665","0.95671358806784","0.951020887509219","0.962406288626461","1"
"Yes","2012","Employed","3862","0.921124192501695","0.912983995538403","0.929264389464987","1"
"No","2013","Not Employed","257","0.0383593753955267","0.0332229299567387","0.0434958208343147","2"
"No","2013","Employed","331","0.0814949648872052","0.0728762470164612","0.0901136827579493","2"
"Yes","2013","Not Employed","5114","0.961640624604473","0.956504179165685","0.966777070043261","1"
"Yes","2013","Employed","3540","0.918505035112795","0.909886317242051","0.927123752983539","1"
"No","2014","Not Employed","","","","","2"
"No","2014","Employed","","","","","2"
"Yes","2014","Not Employed","","","","","1"
"Yes","2014","Employed","","","","","1"
"No","2015","Not Employed","291","0.0580896335968598","0.0513424541513707","0.0648368130423489","2"
"No","2015","Employed","526","0.14885045881302","0.13799624138324","0.1597046762428","2"
"Yes","2015","Not Employed","4326","0.94191036640314","0.935163186957651","0.948657545848629","1"
"Yes","2015","Employed","3605","0.85114954118698","0.8402953237572","0.86200375861676","1"
"No","2016","Not Employed","195","0.225631560550371","0.198503145731029","0.252759975369714","2"
"No","2016","Employed","","","","","2"
"Yes","2016","Not Employed","717","0.774368439449629","0.747240024630286","0.801496854268971","1"
"Yes","2016","Employed","","","","","1"
"No","2017","Not Employed","245","0.0348826280776953","0.0296935947159861","0.0400716614394046","2"
"No","2017","Employed","317","0.0704266098101217","0.0627816949873354","0.078071524632908","2"
"Yes","2017","Not Employed","4558","0.965117371922305","0.959928338560595","0.970306405284014","1"
"Yes","2017","Employed","3986","0.929573390189878","0.921928475367092","0.937218305012665","1"
"No","2018","Not Employed","21","","","","2"
"No","2018","Employed","","","","","2"
"Yes","2018","Not Employed","66","0.621456814741997","0.519538635091172","0.723374994392821","1"
"Yes","2018","Employed","","","","","1"
"No","2019","Not Employed","316","0.0394891098621788","0.034051016885045","0.0449272028393127","2"
"No","2019","Employed","412","0.0835347715821352","0.0755311585008646","0.0915383846634057","2"
"Yes","2019","Not Employed","4611","0.960510890137821","0.955072797160687","0.965948983114955","1"
"Yes","2019","Employed","4179","0.916465228417865","0.908461615336594","0.924468841499135","1"
