"ple0162","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2012","Urban Area","373","0.0590487123965099","0.0529176013330567","0.0651798234599631","2"
"No","2012","Rural Area","221","0.056534187665187","0.0488198571573396","0.0642485181730344","2"
"Yes","2012","Urban Area","5305","0.94095128760349","0.934820176540037","0.947082398666943","1"
"Yes","2012","Rural Area","3222","0.943465812334813","0.935751481826966","0.951180142842661","1"
"No","2013","Urban Area","388","0.0554469043745867","0.0496173000638502","0.0612765086853233","2"
"No","2013","Rural Area","200","0.0544940768551837","0.0467751832669699","0.0622129704433976","2"
"Yes","2013","Urban Area","5532","0.944553095625413","0.938723491314677","0.95038269993615","1"
"Yes","2013","Rural Area","3122","0.945505923144816","0.937787029556602","0.95322481673303","1"
"No","2014","Urban Area","","","","","2"
"No","2014","Rural Area","","","","","2"
"Yes","2014","Urban Area","","","","","1"
"Yes","2014","Rural Area","","","","","1"
"No","2015","Urban Area","505","0.0883349246837363","0.0808983877283107","0.0957714616391618","2"
"No","2015","Rural Area","312","0.116791617081555","0.105582931840762","0.128000302322347","2"
"Yes","2015","Urban Area","5089","0.911665075316264","0.904228538360838","0.919101612271689","1"
"Yes","2015","Rural Area","2842","0.883208382918445","0.871999697677653","0.894417068159238","1"
"No","2016","Urban Area","133","0.227616978916","0.193982894332295","0.261251063499705","2"
"No","2016","Rural Area","63","0.222684392267122","0.177171005022116","0.268197779512128","2"
"Yes","2016","Urban Area","464","0.772383021084","0.738748936500295","0.806017105667704","1"
"Yes","2016","Rural Area","258","0.777315607732878","0.731802220487872","0.822828994977884","1"
"No","2017","Urban Area","379","0.057208069545973","0.0511721554289769","0.063243983662969","2"
"No","2017","Rural Area","183","0.0379459371268261","0.0315415006703948","0.0443503735832575","2"
"Yes","2017","Urban Area","5308","0.942791930454027","0.936756016337031","0.948827844571023","1"
"Yes","2017","Rural Area","3236","0.962054062873174","0.955649626416742","0.968458499329605","1"
"No","2018","Urban Area","14","","","","2"
"No","2018","Rural Area","7","","","","2"
"Yes","2018","Urban Area","41","0.593341215336405","0.463523463478945","0.723158967193865","1"
"Yes","2018","Rural Area","25","","","","1"
"No","2019","Urban Area","446","0.0625570249964383","0.0561506560169086","0.068963393975968","2"
"No","2019","Rural Area","236","0.0547503550311318","0.0471382554107513","0.0623624546515124","2"
"Yes","2019","Urban Area","5043","0.937442975003562","0.931036606024032","0.943849343983091","1"
"Yes","2019","Rural Area","3195","0.945249644968868","0.937637545348488","0.952861744589249","1"
