"ple0162","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Full Time","lower secondary degree","510","0.919508057384548","0.897015755321698","0.942000359447398"
"Yes","2012","Full Time","secondary school degree","731","0.918270910644003","0.899299240007766","0.937242581280239"
"Yes","2012","Full Time","college entrance qualification","596","0.900970888190141","0.878078239796515","0.923863536583767"
"Yes","2012","Full Time","Other degree","110","0.939444151712111","0.896590469961202","0.98229783346302"
"Yes","2012","Full Time","no degree/no degree yet","20","","",""
"Yes","2012","Part Time","lower secondary degree","522","0.917721840423622","0.89494255978374","0.940501121063505"
"Yes","2012","Part Time","secondary school degree","671","0.949632010904751","0.933690336991749","0.965573684817753"
"Yes","2012","Part Time","college entrance qualification","466","0.914148944251681","0.88997739197418","0.938320496529181"
"Yes","2012","Part Time","Other degree","120","0.917518378189071","0.870588750658632","0.964448005719511"
"Yes","2012","Part Time","no degree/no degree yet","59","0.96480102471288","0.918930243712037","1.01067180571372"
"Yes","2012","Not Working","lower secondary degree","2397","0.960682664838924","0.953073454802325","0.968291874875522"
"Yes","2012","Not Working","secondary school degree","1070","0.953836357196076","0.941606996321969","0.966065718070182"
"Yes","2012","Not Working","college entrance qualification","661","0.952411431282669","0.936651558651874","0.968171303913464"
"Yes","2012","Not Working","Other degree","314","0.956798678186572","0.934829746274606","0.978767610098539"
"Yes","2012","Not Working","no degree/no degree yet","151","0.91375434092324","0.871304428421492","0.956204253424988"
"No","2012","Full Time","lower secondary degree","52","0.080491942615452","0.0579996405526023","0.102984244678302"
"No","2012","Full Time","secondary school degree","70","0.0817290893559973","0.0627574187197608","0.100700759992234"
"No","2012","Full Time","college entrance qualification","58","0.0990291118098593","0.0761364634162331","0.121921760203485"
"No","2012","Full Time","Other degree","9","","",""
"No","2012","Full Time","no degree/no degree yet","2","","",""
"No","2012","Part Time","lower secondary degree","37","0.0822781595763779","0.0594988789364954","0.10505744021626"
"No","2012","Part Time","secondary school degree","52","0.0503679890952493","0.0344263151822472","0.0663096630082514"
"No","2012","Part Time","college entrance qualification","50","0.0858510557483191","0.0616795034708189","0.110022608025819"
"No","2012","Part Time","Other degree","12","","",""
"No","2012","Part Time","no degree/no degree yet","3","","",""
"No","2012","Not Working","lower secondary degree","109","0.0393173351610764","0.0317081251244776","0.0469265451976753"
"No","2012","Not Working","secondary school degree","61","0.0461636428039241","0.0339342819298177","0.0583930036780305"
"No","2012","Not Working","college entrance qualification","40","0.0475885687173307","0.0318286960865356","0.0633484413481259"
"No","2012","Not Working","Other degree","15","","",""
"No","2012","Not Working","no degree/no degree yet","17","","",""
"Yes","2013","Full Time","lower secondary degree","450","0.922282277529715","0.898479813331633","0.946084741727797"
"Yes","2013","Full Time","secondary school degree","677","0.925533036920549","0.906605083612426","0.944460990228673"
"Yes","2013","Full Time","college entrance qualification","507","0.902315138529107","0.877921043450835","0.92670923360738"
"Yes","2013","Full Time","Other degree","101","0.89590336495338","0.840567832964307","0.951238896942453"
"Yes","2013","Full Time","no degree/no degree yet","16","","",""
"Yes","2013","Part Time","lower secondary degree","492","0.917699803587611","0.894258493224817","0.941141113950404"
"Yes","2013","Part Time","secondary school degree","637","0.925037069006382","0.905431280141728","0.944642857871037"
"Yes","2013","Part Time","college entrance qualification","433","0.904954219338435","0.878607633751121","0.931300804925749"
"Yes","2013","Part Time","Other degree","115","0.937695853427712","0.894980401176663","0.980411305678761"
"Yes","2013","Part Time","no degree/no degree yet","53","0.995585522446195","0.97790357262152","1.01326747227087"
"Yes","2013","Not Working","lower secondary degree","2234","0.968617072758674","0.961517898136093","0.975716247381255"
"Yes","2013","Not Working","secondary school degree","1083","0.956520621458984","0.944666846135805","0.968374396782163"
"Yes","2013","Not Working","college entrance qualification","650","0.956941737912758","0.941696102417891","0.972187373407625"
"Yes","2013","Not Working","Other degree","786","0.953094960546628","0.938864203498394","0.967325717594861"
"Yes","2013","Not Working","no degree/no degree yet","263","0.951122391442135","0.925685342389627","0.976559440494643"
"No","2013","Full Time","lower secondary degree","36","0.077717722470285","0.053915258272203","0.101520186668367"
"No","2013","Full Time","secondary school degree","62","0.0744669630794505","0.0555390097713271","0.0933949163875739"
"No","2013","Full Time","college entrance qualification","62","0.0976848614708924","0.0732907663926197","0.122078956549165"
"No","2013","Full Time","Other degree","16","","",""
"No","2013","Full Time","no degree/no degree yet","3","","",""
"No","2013","Part Time","lower secondary degree","36","0.0823001964123893","0.0588588860495958","0.105741506775183"
"No","2013","Part Time","secondary school degree","56","0.0749629309936175","0.0553571421289629","0.0945687198582721"
"No","2013","Part Time","college entrance qualification","43","0.0950457806615647","0.068699195074251","0.121392366248878"
"No","2013","Part Time","Other degree","8","","",""
"No","2013","Part Time","no degree/no degree yet","1","","",""
"No","2013","Not Working","lower secondary degree","83","0.0313829272413257","0.0242837526187447","0.0384821018639068"
"No","2013","Not Working","secondary school degree","54","0.043479378541016","0.031625603217837","0.0553331538641949"
"No","2013","Not Working","college entrance qualification","31","0.0430582620872419","0.0278126265923747","0.058303897582109"
"No","2013","Not Working","Other degree","62","0.0469050394533723","0.0326742824051386","0.061135796501606"
"No","2013","Not Working","no degree/no degree yet","13","","",""
"Yes","2014","Full Time","lower secondary degree","","","",""
"Yes","2014","Full Time","secondary school degree","","","",""
"Yes","2014","Full Time","college entrance qualification","","","",""
"Yes","2014","Full Time","Other degree","","","",""
"Yes","2014","Full Time","no degree/no degree yet","","","",""
"Yes","2014","Part Time","lower secondary degree","","","",""
"Yes","2014","Part Time","secondary school degree","","","",""
"Yes","2014","Part Time","college entrance qualification","","","",""
"Yes","2014","Part Time","Other degree","","","",""
"Yes","2014","Part Time","no degree/no degree yet","","","",""
"Yes","2014","Not Working","lower secondary degree","","","",""
"Yes","2014","Not Working","secondary school degree","","","",""
"Yes","2014","Not Working","college entrance qualification","","","",""
"Yes","2014","Not Working","Other degree","","","",""
"Yes","2014","Not Working","no degree/no degree yet","","","",""
"No","2014","Full Time","lower secondary degree","","","",""
"No","2014","Full Time","secondary school degree","","","",""
"No","2014","Full Time","college entrance qualification","","","",""
"No","2014","Full Time","Other degree","","","",""
"No","2014","Full Time","no degree/no degree yet","","","",""
"No","2014","Part Time","lower secondary degree","","","",""
"No","2014","Part Time","secondary school degree","","","",""
"No","2014","Part Time","college entrance qualification","","","",""
"No","2014","Part Time","Other degree","","","",""
"No","2014","Part Time","no degree/no degree yet","","","",""
"No","2014","Not Working","lower secondary degree","","","",""
"No","2014","Not Working","secondary school degree","","","",""
"No","2014","Not Working","college entrance qualification","","","",""
"No","2014","Not Working","Other degree","","","",""
"No","2014","Not Working","no degree/no degree yet","","","",""
"Yes","2015","Full Time","lower secondary degree","416","0.798839311184047","0.763052265871618","0.834626356496477"
"Yes","2015","Full Time","secondary school degree","602","0.800380822474049","0.771143652207519","0.829617992740579"
"Yes","2015","Full Time","college entrance qualification","491","0.810865573134838","0.779104044782975","0.842627101486702"
"Yes","2015","Full Time","Other degree","183","0.830347451969372","0.778716492692261","0.881978411246482"
"Yes","2015","Full Time","no degree/no degree yet","23","","",""
"Yes","2015","Part Time","lower secondary degree","456","0.889419369323643","0.862174669792022","0.916664068855264"
"Yes","2015","Part Time","secondary school degree","618","0.914179477175335","0.893280027167284","0.935078927183385"
"Yes","2015","Part Time","college entrance qualification","436","0.888648113763412","0.860936667495806","0.916359560031017"
"Yes","2015","Part Time","Other degree","233","0.914321941096023","0.879901564876925","0.948742317315121"
"Yes","2015","Part Time","no degree/no degree yet","54","0.980301923796073","0.943906572839636","1.01669727475251"
"Yes","2015","Not Working","lower secondary degree","1950","0.946610165727751","0.936899817913841","0.956320513541662"
"Yes","2015","Not Working","secondary school degree","975","0.938644813344822","0.924045726318044","0.9532439003716"
"Yes","2015","Not Working","college entrance qualification","590","0.934203998191305","0.914981126164932","0.953426870217678"
"Yes","2015","Not Working","Other degree","519","0.942641124458959","0.923399569471965","0.961882679445952"
"Yes","2015","Not Working","no degree/no degree yet","194","0.912893948169839","0.875288086505385","0.950499809834294"
"No","2015","Full Time","lower secondary degree","66","0.201160688815952","0.165373643503523","0.236947734128382"
"No","2015","Full Time","secondary school degree","116","0.199619177525951","0.170382007259421","0.228856347792481"
"No","2015","Full Time","college entrance qualification","93","0.189134426865162","0.157372898513298","0.220895955217025"
"No","2015","Full Time","Other degree","20","","",""
"No","2015","Full Time","no degree/no degree yet","6","","",""
"No","2015","Part Time","lower secondary degree","53","0.110580630676357","0.0833359311447359","0.137825330207978"
"No","2015","Part Time","secondary school degree","72","0.0858205228246654","0.0649210728166147","0.106719972832716"
"No","2015","Part Time","college entrance qualification","59","0.111351886236588","0.0836404399689824","0.139063332504194"
"No","2015","Part Time","Other degree","21","","",""
"No","2015","Part Time","no degree/no degree yet","2","","",""
"No","2015","Not Working","lower secondary degree","109","0.0533898342722487","0.0436794864583384","0.063100182086159"
"No","2015","Not Working","secondary school degree","63","0.0613551866551779","0.0467560996283997","0.0759542736819562"
