"ple0162","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2012","West Germany","Female","269","0.0639039111492465","0.05624548003707","0.0715623422614231","2"
"No","2012","East Germany","Female","74","0.0432399877666802","0.0321620863534334","0.0543178891799269","2"
"No","2012","West Germany","Male","196","0.0571800729143267","0.048730963084269","0.0656291827443843","2"
"No","2012","East Germany","Male","55","0.0522802443864956","0.0385321619641758","0.0660283268088154","2"
"Yes","2012","West Germany","Male","2705","0.942819927085673","0.934370817255616","0.951269036915731","1"
"Yes","2012","West Germany","Female","3649","0.936096088850753","0.928437657738577","0.94375451996293","1"
"Yes","2012","East Germany","Male","952","0.947719755613504","0.933971673191185","0.961467838035824","1"
"Yes","2012","East Germany","Female","1221","0.95676001223332","0.945682110820073","0.967837913646567","1"
"No","2013","West Germany","Female","280","0.0563135266493371","0.0492373614509557","0.0633896918477185","2"
"No","2013","East Germany","Female","72","0.0474769636802869","0.0354600071702354","0.0594939201903383","2"
"No","2013","West Germany","Male","191","0.0607164616455273","0.0521978637781943","0.0692350595128603","2"
"No","2013","East Germany","Male","45","0.0363632053781181","0.0244156236163617","0.0483107871398745","2"
"Yes","2013","West Germany","Male","2828","0.939283538354473","0.93076494048714","0.947802136221806","1"
"Yes","2013","West Germany","Female","3797","0.943686473350663","0.936610308152281","0.950762638549044","1"
"Yes","2013","East Germany","Male","898","0.963636794621882","0.951689212860126","0.975584376383638","1"
"Yes","2013","East Germany","Female","1131","0.952523036319713","0.940506079809662","0.964539992829765","1"
"No","2014","West Germany","Female","","","","","2"
"No","2014","East Germany","Female","","","","","2"
"No","2014","West Germany","Male","","","","","2"
"No","2014","East Germany","Male","","","","","2"
"Yes","2014","West Germany","Female","","","","","1"
"Yes","2014","East Germany","Male","","","","","1"
"Yes","2014","East Germany","Female","","","","","1"
"Yes","2014","West Germany","Male","","","","","1"
"No","2015","West Germany","Male","291","0.118984338222637","0.107017562628762","0.130951113816512","2"
"No","2015","West Germany","Female","358","0.0810428789990434","0.0724281632134203","0.0896575947846666","2"
"No","2015","East Germany","Female","89","0.0887414845866906","0.0724817556034004","0.105001213569981","2"
"No","2015","East Germany","Male","79","0.107580244584784","0.0874042550635863","0.127756234105981","2"
"Yes","2015","West Germany","Female","3497","0.918957121000957","0.910342405215333","0.92757183678658","1"
"Yes","2015","East Germany","Male","827","0.892419755415216","0.872243765894019","0.912595744936414","1"
"Yes","2015","East Germany","Female","1086","0.911258515413309","0.894998786430019","0.9275182443966","1"
"Yes","2015","West Germany","Male","2521","0.881015661777363","0.869048886183488","0.892982437371238","1"
"No","2016","East Germany","Female","19","","","","2"
"No","2016","West Germany","Male","72","0.181846995918437","0.143417654777853","0.220276337059022","2"
"No","2016","West Germany","Female","87","0.280314733645338","0.232850864470121","0.327778602820556","2"
"No","2016","East Germany","Male","18","","","","2"
"Yes","2016","West Germany","Female","257","0.719685266354662","0.672221397179445","0.76714913552988","1"
"Yes","2016","West Germany","Male","315","0.818153004081563","0.779723662940978","0.856582345222147","1"
"Yes","2016","East Germany","Male","72","0.705357863578836","0.611173453934207","0.799542273223465","1"
"Yes","2016","East Germany","Female","78","0.808353242301162","0.730025870529131","0.886680614073193","1"
"No","2017","East Germany","Female","68","0.0445491288187509","0.0327576515441351","0.0563406060933667","2"
"No","2017","West Germany","Male","200","0.0501350824049658","0.0423209821862955","0.057949182623636","2"
"No","2017","West Germany","Female","253","0.0537025919242992","0.0467357090913681","0.0606694747572304","2"
"No","2017","East Germany","Male","41","0.0444802995439168","0.0311003539877183","0.0578602451001154","2"
"Yes","2017","West Germany","Female","3769","0.946297408075701","0.93933052524277","0.953264290908632","1"
"Yes","2017","East Germany","Female","1108","0.955450871181249","0.943659393906633","0.967242348455865","1"
"Yes","2017","West Germany","Male","2796","0.949864917595034","0.942050817376364","0.957679017813704","1"
"Yes","2017","East Germany","Male","871","0.955519700456083","0.942139754899885","0.968899646012282","1"
"No","2018","West Germany","Male","4","","","","2"
"No","2018","West Germany","Female","13","","","","2"
"No","2018","East Germany","Male","","","","","2"
"No","2018","East Germany","Female","4","","","","2"
"Yes","2018","West Germany","Female","28","","","","1"
"Yes","2018","East Germany","Female","4","","","","1"
"Yes","2018","West Germany","Male","32","0.915271743001638","0.824304296476521","1.00623918952676","1"
"Yes","2018","East Germany","Male","2","","","","1"
"No","2019","West Germany","Male","245","0.0550464244038147","0.0471368989399679","0.0629559498676614","2"
"No","2019","West Germany","Female","328","0.0600493447485065","0.0527070177602251","0.0673916717367878","2"
"No","2019","East Germany","Male","64","0.0527074327635627","0.038892681916346","0.0665221836107793","2"
"No","2019","East Germany","Female","90","0.0779611393843729","0.0631689616961218","0.092753317072624","2"
"Yes","2019","West Germany","Female","3694","0.939950655251493","0.932608328263212","0.947292982239775","1"
"Yes","2019","East Germany","Female","1172","0.922038860615627","0.907246682927376","0.936831038303878","1"
"Yes","2019","West Germany","Male","2949","0.944953575596185","0.937044050132339","0.952863101060032","1"
"Yes","2019","East Germany","Male","941","0.947292567236437","0.933477816389221","0.961107318083654","1"
