"ple0162","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2012","35-65 y.","Couple + C. LE 16 ","977","0.912559909488638","0.895546705746491","0.929573113230785","1"
"Yes","2012","35-65 y.","Couple + C. GT 16 ","593","0.941256929226645","0.923025106987653","0.959488751465636","1"
"Yes","2012","35-65 y.","Couple + C. LE and GT 16","377","0.926053263384837","0.90072335306087","0.951383173708805","1"
"Yes","2012","66 and older","1-pers.-HH","873","0.947350984192753","0.932950977654245","0.961750990731262","1"
"Yes","2012","66 and older","(Married) couple without C. ","1900","0.959608556182464","0.950971622853871","0.968245489511056","1"
"Yes","2012","66 and older","Single parent ","53","0.960292816141075","0.909149314339268","1.01143631794288","1"
"Yes","2012","66 and older","Couple + C. LE 16 ","6","","","","1"
"Yes","2012","66 and older","Couple + C. GT 16 ","87","0.970486407833989","0.935126386415169","1.00584642925281","1"
"Yes","2012","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No","2013","16-34 y.","(Married) couple without C. ","14","","","","2"
"No","2013","16-34 y.","1-pers.-HH","9","","","","2"
"No","2013","16-34 y.","Couple + C. GT 16 ","20","","","","2"
"No","2013","16-34 y.","Couple + C. LE and GT 16","2","","","","2"
"No","2013","16-34 y.","Single parent ","16","","","","2"
"No","2013","16-34 y.","Couple + C. LE 16 ","41","0.11965098476201","0.0857460947911347","0.153555874732884","2"
"No","2013","35-65 y.","(Married) couple without C. ","81","0.0522210222648774","0.0410184437866166","0.0634236007431381","2"
"No","2013","35-65 y.","Single parent ","49","0.0698947796757154","0.0500322459750912","0.0897573133763397","2"
"No","2013","35-65 y.","1-pers.-HH","38","0.0550786055724238","0.0377002609321932","0.0724569502126544","2"
"No","2013","35-65 y.","Couple + C. LE 16 ","108","0.0964974047766265","0.0794981887888427","0.11349662076441","2"
"No","2013","35-65 y.","Couple + C. GT 16 ","39","0.0408166839506887","0.0258566313048668","0.0557767365965106","2"
"No","2013","35-65 y.","Couple + C. LE and GT 16","32","0.0798754249137719","0.055748213620038","0.104002636207506","2"
"No","2013","66 and older","1-pers.-HH","40","0.0442272536055513","0.03043797765413","0.0580165295569727","2"
"No","2013","66 and older","(Married) couple without C. ","70","0.0366644571185115","0.0280608953692295","0.0452680188677935","2"
"No","2013","66 and older","Couple + C. GT 16 ","3","","","","2"
"No","2013","66 and older","Couple + C. LE and GT 16","","","","","2"
"No","2013","66 and older","Single parent ","3","","","","2"
"No","2013","66 and older","Couple + C. LE 16 ","1","","","","2"
"Yes","2013","16-34 y.","1-pers.-HH","106","0.932176648364987","0.88622110512001","0.978132191609964","1"
"Yes","2013","16-34 y.","(Married) couple without C. ","105","0.782386232655712","0.708250361715617","0.856522103595807","1"
"Yes","2013","16-34 y.","Single parent ","176","0.901801289779043","0.859708685687702","0.943893893870384","1"
"Yes","2013","16-34 y.","Couple + C. LE 16 ","311","0.88034901523799","0.846444125267116","0.914253905208865","1"
"Yes","2013","16-34 y.","Couple + C. GT 16 ","89","0.874134251464928","0.811864419704747","0.93640408322511","1"
"Yes","2013","16-34 y.","Couple + C. LE and GT 16","84","0.990026251690194","0.969024698096939","1.01102780528345","1"
"Yes","2013","35-65 y.","1-pers.-HH","624","0.944921394427576","0.927543049787346","0.962299739067807","1"
"Yes","2013","35-65 y.","(Married) couple without C. ","1434","0.947778977735123","0.936576399256862","0.958981556213383","1"
"Yes","2013","35-65 y.","Single parent ","584","0.930105220324284","0.91024268662366","0.949967754024909","1"
"Yes","2013","35-65 y.","Couple + C. LE 16 ","1051","0.903502595223373","0.88650337923559","0.920501811211157","1"
"Yes","2013","35-65 y.","Couple + C. GT 16 ","633","0.959183316049311","0.944223263403489","0.974143368695133","1"
"Yes","2013","35-65 y.","Couple + C. LE and GT 16","453","0.920124575086228","0.895997363792494","0.944251786379962","1"
"Yes","2013","66 and older","1-pers.-HH","814","0.955772746394449","0.941983470443027","0.96956202234587","1"
"Yes","2013","66 and older","(Married) couple without C. ","1763","0.963335542881488","0.954731981132206","0.97193910463077","1"
"Yes","2013","66 and older","Single parent ","45","0.943686557227586","0.878471572607752","1.00890154184742","1"
"Yes","2013","66 and older","Couple + C. LE 16 ","8","","","","1"
"Yes","2013","66 and older","Couple + C. GT 16 ","71","0.975418933091549","0.940138964797258","1.01069890138584","1"
"Yes","2013","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2014","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2014","16-34 y.","1-pers.-HH","","","","","2"
"No","2014","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2014","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2014","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2014","16-34 y.","Single parent ","","","","","2"
"No","2014","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2014","35-65 y.","Single parent ","","","","","2"
"No","2014","35-65 y.","1-pers.-HH","","","","","2"
"No","2014","35-65 y.","Couple + C. LE 16 ","","","","","2"
"No","2014","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2014","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2014","66 and older","1-pers.-HH","","","","","2"
"No","2014","66 and older","(Married) couple without C. ","","","","","2"
"No","2014","66 and older","Single parent ","","","","","2"
"No","2014","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2014","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2014","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2014","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2014","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2014","16-34 y.","Single parent ","","","","","1"
"Yes","2014","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2014","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2014","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2014","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2014","35-65 y.","Single parent ","","","","","1"
"Yes","2014","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2014","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2014","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","66 and older","1-pers.-HH","","","","","1"
"Yes","2014","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2014","66 and older","Single parent ","","","","","1"
"Yes","2014","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2014","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2014","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2015","16-34 y.","1-pers.-HH","19","","","","2"
"No","2015","16-34 y.","Couple + C. GT 16 ","34","0.36383898970251","0.285531692851578","0.442146286553442","2"
"No","2015","16-34 y.","Couple + C. LE 16 ","33","0.123833292526292","0.0840996654685932","0.163566919583992","2"
"No","2015","16-34 y.","(Married) couple without C. ","23","","","","2"
"No","2015","16-34 y.","Single parent ","16","","","","2"
"No","2015","16-34 y.","Couple + C. LE and GT 16","15","","","","2"
"No","2015","35-65 y.","1-pers.-HH","51","0.0963316978941621","0.0736671673073227","0.118996228481002","2"
"No","2015","35-65 y.","(Married) couple without C. ","141","0.103135831066576","0.0873170854598491","0.118954576673304","2"
"No","2015","35-65 y.","Single parent ","46","0.102605555526479","0.0776289342914845","0.127582176761473","2"
"No","2015","35-65 y.","Couple + C. LE 16 ","128","0.140211680941747","0.118914452553759","0.161508909329735","2"
"No","2015","35-65 y.","Couple + C. GT 16 ","68","0.123926793236137","0.097990670576751","0.149862915895524","2"
"No","2015","35-65 y.","Couple + C. LE and GT 16","44","0.113680719345462","0.083643622839394","0.143717815851529","2"
"No","2015","66 and older","1-pers.-HH","51","0.0532057897982072","0.0383682841463142","0.0680432954501001","2"
"No","2015","66 and older","(Married) couple without C. ","123","0.072564315047168","0.0606720810351857","0.0844565490591503","2"
"No","2015","66 and older","Single parent ","2","","","","2"
"No","2015","66 and older","Couple + C. LE 16 ","1","","","","2"
"No","2015","66 and older","Couple + C. GT 16 ","7","","","","2"
"No","2015","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2015","16-34 y.","1-pers.-HH","119","0.892265746075786","0.840536927178719","0.943994564972853","1"
"Yes","2015","16-34 y.","(Married) couple without C. ","118","0.815756030319172","0.751765557036704","0.879746503601641","1"
"Yes","2015","16-34 y.","Single parent ","127","0.86745075908739","0.8118742696578","0.923027248516981","1"
"Yes","2015","16-34 y.","Couple + C. LE 16 ","231","0.876166707473708","0.836433080416008","0.915900334531407","1"
"Yes","2015","16-34 y.","Couple + C. GT 16 ","111","0.636161010297491","0.557853713446559","0.714468307148422","1"
"Yes","2015","16-34 y.","Couple + C. LE and GT 16","74","0.790222392539924","0.705634672794382","0.874810112285466","1"
"Yes","2015","35-65 y.","1-pers.-HH","600","0.903668302105838","0.881003771518998","0.926332832692677","1"
"Yes","2015","35-65 y.","(Married) couple without C. ","1279","0.896864168933424","0.881045423326696","0.912682914540151","1"
"Yes","2015","35-65 y.","Single parent ","521","0.897394444473521","0.872417823238527","0.922371065708515","1"
"Yes","2015","35-65 y.","Couple + C. LE 16 ","893","0.859788319058253","0.838491090670265","0.881085547446241","1"
"Yes","2015","66 and older","1-pers.-HH","828","0.946794210201793","0.9319567045499","0.961631715853686","1"
"Yes","2015","66 and older","(Married) couple without C. ","1705","0.927435684952832","0.91554345094085","0.939327918964814","1"
"Yes","2015","66 and older","Couple + C. GT 16 ","88","0.884788478053339","0.82058567722116","0.948991278885519","1"
"Yes","2015","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2015","35-65 y.","Couple + C. GT 16 ","552","0.876073206763863","0.850137084104476","0.902009329423249","1"
"Yes","2015","35-65 y.","Couple + C. LE and GT 16","385","0.886319280654539","0.856282184148471","0.916356377160606","1"
"Yes","2015","66 and older","Single parent ","47","0.933388403948234","0.863572209681053","1.00320459821542","1"
"Yes","2015","66 and older","Couple + C. LE 16 ","4","","","","1"
"No","2016","16-34 y.","Single parent ","5","","","","2"
"No","2016","16-34 y.","Couple + C. LE 16 ","59","0.394383974366723","0.323576214453541","0.465191734279906","2"
"No","2016","35-65 y.","1-pers.-HH","10","","","","2"
"No","2016","35-65 y.","(Married) couple without C. ","3","","","","2"
"No","2016","16-34 y.","1-pers.-HH","24","","","","2"
"No","2016","16-34 y.","(Married) couple without C. ","7","","","","2"
"No","2016","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2016","16-34 y.","Couple + C. LE and GT 16","2","","","","2"
"No","2016","35-65 y.","Single parent ","5","","","","2"
"No","2016","35-65 y.","Couple + C. LE 16 ","38","0.177311317187228","0.122860653395384","0.231761980979072","2"
"No","2016","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2016","35-65 y.","Couple + C. LE and GT 16","17","","","","2"
"No","2016","66 and older","1-pers.-HH","","","","","2"
"No","2016","66 and older","(Married) couple without C. ","","","","","2"
"No","2016","66 and older","Single parent ","","","","","2"
"No","2016","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2016","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2016","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2016","16-34 y.","1-pers.-HH","68","0.737937329695241","0.648077312261446","0.827797347129036","1"
"Yes","2016","16-34 y.","(Married) couple without C. ","8","","","","1"
"Yes","2016","16-34 y.","Single parent ","29","","","","1"
"Yes","2016","16-34 y.","Couple + C. LE 16 ","124","0.605616025633277","0.534808265720094","0.676423785546459","1"
"Yes","2016","16-34 y.","Couple + C. GT 16 ","2","","","","1"
"Yes","2016","16-34 y.","Couple + C. LE and GT 16","3","","","","1"
"Yes","2016","35-65 y.","1-pers.-HH","44","0.79241184736268","0.684236581019993","0.900587113705366","1"
"Yes","2016","35-65 y.","(Married) couple without C. ","20","","","","1"
"Yes","2016","35-65 y.","Single parent ","64","0.927864167302212","0.866820407894805","0.988907926709619","1"
"Yes","2016","35-65 y.","Couple + C. LE 16 ","151","0.822688682812772","0.768238019020928","0.877139346604616","1"
"Yes","2016","35-65 y.","Couple + C. GT 16 ","14","","","","1"
"Yes","2016","35-65 y.","Couple + C. LE and GT 16","95","0.880052781737806","0.819881601520416","0.940223961955197","1"
"Yes","2016","66 and older","1-pers.-HH","1","","","","1"
"Yes","2016","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2016","66 and older","Couple + C. GT 16 ","2","","","","1"
"Yes","2016","66 and older","Single parent ","4","","","","1"
"Yes","2016","66 and older","(Married) couple without C. ","5","","","","1"
"Yes","2016","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No","2017","16-34 y.","1-pers.-HH","27","","","","2"
"No","2017","16-34 y.","(Married) couple without C. ","17","","","","2"
"No","2017","16-34 y.","Single parent ","12","","","","2"
"No","2017","16-34 y.","Couple + C. LE 16 ","43","0.113265312069226","0.076977599515139","0.149553024623313","2"
"No","2017","16-34 y.","Couple + C. GT 16 ","17","","","","2"
"No","2017","16-34 y.","Couple + C. LE and GT 16","12","","","","2"
"No","2017","35-65 y.","1-pers.-HH","30","0.0311188565475579","0.0185314439011365","0.0437062691939794","2"
"No","2017","35-65 y.","(Married) couple without C. ","62","0.039551934696241","0.0297665835124074","0.0493372858800745","2"
"No","2017","35-65 y.","Single parent ","38","0.0593756145374234","0.0396070973621288","0.079144131712718","2"
"No","2017","35-65 y.","Couple + C. LE 16 ","93","0.0925795377242392","0.0742828969195625","0.110876178528916","2"
"No","2017","35-65 y.","Couple + C. GT 16 ","43","0.0631577617155127","0.0451766298809683","0.0811388935500571","2"
"No","2017","35-65 y.","Couple + C. LE and GT 16","27","","","","2"
"No","2017","66 and older","1-pers.-HH","33","0.0418818527812507","0.0283753717659729","0.0553883337965286","2"
"No","2017","66 and older","(Married) couple without C. ","76","0.0445826939852517","0.0348234490703695","0.0543419389001338","2"
"No","2017","66 and older","Single parent ","1","","","","2"
"No","2017","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2017","66 and older","Couple + C. GT 16 ","1","","","","2"
"No","2017","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2017","16-34 y.","1-pers.-HH","187","0.877274042840015","0.833312081699599","0.92123600398043","1"
"Yes","2017","16-34 y.","(Married) couple without C. ","140","0.896877626652736","0.849306733022498","0.944448520282974","1"
"Yes","2017","16-34 y.","Single parent ","143","0.917813875372984","0.874576551828895","0.961051198917073","1"
"Yes","2017","16-34 y.","Couple + C. LE 16 ","250","0.886734687930774","0.850446975376687","0.923022400484861","1"
"Yes","2017","16-34 y.","Couple + C. GT 16 ","117","0.860282314933841","0.801581804181794","0.918982825685888","1"
"Yes","2017","16-34 y.","Couple + C. LE and GT 16","77","0.948153331856078","0.902090270102537","0.994216393609618","1"
"Yes","2017","35-65 y.","1-pers.-HH","701","0.968881143452442","0.956293730806021","0.981468556098864","1"
"Yes","2017","35-65 y.","(Married) couple without C. ","1462","0.960448065303759","0.950662714119925","0.970233416487593","1"
"Yes","2017","35-65 y.","Single parent ","511","0.940624385462577","0.920855868287282","0.960392902637871","1"
"Yes","2017","35-65 y.","Couple + C. LE and GT 16","470","0.963010254335247","0.946417211854447","0.979603296816048","1"
"Yes","2017","35-65 y.","Couple + C. LE 16 ","871","0.907420462275761","0.889123821471084","0.925717103080437","1"
"Yes","2017","35-65 y.","Couple + C. GT 16 ","660","0.936842238284487","0.918861106449943","0.954823370119032","1"
"Yes","2017","66 and older","Couple + C. LE 16 ","4","","","","1"
"Yes","2017","66 and older","1-pers.-HH","812","0.958118147218749","0.944611666203471","0.971624628234027","1"
"Yes","2017","66 and older","(Married) couple without C. ","1642","0.955417306014748","0.945658061099866","0.96517655092963","1"
"Yes","2017","66 and older","Single parent ","53","0.999459846459741","0.993262689442401","1.00565700347708","1"
"Yes","2017","66 and older","Couple + C. LE and GT 16","2","","","","1"
"Yes","2017","66 and older","Couple + C. GT 16 ","101","0.99770313352028","0.988413115677411","1.00699315136315","1"
"No","2018","16-34 y.","1-pers.-HH","","","","","2"
"No","2018","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2018","16-34 y.","Single parent ","2","","","","2"
"No","2018","16-34 y.","Couple + C. LE 16 ","11","","","","2"
"No","2018","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2018","16-34 y.","Couple + C. LE and GT 16","1","","","","2"
"No","2018","35-65 y.","1-pers.-HH","","","","","2"
"No","2018","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2018","35-65 y.","Single parent ","","","","","2"
"No","2018","35-65 y.","Couple + C. LE 16 ","2","","","","2"
"No","2018","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2018","35-65 y.","Couple + C. LE and GT 16","1","","","","2"
"No","2018","66 and older","1-pers.-HH","","","","","2"
"No","2018","66 and older","(Married) couple without C. ","","","","","2"
"No","2018","66 and older","Single parent ","","","","","2"
"No","2018","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2018","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2018","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2018","16-34 y.","Single parent ","2","","","","1"
"Yes","2018","16-34 y.","Couple + C. LE 16 ","7","","","","1"
"Yes","2018","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2018","16-34 y.","(Married) couple without C. ","1","","","","1"
"Yes","2018","16-34 y.","Couple + C. GT 16 ","1","","","","1"
"Yes","2018","16-34 y.","Couple + C. LE and GT 16","5","","","","1"
"Yes","2018","35-65 y.","1-pers.-HH","1","","","","1"
"Yes","2018","35-65 y.","(Married) couple without C. ","1","","","","1"
"Yes","2018","35-65 y.","Single parent ","1","","","","1"
"Yes","2018","35-65 y.","Couple + C. LE and GT 16","16","","","","1"
"Yes","2018","35-65 y.","Couple + C. LE 16 ","9","","","","1"
"Yes","2018","35-65 y.","Couple + C. GT 16 ","3","","","","1"
"Yes","2018","66 and older","Single parent ","","","","","1"
"Yes","2018","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2018","66 and older","1-pers.-HH","","","","","1"
"Yes","2018","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2018","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","66 and older","Couple + C. GT 16 ","1","","","","1"
"No","2019","16-34 y.","1-pers.-HH","35","0.0540295736293052","0.0247486413803831","0.0833105058782273","2"
"No","2019","16-34 y.","(Married) couple without C. ","25","","","","2"
"No","2019","16-34 y.","Single parent ","13","","","","2"
"No","2019","16-34 y.","Couple + C. LE 16 ","46","0.0944156984611","0.060761779866706","0.128069617055494","2"
"No","2019","16-34 y.","Couple + C. GT 16 ","9","","","","2"
"No","2019","16-34 y.","Couple + C. LE and GT 16","17","","","","2"
"No","2019","35-65 y.","1-pers.-HH","42","0.0439002954071861","0.0301997826182526","0.0576008081961195","2"
"No","2019","35-65 y.","(Married) couple without C. ","99","0.0659418044265228","0.053712204988686","0.0781714038643596","2"
"No","2019","35-65 y.","Single parent ","35","0.0516556656575391","0.0332749464073768","0.0700363849077014","2"
"No","2019","35-65 y.","Couple + C. LE 16 ","126","0.117214031179468","0.0975310026181387","0.136897059740798","2"
"No","2019","35-65 y.","Couple + C. GT 16 ","44","0.0569179303491256","0.0394784902350442","0.0743573704632071","2"
"No","2019","35-65 y.","Couple + C. LE and GT 16","66","0.120118814242452","0.0940405633437668","0.146197065141138","2"
"No","2019","66 and older","1-pers.-HH","44","0.0485758238552721","0.0344520658875783","0.0626995818229659","2"
"No","2019","66 and older","(Married) couple without C. ","95","0.0457730980654947","0.0361872909387724","0.055358905192217","2"
"No","2019","66 and older","Single parent ","4","","","","2"
"No","2019","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2019","66 and older","Couple + C. GT 16 ","4","","","","2"
"No","2019","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2019","16-34 y.","Single parent ","135","0.929770407961829","0.888601896352403","0.970938919571254","1"
"Yes","2019","16-34 y.","Couple + C. LE 16 ","244","0.9055843015389","0.871930382944506","0.939238220133294","1"
"Yes","2019","35-65 y.","1-pers.-HH","817","0.956099704592814","0.94239919180388","0.969800217381747","1"
"Yes","2019","35-65 y.","(Married) couple without C. ","1483","0.934058195573477","0.92182859613564","0.946287795011314","1"
"Yes","2019","35-65 y.","Couple + C. LE and GT 16","531","0.879881185757548","0.853802934858862","0.905959436656233","1"
"Yes","2019","16-34 y.","1-pers.-HH","194","0.945970426370695","0.916689494121773","0.975251358619617","1"
"Yes","2019","16-34 y.","(Married) couple without C. ","153","0.878351660313293","0.83033130202568","0.926372018600907","1"
"Yes","2019","16-34 y.","Couple + C. GT 16 ","119","0.923340845185552","0.877250905122627","0.969430785248477","1"
"Yes","2019","16-34 y.","Couple + C. LE and GT 16","74","0.891787401996331","0.827961498205256","0.955613305787405","1"
"Yes","2019","35-65 y.","Single parent ","522","0.948344334342461","0.929963615092298","0.966725053592623","1"
"Yes","2019","35-65 y.","Couple + C. LE 16 ","900","0.882785968820532","0.863102940259202","0.902468997381861","1"
"Yes","2019","35-65 y.","Couple + C. GT 16 ","634","0.943082069650874","0.925642629536793","0.960521509764956","1"
"Yes","2019","66 and older","Single parent ","48","0.940412922666995","0.876072819111465","1.00475302622253","1"
"Yes","2019","66 and older","Couple + C. LE 16 ","1","","","","1"
"Yes","2019","66 and older","1-pers.-HH","846","0.951424176144728","0.937300418177034","0.965547934112422","1"
"Yes","2019","66 and older","(Married) couple without C. ","1731","0.954226901934505","0.944641094807783","0.963812709061228","1"
"Yes","2019","66 and older","Couple + C. LE and GT 16","3","","","","1"
"Yes","2019","66 and older","Couple + C. GT 16 ","97","0.974841258128656","0.944299163771906","1.00538335248541","1"
