"ple0162","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2012","35-65 y.","higher education","88","0.0872703897259096","0.0696630378978125","0.104877741554007"
"No","2012","66 and older","in school","","","",""
"No","2012","66 and older","inadequately","4","","",""
"No","2012","66 and older","general elemantary","25","","",""
"No","2012","66 and older","middle vocational","78","0.0427811877340073","0.0328994720945212","0.0526629033734934"
"No","2012","66 and older","vocational + Abi","2","","",""
"No","2012","66 and older","higher vocational","8","","",""
"No","2012","66 and older","higher education","35","0.0455310820640259","0.0289471073687411","0.0621150567593107"
"Yes","2013","16-34 y.","in school","57","0.996434818359684","0.981226284002733","1.01164335271663"
"Yes","2013","16-34 y.","inadequately","45","0.893906656551198","0.807680266428587","0.980133046673809"
"Yes","2013","16-34 y.","general elemantary","215","0.910859605599312","0.874809589159328","0.946909622039297"
"Yes","2013","16-34 y.","middle vocational","394","0.857310863926927","0.824480971157473","0.890140756696381"
"Yes","2013","16-34 y.","vocational + Abi","71","0.89364664813015","0.8247875651545","0.9625057311058"
"Yes","2013","16-34 y.","higher vocational","18","","",""
"Yes","2013","16-34 y.","higher education","69","0.887677292427925","0.820549870953646","0.954804713902205"
"Yes","2013","35-65 y.","in school","","","",""
"Yes","2013","35-65 y.","inadequately","157","0.95958695811898","0.929447939565625","0.989725976672335"
"Yes","2013","35-65 y.","general elemantary","550","0.94764565139214","0.929642074610112","0.965649228174169"
"Yes","2013","35-65 y.","middle vocational","2592","0.939622777980679","0.930748013365645","0.948497542595714"
"Yes","2013","35-65 y.","vocational + Abi","396","0.967988829630754","0.951032421169608","0.9849452380919"
"Yes","2013","35-65 y.","higher vocational","329","0.949283668243801","0.926522953042609","0.972044383444993"
"Yes","2013","35-65 y.","higher education","894","0.92836399954216","0.912259219913413","0.944468779170908"
"Yes","2013","66 and older","in school","","","",""
"Yes","2013","66 and older","inadequately","42","0.934523108050043","0.861432629863817","1.00761358623627"
"Yes","2013","66 and older","general elemantary","475","0.960632374648704","0.943552619573616","0.977712129723792"
"Yes","2013","66 and older","middle vocational","1445","0.960506567338789","0.950663356588953","0.970349778088625"
"Yes","2013","66 and older","vocational + Abi","67","0.955395614588308","0.907712760288201","1.00307846888842"
"Yes","2013","66 and older","higher vocational","197","0.956667484459648","0.928796095134275","0.984538873785021"
"Yes","2013","66 and older","higher education","529","0.968972362502165","0.954468222997872","0.983476502006458"
"No","2013","16-34 y.","in school","2","","",""
"No","2013","16-34 y.","inadequately","4","","",""
"No","2013","16-34 y.","general elemantary","25","","",""
"No","2013","16-34 y.","middle vocational","42","0.142689136073073","0.109859243303619","0.175519028842527"
"No","2013","16-34 y.","vocational + Abi","6","","",""
"No","2013","16-34 y.","higher vocational","2","","",""
"No","2013","16-34 y.","higher education","16","","",""
"No","2013","35-65 y.","in school","","","",""
"No","2013","35-65 y.","inadequately","7","","",""
"No","2013","35-65 y.","general elemantary","38","0.0523543486078596","0.0343507718258309","0.0703579253898883"
"No","2013","35-65 y.","middle vocational","175","0.0603772220193207","0.0515024574042865","0.0692519866343548"
"No","2013","35-65 y.","vocational + Abi","18","","",""
"No","2013","35-65 y.","higher vocational","28","","",""
"No","2013","35-65 y.","higher education","91","0.0716360004578396","0.0555312208290918","0.0877407800865874"
"No","2013","66 and older","in school","","","",""
"No","2013","66 and older","inadequately","2","","",""
"No","2013","66 and older","general elemantary","23","","",""
"No","2013","66 and older","middle vocational","59","0.0394934326612111","0.0296502219113752","0.0493366434110469"
"No","2013","66 and older","vocational + Abi","5","","",""
"No","2013","66 and older","higher vocational","8","","",""
"No","2013","66 and older","higher education","20","","",""
"Yes","2014","16-34 y.","in school","","","",""
"Yes","2014","16-34 y.","inadequately","","","",""
"Yes","2014","16-34 y.","general elemantary","","","",""
"Yes","2014","16-34 y.","middle vocational","","","",""
"Yes","2014","16-34 y.","vocational + Abi","","","",""
"Yes","2014","16-34 y.","higher vocational","","","",""
"Yes","2014","16-34 y.","higher education","","","",""
"Yes","2014","35-65 y.","in school","","","",""
"Yes","2014","35-65 y.","inadequately","","","",""
"Yes","2014","35-65 y.","general elemantary","","","",""
"Yes","2014","35-65 y.","middle vocational","","","",""
"Yes","2014","35-65 y.","vocational + Abi","","","",""
"Yes","2014","35-65 y.","higher vocational","","","",""
"Yes","2014","35-65 y.","higher education","","","",""
"Yes","2014","66 and older","in school","","","",""
"Yes","2014","66 and older","inadequately","","","",""
"Yes","2014","66 and older","general elemantary","","","",""
"Yes","2014","66 and older","middle vocational","","","",""
"Yes","2014","66 and older","vocational + Abi","","","",""
"Yes","2014","66 and older","higher vocational","","","",""
"Yes","2014","66 and older","higher education","","","",""
"No","2014","16-34 y.","in school","","","",""
"No","2014","16-34 y.","inadequately","","","",""
"No","2014","16-34 y.","general elemantary","","","",""
"No","2014","16-34 y.","middle vocational","","","",""
"No","2014","16-34 y.","vocational + Abi","","","",""
"No","2014","16-34 y.","higher vocational","","","",""
"No","2014","16-34 y.","higher education","","","",""
"No","2014","35-65 y.","in school","","","",""
"No","2014","35-65 y.","inadequately","","","",""
"No","2014","35-65 y.","general elemantary","","","",""
"No","2014","35-65 y.","middle vocational","","","",""
"No","2014","35-65 y.","vocational + Abi","","","",""
"No","2014","35-65 y.","higher vocational","","","",""
"No","2014","35-65 y.","higher education","","","",""
"No","2014","66 and older","in school","","","",""
"No","2014","66 and older","inadequately","","","",""
"No","2014","66 and older","general elemantary","","","",""
"No","2014","66 and older","middle vocational","","","",""
"No","2014","66 and older","vocational + Abi","","","",""
"No","2014","66 and older","higher vocational","","","",""
"No","2014","66 and older","higher education","","","",""
"Yes","2015","16-34 y.","in school","38","0.594375239057806","0.459616919539686","0.729133558575926"
"Yes","2015","16-34 y.","inadequately","39","0.897560167784528","0.807964302609213","0.987156032959843"
"Yes","2015","16-34 y.","general elemantary","159","0.853412609679719","0.801452994706918","0.905372224652519"
"Yes","2015","16-34 y.","middle vocational","353","0.750794862075397","0.70947620620779","0.792113517943004"
"Yes","2015","16-34 y.","vocational + Abi","53","0.927755256327031","0.864327705342567","0.991182807311495"
"Yes","2015","16-34 y.","higher vocational","15","","",""
"Yes","2015","16-34 y.","higher education","87","0.893141107853178","0.832891700796278","0.953390514910078"
"Yes","2015","35-65 y.","in school","","","",""
"Yes","2015","35-65 y.","inadequately","123","0.941787346410339","0.902290144444969","0.981284548375708"
"Yes","2015","35-65 y.","general elemantary","457","0.93002357692912","0.907366365401371","0.95268078845687"
"Yes","2015","35-65 y.","middle vocational","2302","0.90335957959327","0.891887078397215","0.914832080789326"
"Yes","2015","35-65 y.","vocational + Abi","353","0.862361288891124","0.828036526977009","0.896686050805239"
"Yes","2015","35-65 y.","higher vocational","301","0.833369152269048","0.793932735899271","0.872805568638825"
"Yes","2015","35-65 y.","higher education","799","0.863463765117668","0.841288731041948","0.885638799193387"
"Yes","2015","66 and older","in school","","","",""
"Yes","2015","66 and older","inadequately","34","1","1","1"
"Yes","2015","66 and older","general elemantary","425","0.945154940231691","0.924024870851185","0.966285009612197"
"Yes","2015","66 and older","middle vocational","1453","0.92732970116265","0.914435354477296","0.940224047848004"
"Yes","2015","66 and older","vocational + Abi","81","0.934194097553723","0.882093890546748","0.986294304560698"
"Yes","2015","66 and older","higher vocational","194","0.966619504528635","0.941848331511869","0.9913906775454"
"Yes","2015","66 and older","higher education","534","0.933853265431094","0.913643859355932","0.954062671506256"
"No","2015","16-34 y.","in school","13","","",""
"No","2015","16-34 y.","inadequately","5","","",""
"No","2015","16-34 y.","general elemantary","19","","",""
"No","2015","16-34 y.","middle vocational","68","0.249205137924603","0.207886482056996","0.29052379379221"
"No","2015","16-34 y.","vocational + Abi","11","","",""
"No","2015","16-34 y.","higher vocational","","","",""
"No","2015","16-34 y.","higher education","14","","",""
"No","2015","35-65 y.","in school","","","",""
"No","2015","35-65 y.","inadequately","12","","",""
"No","2015","35-65 y.","general elemantary","30","0.0699764230708798","0.0473192115431302","0.0926336345986294"
"No","2015","35-65 y.","middle vocational","246","0.0966404204067298","0.0851679192106746","0.108112921602785"
"No","2015","35-65 y.","vocational + Abi","34","0.137638711108876","0.103313949194761","0.171963473022991"
"No","2015","35-65 y.","higher vocational","42","0.166630847730952","0.127194431361175","0.206067264100729"
"No","2015","35-65 y.","higher education","122","0.136536234882332","0.114361200806613","0.158711268958052"
"No","2015","66 and older","in school","","","",""
"No","2015","66 and older","inadequately","","","",""
"No","2015","66 and older","general elemantary","21","","",""
"No","2015","66 and older","middle vocational","104","0.0726702988373504","0.0597759521519963","0.0855646455227044"
"No","2015","66 and older","vocational + Abi","6","","",""
"No","2015","66 and older","higher vocational","8","","",""
"No","2015","66 and older","higher education","47","0.066146734568906","0.0459373284937435","0.0863561406440684"
"Yes","2016","16-34 y.","in school","2","","",""
"Yes","2016","16-34 y.","inadequately","127","0.717914392923664","0.652535254819262","0.783293531028067"
"Yes","2016","16-34 y.","general elemantary","48","0.679423277320654","0.574498634813984","0.784347919827325"
"Yes","2016","16-34 y.","middle vocational","47","0.868124490674928","0.778703428267355","0.9575455530825"
"Yes","2016","16-34 y.","vocational + Abi","5","","",""
"Yes","2016","16-34 y.","higher vocational","","","",""
"Yes","2016","16-34 y.","higher education","24","","",""
"Yes","2016","35-65 y.","in school","1","","",""
"Yes","2016","35-65 y.","inadequately","183","0.903718469736345","0.863822730660191","0.943614208812498"
"Yes","2016","35-65 y.","general elemantary","77","0.910186954190208","0.851117650434762","0.969256257945655"
"Yes","2016","35-65 y.","middle vocational","71","0.676333458423423","0.578579107829689","0.774087809017157"
"Yes","2016","35-65 y.","vocational + Abi","11","","",""
"Yes","2016","35-65 y.","higher vocational","","","",""
"Yes","2016","35-65 y.","higher education","57","0.78646191692852","0.693091617879381","0.87983221597766"
"Yes","2016","66 and older","in school","","","",""
"Yes","2016","66 and older","inadequately","14","","",""
"Yes","2016","66 and older","general elemantary","2","","",""
"Yes","2016","66 and older","middle vocational","1","","",""
"Yes","2016","66 and older","vocational + Abi","","","",""
"Yes","2016","66 and older","higher vocational","","","",""
"Yes","2016","66 and older","higher education","1","","",""
"No","2016","16-34 y.","in school","1","","",""
"No","2016","16-34 y.","inadequately","55","0.282085607076336","0.216706468971933","0.347464745180738"
"No","2016","16-34 y.","general elemantary","28","","",""
"No","2016","16-34 y.","middle vocational","8","","",""
"No","2016","16-34 y.","vocational + Abi","3","","",""
"No","2016","16-34 y.","higher vocational","","","",""
"No","2016","16-34 y.","higher education","14","","",""
"No","2016","35-65 y.","in school","","","",""
"No","2016","35-65 y.","inadequately","27","","",""
"No","2016","35-65 y.","general elemantary","13","","",""
"No","2016","35-65 y.","middle vocational","17","","",""
"No","2016","35-65 y.","vocational + Abi","3","","",""
"No","2016","35-65 y.","higher vocational","","","",""
"No","2016","35-65 y.","higher education","17","","",""
"No","2016","66 and older","in school","","","",""
"No","2016","66 and older","inadequately","","","",""
"No","2016","66 and older","general elemantary","","","",""
"No","2016","66 and older","middle vocational","","","",""
"No","2016","66 and older","vocational + Abi","","","",""
"No","2016","66 and older","higher vocational","","","",""
"No","2016","66 and older","higher education","","","",""
"Yes","2017","16-34 y.","in school","40","0.878542087756237","0.786131514554091","0.970952660958382"
"Yes","2017","16-34 y.","inadequately","120","0.939191379898441","0.901074333529373","0.977308426267509"
"Yes","2017","16-34 y.","general elemantary","193","0.907057333897854","0.868776896904232","0.945337770891476"
"Yes","2017","16-34 y.","middle vocational","360","0.935274982477918","0.911072574095378","0.959477390860457"
"Yes","2017","16-34 y.","vocational + Abi","67","0.812618011958425","0.724305019149389","0.90093100476746"
"Yes","2017","16-34 y.","higher vocational","16","","",""
"Yes","2017","16-34 y.","higher education","115","0.821917741940227","0.756651947324113","0.887183536556342"
"Yes","2017","35-65 y.","in school","2","","",""
"Yes","2017","35-65 y.","inadequately","262","0.98555317654058","0.971424579999723","0.999681773081436"
"Yes","2017","35-65 y.","general elemantary","510","0.940634316704266","0.920776715434824","0.960491917973707"
"Yes","2017","35-65 y.","middle vocational","2409","0.962163266998506","0.954738735417818","0.969587798579194"
"Yes","2017","35-65 y.","vocational + Abi","411","0.955886403117805","0.936633476758995","0.975139329476614"
"Yes","2017","35-65 y.","higher vocational","338","0.953091104602404","0.931033642099138","0.975148567105669"
"Yes","2017","35-65 y.","higher education","879","0.921182567518773","0.904216929383612","0.938148205653934"
"Yes","2017","66 and older","in school","","","",""
"Yes","2017","66 and older","inadequately","48","0.937776971339754","0.871480813784213","1.0040731288953"
"Yes","2017","66 and older","general elemantary","392","0.959119464507895","0.939905691757125","0.978333237258664"
"Yes","2017","66 and older","middle vocational","1423","0.961801981113331","0.952003637242698","0.971600324983965"
"Yes","2017","66 and older","vocational + Abi","69","0.962733965105057","0.918982602545097","1.00648532766502"
"Yes","2017","66 and older","higher vocational","187","0.983687196803217","0.965769165768565","1.00160522783787"
"Yes","2017","66 and older","higher education","557","0.944859068046606","0.926518610040256","0.963199526052957"
"No","2017","16-34 y.","in school","8","","",""
"No","2017","16-34 y.","inadequately","31","0.0608086201015588","0.0226915737324909","0.0989256664706266"
"No","2017","16-34 y.","general elemantary","28","","",""
"No","2017","16-34 y.","middle vocational","37","0.0647250175220821","0.0405226091395426","0.0889274259046216"
"No","2017","16-34 y.","vocational + Abi","8","","",""
"No","2017","16-34 y.","higher vocational","3","","",""
"No","2017","16-34 y.","higher education","17","","",""
"No","2017","35-65 y.","in school","","","",""
"No","2017","35-65 y.","inadequately","12","","",""
"No","2017","35-65 y.","general elemantary","34","0.0593656832957341","0.0395080820262925","0.0792232845651757"
"No","2017","35-65 y.","middle vocational","128","0.0378367330014938","0.0304122014208058","0.0452612645821818"
"No","2017","35-65 y.","vocational + Abi","26","","",""
"No","2017","35-65 y.","higher vocational","15","","",""
"No","2017","35-65 y.","higher education","90","0.0788174324812269","0.0618517943460661","0.0957830706163876"
"No","2017","66 and older","in school","","","",""
"No","2017","66 and older","inadequately","3","","",""
"No","2017","66 and older","general elemantary","16","","",""
"No","2017","66 and older","middle vocational","47","0.0381980188866686","0.0283996750160351","0.047996362757302"
"No","2017","66 and older","vocational + Abi","3","","",""
"No","2017","66 and older","higher vocational","5","","",""
"No","2017","66 and older","higher education","38","0.0551409319533937","0.0368004739470433","0.0734813899597442"
"Yes","2018","16-34 y.","in school","","","",""
"Yes","2018","16-34 y.","inadequately","8","","",""
"Yes","2018","16-34 y.","general elemantary","3","","",""
"Yes","2018","16-34 y.","middle vocational","5","","",""
"Yes","2018","16-34 y.","vocational + Abi","","","",""
"Yes","2018","16-34 y.","higher vocational","","","",""
"Yes","2018","16-34 y.","higher education","1","","",""
"Yes","2018","35-65 y.","in school","1","","",""
"Yes","2018","35-65 y.","inadequately","20","","",""
"Yes","2018","35-65 y.","general elemantary","8","","",""
"Yes","2018","35-65 y.","middle vocational","5","","",""
"Yes","2018","35-65 y.","vocational + Abi","1","","",""
"Yes","2018","35-65 y.","higher vocational","","","",""
"Yes","2018","35-65 y.","higher education","5","","",""
"Yes","2018","66 and older","in school","","","",""
"Yes","2018","66 and older","inadequately","4","","",""
"Yes","2018","66 and older","general elemantary","","","",""
"Yes","2018","66 and older","middle vocational","","","",""
"Yes","2018","66 and older","vocational + Abi","","","",""
"Yes","2018","66 and older","higher vocational","","","",""
"Yes","2018","66 and older","higher education","","","",""
"No","2018","16-34 y.","in school","","","",""
"No","2018","16-34 y.","inadequately","7","","",""
"No","2018","16-34 y.","general elemantary","7","","",""
"No","2018","16-34 y.","middle vocational","1","","",""
"No","2018","16-34 y.","vocational + Abi","","","",""
"No","2018","16-34 y.","higher vocational","","","",""
"No","2018","16-34 y.","higher education","2","","",""
"No","2018","35-65 y.","in school","","","",""
"No","2018","35-65 y.","inadequately","2","","",""
"No","2018","35-65 y.","general elemantary","1","","",""
"No","2018","35-65 y.","middle vocational","1","","",""
"No","2018","35-65 y.","vocational + Abi","","","",""
"No","2018","35-65 y.","higher vocational","","","",""
"No","2018","35-65 y.","higher education","","","",""
"No","2018","66 and older","in school","","","",""
"No","2018","66 and older","inadequately","","","",""
"No","2018","66 and older","general elemantary","","","",""
"No","2018","66 and older","middle vocational","","","",""
"No","2018","66 and older","vocational + Abi","","","",""
"No","2018","66 and older","higher vocational","","","",""
"No","2018","66 and older","higher education","","","",""
"Yes","2019","16-34 y.","in school","37","0.958684293831399","0.897008678428483","1.02035990923431"
"Yes","2019","16-34 y.","inadequately","101","0.943992497324063","0.902679948909428","0.985305045738699"
"Yes","2019","16-34 y.","general elemantary","176","0.883207711813953","0.839242449332325","0.927172974295582"
"Yes","2019","16-34 y.","middle vocational","330","0.9431044790582","0.91975263757396","0.96645632054244"
"Yes","2019","16-34 y.","vocational + Abi","78","0.882434651963638","0.816618100795637","0.948251203131638"
"Yes","2019","16-34 y.","higher vocational","20","","",""
"Yes","2019","16-34 y.","higher education","135","0.883343988833319","0.835089010988","0.931598966678639"
"Yes","2019","35-65 y.","in school","","","",""
"Yes","2019","35-65 y.","inadequately","338","0.946314059790809","0.923681507565776","0.968946612015841"
"Yes","2019","35-65 y.","general elemantary","512","0.975380747449145","0.962370835384707","0.988390659513584"
"Yes","2019","35-65 y.","middle vocational","2375","0.94718393147878","0.938494239271569","0.955873623685991"
"Yes","2019","35-65 y.","vocational + Abi","420","0.901878697302221","0.874664378664527","0.929093015939914"
"Yes","2019","35-65 y.","higher vocational","315","0.890267464783121","0.856797624098517","0.923737305467724"
"Yes","2019","35-65 y.","higher education","980","0.905666942123192","0.888306916359861","0.923026967886523"
"Yes","2019","66 and older","in school","","","",""
"Yes","2019","66 and older","inadequately","29","","",""
"Yes","2019","66 and older","general elemantary","340","0.95333738785362","0.931303831768551","0.975370943938688"
"Yes","2019","66 and older","middle vocational","1453","0.950532527813398","0.939663575105672","0.961401480521124"
"Yes","2019","66 and older","vocational + Abi","87","0.978309777154338","0.948703975811618","1.00791557849706"
"Yes","2019","66 and older","higher vocational","199","0.974565002745372","0.953117132598724","0.996012872892019"
"Yes","2019","66 and older","higher education","652","0.958484507476493","0.943611228864402","0.973357786088584"
"No","2019","16-34 y.","in school","3","","",""
"No","2019","16-34 y.","inadequately","18","","",""
"No","2019","16-34 y.","general elemantary","29","","",""
"No","2019","16-34 y.","middle vocational","48","0.0568955209418003","0.0335436794575603","0.0802473624260403"
"No","2019","16-34 y.","vocational + Abi","14","","",""
"No","2019","16-34 y.","higher vocational","1","","",""
"No","2019","16-34 y.","higher education","35","0.116656011166681","0.0684010333213614","0.164910989012"
"No","2019","35-65 y.","in school","","","",""
"No","2019","35-65 y.","inadequately","43","0.0536859402091914","0.0310533879841588","0.076318492434224"
"No","2019","35-65 y.","general elemantary","33","0.0246192525508545","0.0116093404864162","0.0376291646152928"
"No","2019","35-65 y.","middle vocational","170","0.0528160685212196","0.0441263763140087","0.0615057607284305"
"No","2019","35-65 y.","vocational + Abi","39","0.0981213026977794","0.0709069840600857","0.125335621335473"
"No","2019","35-65 y.","higher vocational","20","","",""
"No","2019","35-65 y.","higher education","109","0.0943330578768079","0.0769730321134767","0.111693083640139"
"No","2019","66 and older","in school","","","",""
"No","2019","66 and older","inadequately","5","","",""
"No","2019","66 and older","general elemantary","12","","",""
"No","2019","66 and older","middle vocational","76","0.049467472186602","0.0385985194788765","0.0603364248943276"
"No","2019","66 and older","vocational + Abi","6","","",""
"No","2019","66 and older","higher vocational","8","","",""
"No","2019","66 and older","higher education","39","0.0415154925235069","0.0266422139114157","0.0563887711355981"
