"ple0162","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"No","2012","Hamburg","9","","","","2"
"No","2012","Schleswig-Holstein","31","0.0699998275884604","0.0425544601891445","0.0974451949877763","2"
"No","2012","Mecklenburg-Western Pomerania","15","","","","2"
"No","2012","North Rhine-Westphalia","110","0.0546879902498407","0.0438860472145936","0.0654899332850878","2"
"No","2012","Thuringia","24","","","","2"
"No","2012","Lower Saxony","74","0.072800887748581","0.0560398045556893","0.0895619709414727","2"
"No","2012","Brandenburg","26","","","","2"
"No","2012","Saxony","34","0.0376211213686394","0.023202493215663","0.0520397495216158","2"
"No","2012","Saxony-Anhalt","24","","","","2"
"No","2012","Bremen","3","","","","2"
"No","2012","Hesse","34","0.034766857914334","0.0204735665937763","0.0490601492348918","2"
"No","2012","Rhineland-Palatinate,Saarland","49","0.112719519103219","0.0855116556370464","0.139927382569392","2"
"No","2012","Baden-Württemberg","70","0.0653351441716461","0.0500495396845613","0.0806207486587309","2"
"No","2012","Bavaria","70","0.0434769200030154","0.0325048203983793","0.0544490196076514","2"
"No","2012","Berlin","21","","","","2"
"Yes","2012","Schleswig-Holstein","301","0.93000017241154","0.902554805012224","0.957445539810856","1"
"Yes","2012","Hamburg","109","0.924164668048999","0.876398812176605","0.971930523921393","1"
"Yes","2012","Lower Saxony","849","0.927199112251419","0.910438029058527","0.943960195444311","1"
"Yes","2012","Bremen","52","0.864456230302622","0.7739917629215","0.954920697683743","1"
"Yes","2012","North Rhine-Westphalia","1592","0.945312009750159","0.934510066714912","0.956113952785406","1"
"Yes","2012","Hesse","597","0.965233142085666","0.950939850765108","0.979526433406224","1"
"Yes","2012","Rhineland-Palatinate,Saarland","470","0.887280480896781","0.860072617430609","0.914488344362954","1"
"Yes","2012","Baden-Württemberg","934","0.934664855828354","0.919379251341269","0.949950460315439","1"
"Yes","2012","Bavaria","1257","0.956523079996985","0.945550980392349","0.967495179601621","1"
"Yes","2012","Berlin","341","0.956309636671982","0.935253150474026","0.977366122869938","1"
"Yes","2012","Brandenburg","398","0.93242880189883","0.908536730030109","0.95632087376755","1"
"Yes","2012","Mecklenburg-Western Pomerania","231","0.941745339933878","0.912476021229485","0.971014658638271","1"
"Yes","2012","Saxony","635","0.962378878631361","0.947960250478384","0.976797506784337","1"
"Yes","2012","Saxony-Anhalt","407","0.96227027820074","0.944281577609183","0.980258978792297","1"
"Yes","2012","Thuringia","354","0.937040126847601","0.912554388304518","0.961525865390683","1"
"No","2013","Hamburg","10","","","","2"
"No","2013","Schleswig-Holstein","18","","","","2"
"No","2013","North Rhine-Westphalia","112","0.052997793383862","0.0426397329209064","0.0633558538468177","2"
"No","2013","Lower Saxony","63","0.0506104407630001","0.0368230920023613","0.0643977895236389","2"
"No","2013","Brandenburg","19","","","","2"
"No","2013","Mecklenburg-Western Pomerania","8","","","","2"
"No","2013","Bremen","7","","","","2"
"No","2013","Saxony","32","0.0386737606727026","0.023115333686388","0.0542321876590172","2"
"No","2013","Saxony-Anhalt","20","","","","2"
"No","2013","Thuringia","31","0.0555376820263476","0.0326900796972255","0.0783852843554697","2"
"No","2013","Hesse","44","0.0550676292520007","0.0374770400948791","0.0726582184091224","2"
"No","2013","Rhineland-Palatinate,Saarland","26","","","","2"
"No","2013","Baden-Württemberg","73","0.0536367765469346","0.0399109603649292","0.06736259272894","2"
"No","2013","Bavaria","97","0.0695230733128921","0.0559203028443567","0.0831258437814276","2"
"No","2013","Berlin","28","","","","2"
"Yes","2013","Schleswig-Holstein","307","0.954124417719727","0.931378696575817","0.976870138863637","1"
"Yes","2013","Hamburg","147","0.902755372987307","0.856408961497344","0.94910178447727","1"
"Yes","2013","Lower Saxony","908","0.949389559237","0.935602210476361","0.963176907997639","1"
"Yes","2013","Bremen","69","0.873602128851076","0.798893972944924","0.948310284757228","1"
"Yes","2013","North Rhine-Westphalia","1685","0.947002206616138","0.936644146153182","0.957360267079094","1"
"Yes","2013","Hesse","602","0.944932370747999","0.927341781590878","0.962522959905121","1"
"Yes","2013","Rhineland-Palatinate,Saarland","497","0.942602583068548","0.922667973532401","0.962537192604694","1"
"Yes","2013","Baden-Württemberg","962","0.946363223453065","0.93263740727106","0.960089039635071","1"
"Yes","2013","Bavaria","1246","0.930476926687108","0.916874156218572","0.944079697155643","1"
"Yes","2013","Berlin","350","0.949210394029716","0.927075835958743","0.971344952100689","1"
"Yes","2013","Brandenburg","390","0.947153859991786","0.925471660332108","0.968836059651464","1"
"Yes","2013","Mecklenburg-Western Pomerania","198","0.965576269190524","0.940679858405608","0.990472679975439","1"
"Yes","2013","Saxony","558","0.961326239327297","0.945767812340983","0.976884666313612","1"
"Yes","2013","Saxony-Anhalt","380","0.963695432684791","0.945365172552104","0.982025692817478","1"
"Yes","2013","Thuringia","355","0.944462317973652","0.92161471564453","0.967309920302774","1"
"No","2014","Hamburg","","","","","2"
"No","2014","North Rhine-Westphalia","","","","","2"
"No","2014","Brandenburg","","","","","2"
"No","2014","Mecklenburg-Western Pomerania","","","","","2"
"No","2014","Schleswig-Holstein","","","","","2"
"No","2014","Thuringia","","","","","2"
"No","2014","Lower Saxony","","","","","2"
"No","2014","Bremen","","","","","2"
"No","2014","Saxony","","","","","2"
"No","2014","Saxony-Anhalt","","","","","2"
"No","2014","Hesse","","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","","","","","2"
"No","2014","Baden-Württemberg","","","","","2"
"No","2014","Bavaria","","","","","2"
"No","2014","Berlin","","","","","2"
"Yes","2014","Schleswig-Holstein","","","","","1"
"Yes","2014","Hamburg","","","","","1"
"Yes","2014","Lower Saxony","","","","","1"
"Yes","2014","Bremen","","","","","1"
"Yes","2014","North Rhine-Westphalia","","","","","1"
"Yes","2014","Hesse","","","","","1"
"Yes","2014","Rhineland-Palatinate,Saarland","","","","","1"
"Yes","2014","Baden-Württemberg","","","","","1"
"Yes","2014","Bavaria","","","","","1"
"Yes","2014","Berlin","","","","","1"
"Yes","2014","Brandenburg","","","","","1"
"Yes","2014","Mecklenburg-Western Pomerania","","","","","1"
"Yes","2014","Saxony","","","","","1"
"Yes","2014","Saxony-Anhalt","","","","","1"
"Yes","2014","Thuringia","","","","","1"
"No","2015","Schleswig-Holstein","28","","","","2"
"No","2015","Hamburg","8","","","","2"
"No","2015","Lower Saxony","77","0.0749143224144698","0.0569724095697693","0.0928562352591702","2"
"No","2015","Bremen","1","","","","2"
"No","2015","North Rhine-Westphalia","144","0.0856015463786743","0.0726080904457733","0.0985950023115753","2"
"No","2015","Brandenburg","34","0.122230830482181","0.0909792196022681","0.153482441362095","2"
"No","2015","Mecklenburg-Western Pomerania","20","","","","2"
"No","2015","Saxony","47","0.0930223842031","0.0689651278992366","0.117079640506963","2"
"No","2015","Saxony-Anhalt","23","","","","2"
"No","2015","Thuringia","30","0.0965525959381746","0.0664585455659758","0.126646646310373","2"
"No","2015","Hesse","49","0.0647394717005795","0.0446792813258003","0.0847996620753588","2"
"No","2015","Rhineland-Palatinate,Saarland","55","0.117919216679962","0.0906161035010285","0.145222329858896","2"
"No","2015","Baden-Württemberg","99","0.1138584254222","0.0937966626551995","0.133920188189201","2"
"No","2015","Bavaria","177","0.149962768381102","0.130532052493787","0.169393484268416","2"
"No","2015","Berlin","25","","","","2"
"Yes","2015","Hesse","529","0.93526052829942","0.915200337924641","0.9553207186742","1"
"Yes","2015","Rhineland-Palatinate,Saarland","481","0.882080783320038","0.854777670141104","0.909383896498972","1"
"Yes","2015","Baden-Württemberg","864","0.8861415745778","0.866079811810799","0.9062033373448","1"
"Yes","2015","Bavaria","1120","0.850037231618898","0.830606515731584","0.869467947506213","1"
"Yes","2015","Berlin","316","0.940756132440514","0.915699013659442","0.965813251221586","1"
"Yes","2015","Schleswig-Holstein","285","0.897448341487527","0.863839619664187","0.931057063310868","1"
"Yes","2015","Hamburg","122","0.964483641647853","0.932668192216365","0.996299091079341","1"
"Yes","2015","Lower Saxony","750","0.92508567758553","0.90714376474083","0.943027590430231","1"
"Yes","2015","Bremen","46","0.991704409628455","0.965773727962971","1.01763509129394","1"
"Yes","2015","North Rhine-Westphalia","1637","0.914398453621326","0.901404997688425","0.927391909554227","1"
"Yes","2015","Brandenburg","388","0.877769169517819","0.846517558637905","0.909020780397732","1"
"Yes","2015","Mecklenburg-Western Pomerania","191","0.897941061037818","0.857094424253159","0.938787697822478","1"
"Yes","2015","Saxony","513","0.9069776157969","0.882920359493037","0.931034872100763","1"
"Yes","2015","Saxony-Anhalt","349","0.916477384127018","0.888362290046961","0.944592478207075","1"
"Yes","2015","Thuringia","340","0.903447404061825","0.873353353689627","0.933541454434024","1"
"No","2016","Schleswig-Holstein","10","","","","2"
"No","2016","Hamburg","12","","","","2"
"No","2016","Lower Saxony","11","","","","2"
"No","2016","Bremen","","","","","2"
"No","2016","North Rhine-Westphalia","34","0.187298416016945","0.125477564744846","0.249119267289044","2"
"No","2016","Brandenburg","17","","","","2"
"No","2016","Mecklenburg-Western Pomerania","","","","","2"
"No","2016","Saxony","11","","","","2"
"No","2016","Saxony-Anhalt","2","","","","2"
"No","2016","Thuringia","3","","","","2"
"No","2016","Hesse","14","","","","2"
"No","2016","Rhineland-Palatinate,Saarland","23","","","","2"
"No","2016","Baden-Württemberg","22","","","","2"
"No","2016","Bavaria","21","","","","2"
"No","2016","Berlin","16","","","","2"
"Yes","2016","Hesse","44","0.752251376220517","0.641149545547421","0.863353206893612","1"
"Yes","2016","Rhineland-Palatinate,Saarland","55","0.657953079758881","0.552674239064292","0.76323192045347","1"
"Yes","2016","Baden-Württemberg","111","0.796929129755976","0.728560647901824","0.865297611610128","1"
"Yes","2016","Bavaria","89","0.82330307583931","0.752026617444478","0.894579534234142","1"
"Yes","2016","Berlin","53","0.779943246260392","0.682191978737282","0.877694513783503","1"
"Yes","2016","Schleswig-Holstein","33","0.71892350489998","0.584564286305899","0.853282723494062","1"
"Yes","2016","Hamburg","16","","","","1"
"Yes","2016","Lower Saxony","60","0.824980366193936","0.736594238263004","0.913366494124869","1"
"Yes","2016","Bremen","6","","","","1"
"Yes","2016","North Rhine-Westphalia","119","0.812701583983055","0.750880732710956","0.874522435255154","1"
"Yes","2016","Brandenburg","43","0.627505425304975","0.505173113163707","0.749837737446242","1"
"Yes","2016","Mecklenburg-Western Pomerania","25","","","","1"
"Yes","2016","Saxony","32","0.585275379358489","0.438019073934803","0.732531684782175","1"
"Yes","2016","Saxony-Anhalt","19","","","","1"
"Yes","2016","Thuringia","17","","","","1"
"No","2017","Schleswig-Holstein","17","","","","2"
"No","2017","Hamburg","9","","","","2"
"No","2017","Lower Saxony","57","0.0481400336517273","0.0345564729084971","0.0617235943949574","2"
"No","2017","Bremen","4","","","","2"
"No","2017","North Rhine-Westphalia","138","0.0484038997370585","0.0388976712096139","0.0579101282645032","2"
"No","2017","Hesse","44","0.0616970775596623","0.0422496008971077","0.0811445542222168","2"
"No","2017","Rhineland-Palatinate,Saarland","34","0.0461260742886071","0.0282850589638677","0.0639670896133465","2"
"No","2017","Baden-Württemberg","56","0.05507739030188","0.0402470557967845","0.0699077248069755","2"
"No","2017","Bavaria","81","0.0585097496482112","0.0458049219778111","0.0712145773186114","2"
"No","2017","Berlin","23","","","","2"
"No","2017","Brandenburg","23","","","","2"
"No","2017","Mecklenburg-Western Pomerania","8","","","","2"
"No","2017","Saxony","37","0.0538067561280945","0.0348980089810792","0.0727155032751098","2"
"No","2017","Saxony-Anhalt","11","","","","2"
"No","2017","Thuringia","20","","","","2"
"Yes","2017","Hesse","544","0.938302922440338","0.918855445777783","0.957750399102892","1"
"Yes","2017","Rhineland-Palatinate,Saarland","497","0.953873925711393","0.936032910386653","0.971714941036132","1"
"Yes","2017","Baden-Württemberg","853","0.94492260969812","0.930092275193024","0.959752944203215","1"
"Yes","2017","Bavaria","1230","0.941490250351789","0.928785422681389","0.954195078022189","1"
"Yes","2017","Berlin","332","0.948518554296858","0.925531559529013","0.971505549064702","1"
"Yes","2017","Hamburg","141","0.948238010392376","0.912783897586315","0.983692123198437","1"
"Yes","2017","Lower Saxony","897","0.951859966348273","0.938276405605043","0.965443527091503","1"
"Yes","2017","Mecklenburg-Western Pomerania","192","0.937401690553875","0.903829686899328","0.970973694208421","1"
"Yes","2017","Saxony","510","0.946193243871906","0.92728449672489","0.965101991018921","1"
"Yes","2017","Schleswig-Holstein","320","0.944499531955002","0.920054965622348","0.968944098287656","1"
"Yes","2017","Thuringia","366","0.976715949656561","0.961671793130295","0.991760106182828","1"
"Yes","2017","Bremen","73","0.979252701868067","0.947415793203317","1.01108961053282","1"
"Yes","2017","North Rhine-Westphalia","1820","0.951596100262942","0.942089871735497","0.961102328790386","1"
"Yes","2017","Brandenburg","423","0.952169318982541","0.932363580713216","0.971975057251866","1"
"Yes","2017","Saxony-Anhalt","346","0.974035881497353","0.957539516693294","0.990532246301413","1"
"No","2018","Schleswig-Holstein","3","","","","2"
"No","2018","Hamburg","","","","","2"
"No","2018","Lower Saxony","5","","","","2"
"No","2018","Bremen","","","","","2"
"No","2018","North Rhine-Westphalia","3","","","","2"
"No","2018","Hesse","","","","","2"
"No","2018","Rhineland-Palatinate,Saarland","2","","","","2"
"No","2018","Baden-Württemberg","4","","","","2"
"No","2018","Bavaria","","","","","2"
"No","2018","Berlin","","","","","2"
"No","2018","Brandenburg","2","","","","2"
"No","2018","Mecklenburg-Western Pomerania","","","","","2"
"No","2018","Saxony","1","","","","2"
"No","2018","Saxony-Anhalt","","","","","2"
"No","2018","Thuringia","1","","","","2"
"Yes","2018","Hesse","9","","","","1"
"Yes","2018","Rhineland-Palatinate,Saarland","6","","","","1"
"Yes","2018","Baden-Württemberg","3","","","","1"
"Yes","2018","Bavaria","4","","","","1"
"Yes","2018","Berlin","1","","","","1"
"Yes","2018","Schleswig-Holstein","2","","","","1"
"Yes","2018","Hamburg","4","","","","1"
"Yes","2018","Lower Saxony","12","","","","1"
"Yes","2018","Mecklenburg-Western Pomerania","1","","","","1"
"Yes","2018","Bremen","1","","","","1"
"Yes","2018","North Rhine-Westphalia","18","","","","1"
"Yes","2018","Saxony","1","","","","1"
"Yes","2018","Brandenburg","","","","","1"
"Yes","2018","Thuringia","4","","","","1"
"Yes","2018","Saxony-Anhalt","","","","","1"
"No","2019","Schleswig-Holstein","30","0.107653312410497","0.0759000717542604","0.139406553066734","2"
"No","2019","Hamburg","7","","","","2"
"No","2019","Lower Saxony","78","0.0500185265411414","0.0364262364875238","0.063610816594759","2"
"No","2019","Bremen","4","","","","2"
"No","2019","North Rhine-Westphalia","187","0.0530129080092664","0.0432900072946875","0.0627358087238453","2"
"No","2019","Hesse","38","0.0685030141139475","0.0479804242487801","0.089025603979115","2"
"No","2019","Rhineland-Palatinate,Saarland","36","0.0321170162859942","0.0168748900271442","0.0473591425448442","2"
"No","2019","Baden-Württemberg","77","0.0685522294940051","0.0522679979001649","0.0848364610878454","2"
"No","2019","Bavaria","95","0.0588037199841874","0.0462122566976339","0.0713951832707409","2"
"No","2019","Berlin","34","0.0612580743691701","0.0374278534776389","0.0850882952607013","2"
"No","2019","Brandenburg","38","0.0734472040794335","0.05064972541153","0.096244682747337","2"
"No","2019","Mecklenburg-Western Pomerania","14","","","","2"
"No","2019","Saxony","45","0.0910709277461787","0.0688673422383637","0.113274513253994","2"
"No","2019","Saxony-Anhalt","22","","","","2"
"No","2019","Thuringia","23","","","","2"
"Yes","2019","Hesse","544","0.931496985886053","0.910974396020885","0.95201957575122","1"
"Yes","2019","Rhineland-Palatinate,Saarland","478","0.967882983714006","0.952640857455156","0.983125109972856","1"
"Yes","2019","Baden-Württemberg","848","0.931447770505995","0.915163538912155","0.947732002099835","1"
"Yes","2019","Bavaria","1246","0.941196280015813","0.928604816729259","0.953787743302366","1"
"Yes","2019","Berlin","355","0.93874192563083","0.914911704739299","0.962572146522361","1"
"Yes","2019","Mecklenburg-Western Pomerania","210","0.965931006617586","0.942174816816811","0.989687196418361","1"
"Yes","2019","Hamburg","163","0.983690544955051","0.964650296820293","1.00273079308981","1"
"Yes","2019","Lower Saxony","910","0.949981473458859","0.936389183405241","0.963573763512476","1"
"Yes","2019","North Rhine-Westphalia","1853","0.946987091990734","0.937264191276155","0.956709992705313","1"
"Yes","2019","Saxony","600","0.908929072253821","0.886725486746006","0.931132657761636","1"
"Yes","2019","Schleswig-Holstein","336","0.892346687589503","0.860593446933266","0.92409992824574","1"
"Yes","2019","Brandenburg","465","0.926552795920566","0.903755317252663","0.94935027458847","1"
"Yes","2019","Bremen","75","0.967745887746306","0.92878689148571","1.0067048840069","1"
"Yes","2019","Thuringia","342","0.937325600840384","0.912460399061009","0.962190802619759","1"
"Yes","2019","Saxony-Anhalt","365","0.940646155458736","0.917104869740359","0.964187441177113","1"
