"ple0162","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2012","(0) in school","Male","18","","",""
"Yes","2012","(0) in school","Female","27","","",""
"Yes","2012","(1a) inadequately completed","Male","72","0.970825753317579","0.932481286718526","1.00917021991663"
"Yes","2012","(1a) inadequately completed","Female","112","0.929807528624907","0.884098787132312","0.975516270117501"
"Yes","2012","(1b) general elementary school","Male","246","0.969997428777029","0.949181165729961","0.990813691824096"
"Yes","2012","(1b) general elementary school","Female","718","0.944326513186307","0.928057128630197","0.960595897742418"
"Yes","2012","(1c) basic vocational qualification","Male","1396","0.944932075444601","0.933314373997125","0.956549776892076"
"Yes","2012","(1c) basic vocational qualification","Female","1277","0.956334159733951","0.945396876788535","0.967271442679367"
"Yes","2012","(2b) intermediate general qualification","Male","39","0.856513616092732","0.757339131206065","0.9556881009794"
"Yes","2012","(2b) intermediate general qualification","Female","147","0.882371363193605","0.83306438339884","0.931678342988371"
"Yes","2012","(2a) intermediate vocational","Male","782","0.942496788947613","0.926715919013615","0.958277658881611"
"Yes","2012","(2a) intermediate vocational","Female","1245","0.948094248499158","0.936172065928076","0.96001643107024"
"Yes","2012","(2c_gen) general maturity certificate","Male","57","0.821402779280813","0.72829052422583","0.914515034335797"
"Yes","2012","(2c_gen) general maturity certificate","Female","111","0.908235926690619","0.857626809152493","0.958845044228745"
"Yes","2012","(2c_voc) vocational maturity certificate","Male","235","0.960589186473265","0.936275148868811","0.984903224077719"
"Yes","2012","(2c_voc) vocational maturity certificate","Female","371","0.917136702039172","0.890255074939482","0.944018329138861"
"Yes","2012","(3a) lower tertiary education","Male","328","0.957863019391228","0.936845670083401","0.978880368699055"
"Yes","2012","(3a) lower tertiary education","Female","310","0.936827824163795","0.910659744248273","0.962995904079317"
"Yes","2012","(3b) higher tertiary education","Male","445","0.936055686780583","0.914304559835052","0.957806813726114"
"Yes","2012","(3b) higher tertiary education","Female","470","0.910867666999153","0.886186914851372","0.935548419146933"
"No","2012","(0) in school","Male","3","","",""
"No","2012","(0) in school","Female","9","","",""
"No","2012","(1a) inadequately completed","Male","2","","",""
"No","2012","(1a) inadequately completed","Female","8","","",""
"No","2012","(1b) general elementary school","Male","12","","",""
"No","2012","(1b) general elementary school","Female","45","0.0556734868136926","0.0394041022575821","0.0719428713698031"
"No","2012","(1c) basic vocational qualification","Male","85","0.0550679245553996","0.0434502231079243","0.0666856260028749"
"No","2012","(1c) basic vocational qualification","Female","64","0.043665840266049","0.0327285573206332","0.0546031232114648"
"No","2012","(2b) intermediate general qualification","Male","9","","",""
"No","2012","(2b) intermediate general qualification","Female","17","","",""
"No","2012","(2a) intermediate vocational","Male","54","0.0575032110523872","0.0417223411183892","0.0732840809863852"
"No","2012","(2a) intermediate vocational","Female","85","0.0519057515008418","0.0399835689297594","0.0638279340719242"
"No","2012","(2c_gen) general maturity certificate","Male","8","","",""
"No","2012","(2c_gen) general maturity certificate","Female","14","","",""
"No","2012","(2c_voc) vocational maturity certificate","Male","11","","",""
"No","2012","(2c_voc) vocational maturity certificate","Female","33","0.0828632979608284","0.0559816708611394","0.109744925060518"
"No","2012","(3a) lower tertiary education","Male","23","","",""
"No","2012","(3a) lower tertiary education","Female","22","","",""
"No","2012","(3b) higher tertiary education","Male","41","0.0639443132194169","0.0421931862738859","0.0856954401649479"
"No","2012","(3b) higher tertiary education","Female","42","0.0891323330008473","0.0644515808530665","0.113813085148628"
"Yes","2013","(0) in school","Male","24","","",""
"Yes","2013","(0) in school","Female","34","0.999675115628056","0.993704653882597","1.00564557737351"
"Yes","2013","(1a) inadequately completed","Male","113","0.954820581325295","0.917659471730419","0.991981690920172"
"Yes","2013","(1a) inadequately completed","Female","158","0.943036340518327","0.907778378770093","0.978294302266561"
"Yes","2013","(1b) general elementary school","Male","310","0.953729643659024","0.931030252702516","0.976429034615532"
