"ple0162","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2012","16-34 y.","West Germany","87","0.118254436682713","0.0937488255614667","0.14276004780396","2"
"No","2012","35-65 y.","West Germany","261","0.0625181889880982","0.0548927467383267","0.0701436312378697","2"
"No","2012","16-34 y.","East Germany","16","","","","2"
"No","2012","35-65 y.","East Germany","78","0.0576047623965456","0.0444712563982828","0.0707382683948083","2"
"No","2012","66 and older","West Germany","117","0.0466909216280415","0.0380310041174985","0.0553508391385844","2"
"No","2012","66 and older","East Germany","35","0.0352086260401228","0.0228690873263424","0.0475481647539032","2"
"Yes","2012","16-34 y.","West Germany","580","0.881745563317287","0.85723995219604","0.906251174438533","1"
"Yes","2012","16-34 y.","East Germany","220","0.951447939959591","0.924026615005188","0.978869264913995","1"
"Yes","2012","35-65 y.","West Germany","3611","0.937481811011902","0.92985636876213","0.945107253261673","1"
"Yes","2012","35-65 y.","East Germany","1131","0.942395237603454","0.929261731605192","0.955528743601717","1"
"Yes","2012","66 and older","West Germany","2163","0.953309078371959","0.944649160861416","0.961968995882502","1"
"Yes","2012","66 and older","East Germany","822","0.964791373959877","0.952451835246097","0.977130912673658","1"
"No","2013","16-34 y.","West Germany","83","0.120172592561998","0.0978486577734281","0.142496527350569","2"
"No","2013","35-65 y.","West Germany","291","0.0614020941266223","0.0541113480949345","0.06869284015831","2"
"No","2013","16-34 y.","East Germany","25","","","","2"
"No","2013","35-65 y.","East Germany","70","0.0457188888149677","0.0336728822388687","0.0577648953910667","2"
"No","2013","66 and older","West Germany","97","0.0420687606238491","0.0335153900869134","0.0506221311607847","2"
"No","2013","66 and older","East Germany","22","","","","2"
"Yes","2013","16-34 y.","West Germany","732","0.879827407438001","0.857503472649431","0.902151342226572","1"
"Yes","2013","16-34 y.","East Germany","193","0.901354987100713","0.861772293538452","0.940937680662974","1"
"Yes","2013","35-65 y.","West Germany","3874","0.938597905873378","0.93130715984169","0.945888651905065","1"
"Yes","2013","35-65 y.","East Germany","1085","0.954281111185032","0.942235104608933","0.966327117761131","1"
"Yes","2013","66 and older","West Germany","2019","0.957931239376151","0.949377868839215","0.966484609913087","1"
"Yes","2013","66 and older","East Germany","751","0.97241213848903","0.960865846170324","0.983958430807735","1"
"No","2014","16-34 y.","West Germany","","","","","2"
"No","2014","16-34 y.","East Germany","","","","","2"
"No","2014","35-65 y.","West Germany","","","","","2"
"No","2014","35-65 y.","East Germany","","","","","2"
"No","2014","66 and older","West Germany","","","","","2"
"No","2014","66 and older","East Germany","","","","","2"
"Yes","2014","16-34 y.","West Germany","","","","","1"
"Yes","2014","35-65 y.","West Germany","","","","","1"
"Yes","2014","35-65 y.","East Germany","","","","","1"
"Yes","2014","16-34 y.","East Germany","","","","","1"
"Yes","2014","66 and older","West Germany","","","","","1"
"Yes","2014","66 and older","East Germany","","","","","1"
"No","2015","16-34 y.","West Germany","123","0.212501240435399","0.18324397064694","0.241758510223858","2"
"No","2015","16-34 y.","East Germany","21","","","","2"
"No","2015","35-65 y.","West Germany","381","0.102688699086531","0.0930105448327966","0.112366853340266","2"
"No","2015","35-65 y.","East Germany","105","0.126524876069638","0.106707393957489","0.146342358181788","2"
"No","2015","66 and older","West Germany","145","0.0654230472796828","0.0549392467850379","0.0759068477743278","2"
"No","2015","66 and older","East Germany","42","0.0615773146231018","0.0447933481265066","0.0783612811196969","2"
"Yes","2015","16-34 y.","West Germany","628","0.787498759564601","0.758241489776142","0.81675602935306","1"
"Yes","2015","16-34 y.","East Germany","191","0.906032500679186","0.866755267804195","0.945309733554176","1"
"Yes","2015","35-65 y.","West Germany","3398","0.897311300913469","0.887633146659734","0.906989455167203","1"
"Yes","2015","35-65 y.","East Germany","976","0.873475123930362","0.853657641818213","0.893292606042511","1"
"Yes","2015","66 and older","West Germany","1992","0.934576952720317","0.924093152225672","0.945060753214962","1"
"Yes","2015","66 and older","East Germany","746","0.938422685376898","0.921638718880303","0.955206651873493","1"
"No","2016","16-34 y.","West Germany","97","0.297961513304532","0.246378683226953","0.34954434338211","2"
"No","2016","16-34 y.","East Germany","17","","","","2"
"No","2016","35-65 y.","West Germany","62","0.141464446719016","0.107731136696727","0.175197756741305","2"
"No","2016","35-65 y.","East Germany","20","","","","2"
"No","2016","66 and older","West Germany","","","","","2"
"No","2016","66 and older","East Germany","","","","","2"
"Yes","2016","16-34 y.","West Germany","205","0.702038486695469","0.65045565661789","0.753621316773047","1"
"Yes","2016","16-34 y.","East Germany","69","0.725938101508417","0.631668213315094","0.820207989701741","1"
"Yes","2016","35-65 y.","West Germany","348","0.858535553280984","0.824802243258695","0.892268863303272","1"
"Yes","2016","35-65 y.","East Germany","80","0.781237369269926","0.700211040073427","0.862263698466425","1"
"Yes","2016","66 and older","West Germany","18","","","","1"
"Yes","2016","66 and older","East Germany","1","","","","1"
"No","2017","16-34 y.","West Germany","116","0.121329217781018","0.10013846116952","0.142519974392517","2"
"No","2017","16-34 y.","East Germany","23","","","","2"
"No","2017","66 and older","West Germany","88","0.0424297359788234","0.033777755086318","0.0510817168713288","2"
"No","2017","35-65 y.","West Germany","249","0.0469883745228468","0.0404476574353858","0.0535290916103079","2"
"No","2017","35-65 y.","East Germany","60","0.0502252297814921","0.0375799901792506","0.0628704693837336","2"
"No","2017","66 and older","East Germany","26","","","","2"
"Yes","2017","16-34 y.","West Germany","796","0.878670782218982","0.857480025607483","0.89986153883048","1"
"Yes","2017","16-34 y.","East Germany","196","0.944672698056476","0.914394051274457","0.974951344838494","1"
"Yes","2017","35-65 y.","West Germany","3772","0.953011625477153","0.946470908389692","0.959552342564614","1"
"Yes","2017","35-65 y.","East Germany","1086","0.949774770218508","0.937129530616266","0.962420009820749","1"
"Yes","2017","66 and older","West Germany","1997","0.957570264021177","0.948918283128671","0.966222244913682","1"
"Yes","2017","66 and older","East Germany","697","0.9663415012481","0.953195561759364","0.979487440736835","1"
"No","2018","16-34 y.","West Germany","13","","","","2"
"No","2018","16-34 y.","East Germany","4","","","","2"
"No","2018","35-65 y.","West Germany","4","","","","2"
"No","2018","35-65 y.","East Germany","","","","","2"
"No","2018","66 and older","West Germany","","","","","2"
"No","2018","66 and older","East Germany","","","","","2"
"Yes","2018","16-34 y.","West Germany","15","","","","1"
"Yes","2018","16-34 y.","East Germany","3","","","","1"
"Yes","2018","35-65 y.","West Germany","41","0.914718602481838","0.833114358789463","0.996322846174214","1"
"Yes","2018","66 and older","West Germany","4","","","","1"
"Yes","2018","35-65 y.","East Germany","3","","","","1"
"Yes","2018","66 and older","East Germany","","","","","1"
"No","2019","16-34 y.","West Germany","139","0.0945792691710513","0.0753646211686228","0.11379391717348","2"
"No","2019","16-34 y.","East Germany","18","","","","2"
