"ple0162","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2019","35-65 y.","West Germany","336","0.0637158609759449","0.0563106145259242","0.0711211074259657","2"
"No","2019","35-65 y.","East Germany","87","0.0729767927668541","0.0585752093210074","0.0873783762127009","2"
"No","2019","66 and older","West Germany","98","0.0403678100253612","0.0320444064834865","0.0486912135672359","2"
"No","2019","66 and older","East Germany","49","0.0693689596009435","0.0515037161357071","0.0872342030661799","2"
"Yes","2019","16-34 y.","West Germany","752","0.905420730828949","0.88620608282652","0.924635378831377","1"
"Yes","2019","16-34 y.","East Germany","219","0.973368679081821","0.952870798635903","0.993866559527739","1"
"Yes","2019","35-65 y.","West Germany","3843","0.936284139024055","0.928878892574034","0.943689385474076","1"
"Yes","2019","66 and older","West Germany","2050","0.959632189974639","0.951308786432764","0.967955593516513","1"
"Yes","2019","35-65 y.","East Germany","1166","0.927023207233146","0.912621623787299","0.941424790678993","1"
"Yes","2019","66 and older","East Germany","728","0.930631040399057","0.91276579693382","0.948496283864293","1"
