"ple0162","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2014","higher vocational","","","","","2"
"No","2014","higher education","","","","","2"
"No","2014","vocational + Abi","","","","","2"
"No","2014","middle vocational","","","","","2"
"No","2014","general elemantary","","","","","2"
"No","2014","inadequately","","","","","2"
"No","2014","in school","","","","","2"
"Yes","2014","higher education","","","","","1"
"Yes","2014","higher vocational","","","","","1"
"Yes","2014","general elemantary","","","","","1"
"Yes","2014","middle vocational","","","","","1"
"Yes","2014","in school","","","","","1"
"Yes","2014","inadequately","","","","","1"
"Yes","2014","vocational + Abi","","","","","1"
"No","2015","higher vocational","50","0.111859625568773","0.0857541526710471","0.137965098466499","2"
"No","2015","higher education","183","0.10483873549162","0.0898421337782503","0.11983533720499","2"
"No","2015","vocational + Abi","51","0.110200804691955","0.0837404695612385","0.136661139822672","2"
"No","2015","middle vocational","418","0.0990501757676508","0.0903471805689704","0.107753170966331","2"
"No","2015","general elemantary","70","0.0711645226351469","0.0560465961418349","0.0862824491284589","2"
"No","2015","inadequately","17","","","","2"
"No","2015","in school","13","","","","2"
"Yes","2015","higher education","1420","0.89516126450838","0.88016466279501","0.91015786622175","1"
"Yes","2015","higher vocational","510","0.888140374431227","0.862034901533501","0.914245847328953","1"
"Yes","2015","vocational + Abi","487","0.889799195308045","0.863338860177328","0.916259530438761","1"
"Yes","2015","in school","38","0.594375239057806","0.459616919539686","0.729133558575926","1"
"Yes","2015","inadequately","196","0.949078789129491","0.919555904851333","0.97860167340765","1"
"Yes","2015","general elemantary","1041","0.928835477364853","0.913717550871541","0.943953403858165","1"
"Yes","2015","middle vocational","4108","0.900949824232349","0.892246829033669","0.90965281943103","1"
"No","2016","middle vocational","25","","","","2"
"No","2016","vocational + Abi","6","","","","2"
"No","2016","higher vocational","","","","","2"
"No","2016","higher education","31","0.37580220627272","0.286502578907358","0.465101833638081","2"
"No","2016","general elemantary","41","0.204563763862869","0.143566481126605","0.265561046599133","2"
"No","2016","inadequately","82","0.201662242898527","0.162632947984938","0.240691537812117","2"
"No","2016","in school","1","","","","2"
"Yes","2016","higher education","82","0.62419779372728","0.534898166361919","0.713497421092642","1"
"Yes","2016","higher vocational","","","","","1"
"Yes","2016","vocational + Abi","16","","","","1"
"Yes","2016","middle vocational","119","0.779423676566866","0.711701159876638","0.847146193257095","1"
"Yes","2016","general elemantary","127","0.795436236137131","0.734438953400867","0.856433518873395","1"
"Yes","2016","in school","3","","","","1"
"Yes","2016","inadequately","324","0.798337757101473","0.759308462187883","0.837367052015062","1"
"No","2017","general elemantary","78","0.0539671724374492","0.0410366217678662","0.0668977231070323","2"
"No","2017","higher vocational","23","","","","2"
"No","2017","higher education","145","0.0765595960754877","0.0639052583749123","0.0892139337760631","2"
"No","2017","middle vocational","212","0.0399874703583442","0.0342008518458135","0.0457740888708748","2"
"No","2017","vocational + Abi","37","0.0668598355160236","0.0466017798202792","0.0871178912117679","2"
"No","2017","inadequately","46","0.0337116252895009","0.0174977123221651","0.0499255382568366","2"
"No","2017","in school","8","","","","2"
"Yes","2017","higher education","1551","0.923440403924512","0.910786066223937","0.936094741625088","1"
"Yes","2017","higher vocational","541","0.956843510403163","0.940072777101847","0.973614243704479","1"
"Yes","2017","vocational + Abi","547","0.933140164483976","0.912882108788232","0.953398220179721","1"
"Yes","2017","middle vocational","4192","0.960012529641656","0.954225911129125","0.965799148154187","1"
"Yes","2017","general elemantary","1095","0.946032827562551","0.933102276892968","0.958963378232134","1"
"Yes","2017","in school","42","0.878700354042134","0.788207714493796","0.969192993590471","1"
"Yes","2017","inadequately","430","0.966288374710499","0.950074461743163","0.982502287677835","1"
"No","2018","inadequately","9","","","","2"
"No","2018","general elemantary","8","","","","2"
"No","2018","middle vocational","2","","","","2"
"No","2018","vocational + Abi","","","","","2"
"No","2018","higher vocational","","","","","2"
"No","2018","higher education","2","","","","2"
"No","2018","in school","","","","","2"
"Yes","2018","higher education","6","","","","1"
"Yes","2018","higher vocational","","","","","1"
"Yes","2018","vocational + Abi","1","","","","1"
"Yes","2018","middle vocational","10","","","","1"
"Yes","2018","general elemantary","11","","","","1"
"Yes","2018","inadequately","32","0.772594563144908","0.644292863886582","0.900896262403234","1"
"Yes","2018","in school","1","","","","1"
"No","2019","in school","3","","","","2"
"No","2019","inadequately","66","0.0681562380915283","0.0467814499279889","0.0895310262550678","2"
"No","2019","general elemantary","74","0.0474975325167673","0.03493937654049","0.0600556884930446","2"
"No","2019","middle vocational","294","0.0517091356623125","0.0452044706460894","0.0582138006785356","2"
"No","2019","vocational + Abi","59","0.0860410958214797","0.0643829407983351","0.107699250844624","2"
"No","2019","higher vocational","29","","","","2"
"No","2019","higher education","183","0.0736936711770661","0.0620972709148105","0.0852900714393217","2"
"Yes","2019","higher education","1767","0.926306328822934","0.914709928560678","0.937902729085189","1"
"Yes","2019","higher vocational","534","0.926066389311955","0.904452351203941","0.94768042741997","1"
"Yes","2019","vocational + Abi","585","0.91395890417852","0.892300749155376","0.935617059201665","1"
"Yes","2019","middle vocational","4158","0.948290864337688","0.941786199321464","0.954795529353911","1"
"Yes","2019","general elemantary","1028","0.952502467483233","0.939944311506955","0.96506062345951","1"
"Yes","2019","inadequately","468","0.931843761908472","0.910468973744932","0.953218550072011","1"
"Yes","2019","in school","37","0.958684293831399","0.897008678428483","1.02035990923431","1"
