"ple0162","year","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2012","Male","251","0.0561840557839156","0.0489643248638641","0.063403786703967","2"
"No","2012","Female","343","0.0598090995123016","0.0533719161189892","0.0662462829056139","2"
"Yes","2012","Male","3657","0.943815944216085","0.936596213296033","0.951035675136136","1"
"Yes","2012","Female","4870","0.940190900487698","0.933753717094386","0.946628083881011","1"
"No","2013","Male","236","0.0557819348144284","0.0486357573839574","0.0629281122448994","2"
"No","2013","Female","352","0.0546114004259334","0.048482564897331","0.0607402359545357","2"
"Yes","2013","Male","3726","0.944218065185572","0.937071887755101","0.951364242616043","1"
"Yes","2013","Female","4928","0.945388599574067","0.939259764045464","0.951517435102669","1"
"No","2014","Male","","","","","2"
"No","2014","Female","","","","","2"
"Yes","2014","Male","","","","","1"
"Yes","2014","Female","","","","","1"
"No","2015","Male","370","0.116649387787211","0.106331253223962","0.126967522350459","2"
"No","2015","Female","447","0.082553374579411","0.0749479770776598","0.0901587720811622","2"
"Yes","2015","Male","3348","0.88335061221279","0.873032477649541","0.893668746776038","1"
"Yes","2015","Female","4583","0.917446625420589","0.909841227918838","0.92505202292234","1"
"No","2016","Male","90","0.20340834385134","0.167284732597082","0.239531955105598","2"
"No","2016","Female","106","0.262566798929142","0.221498185113594","0.303635412744689","2"
"Yes","2016","Male","387","0.79659165614866","0.760468044894402","0.832715267402918","1"
"Yes","2016","Female","335","0.737433201070858","0.69636458725531","0.778501814886405","1"
"No","2017","Male","241","0.0490491633167684","0.0422779632227092","0.0558203634108276","2"
"No","2017","Female","321","0.0520516129993304","0.0460129694392555","0.0580902565594054","2"
"Yes","2017","Male","3667","0.950950836683232","0.944179636589172","0.957722036777291","1"
"Yes","2017","Female","4877","0.94794838700067","0.941909743440595","0.953987030560745","1"
"No","2018","Male","4","","","","2"
"No","2018","Female","17","","","","2"
"Yes","2018","Male","34","0.916580172800718","0.828662503807326","1.00449784179411","1"
"Yes","2018","Female","32","0.444787452437961","0.305646186349989","0.583928718525933","1"
"No","2019","Male","309","0.0545242722050196","0.0476690591625367","0.0613794852475025","2"
"No","2019","Female","419","0.0636682410483658","0.0570948955553149","0.0702415865414168","2"
"Yes","2019","Male","3905","0.94547572779498","0.938620514752497","0.952330940837463","1"
"Yes","2019","Female","4881","0.936331758951634","0.929758413458583","0.942905104444685","1"
