"ple0162","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2015","inadequately","East Germany","24","","",""
"Yes","2015","general elemantary","West Germany","892","0.925188227997515","0.908502451379131","0.941874004615898"
"Yes","2015","general elemantary","East Germany","149","0.956318210130182","0.924245384928333","0.988391035332031"
"Yes","2015","middle vocational","West Germany","3018","0.900618540312751","0.890478537304061","0.910758543321441"
"Yes","2015","middle vocational","East Germany","1090","0.902105681166564","0.885164378318915","0.919046984014212"
"Yes","2015","vocational + Abi","West Germany","434","0.891732719230621","0.863848732519634","0.919616705941608"
"Yes","2015","vocational + Abi","East Germany","53","0.867207397110922","0.782048191380216","0.952366602841627"
"Yes","2015","higher vocational","West Germany","361","0.883887244542708","0.85249253319779","0.915281955887625"
"Yes","2015","higher vocational","East Germany","149","0.901056947399726","0.854791488733578","0.947322406065873"
"Yes","2015","higher education","West Germany","1000","0.897439090045483","0.879827884365213","0.915050295725753"
"Yes","2015","higher education","East Germany","420","0.887821939184778","0.859076132805026","0.916567745564529"
"No","2015","in school","West Germany","10","","",""
"No","2015","in school","East Germany","3","","",""
"No","2015","inadequately","West Germany","16","","",""
"No","2015","inadequately","East Germany","1","","",""
"No","2015","general elemantary","West Germany","63","0.0748117720024854","0.0581259953841016","0.0914975486208692"
"No","2015","general elemantary","East Germany","7","","",""
"No","2015","middle vocational","West Germany","326","0.0993814596872492","0.0892414566785593","0.109521462695939"
"No","2015","middle vocational","East Germany","92","0.0978943188334363","0.0809530159857878","0.114835621681085"
"No","2015","vocational + Abi","West Germany","43","0.108267280769379","0.0803832940583922","0.136151267480366"
"No","2015","vocational + Abi","East Germany","8","","",""
"No","2015","higher vocational","West Germany","39","0.116112755457293","0.0847180441123753","0.14750746680221"
"No","2015","higher vocational","East Germany","11","","",""
"No","2015","higher education","West Germany","140","0.102560909954517","0.084949704274247","0.120172115634787"
"No","2015","higher education","East Germany","43","0.112178060815222","0.0834322544354712","0.140923867194974"
"Yes","2016","in school","West Germany","3","","",""
"Yes","2016","in school","East Germany","","","",""
"Yes","2016","inadequately","West Germany","256","0.804123708776713","0.76070789512346","0.847539522429965"
"Yes","2016","inadequately","East Germany","68","0.771469876067937","0.682207212467588","0.860732539668286"
"Yes","2016","general elemantary","West Germany","103","0.762859524544265","0.692655232484118","0.833063816604413"
"Yes","2016","general elemantary","East Germany","24","","",""
"Yes","2016","middle vocational","West Germany","97","0.786158117528087","0.711220392106496","0.861095842949677"
"Yes","2016","middle vocational","East Germany","22","","",""
"Yes","2016","vocational + Abi","West Germany","11","","",""
"Yes","2016","vocational + Abi","East Germany","5","","",""
"Yes","2016","higher vocational","West Germany","","","",""
"Yes","2016","higher vocational","East Germany","","","",""
"Yes","2016","higher education","West Germany","66","0.700279880581693","0.605629882545623","0.794929878617763"
"Yes","2016","higher education","East Germany","16","","",""
"No","2016","in school","West Germany","1","","",""
"No","2016","in school","East Germany","","","",""
"No","2016","inadequately","West Germany","65","0.195876291223287","0.152460477570035","0.23929210487654"
"No","2016","inadequately","East Germany","17","","",""
"No","2016","general elemantary","West Germany","38","0.237140475455735","0.166936183395587","0.307344767515882"
"No","2016","general elemantary","East Germany","3","","",""
"No","2016","middle vocational","West Germany","18","","",""
"No","2016","middle vocational","East Germany","7","","",""
"No","2016","vocational + Abi","West Germany","6","","",""
"No","2016","vocational + Abi","East Germany","","","",""
"No","2016","higher vocational","West Germany","","","",""
"No","2016","higher vocational","East Germany","","","",""
"No","2016","higher education","West Germany","24","","",""
"No","2016","higher education","East Germany","7","","",""
"Yes","2017","in school","West Germany","37","0.844400364864636","0.738494422880899","0.950306306848373"
"Yes","2017","in school","East Germany","5","","",""
"Yes","2017","inadequately","West Germany","395","0.964023124390452","0.946481912650735","0.98156433613017"
"Yes","2017","inadequately","East Germany","35","0.98853462901515","0.956714358832557","1.02035489919774"
"Yes","2017","general elemantary","West Germany","931","0.944933204562856","0.930780863789153","0.95908554533656"
"Yes","2017","general elemantary","East Germany","164","0.95396440480928","0.922915804046398","0.985013005572162"
"Yes","2017","middle vocational","West Germany","3115","0.95823776649692","0.951392766122759","0.965082766871081"
"Yes","2017","middle vocational","East Germany","1077","0.9671654065555","0.956742846369246","0.977587966741755"
"Yes","2017","vocational + Abi","West Germany","471","0.925286692635945","0.902422631433842","0.948150753838049"
"Yes","2017","vocational + Abi","East Germany","76","1","1","1"
"Yes","2017","higher vocational","West Germany","380","0.965716528543553","0.947840387081449","0.983592670005657"
"Yes","2017","higher vocational","East Germany","161","0.929050840792129","0.889994872100417","0.968106809483841"
"Yes","2017","higher education","West Germany","1119","0.923950949459107","0.909112988907089","0.938788910011125"
"Yes","2017","higher education","East Germany","432","0.921598553281809","0.897297108595899","0.945899997967719"
"No","2017","in school","West Germany","8","","",""
"No","2017","in school","East Germany","","","",""
"No","2017","inadequately","West Germany","38","0.0359768756095475","0.0184356638698298","0.0535180873492652"
"No","2017","inadequately","East Germany","8","","",""
"No","2017","general elemantary","West Germany","67","0.0550667954371436","0.0409144546634403","0.0692191362108468"
"No","2017","general elemantary","East Germany","11","","",""
"No","2017","middle vocational","West Germany","166","0.0417622335030801","0.0349172331289195","0.0486072338772407"
"No","2017","middle vocational","East Germany","46","0.0328345934444996","0.0224120332582452","0.043257153630754"
"No","2017","vocational + Abi","West Germany","37","0.0747133073640545","0.0518492461619507","0.0975773685661584"
"No","2017","vocational + Abi","East Germany","","","",""
"No","2017","higher vocational","West Germany","18","","",""
"No","2017","higher vocational","East Germany","5","","",""
"No","2017","higher education","West Germany","107","0.0760490505408934","0.0612110899888756","0.0908870110929111"
"No","2017","higher education","East Germany","38","0.0784014467181915","0.0541000020322815","0.102702891404101"
"Yes","2018","in school","West Germany","1","","",""
"Yes","2018","in school","East Germany","","","",""
"Yes","2018","inadequately","West Germany","29","","",""
"Yes","2018","inadequately","East Germany","3","","",""
"Yes","2018","general elemantary","West Germany","9","","",""
"Yes","2018","general elemantary","East Germany","2","","",""
"Yes","2018","middle vocational","West Germany","9","","",""
"Yes","2018","middle vocational","East Germany","1","","",""
"Yes","2018","vocational + Abi","West Germany","1","","",""
"Yes","2018","vocational + Abi","East Germany","","","",""
"Yes","2018","higher vocational","West Germany","","","",""
"Yes","2018","higher vocational","East Germany","","","",""
"Yes","2018","higher education","West Germany","6","","",""
"Yes","2018","higher education","East Germany","","","",""
"No","2018","in school","West Germany","","","",""
"No","2018","in school","East Germany","","","",""
"No","2018","inadequately","West Germany","8","","",""
"No","2018","inadequately","East Germany","1","","",""
"No","2018","general elemantary","West Germany","7","","",""
"No","2018","general elemantary","East Germany","1","","",""
"No","2018","middle vocational","West Germany","2","","",""
"No","2018","middle vocational","East Germany","","","",""
"No","2018","vocational + Abi","West Germany","","","",""
"No","2018","vocational + Abi","East Germany","","","",""
"No","2018","higher vocational","West Germany","","","",""
"No","2018","higher vocational","East Germany","","","",""
"No","2018","higher education","West Germany","","","",""
"No","2018","higher education","East Germany","2","","",""
"Yes","2019","in school","West Germany","24","","",""
"Yes","2019","in school","East Germany","13","","",""
"Yes","2019","inadequately","West Germany","397","0.923302530048934","0.898931275609633","0.947673784488234"
"Yes","2019","inadequately","East Germany","69","0.991185045225804","0.969887985647729","1.01248210480388"
"Yes","2019","general elemantary","West Germany","857","0.952431946905647","0.938662978104815","0.966200915706478"
"Yes","2019","general elemantary","East Germany","168","0.952652220251473","0.921711828734788","0.983592611768158"
"Yes","2019","middle vocational","West Germany","3067","0.948211641742112","0.940642947884112","0.955780335600113"
"Yes","2019","middle vocational","East Germany","1078","0.94835382134195","0.935540548378966","0.961167094304934"
"Yes","2019","vocational + Abi","West Germany","496","0.916815119397291","0.893651050295411","0.939979188499172"
"Yes","2019","vocational + Abi","East Germany","86","0.888831773972447","0.825621683521627","0.952041864423266"
"Yes","2019","higher vocational","West Germany","379","0.930888553464005","0.905969566002792","0.955807540925218"
"Yes","2019","higher vocational","East Germany","155","0.912940779397057","0.869924305332832","0.955957253461281"
"Yes","2019","higher education","West Germany","1259","0.937931365800903","0.925269940081121","0.950592791520685"
"Yes","2019","higher education","East Germany","497","0.888176865240815","0.861669672500479","0.91468405798115"
"No","2019","in school","West Germany","3","","",""
"No","2019","in school","East Germany","","","",""
"No","2019","inadequately","West Germany","61","0.0766974699510661","0.0523262155117655","0.101068724390367"
"No","2019","inadequately","East Germany","5","","",""
"No","2019","general elemantary","West Germany","61","0.0475680530943534","0.0337990842935214","0.0613370218951853"
"No","2019","general elemantary","East Germany","13","","",""
"No","2019","middle vocational","West Germany","226","0.0517883582578877","0.0442196643998872","0.0593570521158883"
"No","2019","middle vocational","East Germany","68","0.0516461786580501","0.0388329056950657","0.0644594516210344"
"No","2019","vocational + Abi","West Germany","50","0.0831848806027085","0.0600208115008278","0.106348949704589"
"No","2019","vocational + Abi","East Germany","9","","",""
"No","2019","higher vocational","West Germany","19","","",""
"No","2019","higher vocational","East Germany","10","","",""
"No","2019","higher education","West Germany","136","0.0620686341990968","0.049407208479315","0.0747300599188787"
"No","2019","higher education","East Germany","46","0.111823134759186","0.0853159420188499","0.138330327499521"
