"ple0040","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"No","1984","Part Time","indirect migration background","15","","","","2"
"No","1984","Not Working","indirect migration background","55","0.899699490816665","0.822389717392607","0.977009264240723","2"
"No","1984","Full Time","no migration background","3415","0.920126458634799","0.911379438269725","0.928873478999873","2"
"No","1984","Part Time","no migration background","1270","0.917587241196151","0.90304157115091","0.932132911241393","2"
"No","1984","Part Time","direct migration background","462","0.943352731640181","0.92280061773852","0.963904845541842","2"
"No","1984","Not Working","direct migration background","923","0.902729320056741","0.88430783454664","0.921150805566841","2"
"No","1984","Full Time","indirect migration background","50","0.97016383586352","0.92392142651358","1.01640624521346","2"
"No","1984","Not Working","no migration background","2962","0.814223317391429","0.801484963798181","0.826961670984676","2"
"No","1984","Full Time","direct migration background","1841","0.941773159782959","0.931271301016563","0.952275018549355","2"
"Yes","1984","Full Time","no migration background","275","0.0798735413652006","0.0711265210001267","0.0886205617302744","1"
"Yes","1984","Full Time","direct migration background","69","0.0582268402170411","0.0477249814506452","0.068728698983437","1"
"Yes","1984","Full Time","indirect migration background","2","","","","1"
"Yes","1984","Part Time","no migration background","103","0.0824127588038488","0.0678670887586072","0.0969584288490904","1"
"Yes","1984","Part Time","direct migration background","24","","","","1"
"Yes","1984","Part Time","indirect migration background","1","","","","1"
"Yes","1984","Not Working","no migration background","619","0.185776682608572","0.173038329015325","0.198515036201819","1"
"Yes","1984","Not Working","direct migration background","71","0.0972706799432592","0.0788491944331585","0.11569216545336","1"
"Yes","1984","Not Working","indirect migration background","3","","","","1"
"No","1985","Part Time","indirect migration background","20","","","","2"
"No","1985","Not Working","indirect migration background","65","0.920667389533417","0.856899682850173","0.984435096216661","2"
"No","1985","Full Time","no migration background","3096","0.921925145731796","0.912825105697563","0.93102518576603","2"
"No","1985","Full Time","indirect migration background","51","1","1","1","2"
"No","1985","Part Time","no migration background","1288","0.924950123891304","0.911054264881998","0.938845982900609","2"
"No","1985","Part Time","direct migration background","438","0.938140478870763","0.91619753915297","0.960083418588556","2"
"No","1985","Not Working","direct migration background","812","0.859101931445878","0.836114967081749","0.882088895810006","2"
"No","1985","Not Working","no migration background","2658","0.816053822657705","0.802650873811071","0.829456771504339","2"
"No","1985","Full Time","direct migration background","1535","0.954751255358432","0.944515523769947","0.964986986946917","2"
"Yes","1985","Full Time","no migration background","243","0.0780748542682037","0.0689748142339701","0.0871748943024373","1"
"Yes","1985","Full Time","direct migration background","49","0.0452487446415678","0.035013013053083","0.0554844762300526","1"
"Yes","1985","Full Time","indirect migration background","","","","","1"
"Yes","1985","Part Time","no migration background","93","0.0750498761086963","0.0611540170993906","0.088945735118002","1"
"Yes","1985","Part Time","direct migration background","25","","","","1"
"Yes","1985","Part Time","indirect migration background","1","","","","1"
"Yes","1985","Not Working","no migration background","552","0.183946177342295","0.170543228495661","0.197349126188929","1"
"Yes","1985","Not Working","direct migration background","68","0.140898068554122","0.117911104189994","0.163885032918251","1"
"Yes","1985","Not Working","indirect migration background","4","","","","1"
"No","1986","Full Time","indirect migration background","2","","","","2"
"No","1986","Full Time","no migration background","116","0.979051032864659","0.953319919214883","1.00478214651443","2"
"No","1986","Part Time","direct migration background","21","","","","2"
"No","1986","Part Time","indirect migration background","4","","","","2"
"No","1986","Not Working","no migration background","150","0.980960303821769","0.959375731187665","1.00254487645587","2"
"No","1986","Not Working","direct migration background","83","0.994595668366222","0.978917232803063","1.01027410392938","2"
"No","1986","Not Working","indirect migration background","14","","","","2"
"No","1986","Part Time","no migration background","57","1","1","1","2"
"No","1986","Full Time","direct migration background","22","","","","2"
"Yes","1986","Full Time","no migration background","3","","","","1"
"Yes","1986","Full Time","direct migration background","","","","","1"
"Yes","1986","Full Time","indirect migration background","","","","","1"
"Yes","1986","Part Time","no migration background","","","","","1"
"Yes","1986","Part Time","direct migration background","","","","","1"
"Yes","1986","Part Time","indirect migration background","","","","","1"
"Yes","1986","Not Working","no migration background","4","","","","1"
"Yes","1986","Not Working","direct migration background","1","","","","1"
"Yes","1986","Not Working","indirect migration background","","","","","1"
"No","1987","Full Time","no migration background","3059","0.927440949790919","0.918570016109676","0.936311883472161","2"
"No","1987","Full Time","indirect migration background","62","0.950593994051527","0.897909984612764","1.00327800349029","2"
"No","1987","Part Time","indirect migration background","35","1","1","1","2"
"No","1987","Part Time","direct migration background","423","0.954126042692888","0.934577799611897","0.973674285773879","2"
"No","1987","Not Working","direct migration background","752","0.812177892247156","0.785859349045733","0.83849643544858","2"
"No","1987","Not Working","indirect migration background","68","0.757059189156785","0.659347305145859","0.85477107316771","2"
"No","1987","Part Time","no migration background","1249","0.933270795342322","0.919859087549424","0.94668250313522","2"
"No","1987","Not Working","no migration background","2338","0.805071935574437","0.790507603140759","0.819636268008115","2"
"No","1987","Full Time","direct migration background","1471","0.955143742887471","0.944768692083352","0.96551879369159","2"
"Yes","1987","Full Time","no migration background","226","0.0725590502090813","0.0636881165278388","0.0814299838903238","1"
"Yes","1987","Full Time","direct migration background","58","0.0448562571125288","0.03448120630841","0.0552313079166475","1"
"Yes","1987","Full Time","indirect migration background","3","","","","1"
"Yes","1987","Part Time","no migration background","81","0.0667292046576781","0.05331749686478","0.0801409124505762","1"
"Yes","1987","Part Time","direct migration background","17","","","","1"
"Yes","1987","Part Time","indirect migration background","","","","","1"
"Yes","1987","Not Working","no migration background","504","0.194928064425563","0.180363731991885","0.209492396859241","1"
"Yes","1987","Not Working","direct migration background","94","0.187822107752844","0.16150356455142","0.214140650954267","1"
"Yes","1987","Not Working","indirect migration background","6","","","","1"
"No","1988","Full Time","no migration background","2894","0.926896416435023","0.917752263823711","0.936040569046335","2"
"No","1988","Part Time","no migration background","1242","0.932715460618583","0.919211393336511","0.946219527900655","2"
"No","1988","Part Time","indirect migration background","50","1","1","1","2"
"No","1988","Part Time","direct migration background","443","0.914286942906002","0.888951621331549","0.939622264480455","2"
"No","1988","Not Working","no migration background","2098","0.772546831395491","0.756547514902029","0.788546147888953","2"
"No","1988","Full Time","indirect migration background","70","0.977736067696067","0.944120226328541","1.01135190906359","2"
"No","1988","Not Working","direct migration background","700","0.792602139542373","0.764629008505284","0.820575270579462","2"
"No","1988","Not Working","indirect migration background","91","0.77887894945372","0.697130312249721","0.86062758665772","2"
"No","1988","Full Time","direct migration background","1334","0.954612313268325","0.943712688084901","0.965511938451749","2"
"Yes","1988","Full Time","no migration background","219","0.0731035835649771","0.0639594309536653","0.0822477361762889","1"
"Yes","1988","Full Time","direct migration background","67","0.0453876867316751","0.034488061548251","0.0562873119150991","1"
"Yes","1988","Full Time","indirect migration background","4","","","","1"
"Yes","1988","Part Time","no migration background","80","0.0672845393814173","0.0537804720993451","0.0807886066634895","1"
"Yes","1988","Part Time","direct migration background","26","","","","1"
"Yes","1988","Part Time","indirect migration background","","","","","1"
"Yes","1988","Not Working","no migration background","539","0.227453168604509","0.211453852111047","0.243452485097971","1"
"Yes","1988","Not Working","direct migration background","107","0.207397860457626","0.179424729420537","0.235370991494715","1"
"Yes","1988","Not Working","indirect migration background","8","","","","1"
"No","1989","Part Time","indirect migration background","54","1","1","1","2"
"No","1989","Full Time","no migration background","2875","0.931889104694005","0.92298592093747","0.940792288450541","2"
"No","1989","Part Time","no migration background","1151","0.92164252614391","0.906654788638934","0.936630263648886","2"
"No","1989","Part Time","direct migration background","396","0.934252102805678","0.910549479118006","0.95795472649335","2"
"No","1989","Not Working","no migration background","1942","0.754684976366861","0.737791501214436","0.771578451519286","2"
"No","1989","Full Time","indirect migration background","97","1","1","1","2"
"No","1989","Not Working","direct migration background","690","0.78868878591921","0.760452704605208","0.816924867233213","2"
"No","1989","Not Working","indirect migration background","99","0.802924065781515","0.728246719496692","0.877601412066338","2"
"No","1989","Full Time","direct migration background","1324","0.969330509597562","0.960213677726786","0.978447341468337","2"
"Yes","1989","Full Time","no migration background","201","0.0681108953059945","0.0592077115494586","0.0770140790625305","1"
"Yes","1989","Full Time","direct migration background","50","0.0306694904024382","0.0215526585316626","0.0397863222732138","1"
"Yes","1989","Full Time","indirect migration background","","","","","1"
"Yes","1989","Part Time","no migration background","84","0.0783574738560895","0.0633697363511136","0.0933452113610655","1"
"Yes","1989","Part Time","direct migration background","24","","","","1"
"Yes","1989","Part Time","indirect migration background","","","","","1"
"Yes","1989","Not Working","no migration background","550","0.245315023633139","0.228421548480714","0.262208498785564","1"
"Yes","1989","Not Working","direct migration background","113","0.21131121408079","0.183075132766787","0.239547295394792","1"
"Yes","1989","Not Working","indirect migration background","10","","","","1"
"No","1990","Part Time","indirect migration background","","","","","2"
"No","1990","Full Time","no migration background","","","","","2"
"No","1990","Part Time","no migration background","","","","","2"
"No","1990","Part Time","direct migration background","","","","","2"
"No","1990","Not Working","no migration background","","","","","2"
"No","1990","Not Working","direct migration background","","","","","2"
"No","1990","Not Working","indirect migration background","","","","","2"
"No","1990","Full Time","indirect migration background","","","","","2"
"No","1990","Full Time","direct migration background","","","","","2"
"Yes","1990","Full Time","no migration background","","","","","1"
"Yes","1990","Full Time","direct migration background","","","","","1"
"Yes","1990","Full Time","indirect migration background","","","","","1"
"Yes","1990","Part Time","no migration background","","","","","1"
"Yes","1990","Part Time","direct migration background","","","","","1"
"Yes","1990","Part Time","indirect migration background","","","","","1"
"Yes","1990","Not Working","no migration background","","","","","1"
"Yes","1990","Not Working","direct migration background","","","","","1"
"Yes","1990","Not Working","indirect migration background","","","","","1"
"No","1991","Part Time","indirect migration background","82","0.948935243516676","0.901577830989808","0.996292656043545","2"
"No","1991","Full Time","no migration background","2778","0.931086058582167","0.921979125505964","0.94019299165837","2"
"No","1991","Full Time","indirect migration background","130","0.996320865892994","0.985953107563298","1.00668862422269","2"
