"ple0040","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Yes","1984","16-34 y.","Not Employed","31","0.0235606226736936","0.0158253813394643","0.031295864007923"
"Yes","1984","16-34 y.","Employed","57","0.0233574788243919","0.0180466994408916","0.0286682582078922"
"Yes","1984","35-65 y.","Not Employed","389","0.234050018102214","0.215247840120914","0.252852196083513"
"Yes","1984","35-65 y.","Employed","407","0.114464535238891","0.105011032265623","0.123918038212159"
"Yes","1984","66 and older","Not Employed","273","0.21812849539754","0.194840156175672","0.241416834619407"
"Yes","1984","66 and older","Employed","10","","",""
"No","1984","16-34 y.","Not Employed","1446","0.976439377326306","0.968704135992077","0.984174618660536"
"No","1984","16-34 y.","Employed","3050","0.976642521175608","0.971331741792108","0.981953300559108"
"No","1984","35-65 y.","Not Employed","1559","0.765949981897786","0.747147803916487","0.784752159879086"
"No","1984","35-65 y.","Employed","3950","0.885535464761109","0.876081961787841","0.894988967734377"
"No","1984","66 and older","Not Employed","935","0.78187150460246","0.758583165380593","0.805159843824328"
"No","1984","66 and older","Employed","53","0.842942452859912","0.753094914074541","0.932789991645283"
"Yes","1985","16-34 y.","Not Employed","34","0.0293848533983702","0.0203425101652459","0.0384271966314944"
"Yes","1985","16-34 y.","Employed","56","0.0239286714023681","0.0182900925631331","0.0295672502416031"
"Yes","1985","35-65 y.","Not Employed","361","0.248100012596856","0.227955991234015","0.268244033959697"
"Yes","1985","35-65 y.","Employed","347","0.108771467060776","0.0990887887102797","0.118454145411271"
"Yes","1985","66 and older","Not Employed","229","0.202780931770982","0.17849603277813","0.227065830763834"
"Yes","1985","66 and older","Employed","8","","",""
"No","1985","16-34 y.","Not Employed","1306","0.97061514660163","0.961572803368506","0.979657489834754"
"No","1985","16-34 y.","Employed","2766","0.976071328597632","0.970432749758397","0.981709907436867"
"No","1985","35-65 y.","Not Employed","1405","0.751899987403144","0.731755966040303","0.772044008765985"
"No","1985","35-65 y.","Employed","3625","0.891228532939224","0.881545854588729","0.90091121128972"
"No","1985","66 and older","Not Employed","824","0.797219068229018","0.772934169236166","0.82150396722187"
"No","1985","66 and older","Employed","37","0.831685913132608","0.722370414634737","0.941001411630478"
"Yes","1986","16-34 y.","Not Employed","3","","",""
"Yes","1986","16-34 y.","Employed","1","","",""
"Yes","1986","35-65 y.","Not Employed","","","",""
"Yes","1986","35-65 y.","Employed","2","","",""
"Yes","1986","66 and older","Not Employed","2","","",""
"Yes","1986","66 and older","Employed","","","",""
"No","1986","16-34 y.","Not Employed","228","0.988008412553515","0.973971850119937","1.00204497498709"
"No","1986","16-34 y.","Employed","191","0.996118600986381","0.987323372074935","1.00491382989783"
"No","1986","35-65 y.","Not Employed","13","","",""
"No","1986","35-65 y.","Employed","31","0.936696193859662","0.853614487005326","1.019777900714"
"No","1986","66 and older","Not Employed","6","","",""
"No","1986","66 and older","Employed","","","",""
"Yes","1987","16-34 y.","Not Employed","31","0.02639386848715","0.0170348715025357","0.0357528654717643"
"Yes","1987","16-34 y.","Employed","65","0.0238283193880227","0.018274603587479","0.0293820351885663"
