"ple0040","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"No","1988","(1a) inadequately completed","Female","406","0.898426422873844","0.870135789703089","0.926717056044599"
"No","1988","(1b) general elementary school","Male","738","0.808408997663835","0.781763170548295","0.835054824779375"
"No","1988","(1b) general elementary school","Female","1343","0.868357455685823","0.851195899291659","0.885519012079988"
"No","1988","(1c) basic vocational qualification","Male","1669","0.80538170356564","0.788056619937444","0.822706787193836"
"No","1988","(1c) basic vocational qualification","Female","1266","0.876015096945191","0.858800892270514","0.893229301619868"
"No","1988","(2b) intermediate general qualification","Male","149","0.95831978467238","0.926754629056597","0.989884940288162"
"No","1988","(2b) intermediate general qualification","Female","254","0.91031277273977","0.876293575388383","0.944331970091156"
"No","1988","(2a) intermediate vocational","Male","489","0.891730947714834","0.865547999564913","0.917913895864755"
"No","1988","(2a) intermediate vocational","Female","679","0.900593310997072","0.878918031147827","0.922268590846318"
"No","1988","(2c_gen) general maturity certificate","Male","212","0.979316171110984","0.960466535256794","0.998165806965175"
"No","1988","(2c_gen) general maturity certificate","Female","129","0.949120228011249","0.911489238692778","0.986751217329721"
"No","1988","(2c_voc) vocational maturity certificate","Male","183","0.793781537694595","0.740318821501053","0.847244253888136"
"No","1988","(2c_voc) vocational maturity certificate","Female","160","0.920922896962827","0.880475828822695","0.961369965102959"
"No","1988","(3a) lower tertiary education","Male","147","0.871713141318686","0.820994485221147","0.922431797416225"
"No","1988","(3a) lower tertiary education","Female","63","0.944950886137632","0.889926411109179","0.999975361166085"
"No","1988","(3b) higher tertiary education","Male","284","0.922414717600747","0.892342594970763","0.952486840230732"
"No","1988","(3b) higher tertiary education","Female","148","0.900956697237902","0.854670381262136","0.947243013213668"
"Yes","1989","(0) in school","Male","1","","",""
"Yes","1989","(0) in school","Female","2","","",""
"Yes","1989","(1a) inadequately completed","Male","40","0.189948601823763","0.145412285028067","0.23448491861946"
"Yes","1989","(1a) inadequately completed","Female","34","0.129264137018013","0.0971406027244511","0.161387671311575"
"Yes","1989","(1b) general elementary school","Male","93","0.199260080865098","0.171493627034822","0.227026534695373"
"Yes","1989","(1b) general elementary school","Female","145","0.140533792016976","0.122412807237578","0.158654776796374"
"Yes","1989","(1c) basic vocational qualification","Male","330","0.208628245290507","0.190420027832356","0.226836462748657"
"Yes","1989","(1c) basic vocational qualification","Female","144","0.127000830619732","0.10937540717531","0.144626254064153"
"Yes","1989","(2b) intermediate general qualification","Male","5","","",""
"Yes","1989","(2b) intermediate general qualification","Female","16","","",""
"Yes","1989","(2a) intermediate vocational","Male","46","0.100561680543108","0.0752424558969822","0.125880905189234"
"Yes","1989","(2a) intermediate vocational","Female","52","0.104872798839533","0.0823834369634628","0.127362160715604"
"Yes","1989","(2c_gen) general maturity certificate","Male","6","","",""
"Yes","1989","(2c_gen) general maturity certificate","Female","2","","",""
"Yes","1989","(2c_voc) vocational maturity certificate","Male","33","0.183060216135362","0.132075035460829","0.234045396809896"
"Yes","1989","(2c_voc) vocational maturity certificate","Female","9","","",""
"Yes","1989","(3a) lower tertiary education","Male","23","","",""
"Yes","1989","(3a) lower tertiary education","Female","7","","",""
"Yes","1989","(3b) higher tertiary education","Male","21","","",""
"Yes","1989","(3b) higher tertiary education","Female","10","","",""
"No","1989","(0) in school","Male","90","0.987412389105563","0.964506437665683","1.01031834054544"
"No","1989","(0) in school","Female","83","0.963532422001003","0.92368270377782","1.00338214022419"
"No","1989","(1a) inadequately completed","Male","258","0.810051398176237","0.76551508138054","0.854587714971933"
"No","1989","(1a) inadequately completed","Female","385","0.870735862981987","0.838612328688425","0.902859397275549"
"No","1989","(1b) general elementary school","Male","702","0.800739919134903","0.772973465304627","0.828506372965178"
"No","1989","(1b) general elementary school","Female","1268","0.859466207983024","0.841345223203626","0.877587192762422"
"No","1989","(1c) basic vocational qualification","Male","1583","0.791371754709493","0.773163537251343","0.809579972167644"
"No","1989","(1c) basic vocational qualification","Female","1227","0.872999169380269","0.855373745935847","0.89062459282469"
"No","1989","(2b) intermediate general qualification","Male","126","0.947955396812129","0.909919448749716","0.985991344874542"
"No","1989","(2b) intermediate general qualification","Female","245","0.923994028559444","0.891843636249944","0.956144420868945"
"No","1989","(2a) intermediate vocational","Male","496","0.899438319456892","0.874119094810766","0.924757544103018"
"No","1989","(2a) intermediate vocational","Female","661","0.895127201160467","0.872637839284396","0.917616563036537"
"No","1989","(2c_gen) general maturity certificate","Male","218","0.981049245845729","0.963193305152862","0.998905186538597"
"No","1989","(2c_gen) general maturity certificate","Female","125","0.946933510150499","0.907946839058957","0.98592018124204"
"No","1989","(2c_voc) vocational maturity certificate","Male","188","0.816939783864638","0.765954603190104","0.867924964539171"
"No","1989","(2c_voc) vocational maturity certificate","Female","174","0.944245638922386","0.911002313446899","0.977488964397873"
"No","1989","(3a) lower tertiary education","Male","146","0.860455937108885","0.808213342455626","0.912698531762145"
"No","1989","(3a) lower tertiary education","Female","56","0.851168964175795","0.763280382026313","0.939057546325276"
"No","1989","(3b) higher tertiary education","Male","279","0.919865623816751","0.88914294444572","0.950588303187781"
"No","1989","(3b) higher tertiary education","Female","154","0.915462288112396","0.872885623084723","0.958038953140069"
"Yes","1990","(0) in school","Male","","","",""
"Yes","1990","(0) in school","Female","","","",""
"Yes","1990","(1a) inadequately completed","Male","","","",""
"Yes","1990","(1a) inadequately completed","Female","","","",""
"Yes","1990","(1b) general elementary school","Male","","","",""
"Yes","1990","(1b) general elementary school","Female","","","",""
"Yes","1990","(1c) basic vocational qualification","Male","","","",""
"Yes","1990","(1c) basic vocational qualification","Female","","","",""
"Yes","1990","(2b) intermediate general qualification","Male","","","",""
"Yes","1990","(2b) intermediate general qualification","Female","","","",""
"Yes","1990","(2a) intermediate vocational","Male","","","",""
"Yes","1990","(2a) intermediate vocational","Female","","","",""
"Yes","1990","(2c_gen) general maturity certificate","Male","","","",""
"Yes","1990","(2c_gen) general maturity certificate","Female","","","",""
"Yes","1990","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","1990","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","1990","(3a) lower tertiary education","Male","","","",""
"Yes","1990","(3a) lower tertiary education","Female","","","",""
"Yes","1990","(3b) higher tertiary education","Male","","","",""
"Yes","1990","(3b) higher tertiary education","Female","","","",""
"No","1990","(0) in school","Male","","","",""
"No","1990","(0) in school","Female","","","",""
"No","1990","(1a) inadequately completed","Male","","","",""
"No","1990","(1a) inadequately completed","Female","","","",""
"No","1990","(1b) general elementary school","Male","","","",""
"No","1990","(1b) general elementary school","Female","","","",""
"No","1990","(1c) basic vocational qualification","Male","","","",""
"No","1990","(1c) basic vocational qualification","Female","","","",""
"No","1990","(2b) intermediate general qualification","Male","","","",""
"No","1990","(2b) intermediate general qualification","Female","","","",""
"No","1990","(2a) intermediate vocational","Male","","","",""
"No","1990","(2a) intermediate vocational","Female","","","",""
"No","1990","(2c_gen) general maturity certificate","Male","","","",""
"No","1990","(2c_gen) general maturity certificate","Female","","","",""
"No","1990","(2c_voc) vocational maturity certificate","Male","","","",""
"No","1990","(2c_voc) vocational maturity certificate","Female","","","",""
"No","1990","(3a) lower tertiary education","Male","","","",""
"No","1990","(3a) lower tertiary education","Female","","","",""
"No","1990","(3b) higher tertiary education","Male","","","",""
"No","1990","(3b) higher tertiary education","Female","","","",""
"Yes","1991","(0) in school","Male","2","","",""
"Yes","1991","(0) in school","Female","2","","",""
"Yes","1991","(1a) inadequately completed","Male","46","0.207279387713732","0.159884329062112","0.254674446365352"
"Yes","1991","(1a) inadequately completed","Female","33","0.114735189908579","0.0832260364197134","0.146244343397444"
"Yes","1991","(1b) general elementary school","Male","94","0.194577398629761","0.166150593177828","0.223004204081695"
"Yes","1991","(1b) general elementary school","Female","139","0.143444770288523","0.124492097985585","0.162397442591461"
"Yes","1991","(1c) basic vocational qualification","Male","334","0.220550041026","0.201712570093915","0.239387511958086"
"Yes","1991","(1c) basic vocational qualification","Female","145","0.136325798224004","0.117912390298417","0.154739206149592"
"Yes","1991","(2b) intermediate general qualification","Male","7","","",""
"Yes","1991","(2b) intermediate general qualification","Female","18","","",""
"Yes","1991","(2a) intermediate vocational","Male","48","0.112321675377625","0.0850769249308497","0.1395664258244"
"Yes","1991","(2a) intermediate vocational","Female","50","0.0908905598934099","0.0703863948803938","0.111394724906426"
"Yes","1991","(2c_gen) general maturity certificate","Male","6","","",""
"Yes","1991","(2c_gen) general maturity certificate","Female","4","","",""
"Yes","1991","(2c_voc) vocational maturity certificate","Male","41","0.196310760756559","0.146162520309326","0.246459001203792"
"Yes","1991","(2c_voc) vocational maturity certificate","Female","10","","",""
"Yes","1991","(3a) lower tertiary education","Male","21","","",""
"Yes","1991","(3a) lower tertiary education","Female","8","","",""
"Yes","1991","(3b) higher tertiary education","Male","22","","",""
"Yes","1991","(3b) higher tertiary education","Female","9","","",""
"No","1991","(0) in school","Male","82","0.967712236952377","0.929911475950958","1.0055129979538"
"No","1991","(0) in school","Female","67","0.963535135196295","0.919307407463268","1.00776286292932"
"No","1991","(1a) inadequately completed","Male","235","0.792720612286268","0.745325553634648","0.840115670937888"
"No","1991","(1a) inadequately completed","Female","360","0.885264810091421","0.853755656602556","0.916773963580287"
"No","1991","(1b) general elementary school","Male","651","0.805422601370239","0.776995795918305","0.833849406822172"
"No","1991","(1b) general elementary school","Female","1175","0.856555229711477","0.837602557408539","0.875507902014415"
"No","1991","(1c) basic vocational qualification","Male","1527","0.779449958974","0.760612488041914","0.798287429906085"
"No","1991","(1c) basic vocational qualification","Female","1189","0.863674201775996","0.845260793850408","0.882087609701583"
"No","1991","(2b) intermediate general qualification","Male","120","0.910374499030975","0.860695587638635","0.960053410423316"
"No","1991","(2b) intermediate general qualification","Female","220","0.898331528234346","0.859936845671732","0.93672621079696"
"No","1991","(2a) intermediate vocational","Male","468","0.887678324622375","0.8604335741756","0.91492307506915"
"No","1991","(2a) intermediate vocational","Female","705","0.90910944010659","0.888605275093574","0.929613605119606"
"No","1991","(2c_gen) general maturity certificate","Male","199","0.982905511610752","0.965161365723291","1.00064965749821"
"No","1991","(2c_gen) general maturity certificate","Female","134","0.962677773704588","0.931052609350571","0.994302938058605"
"No","1991","(2c_voc) vocational maturity certificate","Male","200","0.803689239243441","0.753540998796208","0.853837479690674"
"No","1991","(2c_voc) vocational maturity certificate","Female","176","0.929717864357013","0.892982049147366","0.966453679566661"
"No","1991","(3a) lower tertiary education","Male","157","0.874595008251197","0.825943198592364","0.92324681791003"
"No","1991","(3a) lower tertiary education","Female","66","0.878032233445845","0.803471530032874","0.952592936858816"
"No","1991","(3b) higher tertiary education","Male","281","0.928275008988435","0.899221381943616","0.957328636033255"
"No","1991","(3b) higher tertiary education","Female","154","0.906836772838611","0.862215586545114","0.951457959132108"
"Yes","1992","(0) in school","Male","1","","",""
"Yes","1992","(0) in school","Female","","","",""
"Yes","1992","(1a) inadequately completed","Male","48","0.195744571770056","0.151069152098501","0.24041999144161"
"Yes","1992","(1a) inadequately completed","Female","39","0.143293341598913","0.109745069563969","0.176841613633857"
"Yes","1992","(1b) general elementary school","Male","112","0.222897411582191","0.19367129902326","0.252123524141122"
"Yes","1992","(1b) general elementary school","Female","171","0.146431522885596","0.128377117442061","0.164485928329132"
"Yes","1992","(1c) basic vocational qualification","Male","417","0.212312903236142","0.195803424549918","0.228822381922366"
"Yes","1992","(1c) basic vocational qualification","Female","203","0.135566559222319","0.119996717218882","0.151136401225755"
"Yes","1992","(2b) intermediate general qualification","Male","6","","",""
"Yes","1992","(2b) intermediate general qualification","Female","20","","",""
"Yes","1992","(2a) intermediate vocational","Male","82","0.0923451728748824","0.0758125063446256","0.108877839405139"
"Yes","1992","(2a) intermediate vocational","Female","83","0.090274733890448","0.0751053619356057","0.10544410584529"
"Yes","1992","(2c_gen) general maturity certificate","Male","5","","",""
"Yes","1992","(2c_gen) general maturity certificate","Female","5","","",""
"Yes","1992","(2c_voc) vocational maturity certificate","Male","36","0.157380844331804","0.115396171905946","0.199365516757662"
"Yes","1992","(2c_voc) vocational maturity certificate","Female","11","","",""
"Yes","1992","(3a) lower tertiary education","Male","49","0.132471917615354","0.0998561409074284","0.165087694323279"
"Yes","1992","(3a) lower tertiary education","Female","24","","",""
"Yes","1992","(3b) higher tertiary education","Male","38","0.0833602246107806","0.0589098153860762","0.107810633835485"
"Yes","1992","(3b) higher tertiary education","Female","17","","",""
"No","1992","(0) in school","Male","72","0.993544147592692","0.975172121978237","1.01191617320715"
"No","1992","(0) in school","Female","74","1","1","1"
"No","1992","(1a) inadequately completed","Male","255","0.804255428229944","0.75958000855839","0.848930847901499"
"No","1992","(1a) inadequately completed","Female","380","0.856706658401087","0.823158386366143","0.890254930436031"
"No","1992","(1b) general elementary school","Male","667","0.777102588417809","0.747876475858878","0.80632870097674"
"No","1992","(1b) general elementary school","Female","1302","0.853568477114404","0.835514071670868","0.871622882557939"
"No","1992","(1c) basic vocational qualification","Male","1940","0.787687096763858","0.771177618077634","0.804196575450082"
"No","1992","(1c) basic vocational qualification","Female","1654","0.864433440777682","0.848863598774245","0.880003282781118"
"No","1992","(2b) intermediate general qualification","Male","201","0.959575634401811","0.932745420769694","0.986405848033927"
