"ple0040","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","1985","Not Employed","Rural Area","771","0.840354388653345","0.816490922231622","0.864217855075068","2"
"No","1985","Employed","Rural Area","1296","0.937868049260416","0.925057455160931","0.9506786433599","2"
"No","1985","Not Employed","Urban Area","2764","0.813268632005767","0.799879113277945","0.826658150733589","2"
"No","1985","Employed","Urban Area","5132","0.922399069943865","0.915312290436963","0.929485849450768","2"
"Yes","1985","Not Employed","Urban Area","490","0.186731367994233","0.173341849266411","0.200120886722055","1"
"Yes","1985","Not Employed","Rural Area","134","0.159645611346655","0.135782144924932","0.183509077768379","1"
"Yes","1985","Employed","Urban Area","343","0.0776009300561348","0.0705141505492322","0.0846877095630374","1"
"Yes","1985","Employed","Rural Area","68","0.0621319507395844","0.0493213566400999","0.0749425448390689","1"
"No","1986","Not Employed","Rural Area","40","0.946816152422841","0.879744876385611","1.01388742846007","2"
"No","1986","Employed","Rural Area","40","1","1","1","2"
"No","1986","Not Employed","Urban Area","207","0.992385614417958","0.980600532365961","1.00417069646995","2"
"No","1986","Employed","Urban Area","182","0.984410840558291","0.966559872615191","1.00226180850139","2"
"Yes","1986","Not Employed","Urban Area","2","","","","1"
"Yes","1986","Not Employed","Rural Area","3","","","","1"
"Yes","1986","Employed","Urban Area","3","","","","1"
"Yes","1986","Employed","Rural Area","","","","","1"
"No","1987","Not Employed","Rural Area","641","0.824422372965626","0.797444302553716","0.851400443377535","2"
"No","1987","Employed","Rural Area","1317","0.940620988391666","0.928174494824174","0.953067481959157","2"
"No","1987","Not Employed","Urban Area","2517","0.799790551733677","0.785466605049621","0.814114498417733","2"
"No","1987","Employed","Urban Area","4982","0.929867234246718","0.922991452437586","0.936743016055849","2"
"Yes","1987","Not Employed","Rural Area","123","0.175577627034374","0.148599556622465","0.202555697446284","1"
"Yes","1987","Employed","Urban Area","317","0.0701327657532825","0.0632569839441513","0.0770085475624136","1"
"Yes","1987","Employed","Rural Area","68","0.0593790116083342","0.0469325180408428","0.0718255051758257","1"
"Yes","1987","Not Employed","Urban Area","481","0.200209448266324","0.185885501582268","0.214533394950379","1"
"No","1988","Not Employed","Rural Area","573","0.808598632949283","0.779392724398732","0.837804541499834","2"
"No","1988","Employed","Rural Area","1249","0.940706501439826","0.927941648214253","0.9534713546654","2"
"No","1988","Not Employed","Urban Area","2316","0.764549532665757","0.748961789726761","0.780137275604752","2"
"No","1988","Employed","Urban Area","4784","0.92759604435288","0.920493265058527","0.934698823647233","2"
"Yes","1988","Not Employed","Rural Area","124","0.191401367050717","0.162195458500166","0.220607275601268","1"
"Yes","1988","Employed","Urban Area","330","0.0724039556471202","0.0653011763527671","0.0795067349414734","1"
"Yes","1988","Employed","Rural Area","66","0.0592934985601737","0.0465286453346002","0.0720583517857473","1"
"Yes","1988","Not Employed","Urban Area","530","0.235450467334243","0.219862724395248","0.251038210273239","1"
"No","1989","Not Employed","Urban Area","2207","0.756120596134751","0.740038777080543","0.772202415188958","2"
"No","1989","Not Employed","Rural Area","524","0.767101677612404","0.734976398120031","0.799226957104778","2"
"No","1989","Employed","Rural Area","1184","0.939038454959783","0.925769505394378","0.952307404525188","2"
"No","1989","Employed","Urban Area","4713","0.93144773575905","0.924448519008024","0.938446952510075","2"
"Yes","1989","Not Employed","Rural Area","141","0.232898322387596","0.200773042895222","0.265023601879969","1"
"Yes","1989","Not Employed","Urban Area","532","0.243879403865249","0.227797584811042","0.259961222919457","1"
"Yes","1989","Employed","Urban Area","294","0.0685522642409502","0.0615530474899246","0.0755514809919759","1"
"Yes","1989","Employed","Rural Area","65","0.0609615450402168","0.0476925954748116","0.0742304946056221","1"
"No","1990","Employed","Rural Area","","","","","2"
"No","1990","Not Employed","Urban Area","","","","","2"
"No","1990","Not Employed","Rural Area","","","","","2"
"No","1990","Employed","Urban Area","","","","","2"
"Yes","1990","Not Employed","Rural Area","","","","","1"
"Yes","1990","Employed","Rural Area","","","","","1"
"Yes","1990","Not Employed","Urban Area","","","","","1"
"Yes","1990","Employed","Urban Area","","","","","1"
"No","1991","Employed","Rural Area","1211","0.944108367173562","0.93149451610485","0.956722218242274","2"
"No","1991","Not Employed","Urban Area","2025","0.738756171255508","0.721781484103515","0.755730858407501","2"
"No","1991","Not Employed","Rural Area","522","0.755040013989981","0.722402450297565","0.787677577682397","2"
"No","1991","Employed","Urban Area","4605","0.930154527342523","0.923016382057055","0.937292672627991","2"
"Yes","1991","Not Employed","Rural Area","145","0.244959986010019","0.212322422317603","0.277597549702435","1"
"Yes","1991","Employed","Rural Area","63","0.0558916328264381","0.0432777817577264","0.0685054838951498","1"
"Yes","1991","Not Employed","Urban Area","548","0.261243828744492","0.244269141592499","0.278218515896485","1"
"Yes","1991","Employed","Urban Area","293","0.0698454726574769","0.0627073273720086","0.0769836179429453","1"
"No","1992","Not Employed","Urban Area","2257","0.739789385626744","0.723701109083263","0.755877662170226","2"
"No","1992","Not Employed","Rural Area","1040","0.772269575539442","0.749551410073355","0.794987741005528","2"
"No","1992","Employed","Urban Area","5499","0.929690653655767","0.923143550706303","0.936237756605231","2"
"No","1992","Employed","Rural Area","2930","0.946160800624995","0.938175681142044","0.954145920107946","2"
"Yes","1992","Not Employed","Rural Area","269","0.227730424460558","0.205012258994471","0.250448589926645","1"
"Yes","1992","Employed","Rural Area","139","0.0538391993750048","0.0458540798920538","0.0618243188579559","1"
"Yes","1992","Not Employed","Urban Area","600","0.260210614373256","0.244122337829774","0.276298890916737","1"
"Yes","1992","Employed","Urban Area","359","0.0703093463442326","0.0637622433947687","0.0768564492936965","1"
"No","1993","Not Employed","Urban Area","","","","","2"
"No","1993","Not Employed","Rural Area","","","","","2"
"No","1993","Employed","Urban Area","","","","","2"
"No","1993","Employed","Rural Area","","","","","2"
"Yes","1993","Not Employed","Rural Area","","","","","1"
"Yes","1993","Employed","Rural Area","","","","","1"
"Yes","1993","Not Employed","Urban Area","","","","","1"
"Yes","1993","Employed","Urban Area","","","","","1"
"No","1994","Not Employed","Urban Area","2416","0.751928175984289","0.736514390100452","0.767341961868125","2"
"No","1994","Not Employed","Rural Area","1229","0.801673847499017","0.781427634186636","0.821920060811397","2"
"No","1994","Employed","Urban Area","5192","0.932927735013403","0.926322811693623","0.939532658333184","2"
"No","1994","Employed","Rural Area","2666","0.948522120363852","0.940310977942691","0.956733262785012","2"
"Yes","1994","Not Employed","Urban Area","600","0.248071824015711","0.232658038131875","0.263485609899548","1"
"Yes","1994","Not Employed","Rural Area","261","0.198326152500983","0.178079939188603","0.218572365813363","1"
"Yes","1994","Employed","Rural Area","116","0.0514778796361482","0.0432667372149876","0.0596890220573088","1"
"Yes","1994","Employed","Urban Area","318","0.0670722649865965","0.0604673416668157","0.0736771883063774","1"
"No","1995","Not Employed","Rural Area","1288","0.794565256661233","0.774484289460916","0.814646223861551","2"
"No","1995","Employed","Urban Area","5250","0.932946833416492","0.926386100312129","0.939507566520854","2"
"No","1995","Employed","Rural Area","2750","0.939386855752769","0.93066447958114","0.948109231924397","2"
"No","1995","Not Employed","Urban Area","2559","0.745865946726819","0.730781307659505","0.760950585794133","2"
"Yes","1995","Employed","Rural Area","125","0.0606131442472314","0.0518907680756032","0.0693355204188595","1"
"Yes","1995","Not Employed","Urban Area","641","0.254134053273181","0.239049414205867","0.269218692340495","1"
"Yes","1995","Not Employed","Rural Area","267","0.205434743338767","0.185353776138449","0.225515710539084","1"
"Yes","1995","Employed","Urban Area","333","0.0670531665835084","0.0604924334791456","0.0736138996878711","1"
"No","1996","Not Employed","Rural Area","1235","0.770480359991215","0.749374459676303","0.791586260306126","2"
"No","1996","Employed","Urban Area","5233","0.936886189394955","0.930489310967838","0.943283067822071","2"
"No","1996","Employed","Rural Area","2752","0.941031256060951","0.932439885338562","0.949622626783341","2"
"No","1996","Not Employed","Urban Area","2482","0.744449489520688","0.729142266904605","0.759756712136771","2"
"Yes","1996","Employed","Rural Area","136","0.0589687439390485","0.0503773732166588","0.0675601146614382","1"
"Yes","1996","Not Employed","Urban Area","637","0.255550510479312","0.240243287863229","0.270857733095395","1"
"Yes","1996","Not Employed","Rural Area","290","0.229519640008785","0.208413739693874","0.250625540323697","1"
"Yes","1996","Employed","Urban Area","318","0.0631138106050455","0.0567169321779293","0.0695106890321616","1"
"No","1997","Not Employed","Rural Area","1278","0.79245677626277","0.772299819456472","0.812613733069068","2"
"No","1997","Not Employed","Urban Area","2506","0.748907982781214","0.733747725093837","0.76406824046859","2"
"No","1997","Employed","Urban Area","5053","0.935120518420721","0.928522144116514","0.941718892724927","2"
"No","1997","Employed","Rural Area","2631","0.926246156879964","0.916530297284079","0.93596201647585","2"
"Yes","1997","Not Employed","Urban Area","637","0.251092017218786","0.23593175953141","0.266252274906163","1"
"Yes","1997","Not Employed","Rural Area","277","0.20754322373723","0.187386266930932","0.227700180543528","1"
"Yes","1997","Employed","Urban Area","300","0.0648794815792795","0.0582811072750728","0.0714778558834862","1"
"Yes","1997","Employed","Rural Area","149","0.0737538431200355","0.0640379835241501","0.083469702715921","1"
"No","1998","Not Employed","Rural Area","1467","0.787727713915685","0.768810787448607","0.806644640382764","2"
"No","1998","Employed","Rural Area","2896","0.940523924061222","0.93213158417238","0.948916263950065","2"
"No","1998","Not Employed","Urban Area","2826","0.755830658711214","0.741740659012853","0.769920658409575","2"
"No","1998","Employed","Urban Area","5449","0.93126117341878","0.924742516038551","0.937779830799009","2"
"Yes","1998","Not Employed","Urban Area","745","0.244169341288786","0.230079341590425","0.258259340987147","1"
"Yes","1998","Not Employed","Rural Area","328","0.212272286084315","0.193355359617236","0.231189212551393","1"
"Yes","1998","Employed","Urban Area","338","0.0687388265812199","0.062220169200991","0.0752574839614488","1"
"Yes","1998","Employed","Rural Area","155","0.0594760759387776","0.0510837360499355","0.0678684158276197","1"
"No","1999","Not Employed","Rural Area","1377","0.78220201211217","0.762506061538731","0.801897962685609","2"
"No","1999","Employed","Rural Area","2871","0.938798677554138","0.930272314024716","0.947325041083559","2"
"No","1999","Not Employed","Urban Area","2548","0.741739110022041","0.72671020076931","0.756768019274771","2"
"No","1999","Employed","Urban Area","5411","0.927235568344939","0.920521762454843","0.933949374235034","2"
"Yes","1999","Not Employed","Urban Area","710","0.258260889977959","0.243231980725229","0.27328979923069","1"
"Yes","1999","Not Employed","Rural Area","310","0.21779798788783","0.198102037314391","0.237493938461269","1"
"Yes","1999","Employed","Urban Area","339","0.0727644316550613","0.066050625764966","0.0794782375451567","1"
"Yes","1999","Employed","Rural Area","165","0.0612013224458625","0.0526749589164406","0.0697276859752843","1"
"No","2000","Not Employed","Rural Area","2494","0.799356956109203","0.785151109464927","0.813562802753479","2"
"No","2000","Employed","Rural Area","4959","0.944749841273147","0.938557962778988","0.950941719767306","2"
"No","2000","Not Employed","Urban Area","4745","0.77878300509132","0.768243618898131","0.789322391284509","2"
"No","2000","Employed","Urban Area","9333","0.930185465255766","0.925174494664596","0.935196435846935","2"
"Yes","2000","Not Employed","Rural Area","559","0.200643043890797","0.186437197246521","0.214848890535073","1"
"Yes","2000","Employed","Urban Area","602","0.0698145347442344","0.0648035641530645","0.0748255053354042","1"
"Yes","2000","Employed","Rural Area","271","0.0552501587268529","0.049058280232694","0.0614420372210117","1"
"Yes","2000","Not Employed","Urban Area","1213","0.22121699490868","0.210677608715491","0.231756381101869","1"
"No","2001","Not Employed","Rural Area","2292","0.803644533902168","0.788896534816299","0.818392532988037","2"
"No","2001","Employed","Rural Area","4477","0.943513147929731","0.936922212821272","0.950104083038189","2"
"No","2001","Not Employed","Urban Area","4149","0.761326943363595","0.749846427574143","0.772807459153047","2"
"No","2001","Employed","Urban Area","8641","0.933671314347596","0.928578708105606","0.938763920589586","2"
"Yes","2001","Not Employed","Rural Area","495","0.196355466097832","0.181607467011963","0.211103465183701","1"
"Yes","2001","Employed","Urban Area","532","0.0663286856524039","0.0612360794104136","0.0714212918943943","1"
"Yes","2001","Employed","Rural Area","236","0.0564868520702694","0.0498959169618111","0.0630777871787276","1"
"Yes","2001","Not Employed","Urban Area","1147","0.238673056636405","0.227192540846953","0.250153572425857","1"
"No","2002","Not Employed","Urban Area","4252","0.752590397351133","0.74113112567993","0.764049669022337","2"
"No","2002","Not Employed","Rural Area","2268","0.78965454784366","0.774556118338848","0.804752977348472","2"
"No","2002","Employed","Rural Area","4556","0.932622033345152","0.925548910217815","0.93969515647249","2"
"No","2002","Employed","Urban Area","9371","0.930347426716747","0.925346113307291","0.935348740126202","2"
"Yes","2002","Not Employed","Rural Area","531","0.21034545215634","0.195247022651528","0.225443881661152","1"
"Yes","2002","Not Employed","Urban Area","1195","0.247409602648867","0.235950330977663","0.25886887432007","1"
"Yes","2002","Employed","Urban Area","581","0.0696525732832535","0.064651259873798","0.0746538866927089","1"
"Yes","2002","Employed","Rural Area","269","0.0673779666548478","0.0603048435275102","0.0744510897821853","1"
"No","2003","Employed","Rural Area","4321","0.935368382775637","0.928246020644083","0.942490744907192","2"
"No","2003","Not Employed","Urban Area","4241","0.759151650877148","0.747751081857965","0.770552219896331","2"
"No","2003","Not Employed","Rural Area","2216","0.798353727847602","0.783324933325943","0.813382522369262","2"
"No","2003","Employed","Urban Area","8885","0.929642157778423","0.924488486860084","0.934795828696761","2"
"Yes","2003","Not Employed","Rural Area","522","0.201646272152398","0.186617477630738","0.216675066674057","1"
"Yes","2003","Employed","Rural Area","257","0.0646316172243626","0.057509255092808","0.0717539793559171","1"
"Yes","2003","Not Employed","Urban Area","1163","0.240848349122852","0.229447780103669","0.252248918142035","1"
"Yes","2003","Employed","Urban Area","575","0.0703578422215773","0.0652041713032387","0.0755115131399158","1"
"No","2004","Employed","Rural Area","4175","0.93437001824601","0.927073728997339","0.94166630749468","2"
"No","2004","Not Employed","Urban Area","4255","0.7559876440345","0.744550122336358","0.767425165732641","2"
"No","2004","Not Employed","Rural Area","2202","0.784779217182067","0.76939940481024","0.800159029553894","2"
"No","2004","Employed","Urban Area","8471","0.925255369999041","0.919839394231778","0.930671345766303","2"
"Yes","2004","Not Employed","Rural Area","541","0.215220782817933","0.199840970446106","0.23060059518976","1"
"Yes","2004","Employed","Rural Area","250","0.0656299817539904","0.0583336925053196","0.0729262710026612","1"
"Yes","2004","Not Employed","Urban Area","1162","0.244012355965501","0.232574834267359","0.255449877663642","1"
"Yes","2004","Employed","Urban Area","586","0.0747446300009593","0.0693286542336968","0.0801606057682219","1"
"No","2005","Not Employed","Urban Area","4064","0.762281560387617","0.750720391490776","0.773842729284459","2"
"No","2005","Not Employed","Rural Area","2113","0.774723267074151","0.758826422239171","0.790620111909131","2"
"No","2005","Employed","Urban Area","8088","0.926242089413309","0.920731379898252","0.931752798928366","2"
"No","2005","Employed","Rural Area","3937","0.939948645388502","0.932746308733071","0.947150982043934","2"
"Yes","2005","Not Employed","Rural Area","540","0.225276732925849","0.209379888090869","0.241173577760829","1"
"Yes","2005","Employed","Rural Area","243","0.0600513546114976","0.052849017956066","0.0672536912669292","1"
"Yes","2005","Not Employed","Urban Area","1144","0.237718439612383","0.226157270715541","0.249279608509224","1"
"Yes","2005","Employed","Urban Area","554","0.0737579105866912","0.0682472010716341","0.0792686201017483","1"
"No","2006","Not Employed","Urban Area","4342","0.749848930367438","0.738532806211451","0.761165054523426","2"
"No","2006","Not Employed","Rural Area","2314","0.772579745632756","0.757410000329585","0.787749490935927","2"
"No","2006","Employed","Urban Area","8401","0.92782865982132","0.922477727031634","0.933179592611005","2"
"No","2006","Employed","Rural Area","4210","0.936490431086163","0.929338696818159","0.943642165354167","2"
"Yes","2006","Not Employed","Rural Area","619","0.227420254367244","0.212250509064073","0.242589999670415","1"
"Yes","2006","Employed","Rural Area","257","0.0635095689138366","0.0563578346458326","0.0706613031818407","1"
"Yes","2006","Not Employed","Urban Area","1285","0.250151069632562","0.238834945476574","0.261467193788549","1"
"Yes","2006","Employed","Urban Area","583","0.0721713401786804","0.0668204073889945","0.0775222729683662","1"
"No","2007","Not Employed","Urban Area","4017","0.751166383429806","0.739436949848015","0.762895817011596","2"
"No","2007","Not Employed","Rural Area","2164","0.777838894867808","0.762282318380102","0.793395471355514","2"
"No","2007","Employed","Urban Area","7813","0.926922658756128","0.921341633678596","0.93250368383366","2"
"No","2007","Employed","Rural Area","3946","0.931654724287074","0.924031470584959","0.939277977989189","2"
"Yes","2007","Not Employed","Urban Area","1202","0.248833616570194","0.237104182988404","0.260563050151985","1"
"Yes","2007","Not Employed","Rural Area","579","0.222161105132192","0.206604528644486","0.237717681619898","1"
"Yes","2007","Employed","Rural Area","263","0.0683452757129258","0.0607220220108106","0.0759685294150411","1"
"Yes","2007","Employed","Urban Area","541","0.0730773412438718","0.0674963161663396","0.078658366321404","1"
"No","2008","Not Employed","Rural Area","2019","0.776092086615389","0.759956660851822","0.792227512378957","2"
"No","2008","Employed","Urban Area","7402","0.927871782248581","0.92217323238418","0.933570332112983","2"
"No","2008","Employed","Rural Area","3715","0.923383699519234","0.915118232595214","0.931649166443254","2"
"No","2008","Not Employed","Urban Area","3763","0.752038575613533","0.739926548086219","0.764150603140847","2"
"Yes","2008","Employed","Rural Area","263","0.0766163004807659","0.0683508335567458","0.084881767404786","1"
