"ple0040","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Yes","1984","16-34 y.","no migration background","73","0.0249038061235672","0.019415553643603","0.0303920586035314"
"Yes","1984","16-34 y.","direct migration background","12","","",""
"Yes","1984","16-34 y.","indirect migration background","3","","",""
"Yes","1984","35-65 y.","no migration background","646","0.161135835080615","0.150167284021309","0.172104386139921"
"Yes","1984","35-65 y.","direct migration background","148","0.111396768173898","0.0974999468772076","0.125293589470588"
"Yes","1984","35-65 y.","indirect migration background","2","","",""
"Yes","1984","66 and older","no migration background","278","0.218769545624098","0.195675390461417","0.241863700786778"
"Yes","1984","66 and older","direct migration background","4","","",""
"Yes","1984","66 and older","indirect migration background","1","","",""
"No","1984","16-34 y.","no migration background","3024","0.975096193876433","0.969607941396469","0.980584446356397"
"No","1984","16-34 y.","direct migration background","1374","0.991194972317264","0.986276713446","0.996113231188528"
"No","1984","16-34 y.","indirect migration background","98","0.944054744326282","0.899235180562464","0.9888743080901"
"No","1984","35-65 y.","no migration background","3670","0.838864164919385","0.827895613860079","0.849832715978691"
"No","1984","35-65 y.","direct migration background","1821","0.888603231826102","0.874706410529412","0.902500053122792"
"No","1984","35-65 y.","indirect migration background","18","","",""
"No","1984","66 and older","no migration background","953","0.781230454375902","0.758136299213222","0.804324609538583"
"No","1984","66 and older","direct migration background","31","0.939637973403644","0.860738109372706","1.01853783743458"
"No","1984","66 and older","indirect migration background","4","","",""
"Yes","1985","16-34 y.","no migration background","78","0.027782049737087","0.0217994776104879","0.033764621863686"
"Yes","1985","16-34 y.","direct migration background","10","","",""
"Yes","1985","16-34 y.","indirect migration background","2","","",""
"Yes","1985","35-65 y.","no migration background","578","0.160312455276095","0.14890531852284","0.171719592029349"
"Yes","1985","35-65 y.","direct migration background","128","0.123459240907383","0.108028960075996","0.13888952173877"
"Yes","1985","35-65 y.","indirect migration background","2","","",""
"Yes","1985","66 and older","no migration background","232","0.204434688078605","0.180122401250213","0.228746974906997"
"Yes","1985","66 and older","direct migration background","4","","",""
"Yes","1985","66 and older","indirect migration background","1","","",""
"No","1985","16-34 y.","no migration background","2821","0.972217950262913","0.966235378136314","0.978200522389512"
"No","1985","16-34 y.","direct migration background","1135","0.992588407420416","0.98762036019005","0.997556454650781"
"No","1985","16-34 y.","indirect migration background","116","0.991856725854036","0.975641198149835","1.00807225355824"
"No","1985","35-65 y.","no migration background","3396","0.839687544723905","0.828280407970651","0.851094681477159"
"No","1985","35-65 y.","direct migration background","1618","0.876540759092617","0.86111047826123","0.891971039924004"
"No","1985","35-65 y.","indirect migration background","16","","",""
"No","1985","66 and older","no migration background","825","0.795565311921395","0.771253025093003","0.819877598749787"
"No","1985","66 and older","direct migration background","32","0.896274706050503","0.796674612140299","0.995874799960706"
"No","1985","66 and older","indirect migration background","4","","",""
"Yes","1986","16-34 y.","no migration background","3","","",""
"Yes","1986","16-34 y.","direct migration background","1","","",""
"Yes","1986","16-34 y.","indirect migration background","","","",""
"Yes","1986","35-65 y.","no migration background","2","","",""
"Yes","1986","35-65 y.","direct migration background","","","",""
"Yes","1986","35-65 y.","indirect migration background","","","",""
"Yes","1986","66 and older","no migration background","2","","",""
"Yes","1986","66 and older","direct migration background","","","",""
"Yes","1986","66 and older","indirect migration background","","","",""
"No","1986","16-34 y.","no migration background","285","0.990771930746889","0.979728751618629","1.00181510987515"
"No","1986","16-34 y.","direct migration background","114","0.995896813732187","0.984213475260393","1.00758015220398"
"No","1986","16-34 y.","indirect migration background","20","","",""
"No","1986","35-65 y.","no migration background","32","0.950145625229688","0.876988714791055","1.02330253566832"
"No","1986","35-65 y.","direct migration background","12","","",""
"No","1986","35-65 y.","indirect migration background","","","",""
"No","1986","66 and older","no migration background","6","","",""
"No","1986","66 and older","direct migration background","","","",""
"No","1986","66 and older","indirect migration background","","","",""
"Yes","1987","16-34 y.","no migration background","71","0.0249798722515026","0.0192095930413925","0.0307501514616127"
"Yes","1987","16-34 y.","direct migration background","20","","",""
"Yes","1987","16-34 y.","indirect migration background","5","","",""
"Yes","1987","35-65 y.","no migration background","497","0.148265675842903","0.136707019491108","0.159824332194698"
"Yes","1987","35-65 y.","direct migration background","137","0.123283066337803","0.107604199284119","0.138961933391488"
"Yes","1987","35-65 y.","indirect migration background","3","","",""
"Yes","1987","66 and older","no migration background","243","0.228855038050833","0.203023546211527","0.25468652989014"
"Yes","1987","66 and older","direct migration background","12","","",""
"Yes","1987","66 and older","indirect migration background","1","","",""
"No","1987","16-34 y.","no migration background","2739","0.975020127748497","0.969249848538387","0.980790406958608"
"No","1987","16-34 y.","direct migration background","1050","0.98288573095685","0.975114552274385","0.990656909639315"
"No","1987","16-34 y.","indirect migration background","139","0.95299736997298","0.918429407981778","0.987565331964182"
"No","1987","35-65 y.","no migration background","3134","0.851734324157097","0.840175667805302","0.863292980508892"
"No","1987","35-65 y.","direct migration background","1552","0.876716933662197","0.861038066608512","0.892395800715881"
"No","1987","35-65 y.","indirect migration background","23","","",""
"No","1987","66 and older","no migration background","773","0.771144961949167","0.745313470109861","0.796976453788473"
"No","1987","66 and older","direct migration background","44","0.783755925668465","0.675931636450872","0.891580214886058"
"No","1987","66 and older","indirect migration background","3","","",""
"Yes","1988","16-34 y.","no migration background","70","0.0257884722951003","0.0197284412313993","0.0318485033588012"
"Yes","1988","16-34 y.","direct migration background","22","","",""
"Yes","1988","16-34 y.","indirect migration background","9","","",""
"Yes","1988","35-65 y.","no migration background","489","0.154572500647581","0.1425463930353","0.166598608259862"
"Yes","1988","35-65 y.","direct migration background","162","0.139701389566884","0.122677249774848","0.15672552935892"
"Yes","1988","35-65 y.","indirect migration background","2","","",""
"Yes","1988","66 and older","no migration background","279","0.278225748559036","0.250068447578136","0.306383049539935"
"Yes","1988","66 and older","direct migration background","16","","",""
"Yes","1988","66 and older","indirect migration background","1","","",""
"No","1988","16-34 y.","no migration background","2558","0.9742115277049","0.968151496641199","0.980271558768601"
"No","1988","16-34 y.","direct migration background","999","0.980030829164725","0.971449884428705","0.988611773900745"
"No","1988","16-34 y.","indirect migration background","185","0.936494707054676","0.902178059726664","0.970811354382687"
"No","1988","35-65 y.","no migration background","2982","0.845427499352419","0.833401391740138","0.8574536069647"
"No","1988","35-65 y.","direct migration background","1431","0.860298610433116","0.84327447064108","0.877322750225152"
"No","1988","35-65 y.","indirect migration background","23","","",""
"No","1988","66 and older","no migration background","694","0.721774251440964","0.693616950460065","0.749931552421864"
"No","1988","66 and older","direct migration background","47","0.740984936855329","0.632805425166475","0.849164448544184"
"No","1988","66 and older","indirect migration background","3","","",""
"Yes","1989","16-34 y.","no migration background","69","0.0269712669584283","0.020717810348478","0.0332247235683787"
"Yes","1989","16-34 y.","direct migration background","16","","",""
"Yes","1989","16-34 y.","indirect migration background","6","","",""
"Yes","1989","35-65 y.","no migration background","476","0.158921369876733","0.146419071674532","0.171423668078934"
"Yes","1989","35-65 y.","direct migration background","150","0.120036790296851","0.103965548206847","0.136108032386854"
"Yes","1989","35-65 y.","indirect migration background","3","","",""
"Yes","1989","66 and older","no migration background","290","0.302960916257869","0.273584011714262","0.332337820801477"
"Yes","1989","66 and older","direct migration background","21","","",""
"Yes","1989","66 and older","indirect migration background","1","","",""
"No","1989","16-34 y.","no migration background","2509","0.973028733041572","0.966775276431621","0.979282189651522"
"No","1989","16-34 y.","direct migration background","941","0.98932343933939","0.982812000623975","0.995834878054805"
"No","1989","16-34 y.","indirect migration background","223","0.952789825142179","0.925320580977444","0.980259069306913"
"No","1989","35-65 y.","no migration background","2809","0.841078630123267","0.828576331921066","0.853580928325468"
"No","1989","35-65 y.","direct migration background","1421","0.879963209703149","0.863891967613146","0.896034451793153"
"No","1989","35-65 y.","indirect migration background","24","","",""
"No","1989","66 and older","no migration background","650","0.697039083742131","0.667662179198524","0.726415988285738"
"No","1989","66 and older","direct migration background","48","0.68829677331244","0.579006361735972","0.797587184888909"
"No","1989","66 and older","indirect migration background","3","","",""
"Yes","1990","16-34 y.","no migration background","","","",""
"Yes","1990","16-34 y.","direct migration background","","","",""
"Yes","1990","16-34 y.","indirect migration background","","","",""
"Yes","1990","35-65 y.","no migration background","","","",""
"Yes","1990","35-65 y.","direct migration background","","","",""
"Yes","1990","35-65 y.","indirect migration background","","","",""
"Yes","1990","66 and older","no migration background","","","",""
"Yes","1990","66 and older","direct migration background","","","",""
"Yes","1990","66 and older","indirect migration background","","","",""
"No","1990","16-34 y.","no migration background","","","",""
"No","1990","16-34 y.","direct migration background","","","",""
"No","1990","16-34 y.","indirect migration background","","","",""
"No","1990","35-65 y.","no migration background","","","",""
"No","1990","35-65 y.","direct migration background","","","",""
"No","1990","35-65 y.","indirect migration background","","","",""
"No","1990","66 and older","no migration background","","","",""
"No","1990","66 and older","direct migration background","","","",""
"No","1990","66 and older","indirect migration background","","","",""
"Yes","1991","16-34 y.","no migration background","71","0.0285362849291626","0.0219094793699914","0.0351630904883338"
"Yes","1991","16-34 y.","direct migration background","21","","",""
"Yes","1991","16-34 y.","indirect migration background","7","","",""
"Yes","1991","35-65 y.","no migration background","460","0.156769692357181","0.144180264479025","0.169359120235337"
"Yes","1991","35-65 y.","direct migration background","153","0.112972160340665","0.0970107890210311","0.128933531660299"
"Yes","1991","35-65 y.","indirect migration background","","","",""
"Yes","1991","66 and older","no migration background","302","0.312594193370249","0.283179050975476","0.342009335765022"
"Yes","1991","66 and older","direct migration background","33","0.401141116228487","0.30410221044861","0.498180022008364"
"Yes","1991","66 and older","indirect migration background","2","","",""
"No","1991","16-34 y.","no migration background","2354","0.971463715070837","0.964836909511666","0.978090520630008"
"No","1991","16-34 y.","direct migration background","851","0.974914554861748","0.964534873261357","0.98529423646214"
"No","1991","16-34 y.","indirect migration background","310","0.964906003511299","0.944648898552633","0.985163108469966"
"No","1991","35-65 y.","no migration background","2744","0.843230307642819","0.830640879764663","0.855819735520975"
"No","1991","35-65 y.","direct migration background","1358","0.887027839659335","0.871066468339701","0.902989210978969"
"No","1991","35-65 y.","indirect migration background","26","","",""
"No","1991","66 and older","no migration background","652","0.687405806629751","0.657990664234978","0.716820949024524"
"No","1991","66 and older","direct migration background","65","0.598858883771513","0.501819977991636","0.69589778955139"
"No","1991","66 and older","indirect migration background","3","","",""
"Yes","1992","16-34 y.","no migration background","84","0.0230172351756247","0.0182195821317862","0.0278148882194632"
"Yes","1992","16-34 y.","direct migration background","17","","",""
"Yes","1992","16-34 y.","indirect migration background","10","","",""
"Yes","1992","35-65 y.","no migration background","658","0.145518831292945","0.135966693138865","0.155070969447026"
"Yes","1992","35-65 y.","direct migration background","179","0.131486518970401","0.114657791475262","0.148315246465539"
"Yes","1992","35-65 y.","indirect migration background","","","",""
"Yes","1992","66 and older","no migration background","382","0.306464632013415","0.281355153435573","0.331574110591256"
"Yes","1992","66 and older","direct migration background","46","0.382620266173989","0.3012345898668","0.464005942481177"
"Yes","1992","66 and older","indirect migration background","2","","",""
"No","1992","16-34 y.","no migration background","3669","0.976982764824375","0.972185111780537","0.981780417868214"
"No","1992","16-34 y.","direct migration background","816","0.981900580879647","0.972847598663137","0.990953563096157"
"No","1992","16-34 y.","indirect migration background","367","0.958672687694574","0.938580317360133","0.978765058029014"
"No","1992","35-65 y.","no migration background","4577","0.854481168707055","0.844929030552974","0.864033306861135"
"No","1992","35-65 y.","direct migration background","1370","0.868513481029599","0.851684753534461","0.885342208524737"
"No","1992","35-65 y.","indirect migration background","26","","",""
"No","1992","66 and older","no migration background","913","0.693535367986585","0.668425889408744","0.718644846564427"
"No","1992","66 and older","direct migration background","91","0.617379733826012","0.535994057518823","0.6987654101332"
"No","1992","66 and older","indirect migration background","2","","",""
"Yes","1993","16-34 y.","no migration background","","","",""
"Yes","1993","16-34 y.","direct migration background","","","",""
"Yes","1993","16-34 y.","indirect migration background","","","",""
"Yes","1993","35-65 y.","no migration background","","","",""
"Yes","1993","35-65 y.","direct migration background","","","",""
"Yes","1993","35-65 y.","indirect migration background","","","",""
"Yes","1993","66 and older","no migration background","","","",""
"Yes","1993","66 and older","direct migration background","","","",""
"Yes","1993","66 and older","indirect migration background","","","",""
"No","1993","16-34 y.","no migration background","","","",""
"No","1993","16-34 y.","direct migration background","","","",""
"No","1993","16-34 y.","indirect migration background","","","",""
"No","1993","35-65 y.","no migration background","","","",""
"No","1993","35-65 y.","direct migration background","","","",""
"No","1993","35-65 y.","indirect migration background","","","",""
"No","1993","66 and older","no migration background","","","",""
"No","1993","66 and older","direct migration background","","","",""
"No","1993","66 and older","indirect migration background","","","",""
"Yes","1994","16-34 y.","no migration background","81","0.022312244130668","0.01747680628529","0.0271476819760461"
"Yes","1994","16-34 y.","direct migration background","10","","",""
"Yes","1994","16-34 y.","indirect migration background","9","","",""
"Yes","1994","35-65 y.","no migration background","594","0.136599157846474","0.127156293767818","0.14604202192513"
"Yes","1994","35-65 y.","direct migration background","176","0.132025785130707","0.114356404516091","0.149695165745322"
"Yes","1994","35-65 y.","indirect migration background","1","","",""
"Yes","1994","66 and older","no migration background","358","0.291575370840731","0.266907507180728","0.316243234500734"
"Yes","1994","66 and older","direct migration background","64","0.420021744450624","0.346474436260407","0.493569052640841"
"Yes","1994","66 and older","indirect migration background","2","","",""
"No","1994","16-34 y.","no migration background","3503","0.977687755869332","0.972852318023954","0.98252319371471"
"No","1994","16-34 y.","direct migration background","744","0.989934639717594","0.982809713995891","0.997059565439296"
"No","1994","16-34 y.","indirect migration background","451","0.976824720341894","0.963075122753594","0.990574317930193"
"No","1994","35-65 y.","no migration background","4487","0.863400842153526","0.85395797807487","0.872843706232182"
"No","1994","35-65 y.","direct migration background","1234","0.867974214869293","0.850304834254678","0.885643595483909"
"No","1994","35-65 y.","indirect migration background","27","","",""
"No","1994","66 and older","no migration background","946","0.708424629159269","0.683756765499266","0.733092492819272"
"No","1994","66 and older","direct migration background","109","0.579978255549376","0.506430947359159","0.653525563739593"
"No","1994","66 and older","indirect migration background","2","","",""
"Yes","1995","16-34 y.","no migration background","85","0.0227970561631684","0.0178628511041027","0.0277312612222341"
"Yes","1995","16-34 y.","direct migration background","13","","",""
"Yes","1995","16-34 y.","indirect migration background","11","","",""
"Yes","1995","35-65 y.","no migration background","613","0.141929311558715","0.132360065517242","0.151498557600188"
"Yes","1995","35-65 y.","direct migration background","191","0.11480349247916","0.099337228810598","0.130269756147723"
"Yes","1995","35-65 y.","indirect migration background","1","","",""
"Yes","1995","66 and older","no migration background","385","0.317502209219382","0.292197554510351","0.342806863928413"
"Yes","1995","66 and older","direct migration background","65","0.396515240332195","0.330511285407363","0.462519195257027"
"Yes","1995","66 and older","indirect migration background","2","","",""
"No","1995","16-34 y.","no migration background","3430","0.977202943836832","0.972268738777766","0.982137148895897"
"No","1995","16-34 y.","direct migration background","924","0.991436293729864","0.985536435395936","0.997336152063791"
"No","1995","16-34 y.","indirect migration background","464","0.972819896087858","0.958196674375135","0.987443117800581"
"No","1995","35-65 y.","no migration background","4496","0.858070688441285","0.848501442399812","0.867639934482758"
"No","1995","35-65 y.","direct migration background","1441","0.88519650752084","0.869730243852277","0.900662771189402"
"No","1995","35-65 y.","indirect migration background","27","","",""
"No","1995","66 and older","no migration background","915","0.682497790780618","0.657193136071587","0.707802445489649"
"No","1995","66 and older","direct migration background","146","0.603484759667805","0.537480804742972","0.669488714592637"
"No","1995","66 and older","indirect migration background","4","","",""
"Yes","1996","16-34 y.","no migration background","89","0.0238372841234563","0.0187241399906626","0.02895042825625"
"Yes","1996","16-34 y.","direct migration background","12","","",""
"Yes","1996","16-34 y.","indirect migration background","11","","",""
"Yes","1996","35-65 y.","no migration background","635","0.14527341877128","0.135666291983808","0.154880545558752"
"Yes","1996","35-65 y.","direct migration background","175","0.119057667331104","0.102893314229576","0.135222020432632"
"Yes","1996","35-65 y.","indirect migration background","1","","",""
"Yes","1996","66 and older","no migration background","382","0.303900375992266","0.2792096230103","0.328591128974233"
"Yes","1996","66 and older","direct migration background","75","0.387015971688226","0.324069238421888","0.449962704954565"
"Yes","1996","66 and older","indirect migration background","1","","",""
"No","1996","16-34 y.","no migration background","3330","0.976162715876544","0.97104957174375","0.981275860009337"
"No","1996","16-34 y.","direct migration background","831","0.986057149821378","0.978141963776753","0.993972335866003"
"No","1996","16-34 y.","indirect migration background","501","0.980157955046356","0.968078304807268","0.992237605285444"
"No","1996","35-65 y.","no migration background","4533","0.85472658122872","0.845119454441248","0.864333708016192"
"No","1996","35-65 y.","direct migration background","1367","0.880942332668896","0.864777979567368","0.897106685770424"
"No","1996","35-65 y.","indirect migration background","30","0.9490823793917","0.871698009674887","1.02646674910851"
"No","1996","66 and older","no migration background","951","0.696099624007734","0.671408871025767","0.7207903769897"
"No","1996","66 and older","direct migration background","155","0.612984028311774","0.550037295045435","0.675930761578112"
"No","1996","66 and older","indirect migration background","5","","",""
"Yes","1997","16-34 y.","no migration background","89","0.0257729619614578","0.0203731629352106","0.031172760987705"
"Yes","1997","16-34 y.","direct migration background","9","","",""
"Yes","1997","16-34 y.","indirect migration background","12","","",""
"Yes","1997","35-65 y.","no migration background","645","0.149890899858359","0.14013410843572","0.159647691280998"
"Yes","1997","35-65 y.","direct migration background","170","0.117692319505562","0.101145961905256","0.134238677105868"
"Yes","1997","35-65 y.","indirect migration background","1","","",""
"Yes","1997","66 and older","no migration background","365","0.297551428919988","0.273054687321456","0.322048170518521"
"Yes","1997","66 and older","direct migration background","69","0.330539556615185","0.270523663957943","0.390555449272428"
"Yes","1997","66 and older","indirect migration background","3","","",""
"No","1997","16-34 y.","no migration background","3219","0.974227038038542","0.968827239012295","0.979626837064789"
"No","1997","16-34 y.","direct migration background","771","0.99068912983264","0.98394905646512","0.997429203200159"
"No","1997","16-34 y.","indirect migration background","520","0.981723315507469","0.970340871176205","0.993105759838734"
"No","1997","35-65 y.","no migration background","4497","0.850109100141641","0.840352308719002","0.85986589156428"
"No","1997","35-65 y.","direct migration background","1287","0.882307680494438","0.865761322894132","0.898854038094744"
"No","1997","35-65 y.","indirect migration background","31","0.951374472518099","0.876853071402476","1.02589587363372"
"No","1997","66 and older","no migration background","973","0.702448571080012","0.677951829481479","0.726945312678544"
"No","1997","66 and older","direct migration background","167","0.669460443384815","0.609444550727572","0.729476336042057"
"No","1997","66 and older","indirect migration background","4","","",""
"Yes","1998","16-34 y.","no migration background","91","0.026502918425964","0.0212478843234764","0.0317579525284517"
"Yes","1998","16-34 y.","direct migration background","9","","",""
"Yes","1998","16-34 y.","indirect migration background","11","","",""
"Yes","1998","35-65 y.","no migration background","753","0.139296352937817","0.130542332634332","0.148050373241303"
"Yes","1998","35-65 y.","direct migration background","169","0.109983841488047","0.0937848348334521","0.126182848142642"
"Yes","1998","35-65 y.","indirect migration background","3","","",""
"Yes","1998","66 and older","no migration background","451","0.308279654292564","0.285645641046064","0.330913667539063"
"Yes","1998","66 and older","direct migration background","76","0.373622639015481","0.3136555862447","0.433589691786262"
"Yes","1998","66 and older","indirect migration background","3","","",""
"No","1998","16-34 y.","no migration background","3498","0.973497081574036","0.968242047471548","0.978752115676524"
"No","1998","16-34 y.","direct migration background","711","0.985864328160033","0.977241521541982","0.994487134778083"
"No","1998","16-34 y.","indirect migration background","542","0.989603419877691","0.981149436851476","0.998057402903906"
"No","1998","35-65 y.","no migration background","5257","0.860703647062183","0.851949626758697","0.869457667365668"
"No","1998","35-65 y.","direct migration background","1264","0.890016158511953","0.873817151857358","0.906215165166548"
"No","1998","35-65 y.","indirect migration background","41","0.934685611997056","0.86167954335268","1.00769168064143"
"No","1998","66 and older","no migration background","1148","0.691720345707436","0.669086332460937","0.714354358953936"
"No","1998","66 and older","direct migration background","174","0.626377360984519","0.566410308213738","0.6863444137553"
"No","1998","66 and older","indirect migration background","3","","",""
"Yes","1999","16-34 y.","no migration background","87","0.0253060599326604","0.0200440157838551","0.0305681040814657"
"Yes","1999","16-34 y.","direct migration background","9","","",""
"Yes","1999","16-34 y.","indirect migration background","13","","",""
"Yes","1999","35-65 y.","no migration background","732","0.138008613768703","0.129220374628054","0.146796852909353"
"Yes","1999","35-65 y.","direct migration background","153","0.10945690256559","0.092639723577448","0.126274081553731"
"Yes","1999","35-65 y.","indirect migration background","6","","",""
"Yes","1999","66 and older","no migration background","447","0.320649229779115","0.297533141265723","0.343765318292508"
"Yes","1999","66 and older","direct migration background","75","0.372298473536452","0.312612808014873","0.431984139058032"
"Yes","1999","66 and older","indirect migration background","2","","",""
"No","1999","16-34 y.","no migration background","3335","0.97469394006734","0.969431895918534","0.979955984216145"
"No","1999","16-34 y.","direct migration background","630","0.989081197980602","0.981023682831094","0.99713871313011"
"No","1999","16-34 y.","indirect migration background","539","0.98116460251258","0.969823980307106","0.992505224718055"
"No","1999","35-65 y.","no migration background","5185","0.861991386231297","0.853203147090647","0.870779625371946"
"No","1999","35-65 y.","direct migration background","1171","0.89054309743441","0.873725918446269","0.907360276422552"
"No","1999","35-65 y.","indirect migration background","46","0.903842333044999","0.823714256593592","0.983970409496406"
"No","1999","66 and older","no migration background","1119","0.679350770220885","0.656234681707492","0.702466858734278"
"No","1999","66 and older","direct migration background","177","0.627701526463548","0.568015860941968","0.687387191985127"
"No","1999","66 and older","indirect migration background","5","","",""
"Yes","2000","16-34 y.","no migration background","136","0.0271521307694887","0.022826068576477","0.0314781929625004"
"Yes","2000","16-34 y.","direct migration background","11","","",""
"Yes","2000","16-34 y.","indirect migration background","13","","",""
"Yes","2000","35-65 y.","no migration background","1400","0.130581492813601","0.124385998631425","0.136776986995777"
"Yes","2000","35-65 y.","direct migration background","188","0.0892402470097875","0.0767018861143523","0.101778607905223"
"Yes","2000","35-65 y.","indirect migration background","11","","",""
"Yes","2000","66 and older","no migration background","786","0.259293075486119","0.244184237063544","0.274401913908694"
"Yes","2000","66 and older","direct migration background","96","0.291208306815919","0.244212181206676","0.338204432425161"
"Yes","2000","66 and older","indirect migration background","4","","",""
"No","2000","16-34 y.","no migration background","5286","0.972847869230511","0.9685218070375","0.977173931423523"
"No","2000","16-34 y.","direct migration background","978","0.988221433879652","0.981497502201059","0.994945365558244"
"No","2000","16-34 y.","indirect migration background","699","0.985181629197684","0.976306667740401","0.994056590654967"
"No","2000","35-65 y.","no migration background","9962","0.869418507186399","0.863223013004223","0.875614001368575"
"No","2000","35-65 y.","direct migration background","1798","0.910759752990213","0.898221392094777","0.923298113885648"
"No","2000","35-65 y.","indirect migration background","86","0.919178681918866","0.864937997607865","0.973419366229867"
"No","2000","66 and older","no migration background","2446","0.740706924513881","0.725598086091306","0.755815762936456"
"No","2000","66 and older","direct migration background","263","0.708791693184081","0.661795567574839","0.755787818793324"
"No","2000","66 and older","indirect migration background","13","","",""
"Yes","2001","16-34 y.","no migration background","102","0.0225127358263852","0.0183152652487935","0.0267102064039769"
"Yes","2001","16-34 y.","direct migration background","12","","",""
"Yes","2001","16-34 y.","indirect migration background","17","","",""
"Yes","2001","35-65 y.","no migration background","1263","0.132690857808242","0.126174746800785","0.139206968815699"
"Yes","2001","35-65 y.","direct migration background","181","0.104506290345568","0.0901857429598326","0.118826837731303"
"Yes","2001","35-65 y.","indirect migration background","13","","",""
"Yes","2001","66 and older","no migration background","743","0.257263339811976","0.241780455107622","0.27274622451633"
"Yes","2001","66 and older","direct migration background","74","0.2341643315265","0.188816778868489","0.279511884184512"
"Yes","2001","66 and older","indirect migration background","5","","",""
"No","2001","16-34 y.","no migration background","4696","0.977487264173615","0.973289793596023","0.981684734751206"
"No","2001","16-34 y.","direct migration background","822","0.986791964614215","0.979043833169397","0.994540096059034"
"No","2001","16-34 y.","indirect migration background","637","0.973870219420218","0.961644409453155","0.98609602938728"
"No","2001","35-65 y.","no migration background","9149","0.867309142191758","0.860793031184301","0.873825253199215"
"No","2001","35-65 y.","direct migration background","1572","0.895493709654432","0.881173162268697","0.909814257040167"
"No","2001","35-65 y.","indirect migration background","90","0.877256946221789","0.813885831213786","0.940628061229793"
"No","2001","66 and older","no migration background","2319","0.742736660188024","0.72725377548367","0.758219544892378"
"No","2001","66 and older","direct migration background","261","0.7658356684735","0.720488115815488","0.811183221131511"
"No","2001","66 and older","indirect migration background","13","","",""
"Yes","2002","16-34 y.","no migration background","108","0.0285554025199792","0.0238343168528228","0.0332764881871356"
"Yes","2002","16-34 y.","direct migration background","11","","",""
"Yes","2002","16-34 y.","indirect migration background","13","","",""
"Yes","2002","35-65 y.","no migration background","1361","0.140399963520536","0.13402727310434","0.146772653936731"
"Yes","2002","35-65 y.","direct migration background","165","0.103529132149444","0.0891149891412447","0.117943275157644"
"Yes","2002","35-65 y.","indirect migration background","15","","",""
"Yes","2002","66 and older","no migration background","810","0.270867247000872","0.255574369180658","0.286160124821087"
