"ple0040","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2008","Not Employed","vocational + Abi","45","0.226430867513834","0.174859908027464","0.278001827000204","1"
"Yes","2008","Not Employed","higher vocational","129","0.297610144252704","0.25564597304727","0.339574315458138","1"
"Yes","2008","Not Employed","higher education","225","0.213923844472909","0.190305159143674","0.237542529802144","1"
"Yes","2008","Employed","in school","1","","","","1"
"Yes","2008","Not Employed","middle vocational","971","0.268259026259838","0.254242142728672","0.282275909791005","1"
"Yes","2008","Employed","inadequately","13","","","","1"
"Yes","2008","Employed","higher education","168","0.0650802202599029","0.0563103246866315","0.0738501158331744","1"
"Yes","2008","Not Employed","in school","4","","","","1"
"Yes","2008","Employed","general elemantary","58","0.0846761980341243","0.0657020017419815","0.103650394326267","1"
"Yes","2008","Employed","middle vocational","420","0.0778279278271011","0.0709926054811142","0.084663250173088","1"
"Yes","2008","Not Employed","general elemantary","263","0.219224620325783","0.195757832536463","0.242691408115103","1"
"Yes","2008","Not Employed","inadequately","23","","","","1"
"Yes","2008","Employed","vocational + Abi","35","0.0452974603728277","0.03123441384037","0.0593605069052854","1"
"Yes","2008","Employed","higher vocational","75","0.084229745083432","0.0666702345090432","0.101789255657821","1"
"No","2009","Not Employed","in school","249","0.995373502130275","0.986978313645758","1.00376869061479","2"
"No","2009","Not Employed","inadequately","76","0.742499646596195","0.655483616799814","0.829515676392576","2"
"No","2009","Not Employed","general elemantary","819","0.786194642543654","0.76143135861699","0.810957926470319","2"
"No","2009","Not Employed","middle vocational","2609","0.722407356382557","0.707622224679689","0.737192488085425","2"
"No","2009","Not Employed","vocational + Abi","196","0.778993077161501","0.726823815274111","0.83116233904889","2"
"No","2009","Employed","middle vocational","5113","0.917802947658994","0.910572278385418","0.92503361693257","2"
"No","2009","Employed","vocational + Abi","722","0.939869393598816","0.922945704686265","0.956793082511366","2"
"No","2009","Employed","higher vocational","823","0.909811926870861","0.891180095977188","0.928443757764534","2"
"No","2009","Employed","higher education","2779","0.944787240679687","0.936524373458152","0.953050107901223","2"
"No","2009","Not Employed","higher vocational","304","0.706463871771573","0.662964518266405","0.749963225276742","2"
"No","2009","Not Employed","higher education","872","0.760816177760732","0.735629953617469","0.786002401903996","2"
"No","2009","Employed","in school","60","1","1","1","2"
"No","2009","Employed","inadequately","60","0.892723867189701","0.820741016084081","0.96470671829532","2"
"No","2009","Employed","general elemantary","701","0.934800071485399","0.917119751921746","0.952480391049053","2"
"Yes","2009","Not Employed","vocational + Abi","47","0.221006922838499","0.16883766095111","0.273176184725889","1"
"Yes","2009","Not Employed","higher vocational","117","0.293536128228427","0.250036774723258","0.337035481733595","1"
"Yes","2009","Not Employed","higher education","230","0.239183822239268","0.213997598096004","0.264370046382531","1"
"Yes","2009","Employed","in school","","","","","1"
"Yes","2009","Not Employed","middle vocational","915","0.277592643617443","0.262807511914575","0.292377775320311","1"
"Yes","2009","Employed","inadequately","11","","","","1"
"Yes","2009","Employed","higher education","156","0.0552127593203127","0.0469498920987773","0.0634756265418481","1"
"Yes","2009","Not Employed","inadequately","21","","","","1"
"Yes","2009","Not Employed","in school","2","","","","1"
"Yes","2009","Not Employed","general elemantary","234","0.213805357456346","0.189042073529681","0.238568641383011","1"
"Yes","2009","Employed","general elemantary","48","0.0651999285146007","0.0475196089509473","0.0828802480782542","1"
"Yes","2009","Employed","middle vocational","430","0.0821970523410057","0.0749663830674297","0.0894277216145818","1"
"Yes","2009","Employed","vocational + Abi","36","0.0601306064011845","0.0432069174886337","0.0770542953137352","1"
"Yes","2009","Employed","higher vocational","85","0.0901880731291394","0.0715562422354663","0.108819904022813","1"
"No","2010","Not Employed","in school","330","0.966365510532559","0.947173902161343","0.985557118903776","2"
"No","2010","Not Employed","inadequately","191","0.834472581045112","0.784793921575909","0.884151240514315","2"
"No","2010","Not Employed","general elemantary","1115","0.779868101233717","0.75777419610773","0.801962006359705","2"
"No","2010","Not Employed","middle vocational","3277","0.726462663503778","0.712977946700912","0.739947380306643","2"
"No","2010","Not Employed","vocational + Abi","382","0.805195763665926","0.767586638557567","0.842804888774285","2"
"No","2010","Employed","middle vocational","7083","0.918133546965729","0.911957156361378","0.92430993757008","2"
"No","2010","Employed","vocational + Abi","1239","0.938167602091215","0.925019293375493","0.951315910806938","2"
"No","2010","Employed","higher vocational","1074","0.931334520853603","0.91681316372851","0.945855877978696","2"
"No","2010","Employed","higher education","3895","0.945060945293414","0.938047633269677","0.952074257317151","2"
"No","2010","Not Employed","higher vocational","316","0.673512980772322","0.629993209286216","0.717032752258428","2"
"No","2010","Not Employed","higher education","1092","0.776415177155085","0.753921598593305","0.798908755716865","2"
"No","2010","Employed","in school","74","1","1","1","2"
"No","2010","Employed","inadequately","116","0.89787814348079","0.845420212559931","0.950336074401649","2"
"No","2010","Employed","general elemantary","1043","0.903756723317231","0.886414609492552","0.921098837141911","2"
"Yes","2010","Not Employed","vocational + Abi","44","0.194804236334074","0.157195111225715","0.232413361442433","1"
"Yes","2010","Not Employed","higher vocational","130","0.326487019227678","0.282967247741572","0.370006790713784","1"
"Yes","2010","Not Employed","higher education","226","0.223584822844915","0.201091244283135","0.246078401406695","1"
"Yes","2010","Employed","in school","","","","","1"
"Yes","2010","Employed","higher education","160","0.054939054706586","0.0479257426828488","0.0619523667303233","1"
"Yes","2010","Not Employed","middle vocational","921","0.273537336496223","0.260052619693357","0.287022053299088","1"
"Yes","2010","Not Employed","in school","9","","","","1"
"Yes","2010","Employed","inadequately","12","","","","1"
"Yes","2010","Employed","higher vocational","91","0.0686654791463971","0.0541441220213044","0.0831868362714898","1"
"Yes","2010","Not Employed","inadequately","24","","","","1"
"Yes","2010","Not Employed","general elemantary","236","0.220131898766283","0.198037993640295","0.24222580389227","1"
"Yes","2010","Employed","middle vocational","486","0.081866453034271","0.0756900624299203","0.0880428436386217","1"
"Yes","2010","Employed","general elemantary","68","0.0962432766827685","0.0789011628580888","0.113585390507448","1"
"Yes","2010","Employed","vocational + Abi","50","0.0618323979087846","0.0486840891930622","0.0749807066245069","1"
"No","2011","Not Employed","in school","376","0.99361331689661","0.985593307601134","1.00163332619209","2"
"No","2011","Not Employed","inadequately","196","0.741901893686069","0.686769600515268","0.79703418685687","2"
"No","2011","Not Employed","general elemantary","1323","0.795497366535053","0.775813983994297","0.815180749075808","2"
"No","2011","Not Employed","middle vocational","3912","0.72904574469724","0.716840570045938","0.741250919348542","2"
"No","2011","Not Employed","vocational + Abi","404","0.753920804840311","0.714813719818841","0.79302788986178","2"
"No","2011","Not Employed","higher vocational","368","0.688282721880168","0.648161238454543","0.728404205305793","2"
"No","2011","Not Employed","higher education","1273","0.779928829512562","0.759396473764504","0.80046118526062","2"
"No","2011","Employed","in school","93","1","1","1","2"
"No","2011","Employed","inadequately","149","0.858981077871851","0.806352220139373","0.911609935604328","2"
"No","2011","Employed","general elemantary","1262","0.899112541844834","0.883034662586117","0.915190421103552","2"
"No","2011","Employed","middle vocational","8160","0.915222775203146","0.909400636309886","0.921044914096405","2"
"No","2011","Employed","vocational + Abi","1478","0.956099614881859","0.94584731861168","0.966351911152038","2"
"No","2011","Employed","higher vocational","1248","0.927903473632473","0.914049754673054","0.941757192591892","2"
"No","2011","Employed","higher education","4435","0.949268595102078","0.942946159460869","0.955591030743288","2"
"Yes","2011","Not Employed","vocational + Abi","62","0.246079195159689","0.20697211013822","0.285186280181159","1"
"Yes","2011","Not Employed","higher vocational","144","0.311717278119832","0.271595794694207","0.351838761545457","1"
"Yes","2011","Not Employed","higher education","291","0.220071170487438","0.19953881473938","0.240603526235496","1"
"Yes","2011","Employed","in school","","","","","1"
"Yes","2011","Employed","higher education","193","0.0507314048979216","0.0444089692567121","0.0570538405391311","1"
"Yes","2011","Not Employed","middle vocational","1182","0.27095425530276","0.258749080651458","0.283159429954062","1"
"Yes","2011","Not Employed","in school","3","","","","1"
"Yes","2011","Employed","inadequately","19","","","","1"
"Yes","2011","Employed","higher vocational","91","0.0720965263675267","0.0582428074081078","0.0859502453269457","1"
"Yes","2011","Not Employed","inadequately","46","0.258098106313931","0.202965813143131","0.313230399484732","1"
"Yes","2011","Not Employed","general elemantary","290","0.204502633464947","0.184819250924192","0.224186016005703","1"
"Yes","2011","Employed","middle vocational","633","0.0847772247968542","0.0789550859035946","0.0905993636901138","1"
"Yes","2011","Employed","vocational + Abi","56","0.0439003851181411","0.0336480888479623","0.0541526813883198","1"
"Yes","2011","Employed","general elemantary","86","0.100887458155166","0.0848095788964477","0.116965337413883","1"
"No","2012","Not Employed","in school","370","0.979660650472825","0.96535463626919","0.99396666467646","2"
"No","2012","Not Employed","inadequately","169","0.751541027417632","0.693509770272977","0.809572284562287","2"
"No","2012","Not Employed","general elemantary","1216","0.77446492192047","0.753543801522752","0.795386042318187","2"
"No","2012","Not Employed","middle vocational","3715","0.722769837478214","0.710314945621147","0.735224729335281","2"
"No","2012","Not Employed","vocational + Abi","355","0.757809248244829","0.716934923252125","0.798683573237533","2"
"No","2012","Not Employed","higher vocational","366","0.674697000323793","0.634546064673191","0.714847935974395","2"
"No","2012","Not Employed","higher education","1283","0.783766002936533","0.763389471415256","0.804142534457811","2"
"No","2012","Employed","in school","98","1","1","1","2"
"No","2012","Employed","inadequately","159","0.875205743165476","0.825959010902171","0.92445247542878","2"
"No","2012","Employed","general elemantary","1272","0.919959515785537","0.905537769583061","0.934381261988014","2"
"No","2012","Employed","middle vocational","7945","0.907317258417034","0.901182357448454","0.913452159385615","2"
"No","2012","Employed","vocational + Abi","1471","0.940187779887224","0.928367014201136","0.952008545573312","2"
"No","2012","Employed","higher vocational","1181","0.927603281299445","0.913417780978525","0.941788781620364","2"
"No","2012","Employed","higher education","4357","0.945879550615276","0.93932837617314","0.952430725057412","2"
"Yes","2012","Not Employed","vocational + Abi","67","0.242190751755171","0.201316426762467","0.283065076747875","1"
"Yes","2012","Not Employed","higher vocational","157","0.325302999676207","0.285152064025605","0.365453935326809","1"
"Yes","2012","Not Employed","higher education","285","0.216233997063467","0.195857465542189","0.236610528584744","1"
"Yes","2012","Employed","in school","","","","","1"
"Yes","2012","Employed","higher education","225","0.0541204493847237","0.0475692749425875","0.0606716238268599","1"
"Yes","2012","Not Employed","middle vocational","1247","0.277230162521786","0.264775270664719","0.289685054378853","1"
"Yes","2012","Employed","inadequately","14","","","","1"
"Yes","2012","Not Employed","in school","4","","","","1"
"Yes","2012","Not Employed","inadequately","44","0.248458972582368","0.190427715437713","0.306490229727023","1"
"Yes","2012","Employed","higher vocational","101","0.0723967187005553","0.0582112183796358","0.0865822190214748","1"
"Yes","2012","Employed","middle vocational","638","0.0926827415829657","0.086547840614385","0.0988176425515465","1"
"Yes","2012","Not Employed","general elemantary","317","0.225535078079531","0.204613957681813","0.246456198477248","1"
"Yes","2012","Employed","vocational + Abi","75","0.0598122201127761","0.0479914544266881","0.071632985798864","1"
"Yes","2012","Employed","general elemantary","88","0.0800404842144626","0.0656187380119862","0.094462230416939","1"
"No","2013","Not Employed","in school","517","0.97797800986492","0.965400633025955","0.990555386703885","2"
"No","2013","Not Employed","inadequately","416","0.792753637549111","0.756642764350581","0.828864510747641","2"
"No","2013","Not Employed","general elemantary","2119","0.807765716134512","0.792168539573137","0.823362892695886","2"
"No","2013","Not Employed","middle vocational","4930","0.749030498811234","0.738167928402499","0.759893069219969","2"
"No","2013","Not Employed","vocational + Abi","849","0.830469342152213","0.806405743318833","0.854532940985593","2"
"No","2013","Not Employed","higher vocational","372","0.679826202960503","0.639688154288962","0.719964251632045","2"
"No","2013","Not Employed","higher education","2156","0.819607158202481","0.804476868961667","0.834737447443295","2"
"No","2013","Employed","in school","103","1","1","1","2"
"No","2013","Employed","inadequately","130","0.797803707618089","0.733529448316704","0.862077966919475","2"
"No","2013","Employed","general elemantary","1175","0.920676439923491","0.905736974217358","0.935615905629625","2"
"No","2013","Employed","middle vocational","7422","0.905965296066256","0.899590458794149","0.912340133338363","2"
"No","2013","Employed","vocational + Abi","1371","0.950376255399878","0.9391440916532","0.961608419146556","2"
"No","2013","Employed","higher vocational","1101","0.895876558872513","0.878624807508126","0.913128310236899","2"
"No","2013","Employed","higher education","4170","0.946651373958397","0.940000626891361","0.953302121025434","2"
"Yes","2013","Not Employed","vocational + Abi","85","0.169530657847787","0.145467059014407","0.193594256681167","1"
"Yes","2013","Not Employed","higher vocational","147","0.320173797039497","0.280035748367955","0.360311845711038","1"
"Yes","2013","Not Employed","higher education","325","0.180392841797519","0.165262552556705","0.195523131038332","1"
"Yes","2013","Employed","in school","","","","","1"
"Yes","2013","Employed","higher education","216","0.0533486260416026","0.0466978789745657","0.0599993731086395","1"
"Yes","2013","Not Employed","in school","6","","","","1"
"Yes","2013","Not Employed","middle vocational","1190","0.250969501188766","0.240106930780031","0.261832071597501","1"
"Yes","2013","Employed","inadequately","20","","","","1"
"Yes","2013","Employed","higher vocational","103","0.104123441127487","0.0868716897631013","0.121375192491873","1"
"Yes","2013","Employed","general elemantary","82","0.0793235600765086","0.0643840943703754","0.0942630257826417","1"
"Yes","2013","Employed","middle vocational","631","0.0940347039337444","0.0876598666616374","0.100409541205851","1"
"Yes","2013","Not Employed","inadequately","68","0.207246362450889","0.171135489252359","0.243357235649419","1"
"Yes","2013","Not Employed","general elemantary","333","0.192234283865488","0.176637107304114","0.207831460426863","1"
"Yes","2013","Employed","vocational + Abi","65","0.0496237446001218","0.0383915808534439","0.0608559083467998","1"
"No","2014","Not Employed","in school","360","0.984398304783192","0.971667122904205","0.997129486662179","2"
"No","2014","Not Employed","inadequately","230","0.730098400847943","0.67828799857248","0.781908803123406","2"
"No","2014","Not Employed","general elemantary","1219","0.77114931317945","0.749960581298262","0.792338045060637","2"
"No","2014","Not Employed","middle vocational","3331","0.712912141572603","0.699710221597642","0.726114061547564","2"
"No","2014","Not Employed","vocational + Abi","336","0.731012089741526","0.687772051566284","0.774252127916769","2"
"No","2014","Not Employed","higher vocational","313","0.646604354634498","0.602825412674745","0.690383296594252","2"
"No","2014","Not Employed","higher education","1277","0.778598523814129","0.758106762508217","0.799090285120042","2"
"No","2014","Employed","in school","80","1","1","1","2"
"No","2014","Employed","inadequately","202","0.852339200233893","0.805776892262782","0.898901508205004","2"
"No","2014","Employed","general elemantary","1505","0.911758048223837","0.897889930866625","0.925626165581049","2"
"No","2014","Employed","middle vocational","7451","0.905259493942748","0.898870010959441","0.911648976926054","2"
"No","2014","Employed","vocational + Abi","1574","0.955715587113098","0.945777038741904","0.965654135484293","2"
"No","2014","Employed","higher vocational","1042","0.907927459002643","0.891136447123206","0.924718470882079","2"
"No","2014","Employed","higher education","4430","0.945396291700612","0.938871504305408","0.951921079095816","2"
"Yes","2014","Not Employed","vocational + Abi","68","0.268987910258474","0.225747872083231","0.312227948433717","1"
"Yes","2014","Not Employed","higher vocational","145","0.353395645365502","0.309616703405748","0.397174587325255","1"
"Yes","2014","Not Employed","higher education","300","0.221401476185871","0.200909714879958","0.241893237491783","1"
"Yes","2014","Employed","in school","","","","","1"
"Yes","2014","Employed","higher education","228","0.054603708299388","0.0480789209041842","0.0611284956945917","1"
"Yes","2014","Employed","inadequately","21","","","","1"
"Yes","2014","Employed","general elemantary","102","0.0882419517761629","0.0743738344189505","0.102110069133375","1"
"Yes","2014","Not Employed","in school","4","","","","1"
"Yes","2014","Not Employed","middle vocational","1180","0.287087858427397","0.273885938452436","0.300289778402358","1"
"Yes","2014","Employed","middle vocational","619","0.0947405060572525","0.0883510230739461","0.101129989040559","1"
"Yes","2014","Employed","higher vocational","97","0.0920725409973573","0.075281529117921","0.108863552876794","1"
"Yes","2014","Not Employed","inadequately","52","0.269901599152057","0.218091196876594","0.321712001427521","1"
"Yes","2014","Not Employed","general elemantary","291","0.22885068682055","0.207661954939363","0.250039418701738","1"
"Yes","2014","Employed","vocational + Abi","72","0.0442844128869016","0.0343458645157072","0.0542229612580961","1"
"No","2015","Not Employed","in school","298","0.981922100443025","0.966870684927235","0.996973515958816","2"
"No","2015","Not Employed","inadequately","310","0.741068353830021","0.695943531409209","0.786193176250833","2"
"No","2015","Not Employed","general elemantary","1335","0.790410930243145","0.770492427364063","0.810329433122227","2"
"No","2015","Not Employed","middle vocational","3531","0.713325195865579","0.700298236903656","0.726352154827502","2"
"No","2015","Not Employed","vocational + Abi","485","0.78408277009422","0.749758354054712","0.818407186133727","2"
"No","2015","Not Employed","higher vocational","306","0.668359155861788","0.624116374709133","0.712601937014442","2"
"No","2015","Not Employed","higher education","1741","0.807180026404467","0.790030954764054","0.824329098044879","2"
"No","2015","Employed","in school","75","1","1","1","2"
"No","2015","Employed","inadequately","158","0.851871244874601","0.798937611464367","0.904804878284835","2"
"No","2015","Employed","general elemantary","1291","0.912552187624945","0.89755521864658","0.92754915660331","2"
"No","2015","Employed","middle vocational","6964","0.90501246474386","0.898391887257752","0.911633042229967","2"
"No","2015","Employed","vocational + Abi","1554","0.956047845675659","0.946050338494108","0.96604535285721","2"
"No","2015","Employed","higher vocational","998","0.900892244295267","0.88319395554836","0.918590533042174","2"
"No","2015","Employed","higher education","4191","0.945407264604578","0.938697591974505","0.952116937234652","2"
"Yes","2015","Not Employed","vocational + Abi","67","0.21591722990578","0.181592813866273","0.250241645945288","1"
"Yes","2015","Not Employed","higher vocational","129","0.331640844138212","0.287398062985558","0.375883625290867","1"
"Yes","2015","Not Employed","higher education","292","0.192819973595533","0.175670901955121","0.209969045235946","1"
"Yes","2015","Not Employed","middle vocational","1098","0.286674804134421","0.273647845172498","0.299701763096344","1"
"Yes","2015","Employed","in school","","","","","1"
"Yes","2015","Employed","higher education","213","0.0545927353954216","0.0478830627653486","0.0613024080254946","1"
"Yes","2015","Not Employed","inadequately","52","0.258931646169979","0.213806823749167","0.304056468590791","1"
"Yes","2015","Employed","inadequately","15","","","","1"
"Yes","2015","Employed","general elemantary","72","0.0874478123750548","0.0724508433966898","0.10244478135342","1"
"Yes","2015","Employed","middle vocational","570","0.0949875352561406","0.0883669577700331","0.101608112742248","1"
"Yes","2015","Not Employed","in school","3","","","","1"
"Yes","2015","Not Employed","general elemantary","269","0.209589069756855","0.189670566877773","0.229507572635937","1"
"Yes","2015","Employed","higher vocational","97","0.0991077557047332","0.0814094669578262","0.11680604445164","1"
"Yes","2015","Employed","vocational + Abi","61","0.0439521543243411","0.0339546471427897","0.0539496615058924","1"
"No","2016","Not Employed","in school","268","0.981004679201247","0.964691792995151","0.997317565407343","2"
"No","2016","Not Employed","inadequately","194","0.754607581728041","0.699353892215513","0.809861271240569","2"
"No","2016","Not Employed","general elemantary","1017","0.78313011655875","0.760437928738638","0.805822304378862","2"
"No","2016","Not Employed","middle vocational","2878","0.699804435041556","0.68539922481767","0.714209645265443","2"
"No","2016","Not Employed","vocational + Abi","313","0.773368713358878","0.731331024181964","0.815406402535792","2"
"No","2016","Not Employed","higher vocational","279","0.6564663540543","0.610273377328154","0.702659330780445","2"
"No","2016","Not Employed","higher education","1237","0.795899201655578","0.77563741755963","0.816160985751527","2"
"No","2016","Employed","in school","70","0.998921660397343","0.991287480153755","1.00655584064093","2"
"No","2016","Employed","inadequately","170","0.890177978317614","0.845122732128919","0.935233224506308","2"
"No","2016","Employed","general elemantary","1244","0.906339094498363","0.890651199108338","0.922026989888388","2"
"No","2016","Employed","middle vocational","6632","0.91029408585764","0.903669523114451","0.916918648600829","2"
"No","2016","Employed","vocational + Abi","1586","0.952919243116312","0.942699125695731","0.963139360536894","2"
"No","2016","Employed","higher vocational","913","0.913675865011771","0.896278108581198","0.931073621442343","2"
"No","2016","Employed","higher education","4183","0.945720918813623","0.939026398028872","0.952415439598373","2"
"Yes","2016","Not Employed","vocational + Abi","68","0.226631286641122","0.184593597464208","0.268668975818036","1"
"Yes","2016","Not Employed","higher vocational","127","0.3435336459457","0.297340669219555","0.389726622671846","1"
"Yes","2016","Not Employed","higher education","283","0.204100798344422","0.183839014248473","0.22436258244037","1"
"Yes","2016","Employed","in school","1","","","","1"
"Yes","2016","Not Employed","middle vocational","1011","0.300195564958444","0.285790354734557","0.31460077518233","1"
"Yes","2016","Employed","higher education","217","0.0542790811863772","0.0475845604016268","0.0609736019711275","1"
"Yes","2016","Employed","general elemantary","81","0.0936609055016368","0.0779730101116115","0.109348800891662","1"
"Yes","2016","Not Employed","inadequately","39","0.245392418271959","0.190138728759431","0.300646107784487","1"
"Yes","2016","Employed","inadequately","15","","","","1"
"Yes","2016","Not Employed","general elemantary","250","0.21686988344125","0.194177695621138","0.239562071261362","1"
"Yes","2016","Employed","middle vocational","516","0.08970591414236","0.0830813513991711","0.096330476885549","1"
"Yes","2016","Not Employed","in school","1","","","","1"
"Yes","2016","Employed","higher vocational","88","0.0863241349882291","0.0689263785576567","0.103721891418801","1"
"Yes","2016","Employed","vocational + Abi","64","0.0470807568836876","0.0368606394631061","0.0573008743042692","1"
"No","2017","Not Employed","in school","323","0.95652396789767","0.934454897098684","0.978593038696656","2"
"No","2017","Not Employed","inadequately","197","0.721067610185224","0.665025045048701","0.777110175321747","2"
"No","2017","Not Employed","general elemantary","1031","0.763120152092084","0.739990384781069","0.786249919403099","2"
"No","2017","Not Employed","middle vocational","2997","0.708723569316282","0.694746063702432","0.722701074930132","2"
"No","2017","Not Employed","vocational + Abi","314","0.727474037029429","0.683340127244342","0.771607946814515","2"
"No","2017","Not Employed","higher vocational","280","0.669079881156831","0.624132166571731","0.714027595741932","2"
"No","2017","Not Employed","higher education","1291","0.813859737832985","0.794661915474649","0.833057560191321","2"
"No","2017","Employed","in school","82","1","1","1","2"
"No","2017","Employed","inadequately","188","0.88418991630317","0.840806783073206","0.927573049533134","2"
"No","2017","Employed","general elemantary","1366","0.92214718632093","0.908379724727995","0.935914647913866","2"
"No","2017","Employed","middle vocational","7415","0.905906806128025","0.899527815606974","0.912285796649076","2"
"No","2017","Employed","vocational + Abi","1736","0.945998561125998","0.935654374932381","0.956342747319616","2"
"No","2017","Employed","higher vocational","1024","0.909039825867206","0.892214295632304","0.925865356102108","2"
"No","2017","Employed","higher education","4734","0.948080659790397","0.941908751975805","0.954252567604988","2"
"Yes","2017","Not Employed","vocational + Abi","77","0.272525962970571","0.228392053185485","0.316659872755658","1"
"Yes","2017","Not Employed","higher vocational","141","0.330920118843169","0.285972404258068","0.375867833428269","1"
"Yes","2017","Not Employed","higher education","288","0.186140262167015","0.166942439808679","0.205338084525351","1"
"Yes","2017","Employed","in school","","","","","1"
"Yes","2017","Not Employed","middle vocational","1062","0.291276430683718","0.277298925069868","0.305253936297568","1"
"Yes","2017","Employed","higher education","230","0.0519193402096034","0.045747432395012","0.0580912480241949","1"
"Yes","2017","Not Employed","inadequately","49","0.278932389814776","0.222889824678253","0.334974954951299","1"
"Yes","2017","Employed","inadequately","21","","","","1"
"Yes","2017","Employed","general elemantary","89","0.0778528136790697","0.0640853520861345","0.091620275272005","1"
"Yes","2017","Not Employed","general elemantary","267","0.236879847907916","0.213750080596901","0.260009615218931","1"
"Yes","2017","Employed","middle vocational","632","0.0940931938719748","0.0877142033509239","0.100472184393026","1"
"Yes","2017","Not Employed","in school","5","","","","1"
"Yes","2017","Employed","vocational + Abi","98","0.0540014388740016","0.0436572526803841","0.064345625067619","1"
"Yes","2017","Employed","higher vocational","98","0.0909601741327938","0.0741346438978918","0.107785704367696","1"
"No","2018","Not Employed","in school","278","0.989586747010045","0.97767525580446","1.00149823821563","2"
"No","2018","Not Employed","inadequately","218","0.755006170486695","0.703894925165263","0.806117415808126","2"
"No","2018","Not Employed","general elemantary","978","0.768296736820394","0.74486957705702","0.791723896583768","2"
"No","2018","Not Employed","middle vocational","2775","0.705626844589034","0.691258392283099","0.719995296894968","2"
"No","2018","Not Employed","vocational + Abi","299","0.713722319923773","0.668274330362654","0.759170309484892","2"
"No","2018","Not Employed","higher vocational","273","0.665348939946833","0.619164387241007","0.711533492652659","2"
"No","2018","Not Employed","higher education","1243","0.790817137235268","0.7704571219027","0.811177152567836","2"
"No","2018","Employed","in school","67","1","1","1","2"
"No","2018","Employed","inadequately","185","0.861897318112993","0.815780675528711","0.908013960697274","2"
"No","2018","Employed","general elemantary","1333","0.910618100512874","0.895815806246082","0.925420394779665","2"
"No","2018","Employed","middle vocational","7024","0.907820894499296","0.901327056307852","0.91431473269074","2"
"No","2018","Employed","vocational + Abi","1639","0.94836555453197","0.93796202152448","0.95876908753946","2"
"No","2018","Employed","higher vocational","948","0.905554109982376","0.887865155016191","0.92324306494856","2"
"No","2018","Employed","higher education","4549","0.947083970090377","0.940747583664969","0.953420356515785","2"
"Yes","2018","Not Employed","vocational + Abi","81","0.286277680076227","0.240829690515108","0.331725669637346","1"
"Yes","2018","Not Employed","higher vocational","128","0.334651060053167","0.288466507347341","0.380835612758993","1"
"Yes","2018","Not Employed","higher education","290","0.209182862764732","0.188822847432164","0.2295428780973","1"
"Yes","2018","Employed","in school","","","","","1"
"Yes","2018","Not Employed","in school","1","","","","1"
"Yes","2018","Not Employed","middle vocational","1090","0.294373155410966","0.280004703105032","0.308741607716901","1"
"Yes","2018","Not Employed","inadequately","54","0.244993829513305","0.193882584191873","0.296105074834737","1"
"Yes","2018","Not Employed","general elemantary","268","0.231703263179606","0.208276103416232","0.25513042294298","1"
"Yes","2018","Employed","higher education","246","0.052916029909623","0.0465796434842154","0.0592524163350307","1"
"Yes","2018","Employed","higher vocational","102","0.0944458900176244","0.0767569350514398","0.112134844983809","1"
"Yes","2018","Employed","vocational + Abi","99","0.0516344454680301","0.0412309124605403","0.0620379784755199","1"
"Yes","2018","Employed","middle vocational","599","0.0921791055007037","0.0856852673092598","0.0986729436921477","1"
"Yes","2018","Employed","inadequately","30","0.138102681887007","0.0919860393027257","0.184219324471289","1"
"Yes","2018","Employed","general elemantary","94","0.0893818994871262","0.0745796052203347","0.104184193753918","1"
"No","2019","Not Employed","in school","258","0.992777201360434","0.982543119931305","1.00301128278956","2"
"No","2019","Not Employed","inadequately","150","0.700594571006086","0.63727859853667","0.763910543475503","2"
"No","2019","Not Employed","general elemantary","868","0.745225489520914","0.719626528017085","0.770824451024743","2"
"No","2019","Not Employed","middle vocational","2774","0.714415188678098","0.700053709089553","0.728776668266642","2"
"No","2019","Not Employed","vocational + Abi","306","0.748458591888626","0.704659404920731","0.79225777885652","2"
"No","2019","Not Employed","higher vocational","285","0.652615301874643","0.607559220929026","0.697671382820261","2"
"No","2019","Not Employed","higher education","1311","0.802931955269332","0.783555597639194","0.82230831289947","2"
"No","2019","Employed","in school","68","1","1","1","2"
"No","2019","Employed","inadequately","160","0.854961464428403","0.804490423603358","0.905432505253447","2"
"No","2019","Employed","general elemantary","1209","0.897924036079163","0.881454085795091","0.914393986363234","2"
"No","2019","Employed","middle vocational","6729","0.911234181641284","0.904709575643095","0.917758787639474","2"
"No","2019","Employed","vocational + Abi","1687","0.926661437015192","0.914594843322629","0.938728030707755","2"
"No","2019","Employed","higher vocational","1139","0.927897408310944","0.913489093554852","0.942305723067037","2"
"No","2019","Employed","higher education","5138","0.953582218680982","0.947965599618061","0.959198837743902","2"
"Yes","2019","Not Employed","vocational + Abi","71","0.251541408111374","0.20774222114348","0.295340595079269","1"
"Yes","2019","Not Employed","higher vocational","144","0.347384698125357","0.302328617179739","0.392440779070974","1"
"Yes","2019","Not Employed","higher education","308","0.197068044730668","0.17769168710053","0.216444402360806","1"
"Yes","2019","Employed","in school","","","","","1"
"Yes","2019","Not Employed","middle vocational","1026","0.285584811321902","0.271223331733358","0.299946290910447","1"
"Yes","2019","Employed","higher education","252","0.0464177813190183","0.0408011622560978","0.0520344003819387","1"
"Yes","2019","Employed","inadequately","27","","","","1"
"Yes","2019","Not Employed","general elemantary","245","0.254774510479086","0.229175548975257","0.280373471982915","1"
