"ple0040","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","1984","Not Employed","1-pers.-HH","140","0.21020517888478","0.178905747819263","0.241504609950297"
"Yes","1984","Not Employed","(Married) couple without C. ","311","0.269909243443462","0.244813898987989","0.295004587898936"
"Yes","1984","Not Employed","Single parent ","31","0.160176428007689","0.112569078869933","0.207783777145446"
"Yes","1984","Not Employed","Couple + C. LE 16 ","35","0.0490529821842298","0.0348396093169311","0.0632663550515285"
"Yes","1984","Not Employed","Couple + C. GT 16 ","91","0.147465538209861","0.1209710756845","0.173960000735222"
"Yes","1984","Not Employed","Couple + C. LE and GT 16","23","","",""
"Yes","1984","Employed","1-pers.-HH","51","0.0943676535952754","0.0723626833672972","0.116372623823254"
"Yes","1984","Employed","(Married) couple without C. ","152","0.126301222570508","0.109411468436751","0.143190976704265"
"Yes","1984","Employed","Single parent ","15","","",""
"Yes","1984","Employed","Couple + C. LE 16 ","89","0.0505427085826561","0.041359594381161","0.0597258227841512"
"Yes","1984","Employed","Couple + C. GT 16 ","86","0.0741920868714653","0.0599013023153336","0.088482871427597"
"Yes","1984","Employed","Couple + C. LE and GT 16","60","0.059303719382257","0.0453459046991759","0.0732615340653381"
"No","1984","Not Employed","1-pers.-HH","511","0.78979482111522","0.758495390049703","0.821094252180737"
"No","1984","Not Employed","(Married) couple without C. ","891","0.730090756556538","0.704995412101064","0.755186101012011"
"No","1984","Not Employed","Single parent ","197","0.839823571992311","0.792216222854554","0.887430921130067"
"No","1984","Not Employed","Couple + C. LE 16 ","852","0.95094701781577","0.936733644948471","0.965160390683069"
"No","1984","Not Employed","Couple + C. GT 16 ","597","0.852534461790139","0.826039999264778","0.879028924315501"
"No","1984","Not Employed","Couple + C. LE and GT 16","577","0.961256658142317","0.945815115480959","0.976698200803676"
"No","1984","Employed","1-pers.-HH","627","0.905632346404725","0.883627376176746","0.927637316632703"
"No","1984","Employed","(Married) couple without C. ","1334","0.873698777429492","0.856809023295735","0.890588531563249"
"No","1984","Employed","Single parent ","334","0.947834891834021","0.924506125151009","0.971163658517032"
"No","1984","Employed","Couple + C. LE 16 ","2097","0.949457291417344","0.940274177215849","0.958640405618839"
"No","1984","Employed","Couple + C. GT 16 ","1206","0.925807913128535","0.911517128572403","0.940098697684666"
"No","1984","Employed","Couple + C. LE and GT 16","1040","0.940696280617743","0.926738465934662","0.954654095300824"
"Yes","1985","Not Employed","1-pers.-HH","105","0.178931249818311","0.147298175740744","0.210564323895878"
"Yes","1985","Not Employed","(Married) couple without C. ","298","0.286692226787297","0.259672037153933","0.313712416420661"
"Yes","1985","Not Employed","Single parent ","25","","",""
"Yes","1985","Not Employed","Couple + C. LE 16 ","38","0.0618976179007608","0.0447770624785174","0.0790181733230042"
"Yes","1985","Not Employed","Couple + C. GT 16 ","90","0.151378162652286","0.12447863709788","0.178277688206693"
"Yes","1985","Not Employed","Couple + C. LE and GT 16","22","","",""
"Yes","1985","Employed","1-pers.-HH","43","0.0859451143771838","0.0636295172129825","0.108260711541385"
"Yes","1985","Employed","(Married) couple without C. ","137","0.120587211289895","0.10316437533761","0.138010047242181"
"Yes","1985","Employed","Single parent ","11","","",""
"Yes","1985","Employed","Couple + C. LE 16 ","68","0.0446373317248591","0.0353591698939374","0.0539154935557808"
"Yes","1985","Employed","Couple + C. GT 16 ","92","0.0744457127044198","0.0603596061057998","0.0885318193030397"
"Yes","1985","Employed","Couple + C. LE and GT 16","42","0.0541977539216084","0.0398458354118978","0.0685496724313191"
"No","1985","Not Employed","1-pers.-HH","459","0.821068750181689","0.789435676104122","0.852701824259256"
"No","1985","Not Employed","(Married) couple without C. ","778","0.713307773212703","0.686287583579339","0.740327962846067"
"No","1985","Not Employed","Single parent ","185","0.863983454337054","0.817618799925955","0.910348108748153"
"No","1985","Not Employed","Couple + C. LE 16 ","723","0.938102382099239","0.920981826676996","0.955222937521483"
"No","1985","Not Employed","Couple + C. GT 16 ","592","0.848621837347714","0.821722311793307","0.87552136290212"
"No","1985","Not Employed","Couple + C. LE and GT 16","501","0.952402130144257","0.934154722079959","0.970649538208555"
"No","1985","Employed","1-pers.-HH","563","0.914054885622816","0.891739288458615","0.936370482787018"
"No","1985","Employed","(Married) couple without C. ","1205","0.879412788710105","0.861989952757819","0.896835624662391"
"No","1985","Employed","Single parent ","320","0.959124863764736","0.937794351988167","0.980455375541305"
"No","1985","Employed","Couple + C. LE 16 ","1835","0.955362668275141","0.946084506444219","0.964640830106063"
"No","1985","Employed","Couple + C. GT 16 ","1242","0.92555428729558","0.91146818069696","0.9396403938942"
"No","1985","Employed","Couple + C. LE and GT 16","914","0.945802246078391","0.931450327568681","0.960154164588102"
"Yes","1986","Not Employed","1-pers.-HH","","","",""
"Yes","1986","Not Employed","(Married) couple without C. ","","","",""
"Yes","1986","Not Employed","Single parent ","","","",""
"Yes","1986","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1986","Not Employed","Couple + C. GT 16 ","2","","",""
"Yes","1986","Not Employed","Couple + C. LE and GT 16","1","","",""
"Yes","1986","Employed","1-pers.-HH","","","",""
"Yes","1986","Employed","(Married) couple without C. ","2","","",""
"Yes","1986","Employed","Single parent ","","","",""
"Yes","1986","Employed","Couple + C. LE 16 ","1","","",""
"Yes","1986","Employed","Couple + C. GT 16 ","","","",""
"Yes","1986","Employed","Couple + C. LE and GT 16","","","",""
"No","1986","Not Employed","1-pers.-HH","1","","",""
"No","1986","Not Employed","(Married) couple without C. ","11","","",""
"No","1986","Not Employed","Single parent ","23","","",""
"No","1986","Not Employed","Couple + C. LE 16 ","8","","",""
"No","1986","Not Employed","Couple + C. GT 16 ","78","0.978777822006693","0.947195785300496","1.01035985871289"
