"ple0040","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Yes","1984","Full Time","lower secondary degree","201","0.0884328760345554","0.0774558996221966","0.0994098524469142"
"Yes","1984","Full Time","secondary school degree","46","0.0565016739892327","0.0417963591893478","0.0712069887891176"
"Yes","1984","Full Time","college entrance qualification","37","0.0726482005246787","0.0512837734072182","0.0940126276421392"
"Yes","1984","Full Time","Other degree","30","0.0439008106621512","0.0307828585695114","0.0570187627547909"
"Yes","1984","Full Time","no degree/no degree yet","29","","",""
"Yes","1984","Part Time","lower secondary degree","79","0.0982222029256633","0.0789489527660797","0.117495453085247"
"Yes","1984","Part Time","secondary school degree","17","","",""
"Yes","1984","Part Time","college entrance qualification","12","","",""
"Yes","1984","Part Time","Other degree","11","","",""
"Yes","1984","Part Time","no degree/no degree yet","8","","",""
"Yes","1984","Not Working","lower secondary degree","490","0.203435574526941","0.187985940336846","0.218885208717035"
"Yes","1984","Not Working","secondary school degree","80","0.141688099650273","0.115143230947701","0.168232968352846"
"Yes","1984","Not Working","college entrance qualification","53","0.140840752205056","0.108038231362628","0.173643273047485"
"Yes","1984","Not Working","Other degree","29","","",""
"Yes","1984","Not Working","no degree/no degree yet","34","0.0630667701129008","0.0431634560495835","0.0829700841762182"
"No","1984","Full Time","lower secondary degree","2369","0.911567123965445","0.900590147553086","0.922544100377803"
"No","1984","Full Time","secondary school degree","901","0.943498326010767","0.928793011210882","0.958203640810652"
"No","1984","Full Time","college entrance qualification","530","0.927351799475321","0.905987372357861","0.948716226592782"
"No","1984","Full Time","Other degree","907","0.956099189337849","0.942981237245209","0.969217141430489"
"No","1984","Full Time","no degree/no degree yet","560","0.931235269864372","0.910798934392644","0.951671605336101"
"No","1984","Part Time","lower secondary degree","837","0.901777797074337","0.882504546914753","0.92105104723392"
"No","1984","Part Time","secondary school degree","323","0.939951869647909","0.914698973922164","0.965204765373653"
"No","1984","Part Time","college entrance qualification","278","0.953105280176769","0.92877307317019","0.977437487183349"
"No","1984","Part Time","Other degree","176","0.8882586767632","0.843103876873538","0.933413476652862"
"No","1984","Part Time","no degree/no degree yet","125","0.962199471103397","0.929787625183984","0.994611317022809"
"No","1984","Not Working","lower secondary degree","2118","0.79656442547306","0.781114791282965","0.812014059663154"
"No","1984","Not Working","secondary school degree","583","0.858311900349727","0.831767031647154","0.884856769052299"
"No","1984","Not Working","college entrance qualification","379","0.859159247794944","0.826356726952515","0.891961768637372"
"No","1984","Not Working","Other degree","290","0.831985670345027","0.790957340871147","0.873013999818908"
"No","1984","Not Working","no degree/no degree yet","539","0.936933229887099","0.917029915823782","0.956836543950417"
"Yes","1985","Full Time","lower secondary degree","170","0.0861833858363503","0.0745435989105899","0.0978231727621107"
"Yes","1985","Full Time","secondary school degree","43","0.0563436569782603","0.0411776568416247","0.0715096571148959"
"Yes","1985","Full Time","college entrance qualification","34","0.0650699363459049","0.0446779427167427","0.085461929975067"
"Yes","1985","Full Time","Other degree","28","","",""
"Yes","1985","Full Time","no degree/no degree yet","14","","",""
"Yes","1985","Part Time","lower secondary degree","73","0.0921115650396129","0.073455477834312","0.110767652244914"
"Yes","1985","Part Time","secondary school degree","18","","",""
"Yes","1985","Part Time","college entrance qualification","10","","",""
"Yes","1985","Part Time","Other degree","7","","",""
"Yes","1985","Part Time","no degree/no degree yet","10","","",""
"Yes","1985","Not Working","lower secondary degree","427","0.202348173344191","0.185850315493179","0.218846031195203"
"Yes","1985","Not Working","secondary school degree","79","0.145976883481585","0.118449406462643","0.173504360500526"
