"ple0040","year","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","1985","Urban Area","833","0.124367008148656","0.117444244637937","0.131289771659376"
"Yes","1985","Rural Area","202","0.106669138070192","0.0939675973488182","0.119370678791566"
"No","1985","Urban Area","7896","0.875632991851344","0.868710228340624","0.882555755362063"
"No","1985","Rural Area","2067","0.893330861929808","0.880629321208434","0.906032402651182"
"Yes","1986","Urban Area","5","","",""
"Yes","1986","Rural Area","3","","",""
"No","1986","Urban Area","389","0.988844718896269","0.978474109224168","0.999215328568369"
"No","1986","Rural Area","80","0.971860267967431","0.936283135790452","1.00743740014441"
"Yes","1987","Urban Area","798","0.124205897620887","0.117109145062231","0.131302650179543"
"Yes","1987","Rural Area","191","0.107339728933341","0.0942523332335239","0.120427124633157"
"No","1987","Urban Area","7499","0.875794102379113","0.868697349820457","0.882890854937769"
"No","1987","Rural Area","1958","0.892660271066659","0.879572875366843","0.905747666766476"
"Yes","1988","Urban Area","860","0.139728199732777","0.132111770128341","0.147344629337213"
"Yes","1988","Rural Area","190","0.11288758041822","0.0990599897491394","0.1267151710873"
"No","1988","Urban Area","7100","0.860271800267223","0.852655370662787","0.867888229871659"
"No","1988","Rural Area","1822","0.88711241958178","0.8732848289127","0.900940010250861"
"Yes","1989","Urban Area","826","0.140159479234044","0.132428588481276","0.147890369986813"
"Yes","1989","Rural Area","206","0.132132516714407","0.116961709615353","0.147303323813462"
"No","1989","Urban Area","6920","0.859840520765956","0.852109630013187","0.867571411518724"
"No","1989","Rural Area","1708","0.867867483285593","0.852696676186538","0.883038290384647"
"Yes","1990","Urban Area","","","",""
"Yes","1990","Rural Area","","","",""
"No","1990","Urban Area","","","",""
"No","1990","Rural Area","","","",""
"Yes","1991","Urban Area","841","0.144713481047445","0.13673594029491","0.15269102179998"
"Yes","1991","Rural Area","208","0.131596359720239","0.11655739020913","0.146635329231348"
"No","1991","Urban Area","6630","0.855286518952555","0.84730897820002","0.86326405970509"
"No","1991","Rural Area","1733","0.868403640279761","0.853364670768652","0.88344260979087"
"Yes","1992","Urban Area","959","0.143268828115846","0.135913322456026","0.150624333775666"
"Yes","1992","Rural Area","408","0.117905333499855","0.108352448799534","0.127458218200176"
"No","1992","Urban Area","7756","0.856731171884154","0.849375666224334","0.864086677543974"
"No","1992","Rural Area","3970","0.882094666500145","0.872541781799824","0.891647551200466"
"Yes","1993","Urban Area","","","",""
"Yes","1993","Rural Area","","","",""
"No","1993","Urban Area","","","",""
"No","1993","Rural Area","","","",""
"Yes","1994","Urban Area","918","0.139721690117892","0.132362554122941","0.147080826112843"
"Yes","1994","Rural Area","377","0.112126463883414","0.102664918259993","0.121588009506835"
"No","1994","Urban Area","7608","0.860278309882108","0.852919173887157","0.867637445877059"
"No","1994","Rural Area","3895","0.887873536116586","0.878411990493165","0.897335081740007"
"Yes","1995","Urban Area","974","0.144874240411888","0.137513233420579","0.152235247403197"
"Yes","1995","Rural Area","392","0.121309995337451","0.111695812788269","0.130924177886633"
"No","1995","Urban Area","7809","0.855125759588112","0.847764752596803","0.862486766579421"
"No","1995","Rural Area","4038","0.878690004662549","0.869075822113367","0.888304187211731"
"Yes","1996","Urban Area","955","0.142884318382393","0.135517998970082","0.150250637794704"
"Yes","1996","Rural Area","426","0.130849507115273","0.120899699964801","0.140799314265744"
"No","1996","Urban Area","7715","0.857115681617607","0.849749362205296","0.864482001029918"
