"ple0040","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","1987","Full Time","Rural Area","927","0.938192779198806","0.923085410336907","0.953300148060704","2"
"No","1987","Part Time","Rural Area","390","0.946121933658445","0.924240992777859","0.968002874539031","2"
"No","1987","Part Time","Urban Area","1317","0.932855438457222","0.919726851747722","0.945984025166723","2"
"No","1987","Not Working","Urban Area","2517","0.799790551733677","0.785466605049621","0.814114498417733","2"
"No","1987","Not Working","Rural Area","641","0.824422372965626","0.797444302553716","0.851400443377535","2"
"Yes","1987","Full Time","Urban Area","238","0.0712696960162794","0.0631983479353271","0.0793410440972317","1"
"Yes","1987","Full Time","Rural Area","49","0.0618072208011945","0.0466998519392955","0.0769145896630934","1"
"Yes","1987","Part Time","Urban Area","79","0.0671445615427777","0.0540159748332774","0.080273148252278","1"
"Yes","1987","Part Time","Rural Area","19","","","","1"
"Yes","1987","Not Working","Urban Area","481","0.200209448266324","0.185885501582268","0.214533394950379","1"
"Yes","1987","Not Working","Rural Area","123","0.175577627034374","0.148599556622465","0.202555697446284","1"
"No","1988","Full Time","Urban Area","3452","0.926491507153173","0.918081518576268","0.934901495730079","2"
"No","1988","Full Time","Rural Area","846","0.943810046394108","0.928672034391892","0.958948058396325","2"
"No","1988","Part Time","Urban Area","1332","0.930410433231286","0.917152396333131","0.943668470129441","2"
"No","1988","Part Time","Rural Area","403","0.934654871925526","0.911186901336621","0.958122842514432","2"
"No","1988","Not Working","Urban Area","2316","0.764549532665757","0.748961789726761","0.780137275604752","2"
"No","1988","Not Working","Rural Area","573","0.808598632949283","0.779392724398732","0.837804541499834","2"
"Yes","1988","Full Time","Urban Area","247","0.073508492846827","0.0650985042699214","0.0819184814237325","1"
"Yes","1988","Full Time","Rural Area","43","0.0561899536058918","0.0410519416036752","0.0713279656081083","1"
"Yes","1988","Part Time","Urban Area","83","0.069589566768714","0.0563315298705592","0.0828476036668688","1"
"Yes","1988","Part Time","Rural Area","23","","","","1"
"Yes","1988","Not Working","Urban Area","530","0.235450467334243","0.219862724395248","0.251038210273239","1"
"Yes","1988","Not Working","Rural Area","124","0.191401367050717","0.162195458500166","0.220607275601268","1"
"No","1989","Full Time","Urban Area","3470","0.936487658381554","0.928600551639815","0.944374765123293","2"
"No","1989","Full Time","Rural Area","826","0.937320169668851","0.921250747443045","0.953389591894657","2"
"No","1989","Part Time","Urban Area","1243","0.917866335886361","0.903132341636808","0.932600330135913","2"
"No","1989","Part Time","Rural Area","358","0.942852190720875","0.919358347962564","0.966346033479185","2"
"No","1989","Not Working","Urban Area","2207","0.756120596134751","0.740038777080543","0.772202415188958","2"
"No","1989","Not Working","Rural Area","524","0.767101677612404","0.734976398120031","0.799226957104778","2"
"Yes","1989","Full Time","Urban Area","203","0.0635123416184459","0.0556252348767073","0.0713994483601846","1"
"Yes","1989","Full Time","Rural Area","48","0.0626798303311493","0.0466104081053433","0.0787492525569553","1"
"Yes","1989","Part Time","Urban Area","91","0.0821336641136392","0.0673996698640866","0.0968676583631917","1"
"Yes","1989","Part Time","Rural Area","17","","","","1"
"Yes","1989","Not Working","Urban Area","532","0.243879403865249","0.227797584811042","0.259961222919457","1"
"Yes","1989","Not Working","Rural Area","141","0.232898322387596","0.200773042895222","0.265023601879969","1"
"No","1990","Full Time","Urban Area","","","","","2"
"No","1990","Full Time","Rural Area","","","","","2"
"No","1990","Part Time","Urban Area","","","","","2"
"No","1990","Part Time","Rural Area","","","","","2"
"No","1990","Not Working","Urban Area","","","","","2"
"No","1990","Not Working","Rural Area","","","","","2"
"Yes","1990","Full Time","Urban Area","","","","","1"
"Yes","1990","Full Time","Rural Area","","","","","1"
"Yes","1990","Part Time","Urban Area","","","","","1"
"Yes","1990","Part Time","Rural Area","","","","","1"
"Yes","1990","Not Working","Urban Area","","","","","1"
"Yes","1990","Not Working","Rural Area","","","","","1"
"No","1991","Full Time","Urban Area","3322","0.934126868026902","0.925942609301904","0.9423111267519","2"
"No","1991","Full Time","Rural Area","841","0.93947063093279","0.923777450841396","0.955163811024184","2"
"No","1991","Part Time","Urban Area","1283","0.920377644225005","0.906037718265235","0.934717570184775","2"
"No","1991","Part Time","Rural Area","370","0.954156178975323","0.933318816515074","0.974993541435572","2"
"No","1991","Not Working","Urban Area","2025","0.738756171255508","0.721781484103515","0.755730858407501","2"
"No","1991","Not Working","Rural Area","522","0.755040013989981","0.722402450297565","0.787677577682397","2"
"Yes","1991","Full Time","Urban Area","207","0.0658731319730979","0.0576888732481002","0.0740573906980957","1"
"Yes","1991","Full Time","Rural Area","46","0.0605293690672102","0.0448361889758161","0.0762225491586042","1"
"Yes","1991","Part Time","Urban Area","86","0.079622355774995","0.0652824298152252","0.0939622817347647","1"
"Yes","1991","Part Time","Rural Area","17","","","","1"
"Yes","1991","Not Working","Urban Area","548","0.261243828744492","0.244269141592499","0.278218515896485","1"
"Yes","1991","Not Working","Rural Area","145","0.244959986010019","0.212322422317603","0.277597549702435","1"
"No","1992","Full Time","Urban Area","4046","0.935788995562481","0.928456338984884","0.943121652140078","2"
"No","1992","Full Time","Rural Area","2063","0.941468223613931","0.931589132280683","0.95134731494718","2"
"No","1992","Part Time","Urban Area","1453","0.913517503977026","0.899591918463738","0.927443089490315","2"
"No","1992","Part Time","Rural Area","867","0.956363915093216","0.943017601779766","0.969710228406666","2"
"No","1992","Not Working","Urban Area","2257","0.739789385626744","0.723701109083263","0.755877662170226","2"
"No","1992","Not Working","Rural Area","1040","0.772269575539442","0.749551410073355","0.794987741005528","2"
"Yes","1992","Full Time","Urban Area","247","0.0642110044375189","0.0568783478599219","0.0715436610151159","1"
"Yes","1992","Part Time","Urban Area","112","0.0864824960229739","0.0725569105096854","0.100408081536262","1"
"Yes","1992","Part Time","Rural Area","33","0.043636084906784","0.030289771593334","0.056982398220234","1"
"Yes","1992","Not Working","Urban Area","600","0.260210614373256","0.244122337829774","0.276298890916737","1"
"Yes","1992","Full Time","Rural Area","106","0.0585317763860688","0.0486526850528202","0.0684108677193174","1"
"Yes","1992","Not Working","Rural Area","269","0.227730424460558","0.205012258994471","0.250448589926645","1"
"No","1993","Full Time","Urban Area","","","","","2"
"No","1993","Full Time","Rural Area","","","","","2"
"No","1993","Part Time","Urban Area","","","","","2"
"No","1993","Part Time","Rural Area","","","","","2"
"No","1993","Not Working","Urban Area","","","","","2"
"No","1993","Not Working","Rural Area","","","","","2"
"Yes","1993","Full Time","Urban Area","","","","","1"
"Yes","1993","Full Time","Rural Area","","","","","1"
"Yes","1993","Part Time","Urban Area","","","","","1"
"Yes","1993","Part Time","Rural Area","","","","","1"
"Yes","1993","Not Working","Urban Area","","","","","1"
"Yes","1993","Not Working","Rural Area","","","","","1"
"No","1994","Full Time","Urban Area","3717","0.936505183101442","0.928883242381912","0.944127123820973","2"
"No","1994","Full Time","Rural Area","1935","0.952508593210537","0.943210539924614","0.961806646496461","2"
"No","1994","Part Time","Urban Area","1475","0.924153292789874","0.911090532275441","0.937216053304308","2"
"No","1994","Part Time","Rural Area","731","0.939532022515809","0.922718529195852","0.956345515835765","2"
"No","1994","Not Working","Urban Area","2416","0.751928175984289","0.736514390100452","0.767341961868125","2"
"No","1994","Not Working","Rural Area","1229","0.801673847499017","0.781427634186636","0.821920060811397","2"
"Yes","1994","Full Time","Urban Area","215","0.0634948168985576","0.0558728761790272","0.0711167576180881","1"
"Yes","1994","Full Time","Rural Area","75","0.0474914067894628","0.0381933535035395","0.0567894600753861","1"
"Yes","1994","Part Time","Urban Area","103","0.0758467072101257","0.0627839466956919","0.0889094677245594","1"
"Yes","1994","Part Time","Rural Area","41","0.0604679774841912","0.0436544841642345","0.0772814708041479","1"
"Yes","1994","Not Working","Urban Area","600","0.248071824015711","0.232658038131875","0.263485609899548","1"
"Yes","1994","Not Working","Rural Area","261","0.198326152500983","0.178079939188603","0.218572365813363","1"
"No","1995","Full Time","Urban Area","3595","0.942901048357839","0.935528495634161","0.950273601081517","2"
"No","1995","Full Time","Rural Area","1968","0.939972479345428","0.929714844071666","0.950230114619189","2"
"No","1995","Part Time","Urban Area","1655","0.912028054343348","0.898861916121017","0.925194192565678","2"
"No","1995","Part Time","Rural Area","782","0.938092666178982","0.921547801961132","0.954637530396832","2"
"No","1995","Not Working","Urban Area","2559","0.745865946726819","0.730781307659505","0.760950585794133","2"
"No","1995","Not Working","Rural Area","1288","0.794565256661233","0.774484289460916","0.814646223861551","2"
"Yes","1995","Full Time","Urban Area","210","0.0570989516421608","0.0497263989184827","0.0644715043658388","1"
"Yes","1995","Full Time","Rural Area","92","0.0600275206545724","0.0497698853808113","0.0702851559283335","1"
"Yes","1995","Part Time","Urban Area","123","0.0879719456566524","0.0748058074343221","0.101138083878983","1"
"Yes","1995","Part Time","Rural Area","33","0.0619073338210182","0.0453624696031679","0.0784521980388685","1"
"Yes","1995","Not Working","Urban Area","641","0.254134053273181","0.239049414205867","0.269218692340495","1"
"Yes","1995","Not Working","Rural Area","267","0.205434743338767","0.185353776138449","0.225515710539084","1"
"No","1996","Full Time","Urban Area","3516","0.943276243299614","0.93583699451885","0.950715492080379","2"
"No","1996","Full Time","Rural Area","1941","0.94107225813351","0.930830735847544","0.951313780419476","2"
"No","1996","Part Time","Urban Area","1717","0.923467774046487","0.911310770099631","0.935624777993344","2"
"No","1996","Part Time","Rural Area","811","0.940945844668738","0.925163728876907","0.956727960460569","2"
"No","1996","Not Working","Urban Area","2482","0.744449489520688","0.729142266904605","0.759756712136771","2"
"No","1996","Not Working","Rural Area","1235","0.770480359991215","0.749374459676303","0.791586260306126","2"
"Yes","1996","Full Time","Urban Area","198","0.0567237567003859","0.0492845079196215","0.0641630054811503","1"
"Yes","1996","Full Time","Rural Area","90","0.0589277418664901","0.0486862195805238","0.0691692641524564","1"
"Yes","1996","Part Time","Urban Area","120","0.0765322259535127","0.0643752220066565","0.0886892299003689","1"
"Yes","1996","Part Time","Rural Area","46","0.0590541553312621","0.0432720395394314","0.0748362711230928","1"
"Yes","1996","Not Working","Urban Area","637","0.255550510479312","0.240243287863229","0.270857733095395","1"
"Yes","1996","Not Working","Rural Area","290","0.229519640008785","0.208413739693874","0.250625540323697","1"
"No","1997","Full Time","Urban Area","3443","0.93736624661601","0.929486104578364","0.945246388653657","2"
"No","1997","Full Time","Rural Area","1864","0.93774373560202","0.927033270637537","0.948454200566502","2"
"No","1997","Part Time","Urban Area","1610","0.930288700425649","0.9182572463322","0.942320154519099","2"
"No","1997","Part Time","Rural Area","767","0.903379703186984","0.883219706111692","0.923539700262276","2"
"No","1997","Not Working","Urban Area","2506","0.748907982781214","0.733747725093837","0.76406824046859","2"
"No","1997","Not Working","Rural Area","1278","0.79245677626277","0.772299819456472","0.812613733069068","2"
"Yes","1997","Full Time","Urban Area","189","0.0626337533839898","0.0547536113463434","0.0705138954216362","1"
"Yes","1997","Full Time","Rural Area","91","0.0622562643979805","0.0515457994334978","0.0729667293624631","1"
"Yes","1997","Part Time","Urban Area","111","0.0697112995743506","0.0576798454809006","0.0817427536678005","1"
"Yes","1997","Part Time","Rural Area","58","0.0966202968130162","0.076460299737724","0.116780293888308","1"
"Yes","1997","Not Working","Urban Area","637","0.251092017218786","0.23593175953141","0.266252274906163","1"
"Yes","1997","Not Working","Rural Area","277","0.20754322373723","0.187386266930932","0.227700180543528","1"
"No","1998","Full Time","Urban Area","3660","0.936963968171102","0.929311101256433","0.944616835085772","2"
"No","1998","Full Time","Rural Area","2008","0.945243122055373","0.935512747777119","0.954973496333626","2"
"No","1998","Part Time","Urban Area","1789","0.919835237396323","0.907666727973363","0.932003746819283","2"
"No","1998","Part Time","Rural Area","888","0.930319191454514","0.91413725791051","0.946501124998519","2"
"No","1998","Not Working","Urban Area","2826","0.755830658711214","0.741740659012853","0.769920658409575","2"
"No","1998","Not Working","Rural Area","1467","0.787727713915685","0.768810787448607","0.806644640382764","2"
"Yes","1998","Full Time","Urban Area","214","0.0630360318288978","0.0553831649142284","0.0706888987435672","1"
"Yes","1998","Full Time","Rural Area","92","0.0547568779446274","0.0450265036663739","0.0644872522228808","1"
"Yes","1998","Part Time","Urban Area","124","0.0801647626036769","0.067996253180717","0.0923332720266369","1"
"Yes","1998","Part Time","Rural Area","63","0.0696808085454858","0.0534988750014811","0.0858627420894904","1"
"Yes","1998","Not Working","Urban Area","745","0.244169341288786","0.230079341590425","0.258259340987147","1"
"Yes","1998","Not Working","Rural Area","328","0.212272286084315","0.193355359617236","0.231189212551393","1"
"No","1999","Full Time","Urban Area","3577","0.929582915865928","0.921437531707866","0.937728300023991","2"
"No","1999","Full Time","Rural Area","1944","0.940011078572465","0.929736561322588","0.950285595822341","2"
"No","1999","Not Working","Urban Area","2548","0.741739110022041","0.72671020076931","0.756768019274771","2"
"No","1999","Part Time","Urban Area","1834","0.922739538297085","0.910918972359668","0.934560104234502","2"
"No","1999","Part Time","Rural Area","927","0.936496564739356","0.921259467265166","0.951733662213545","2"
"No","1999","Not Working","Rural Area","1377","0.78220201211217","0.762506061538731","0.801897962685609","2"
"Yes","1999","Full Time","Urban Area","213","0.0704170841340716","0.0622716999760088","0.0785624682921343","1"
"Yes","1999","Part Time","Urban Area","126","0.0772604617029151","0.0654398957654981","0.0890810276403321","1"
"Yes","1999","Full Time","Rural Area","108","0.0599889214275354","0.0497144041776592","0.0702634386774116","1"
"Yes","1999","Part Time","Rural Area","57","0.0635034352606443","0.0482663377864549","0.0787405327348337","1"
"Yes","1999","Not Working","Urban Area","710","0.258260889977959","0.243231980725229","0.27328979923069","1"
"Yes","1999","Not Working","Rural Area","310","0.21779798788783","0.198102037314391","0.237493938461269","1"
"No","2000","Full Time","Urban Area","6167","0.936270931584416","0.93034811776541","0.942193745403422","2"
"No","2000","Full Time","Rural Area","3384","0.949026383607741","0.941785140957513","0.956267626257969","2"
"No","2000","Not Working","Urban Area","4745","0.77878300509132","0.768243618898131","0.789322391284509","2"
"No","2000","Part Time","Urban Area","3166","0.91831678362153","0.90911212998319","0.92752143725987","2"
"No","2000","Part Time","Rural Area","1575","0.935942321462261","0.924254610940753","0.947630031983769","2"
"No","2000","Not Working","Rural Area","2494","0.799356956109203","0.785151109464927","0.813562802753479","2"
"Yes","2000","Full Time","Urban Area","367","0.0637290684155839","0.057806254596578","0.0696518822345897","1"
"Yes","2000","Part Time","Urban Area","235","0.0816832163784695","0.0724785627401296","0.0908878700168095","1"
"Yes","2000","Full Time","Rural Area","160","0.0509736163922588","0.0437323737420311","0.0582148590424866","1"
"Yes","2000","Part Time","Rural Area","111","0.0640576785377386","0.0523699680162308","0.0757453890592464","1"
"Yes","2000","Not Working","Urban Area","1213","0.22121699490868","0.210677608715491","0.231756381101869","1"
"Yes","2000","Not Working","Rural Area","559","0.200643043890797","0.186437197246521","0.214848890535073","1"
"No","2001","Full Time","Urban Area","5611","0.939409455736936","0.933333604734326","0.945485306739546","2"
"No","2001","Full Time","Rural Area","3001","0.953684486563873","0.946332274356398","0.961036698771348","2"
"No","2001","Not Working","Urban Area","4149","0.761326943363595","0.749846427574143","0.772807459153047","2"
"No","2001","Part Time","Urban Area","3030","0.923065493049958","0.9139036413863","0.932227344713617","2"
"No","2001","Part Time","Rural Area","1476","0.923645162440329","0.910525683528901","0.936764641351757","2"
"No","2001","Not Working","Rural Area","2292","0.803644533902168","0.788896534816299","0.818392532988037","2"
"Yes","2001","Full Time","Urban Area","312","0.0605905442630642","0.0545146932604542","0.0666663952656742","1"
"Yes","2001","Part Time","Urban Area","220","0.0769345069500415","0.0677726552863831","0.0860963586136999","1"
"Yes","2001","Full Time","Rural Area","138","0.0463155134361274","0.0389633012286524","0.0536677256436023","1"
"Yes","2001","Part Time","Rural Area","98","0.0763548375596711","0.0632353586482429","0.0894743164710992","1"
"Yes","2001","Not Working","Urban Area","1147","0.238673056636405","0.227192540846953","0.250153572425857","1"
"Yes","2001","Not Working","Rural Area","495","0.196355466097832","0.181607467011963","0.211103465183701","1"
"No","2002","Full Time","Urban Area","6030","0.938237958373746","0.932329730951504","0.944146185795987","2"
"No","2002","Not Working","Urban Area","4252","0.752590397351133","0.74113112567993","0.764049669022337","2"
"No","2002","Full Time","Rural Area","3011","0.941154367782802","0.932965938502555","0.94934279706305","2"
"No","2002","Part Time","Urban Area","3341","0.91647653377449","0.907407208103518","0.925545859445462","2"
"No","2002","Part Time","Rural Area","1545","0.916819970397772","0.903503331075865","0.930136609719678","2"
"No","2002","Not Working","Rural Area","2268","0.78965454784366","0.774556118338848","0.804752977348472","2"
"Yes","2002","Full Time","Urban Area","347","0.0617620416262546","0.0558538142040131","0.067670269048496","1"
"Yes","2002","Part Time","Urban Area","234","0.0835234662255104","0.0744541405545384","0.0925927918964823","1"
"Yes","2002","Part Time","Rural Area","107","0.0831800296022286","0.0698633902803222","0.0964966689241349","1"
"Yes","2002","Not Working","Urban Area","1195","0.247409602648867","0.235950330977663","0.25886887432007","1"
"Yes","2002","Full Time","Rural Area","162","0.0588456322171977","0.0506572029369501","0.0670340614974454","1"
"Yes","2002","Not Working","Rural Area","531","0.21034545215634","0.195247022651528","0.225443881661152","1"
"No","2003","Full Time","Urban Area","5577","0.934261825074974","0.927947837343514","0.940575812806435","2"
"No","2003","Full Time","Rural Area","2849","0.945525710480014","0.93739366582024","0.953657755139788","2"
"No","2003","Part Time","Urban Area","3308","0.921803234519317","0.912961503045541","0.930644965993092","2"
"No","2003","Not Working","Urban Area","4241","0.759151650877148","0.747751081857965","0.770552219896331","2"
"No","2003","Part Time","Rural Area","1472","0.917283828099395","0.90372745286173","0.93084020333706","2"
"No","2003","Not Working","Rural Area","2216","0.798353727847602","0.783324933325943","0.813382522369262","2"
"Yes","2003","Full Time","Urban Area","341","0.0657381749250258","0.0594241871935655","0.0720521626564861","1"
"Yes","2003","Part Time","Urban Area","234","0.0781967654806833","0.0693550340069076","0.087038496954459","1"
"Yes","2003","Part Time","Rural Area","114","0.0827161719006049","0.0691597966629399","0.09627254713827","1"
"Yes","2003","Full Time","Rural Area","143","0.054474289519986","0.046342244860212","0.06260633417976","1"
"Yes","2003","Not Working","Urban Area","1163","0.240848349122852","0.229447780103669","0.252248918142035","1"
"Yes","2003","Not Working","Rural Area","522","0.201646272152398","0.186617477630738","0.216675066674057","1"
"No","2004","Full Time","Urban Area","5285","0.927843959777738","0.921093576893132","0.934594342662343","2"
"No","2004","Full Time","Rural Area","2675","0.943996306994906","0.9355025003142","0.952490113675613","2"
"No","2004","Part Time","Urban Area","3186","0.920999349179221","0.911949841704703","0.930048856653738","2"
"No","2004","Not Working","Urban Area","4255","0.7559876440345","0.744550122336358","0.767425165732641","2"
"No","2004","Part Time","Rural Area","1500","0.917930640013265","0.904523670876721","0.93133760914981","2"
"No","2004","Not Working","Rural Area","2202","0.784779217182067","0.76939940481024","0.800159029553894","2"
"Yes","2004","Full Time","Urban Area","359","0.0721560402222622","0.0654056573376569","0.0789064231068676","1"
"Yes","2004","Part Time","Urban Area","227","0.0790006508207792","0.0699511433462617","0.0880501582952966","1"
"Yes","2004","Part Time","Rural Area","110","0.0820693599867346","0.0686623908501897","0.0954763291232795","1"
"Yes","2004","Full Time","Rural Area","140","0.0560036930050936","0.0475098863243868","0.0644974996858004","1"
"Yes","2004","Not Working","Urban Area","1162","0.244012355965501","0.232574834267359","0.255449877663642","1"
"Yes","2004","Not Working","Rural Area","541","0.215220782817933","0.199840970446106","0.23060059518976","1"
"No","2005","Full Time","Urban Area","5038","0.927372747569142","0.920441811571964","0.93430368356632","2"
"No","2005","Full Time","Rural Area","2483","0.942560157666058","0.933660733867937","0.95145958146418","2"
"No","2005","Part Time","Urban Area","3050","0.924364984072124","0.915282825358874","0.933447142785374","2"
"No","2005","Not Working","Urban Area","4064","0.762281560387617","0.750720391490776","0.773842729284459","2"
"No","2005","Part Time","Rural Area","1454","0.935710120652896","0.923515605082198","0.947904636223595","2"
"No","2005","Not Working","Rural Area","2113","0.774723267074151","0.758826422239171","0.790620111909131","2"
"Yes","2005","Full Time","Urban Area","348","0.0726272524308581","0.0656963164336804","0.0795581884280359","1"
"Yes","2005","Part Time","Urban Area","206","0.075635015927876","0.0665528572146258","0.0847171746411261","1"
"Yes","2005","Part Time","Rural Area","100","0.0642898793471036","0.0520953637764053","0.076484394917802","1"
"Yes","2005","Full Time","Rural Area","143","0.0574398423339416","0.0485404185358199","0.0663392661320633","1"
"Yes","2005","Not Working","Urban Area","1144","0.237718439612383","0.226157270715541","0.249279608509224","1"
"Yes","2005","Not Working","Rural Area","540","0.225276732925849","0.209379888090869","0.241173577760829","1"
"No","2006","Full Time","Urban Area","5282","0.926321949797106","0.919503924964222","0.933139974629991","2"
"No","2006","Full Time","Rural Area","2651","0.947542528216635","0.939271277099539","0.955813779333731","2"
"No","2006","Part Time","Urban Area","3119","0.930417625389896","0.921793728726535","0.939041522053258","2"
"No","2006","Part Time","Rural Area","1559","0.918027393381594","0.904894111165411","0.931160675597776","2"
"No","2006","Not Working","Urban Area","4342","0.749848930367438","0.738532806211451","0.761165054523426","2"
"No","2006","Not Working","Rural Area","2314","0.772579745632756","0.757410000329585","0.787749490935927","2"
"Yes","2006","Full Time","Urban Area","358","0.0736780502028936","0.0668600253700092","0.080496075035778","1"
"Yes","2006","Full Time","Rural Area","140","0.0524574717833652","0.0441862206662694","0.0607287229004611","1"
"Yes","2006","Part Time","Urban Area","225","0.0695823746101039","0.0609584779467424","0.0782062712734653","1"
"Yes","2006","Part Time","Rural Area","117","0.0819726066184065","0.0688393244022235","0.0951058888345894","1"
"Yes","2006","Not Working","Urban Area","1285","0.250151069632562","0.238834945476574","0.261467193788549","1"
"Yes","2006","Not Working","Rural Area","619","0.227420254367244","0.212250509064073","0.242589999670415","1"
"No","2007","Full Time","Urban Area","4846","0.924067356779034","0.916854499012014","0.931280214546053","2"
"No","2007","Full Time","Rural Area","2530","0.940502392234154","0.931539777239969","0.94946500722834","2"
"No","2007","Part Time","Urban Area","2967","0.931601197877521","0.922818006978223","0.940384388776819","2"
"No","2007","Part Time","Rural Area","1416","0.915251393782727","0.901309765626021","0.929193021939432","2"
"No","2007","Not Working","Urban Area","4017","0.751166383429806","0.739436949848015","0.762895817011596","2"
"No","2007","Not Working","Rural Area","2164","0.777838894867808","0.762282318380102","0.793395471355514","2"
"Yes","2007","Full Time","Urban Area","335","0.0759326432209662","0.0687197854539466","0.0831455009879858","1"
"Yes","2007","Full Time","Rural Area","146","0.0594976077658456","0.0505349927716603","0.0684602227600309","1"
"Yes","2007","Part Time","Urban Area","206","0.0683988021224788","0.059615611223181","0.0771819930217767","1"
"Yes","2007","Part Time","Rural Area","117","0.0847486062172731","0.0708069780605675","0.0986902343739788","1"
"Yes","2007","Not Working","Urban Area","1202","0.248833616570194","0.237104182988404","0.260563050151985","1"
"Yes","2007","Not Working","Rural Area","579","0.222161105132192","0.206604528644486","0.237717681619898","1"
"No","2008","Full Time","Urban Area","4619","0.926940642427647","0.91968011117249","0.934201173682804","2"
"No","2008","Full Time","Rural Area","2393","0.933300486696096","0.923605178564802","0.942995794827389","2"
"No","2008","Part Time","Urban Area","2783","0.929472356383946","0.920282849712776","0.938661863055117","2"
"No","2008","Part Time","Rural Area","1322","0.905914800516613","0.890804334867243","0.921025266165983","2"
"No","2008","Not Working","Urban Area","3763","0.752038575613533","0.739926548086219","0.764150603140847","2"
"No","2008","Not Working","Rural Area","2019","0.776092086615389","0.759956660851822","0.792227512378957","2"
"Yes","2008","Full Time","Urban Area","316","0.0730593575723529","0.0657988263171961","0.0803198888275097","1"
"Yes","2008","Full Time","Rural Area","151","0.0666995133039043","0.0570042051726107","0.0763948214351979","1"
"Yes","2008","Part Time","Urban Area","199","0.0705276436160536","0.0613381369448832","0.0797171502872241","1"
"Yes","2008","Part Time","Rural Area","112","0.0940851994833874","0.0789747338340173","0.109195665132757","1"
"Yes","2008","Not Working","Urban Area","1120","0.247961424386467","0.235849396859153","0.260073451913781","1"
"Yes","2008","Not Working","Rural Area","545","0.223907913384611","0.207772487621043","0.240043339148178","1"
"No","2009","Full Time","Urban Area","4263","0.93231475272064","0.925017233416615","0.939612272024665","2"
"No","2009","Full Time","Rural Area","2280","0.930182157565108","0.920080890032686","0.940283425097529","2"
"No","2009","Part Time","Urban Area","2602","0.920600607428589","0.910606088685961","0.930595126171218","2"
"No","2009","Part Time","Rural Area","1290","0.910826370407689","0.895903064440266","0.925749676375113","2"
"No","2009","Not Working","Urban Area","3384","0.739441498136783","0.726537724300939","0.752345271972626","2"
"No","2009","Not Working","Rural Area","1875","0.784244782280684","0.767743094943916","0.800746469617451","2"
"Yes","2009","Full Time","Urban Area","289","0.06768524727936","0.0603877279753353","0.0749827665833847","1"
"Yes","2009","Full Time","Rural Area","165","0.0698178424348924","0.0597165749024712","0.0799191099673136","1"
"Yes","2009","Part Time","Urban Area","209","0.0793993925714108","0.0694048738287825","0.0893939113140392","1"
"Yes","2009","Part Time","Rural Area","111","0.0891736295923109","0.0742503236248875","0.104096935559734","1"
"Yes","2009","Not Working","Urban Area","1061","0.260558501863217","0.247654728027374","0.273462275699061","1"
"Yes","2009","Not Working","Rural Area","512","0.215755217719316","0.199253530382549","0.232256905056084","1"
"No","2010","Full Time","Urban Area","5744","0.936976828831628","0.930856571126964","0.943097086536292","2"
"No","2010","Full Time","Rural Area","3020","0.932626896360458","0.923921458540788","0.941332334180129","2"
"No","2010","Part Time","Urban Area","3918","0.912698317495102","0.904145145902414","0.921251489087789","2"
"No","2010","Part Time","Rural Area","2027","0.900646356870027","0.888031269519351","0.913261444220703","2"
"No","2010","Not Working","Urban Area","4476","0.748730704600398","0.737317373994765","0.760144035206031","2"
"No","2010","Not Working","Rural Area","2340","0.769782902497725","0.754381507469571","0.785184297525878","2"
