"ple0040","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","1994","lower secondary degree","Couple + C. GT 16 ","852","0.852856675275236","0.830552071569014","0.875161278981458"
"No","1994","lower secondary degree","Couple + C. LE and GT 16","327","0.941603592634794","0.916823895846947","0.966383289422642"
"No","1994","secondary school degree","1-pers.-HH","291","0.806933078204629","0.765403640672813","0.848462515736445"
"No","1994","secondary school degree","(Married) couple without C. ","641","0.868748511312449","0.844134743580283","0.893362279044616"
"No","1994","secondary school degree","Single parent ","151","0.964341259785928","0.935426611109276","0.993255908462581"
"No","1994","secondary school degree","Couple + C. LE 16 ","1132","0.981634646919407","0.973884534223338","0.989384759615475"
"No","1994","secondary school degree","Couple + C. GT 16 ","588","0.949658225710506","0.93237763996235","0.966938811458662"
"No","1994","secondary school degree","Couple + C. LE and GT 16","318","0.979743857426626","0.964428009068376","0.995059705784875"
"No","1994","college entrance qualification","1-pers.-HH","205","0.857225004929316","0.811814727015261","0.902635282843371"
"No","1994","college entrance qualification","(Married) couple without C. ","392","0.855374186172283","0.822472602039281","0.888275770305285"
"No","1994","college entrance qualification","Single parent ","70","0.992835962090507","0.973218780866628","1.01245314331439"
"No","1994","college entrance qualification","Couple + C. LE 16 ","488","0.976487054198581","0.963165445798915","0.989808662598247"
"No","1994","college entrance qualification","Couple + C. GT 16 ","322","0.948966658977792","0.925574995343091","0.972358322612493"
"No","1994","college entrance qualification","Couple + C. LE and GT 16","131","0.986833041431472","0.967460488947364","1.00620559391558"
"No","1994","Other degree","1-pers.-HH","47","0.817133111405359","0.715889408703607","0.918376814107111"
"No","1994","Other degree","(Married) couple without C. ","144","0.789907157222914","0.7302290241161","0.849585290329728"
"No","1994","Other degree","Single parent ","28","","",""
"No","1994","Other degree","Couple + C. LE 16 ","217","0.91771558840409","0.882201799300492","0.953229377507688"
"No","1994","Other degree","Couple + C. GT 16 ","154","0.768882592974793","0.709563627449817","0.828201558499769"
"No","1994","Other degree","Couple + C. LE and GT 16","111","0.923961822761161","0.876537588172348","0.971386057349973"
"No","1994","no degree/no degree yet","1-pers.-HH","32","0.910318420352339","0.816983291647415","1.00365354905726"
"No","1994","no degree/no degree yet","(Married) couple without C. ","73","0.726660846675104","0.634585441423541","0.818736251926667"
"No","1994","no degree/no degree yet","Single parent ","42","0.875105205695817","0.77956823260207","0.970642178789563"
"No","1994","no degree/no degree yet","Couple + C. LE 16 ","94","0.917320355246593","0.863343459133368","0.971297251359818"
"No","1994","no degree/no degree yet","Couple + C. GT 16 ","234","0.933038390677772","0.902359426032641","0.963717355322902"
"No","1994","no degree/no degree yet","Couple + C. LE and GT 16","198","0.964415449821263","0.939179146537878","0.989651753104648"
"Yes","1995","lower secondary degree","1-pers.-HH","144","0.215003781102961","0.185201912732048","0.244805649473874"
"Yes","1995","lower secondary degree","(Married) couple without C. ","405","0.257747925446892","0.237686074302825","0.277809776590958"
"Yes","1995","lower secondary degree","Single parent ","21","","",""
"Yes","1995","lower secondary degree","Couple + C. LE 16 ","58","0.0652956736920239","0.0497086295858889","0.080882717798159"
"Yes","1995","lower secondary degree","Couple + C. GT 16 ","118","0.158916104716517","0.135330291504021","0.182501917929014"
"Yes","1995","lower secondary degree","Couple + C. LE and GT 16","15","","",""
"Yes","1995","secondary school degree","1-pers.-HH","50","0.175812295259818","0.135875513491463","0.215749077028173"
"Yes","1995","secondary school degree","(Married) couple without C. ","94","0.161484379740322","0.13530568183134","0.187663077649303"
"Yes","1995","secondary school degree","Single parent ","9","","",""
"Yes","1995","secondary school degree","Couple + C. LE 16 ","20","","",""
"Yes","1995","secondary school degree","Couple + C. GT 16 ","32","0.0662413783699035","0.0465534578906358","0.0859292988491712"
"Yes","1995","secondary school degree","Couple + C. LE and GT 16","13","","",""
"Yes","1995","college entrance qualification","1-pers.-HH","20","","",""
"Yes","1995","college entrance qualification","(Married) couple without C. ","61","0.167949867743981","0.13457733621966","0.201322399268303"
"Yes","1995","college entrance qualification","Single parent ","2","","",""
"Yes","1995","college entrance qualification","Couple + C. LE 16 ","8","","",""
"Yes","1995","college entrance qualification","Couple + C. GT 16 ","13","","",""
"Yes","1995","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"Yes","1995","Other degree","1-pers.-HH","6","","",""
"Yes","1995","Other degree","(Married) couple without C. ","35","0.131805345150146","0.086692908971461","0.176917781328831"
"Yes","1995","Other degree","Single parent ","1","","",""
"Yes","1995","Other degree","Couple + C. LE 16 ","15","","",""
"Yes","1995","Other degree","Couple + C. GT 16 ","40","0.157994193196333","0.112229423215204","0.203758963177463"
"Yes","1995","Other degree","Couple + C. LE and GT 16","15","","",""
"Yes","1995","no degree/no degree yet","1-pers.-HH","7","","",""
"Yes","1995","no degree/no degree yet","(Married) couple without C. ","17","","",""
"Yes","1995","no degree/no degree yet","Single parent ","5","","",""
"Yes","1995","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"Yes","1995","no degree/no degree yet","Couple + C. GT 16 ","24","","",""
"Yes","1995","no degree/no degree yet","Couple + C. LE and GT 16","11","","",""
"No","1995","lower secondary degree","1-pers.-HH","586","0.784996218897039","0.755194350526125","0.814798087267952"
"No","1995","lower secondary degree","(Married) couple without C. ","1421","0.742252074553108","0.722190223409042","0.762313925697175"
"No","1995","lower secondary degree","Single parent ","236","0.917139912590275","0.883436644127004","0.950843181053546"
"No","1995","lower secondary degree","Couple + C. LE 16 ","907","0.934704326307976","0.919117282201841","0.950291370414111"
"No","1995","lower secondary degree","Couple + C. GT 16 ","805","0.841083895283482","0.817498082070986","0.864669708495979"
"No","1995","lower secondary degree","Couple + C. LE and GT 16","296","0.944850230655369","0.919480185896384","0.970220275414353"
"No","1995","secondary school degree","1-pers.-HH","299","0.824187704740182","0.784250922971828","0.864124486508537"
"No","1995","secondary school degree","(Married) couple without C. ","665","0.838515620259678","0.812336922350697","0.86469431816866"
"No","1995","secondary school degree","Single parent ","152","0.937645316383079","0.900295455605514","0.974995177160644"
"No","1995","secondary school degree","Couple + C. LE 16 ","1118","0.982204165639027","0.974522825029315","0.989885506248738"
"No","1995","secondary school degree","Couple + C. GT 16 ","581","0.933758621630097","0.914070701150829","0.953446542109364"
"No","1995","secondary school degree","Couple + C. LE and GT 16","336","0.967731829936157","0.949192242777295","0.986271417095019"
"No","1995","college entrance qualification","1-pers.-HH","198","0.873184102352199","0.829010826806513","0.917357377897886"
"No","1995","college entrance qualification","(Married) couple without C. ","421","0.832050132256019","0.798677600731697","0.86542266378034"
"No","1995","college entrance qualification","Single parent ","76","0.947160772348467","0.89751401687594","0.996807527820993"
"No","1995","college entrance qualification","Couple + C. LE 16 ","502","0.979577916237243","0.967302604715344","0.991853227759141"
"No","1995","college entrance qualification","Couple + C. GT 16 ","343","0.963310672316289","0.943781845471347","0.98283949916123"
"No","1995","college entrance qualification","Couple + C. LE and GT 16","146","0.98049141198516","0.958284418123516","1.0026984058468"
"No","1995","Other degree","1-pers.-HH","69","0.928778461598089","0.870570927364761","0.986985995831416"
"No","1995","Other degree","(Married) couple without C. ","181","0.868194654849854","0.823082218671169","0.913307091028539"
"No","1995","Other degree","Single parent ","38","0.992832900307499","0.966358532977358","1.01930726763764"
"No","1995","Other degree","Couple + C. LE 16 ","322","0.959306208128138","0.938211386966065","0.980401029290212"
"No","1995","Other degree","Couple + C. GT 16 ","204","0.842005806803667","0.796241036822537","0.887770576784796"
"No","1995","Other degree","Couple + C. LE and GT 16","148","0.875205072966631","0.824470072617847","0.925940073315416"
"No","1995","no degree/no degree yet","1-pers.-HH","33","0.800842972324566","0.677080322922742","0.924605621726389"
"No","1995","no degree/no degree yet","(Married) couple without C. ","73","0.756863753138701","0.668237876494664","0.845489629782739"
"No","1995","no degree/no degree yet","Single parent ","49","0.908357497228242","0.831404049129439","0.985310945327044"
"No","1995","no degree/no degree yet","Couple + C. LE 16 ","103","0.925601910855755","0.87587983932269","0.975323982388819"
"No","1995","no degree/no degree yet","Couple + C. GT 16 ","246","0.90786483661197","0.873367186604506","0.942362486619434"
"No","1995","no degree/no degree yet","Couple + C. LE and GT 16","211","0.966035834854523","0.942208323008832","0.989863346700213"
"Yes","1996","lower secondary degree","1-pers.-HH","160","0.230154562880171","0.200228274297772","0.260080851462571"
"Yes","1996","lower secondary degree","(Married) couple without C. ","404","0.255301689464642","0.235464683050405","0.27513869587888"
"Yes","1996","lower secondary degree","Single parent ","34","0.128263502468645","0.0868137206591827","0.169713284278108"
"Yes","1996","lower secondary degree","Couple + C. LE 16 ","59","0.0714757987529918","0.0547008919992311","0.0882507055067525"
"Yes","1996","lower secondary degree","Couple + C. GT 16 ","117","0.164162026772954","0.139491038514443","0.188833015031464"
"Yes","1996","lower secondary degree","Couple + C. LE and GT 16","19","","",""
"Yes","1996","secondary school degree","1-pers.-HH","46","0.151508469200076","0.114471192028645","0.188545746371508"
"Yes","1996","secondary school degree","(Married) couple without C. ","96","0.160762797979442","0.135277965272482","0.186247630686402"
"Yes","1996","secondary school degree","Single parent ","6","","",""
"Yes","1996","secondary school degree","Couple + C. LE 16 ","29","","",""
"Yes","1996","secondary school degree","Couple + C. GT 16 ","27","","",""
"Yes","1996","secondary school degree","Couple + C. LE and GT 16","14","","",""
"Yes","1996","college entrance qualification","1-pers.-HH","18","","",""
"Yes","1996","college entrance qualification","(Married) couple without C. ","59","0.158303473825032","0.12621176178417","0.190395185865894"
"Yes","1996","college entrance qualification","Single parent ","","","",""
"Yes","1996","college entrance qualification","Couple + C. LE 16 ","9","","",""
"Yes","1996","college entrance qualification","Couple + C. GT 16 ","16","","",""
"Yes","1996","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"Yes","1996","Other degree","1-pers.-HH","6","","",""
"Yes","1996","Other degree","(Married) couple without C. ","41","0.161997407560035","0.113087532029571","0.2109072830905"
"Yes","1996","Other degree","Single parent ","2","","",""
"Yes","1996","Other degree","Couple + C. LE 16 ","10","","",""
"Yes","1996","Other degree","Couple + C. GT 16 ","34","0.131082589411891","0.0882956821161128","0.17386949670767"
"Yes","1996","Other degree","Couple + C. LE and GT 16","17","","",""
"Yes","1996","no degree/no degree yet","1-pers.-HH","7","","",""
"Yes","1996","no degree/no degree yet","(Married) couple without C. ","21","","",""
"Yes","1996","no degree/no degree yet","Single parent ","3","","",""
"Yes","1996","no degree/no degree yet","Couple + C. LE 16 ","4","","",""
"Yes","1996","no degree/no degree yet","Couple + C. GT 16 ","22","","",""
"Yes","1996","no degree/no degree yet","Couple + C. LE and GT 16","8","","",""
"No","1996","lower secondary degree","1-pers.-HH","600","0.769845437119829","0.739919148537429","0.799771725702228"
"No","1996","lower secondary degree","(Married) couple without C. ","1452","0.744698310535358","0.72486130412112","0.764535316949595"
"No","1996","lower secondary degree","Single parent ","216","0.871736497531355","0.830286715721892","0.913186279340817"
"No","1996","lower secondary degree","Couple + C. LE 16 ","847","0.928524201247008","0.911749294493247","0.945299108000769"
"No","1996","lower secondary degree","Couple + C. GT 16 ","749","0.835837973227046","0.811166984968536","0.860508961485557"
"No","1996","lower secondary degree","Couple + C. LE and GT 16","295","0.930429347766523","0.902288446352208","0.958570249180838"
"No","1996","secondary school degree","1-pers.-HH","314","0.848491530799924","0.811454253628492","0.885528807971355"
"No","1996","secondary school degree","(Married) couple without C. ","702","0.839237202020558","0.813752369313598","0.864722034727518"
"No","1996","secondary school degree","Single parent ","181","0.961419112457968","0.933815255351948","0.989022969563989"
"No","1996","secondary school degree","Couple + C. LE 16 ","1078","0.976021204330701","0.967009278878579","0.985033129782824"
"No","1996","secondary school degree","Couple + C. GT 16 ","541","0.946110988635495","0.927541708219466","0.964680269051524"
"No","1996","secondary school degree","Couple + C. LE and GT 16","369","0.970851989014058","0.954004713482724","0.987699264545393"
"No","1996","college entrance qualification","1-pers.-HH","216","0.894771153773071","0.855455676342589","0.934086631203552"
"No","1996","college entrance qualification","(Married) couple without C. ","438","0.841696526174968","0.809604814134106","0.87378823821583"
"No","1996","college entrance qualification","Single parent ","83","1","1","1"
"No","1996","college entrance qualification","Couple + C. LE 16 ","493","0.983244618536235","0.972016572584232","0.994472664488239"
"No","1996","college entrance qualification","Couple + C. GT 16 ","327","0.937883809116095","0.91234045299728","0.963427165234911"
"No","1996","college entrance qualification","Couple + C. LE and GT 16","157","0.981194818980918","0.96014712687891","1.00224251108293"
"No","1996","Other degree","1-pers.-HH","62","0.937768397940702","0.880350548522399","0.995186247359005"
"No","1996","Other degree","(Married) couple without C. ","177","0.838002592439965","0.7890927169095","0.886912467970429"
"No","1996","Other degree","Single parent ","39","0.987077699512312","0.952507510773797","1.02164788825083"
"No","1996","Other degree","Couple + C. LE 16 ","292","0.95911858387511","0.936785755000437","0.981451412749782"
"No","1996","Other degree","Couple + C. GT 16 ","205","0.868917410588109","0.82613050329233","0.911704317883887"
"No","1996","Other degree","Couple + C. LE and GT 16","135","0.822044334595384","0.761240659913885","0.882848009276884"
"No","1996","no degree/no degree yet","1-pers.-HH","30","0.671633453794692","0.520314670183739","0.822952237405645"
"No","1996","no degree/no degree yet","(Married) couple without C. ","71","0.746259406340853","0.657340510265956","0.83517830241575"
"No","1996","no degree/no degree yet","Single parent ","55","0.94595910261992","0.887771354447535","1.0041468507923"
"No","1996","no degree/no degree yet","Couple + C. LE 16 ","93","0.836839479396939","0.763305029919238","0.91037392887464"
"No","1996","no degree/no degree yet","Couple + C. GT 16 ","251","0.921455754917889","0.889543227876099","0.95336828195968"
"No","1996","no degree/no degree yet","Couple + C. LE and GT 16","196","0.983329373843654","0.965759911570377","1.00089883611693"
"Yes","1997","lower secondary degree","1-pers.-HH","154","0.228984442221766","0.1982289223784","0.259739962065133"
"Yes","1997","lower secondary degree","(Married) couple without C. ","415","0.262459848189884","0.242529291027876","0.282390405351891"
"Yes","1997","lower secondary degree","Single parent ","28","","",""
"Yes","1997","lower secondary degree","Couple + C. LE 16 ","62","0.085227364012286","0.0668105776656628","0.103644150358909"
"Yes","1997","lower secondary degree","Couple + C. GT 16 ","105","0.166324135325442","0.140837211771329","0.191811058879555"
"Yes","1997","lower secondary degree","Couple + C. LE and GT 16","18","","",""
"Yes","1997","secondary school degree","1-pers.-HH","44","0.151371531978952","0.114450425556518","0.188292638401386"
"Yes","1997","secondary school degree","(Married) couple without C. ","98","0.159879507930769","0.134225380351064","0.185533635510474"
"Yes","1997","secondary school degree","Single parent ","10","","",""
"Yes","1997","secondary school degree","Couple + C. LE 16 ","21","","",""
"Yes","1997","secondary school degree","Couple + C. GT 16 ","27","","",""
"Yes","1997","secondary school degree","Couple + C. LE and GT 16","19","","",""
"Yes","1997","college entrance qualification","1-pers.-HH","20","","",""
"Yes","1997","college entrance qualification","(Married) couple without C. ","56","0.139193622193665","0.109210592365093","0.169176652022237"
"Yes","1997","college entrance qualification","Single parent ","2","","",""
"Yes","1997","college entrance qualification","Couple + C. LE 16 ","10","","",""
"Yes","1997","college entrance qualification","Couple + C. GT 16 ","15","","",""
"Yes","1997","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","1997","Other degree","1-pers.-HH","7","","",""
"Yes","1997","Other degree","(Married) couple without C. ","44","0.191536331590113","0.140680587898994","0.242392075281233"
"Yes","1997","Other degree","Single parent ","1","","",""
"Yes","1997","Other degree","Couple + C. LE 16 ","11","","",""
"Yes","1997","Other degree","Couple + C. GT 16 ","35","0.160690835305089","0.11171546230782","0.209666208302358"
"Yes","1997","Other degree","Couple + C. LE and GT 16","12","","",""
"Yes","1997","no degree/no degree yet","1-pers.-HH","6","","",""
"Yes","1997","no degree/no degree yet","(Married) couple without C. ","24","","",""
"Yes","1997","no degree/no degree yet","Single parent ","3","","",""
"Yes","1997","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Yes","1997","no degree/no degree yet","Couple + C. GT 16 ","27","","",""
"Yes","1997","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"No","1997","lower secondary degree","1-pers.-HH","563","0.771015557778234","0.740260037934867","0.8017710776216"
"No","1997","lower secondary degree","(Married) couple without C. ","1457","0.737540151810117","0.717609594648109","0.757470708972124"
"No","1997","lower secondary degree","Single parent ","223","0.888436470403341","0.849488436244334","0.927384504562348"
"No","1997","lower secondary degree","Couple + C. LE 16 ","821","0.914772635987714","0.896355849641091","0.933189422334337"
"No","1997","lower secondary degree","Couple + C. GT 16 ","715","0.833675864674558","0.808188941120445","0.859162788228671"
"No","1997","lower secondary degree","Couple + C. LE and GT 16","271","0.924734019620734","0.894317680011919","0.955150359229549"
"No","1997","secondary school degree","1-pers.-HH","318","0.848628468021048","0.811707361598614","0.885549574443482"
"No","1997","secondary school degree","(Married) couple without C. ","686","0.840120492069231","0.814466364489526","0.865774619648936"
"No","1997","secondary school degree","Single parent ","170","0.943314463472981","0.909533174557319","0.977095752388643"
"No","1997","secondary school degree","Couple + C. LE 16 ","1020","0.980158858862275","0.971687476503215","0.988630241221334"
"No","1997","secondary school degree","Couple + C. GT 16 ","591","0.957018623901643","0.941028412477385","0.9730088353259"
"No","1997","secondary school degree","Couple + C. LE and GT 16","352","0.956069733897569","0.935215807412763","0.976923660382374"
"No","1997","college entrance qualification","1-pers.-HH","221","0.886783711369517","0.846779760943017","0.926787661796018"
"No","1997","college entrance qualification","(Married) couple without C. ","456","0.860806377806335","0.830823347977763","0.890789407634907"
"No","1997","college entrance qualification","Single parent ","93","0.98004194091176","0.951918544318529","1.00816533750499"
"No","1997","college entrance qualification","Couple + C. LE 16 ","470","0.983101134315314","0.971570442945248","0.99463182568538"
"No","1997","college entrance qualification","Couple + C. GT 16 ","334","0.955687571835493","0.934097398903905","0.977277744767082"
"No","1997","college entrance qualification","Couple + C. LE and GT 16","160","1","1","1"
"No","1997","Other degree","1-pers.-HH","49","0.846644926950649","0.752270613266231","0.941019240635067"
"No","1997","Other degree","(Married) couple without C. ","186","0.808463668409887","0.757607924718767","0.859319412101006"
"No","1997","Other degree","Single parent ","34","0.991452892961855","0.960955713006455","1.02195007291726"
"No","1997","Other degree","Couple + C. LE 16 ","249","0.952231910083413","0.926307927539483","0.978155892627343"
"No","1997","Other degree","Couple + C. GT 16 ","181","0.839309164694911","0.790333791697642","0.88828453769218"
"No","1997","Other degree","Couple + C. LE and GT 16","129","0.880147137931245","0.826537807882392","0.933756467980098"
"No","1997","no degree/no degree yet","1-pers.-HH","31","0.803002744973744","0.674847663436095","0.931157826511393"
"No","1997","no degree/no degree yet","(Married) couple without C. ","80","0.748917976765038","0.66557742741566","0.832258526114416"
"No","1997","no degree/no degree yet","Single parent ","44","0.938556207800876","0.869901818049015","1.00721059755274"
"No","1997","no degree/no degree yet","Couple + C. LE 16 ","80","0.815581932426024","0.733135064897767","0.898028799954281"
"No","1997","no degree/no degree yet","Couple + C. GT 16 ","251","0.915425922819347","0.882717776628496","0.948134069010198"
"No","1997","no degree/no degree yet","Couple + C. LE and GT 16","201","0.987706141276222","0.972584776385733","1.00282750616671"
"Yes","1998","lower secondary degree","1-pers.-HH","183","0.253868704519366","0.223766206954404","0.283971202084328"
"Yes","1998","lower secondary degree","(Married) couple without C. ","463","0.249921730952985","0.231359496672681","0.268483965233289"
"Yes","1998","lower secondary degree","Single parent ","39","0.13739758692624","0.0962573452997663","0.178537828552714"
"Yes","1998","lower secondary degree","Couple + C. LE 16 ","43","0.0491398639414245","0.0353287542572432","0.0629509736256057"
"Yes","1998","lower secondary degree","Couple + C. GT 16 ","122","0.163927264390134","0.139397595223695","0.188456933556572"
"Yes","1998","lower secondary degree","Couple + C. LE and GT 16","21","","",""
"Yes","1998","secondary school degree","1-pers.-HH","49","0.140541009114711","0.107576374459638","0.173505643769785"
"Yes","1998","secondary school degree","(Married) couple without C. ","106","0.152342163198571","0.128490965161767","0.176193361235375"
"Yes","1998","secondary school degree","Single parent ","11","","",""
"Yes","1998","secondary school degree","Couple + C. LE 16 ","31","0.022557987509682","0.0139533861323653","0.0311625888869986"
"Yes","1998","secondary school degree","Couple + C. GT 16 ","24","","",""
"Yes","1998","secondary school degree","Couple + C. LE and GT 16","17","","",""
"Yes","1998","college entrance qualification","1-pers.-HH","30","0.120438834890278","0.083971529541623","0.156906140238932"
"Yes","1998","college entrance qualification","(Married) couple without C. ","66","0.127959555784252","0.101558869970183","0.154360241598322"
"Yes","1998","college entrance qualification","Single parent ","1","","",""
"Yes","1998","college entrance qualification","Couple + C. LE 16 ","10","","",""
"Yes","1998","college entrance qualification","Couple + C. GT 16 ","23","","",""
"Yes","1998","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"Yes","1998","Other degree","1-pers.-HH","13","","",""
"Yes","1998","Other degree","(Married) couple without C. ","46","0.183287775278319","0.133067169667961","0.233508380888677"
"Yes","1998","Other degree","Single parent ","1","","",""
"Yes","1998","Other degree","Couple + C. LE 16 ","7","","",""
"Yes","1998","Other degree","Couple + C. GT 16 ","34","0.112381497620367","0.0719145224216919","0.152848472819042"
"Yes","1998","Other degree","Couple + C. LE and GT 16","10","","",""
"Yes","1998","no degree/no degree yet","1-pers.-HH","7","","",""
"Yes","1998","no degree/no degree yet","(Married) couple without C. ","24","","",""
"Yes","1998","no degree/no degree yet","Single parent ","4","","",""
"Yes","1998","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Yes","1998","no degree/no degree yet","Couple + C. GT 16 ","26","","",""
"Yes","1998","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"No","1998","lower secondary degree","1-pers.-HH","620","0.746131295480634","0.716028797915672","0.776233793045596"
"No","1998","lower secondary degree","(Married) couple without C. ","1627","0.750078269047015","0.731516034766711","0.768640503327318"
"No","1998","lower secondary degree","Single parent ","230","0.86260241307376","0.821462171447286","0.903742654700234"
"No","1998","lower secondary degree","Couple + C. LE 16 ","898","0.950860136058576","0.937049026374394","0.964671245742757"
"No","1998","lower secondary degree","Couple + C. GT 16 ","753","0.836072735609866","0.811543066443428","0.860602404776305"
"No","1998","lower secondary degree","Couple + C. LE and GT 16","292","0.921383219838617","0.891566923373147","0.951199516304088"
"No","1998","secondary school degree","1-pers.-HH","378","0.859458990885289","0.826494356230215","0.892423625540362"
"No","1998","secondary school degree","(Married) couple without C. ","766","0.847657836801429","0.823806638764624","0.871509034838233"
"No","1998","secondary school degree","Single parent ","193","0.951237695480522","0.921683465773338","0.980791925187706"
"No","1998","secondary school degree","Couple + C. LE 16 ","1113","0.977442012490318","0.968837411113002","0.986046613867635"
"No","1998","secondary school degree","Couple + C. GT 16 ","645","0.967160271909781","0.953655600152445","0.980664943667117"
"No","1998","secondary school degree","Couple + C. LE and GT 16","360","0.954799529230905","0.933829212352509","0.975769846109302"
"No","1998","college entrance qualification","1-pers.-HH","276","0.879561165109722","0.843093859761068","0.916028470458377"
"No","1998","college entrance qualification","(Married) couple without C. ","549","0.872040444215748","0.845639758401678","0.898441130029817"
"No","1998","college entrance qualification","Single parent ","99","0.99274402777955","0.976109344430259","1.00937871112884"
"No","1998","college entrance qualification","Couple + C. LE 16 ","531","0.97831351576755","0.966039602201386","0.990587429333714"
"No","1998","college entrance qualification","Couple + C. GT 16 ","364","0.935121120191795","0.910580913694717","0.959661326688873"
"No","1998","college entrance qualification","Couple + C. LE and GT 16","161","0.989894174587072","0.974539713835387","1.00524863533876"
"No","1998","Other degree","1-pers.-HH","53","0.756238732032159","0.652655863993195","0.859821600071124"
"No","1998","Other degree","(Married) couple without C. ","182","0.816712224721681","0.766491619111323","0.866932830332039"
"No","1998","Other degree","Single parent ","30","0.989503561945958","0.953628149838942","1.02537897405297"
"No","1998","Other degree","Couple + C. LE 16 ","249","0.984391683003531","0.969207545966307","0.999575820040754"
"No","1998","Other degree","Couple + C. GT 16 ","200","0.887618502379633","0.847151527180958","0.928085477578308"
"No","1998","Other degree","Couple + C. LE and GT 16","110","0.861147400678704","0.799278382715184","0.923016418642224"
"No","1998","no degree/no degree yet","1-pers.-HH","26","","",""
"No","1998","no degree/no degree yet","(Married) couple without C. ","82","0.782834637839098","0.704342627314716","0.861326648363479"
"No","1998","no degree/no degree yet","Single parent ","52","0.921102541444106","0.850496872055684","0.991708210832529"
"No","1998","no degree/no degree yet","Couple + C. LE 16 ","64","0.782273414867542","0.68559398354915","0.878952846185934"
"No","1998","no degree/no degree yet","Couple + C. GT 16 ","232","0.888837497757783","0.850481915573136","0.927193079942429"
"No","1998","no degree/no degree yet","Couple + C. LE and GT 16","213","0.983324465474508","0.966364914956149","1.00028401599287"
"Yes","1999","lower secondary degree","1-pers.-HH","183","0.243591113682392","0.214264818268189","0.272917409096596"
"Yes","1999","lower secondary degree","(Married) couple without C. ","486","0.273608792214457","0.254514214144318","0.292703370284595"
"Yes","1999","lower secondary degree","Single parent ","35","0.129277006557499","0.0897668403403838","0.168787172774614"
"Yes","1999","lower secondary degree","Couple + C. LE 16 ","41","0.0424491025447834","0.0294985457512472","0.0553996593383197"
"Yes","1999","lower secondary degree","Couple + C. GT 16 ","121","0.146335650808639","0.122686089389641","0.169985212227637"
"Yes","1999","lower secondary degree","Couple + C. LE and GT 16","20","","",""
"Yes","1999","secondary school degree","1-pers.-HH","48","0.150310277384778","0.116091412391759","0.184529142377798"
"Yes","1999","secondary school degree","(Married) couple without C. ","121","0.163834226285945","0.140408811037068","0.187259641534821"
"Yes","1999","secondary school degree","Single parent ","12","","",""
"Yes","1999","secondary school degree","Couple + C. LE 16 ","25","","",""
"Yes","1999","secondary school degree","Couple + C. GT 16 ","35","0.0470035687263907","0.031037159429119","0.0629699780236625"
"Yes","1999","secondary school degree","Couple + C. LE and GT 16","12","","",""
"Yes","1999","college entrance qualification","1-pers.-HH","29","","",""
"Yes","1999","college entrance qualification","(Married) couple without C. ","68","0.124087904639931","0.0989169103567862","0.149258898923076"
"Yes","1999","college entrance qualification","Single parent ","","","",""
"Yes","1999","college entrance qualification","Couple + C. LE 16 ","12","","",""
"Yes","1999","college entrance qualification","Couple + C. GT 16 ","16","","",""
"Yes","1999","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"Yes","1999","Other degree","1-pers.-HH","12","","",""
"Yes","1999","Other degree","(Married) couple without C. ","47","0.199060826674755","0.147231766142358","0.250889887207152"
"Yes","1999","Other degree","Single parent ","1","","",""
"Yes","1999","Other degree","Couple + C. LE 16 ","4","","",""
"Yes","1999","Other degree","Couple + C. GT 16 ","32","0.115040626073698","0.0724897505362056","0.157591501611191"
"Yes","1999","Other degree","Couple + C. LE and GT 16","9","","",""
"Yes","1999","no degree/no degree yet","1-pers.-HH","7","","",""
"Yes","1999","no degree/no degree yet","(Married) couple without C. ","26","","",""
"Yes","1999","no degree/no degree yet","Single parent ","7","","",""
"Yes","1999","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Yes","1999","no degree/no degree yet","Couple + C. GT 16 ","27","","",""
"Yes","1999","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"No","1999","lower secondary degree","1-pers.-HH","640","0.756408886317608","0.727082590903405","0.785735181731811"
"No","1999","lower secondary degree","(Married) couple without C. ","1608","0.726391207785543","0.707296629715405","0.745485785855682"
"No","1999","lower secondary degree","Single parent ","242","0.870722993442501","0.831212827225386","0.910233159659616"
"No","1999","lower secondary degree","Couple + C. LE 16 ","890","0.957550897455216","0.94460034066168","0.970501454248753"
"No","1999","lower secondary degree","Couple + C. GT 16 ","737","0.853664349191361","0.830014787772363","0.877313910610359"
"No","1999","lower secondary degree","Couple + C. LE and GT 16","287","0.916465737213845","0.885515118014368","0.947416356413321"
"No","1999","secondary school degree","1-pers.-HH","371","0.849689722615222","0.815470857622202","0.883908587608241"
"No","1999","secondary school degree","(Married) couple without C. ","838","0.836165773714056","0.812740358465179","0.859591188962932"
"No","1999","secondary school degree","Single parent ","210","0.933251623084072","0.90042007693746","0.966083169230685"
