"ple0040","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","1984","lower secondary degree","(Married) couple without C. ","1267","0.782919621593178","0.762681378590203","0.803157864596153"
"No","1984","lower secondary degree","Single parent ","292","0.896298019432391","0.862946523475651","0.929649515389131"
"No","1984","lower secondary degree","Couple + C. LE 16 ","1224","0.935643057600358","0.922298741637225","0.94898737356349"
"No","1984","lower secondary degree","Couple + C. GT 16 ","871","0.868954237565205","0.84788057996474","0.89002789516567"
"No","1984","lower secondary degree","Couple + C. LE and GT 16","746","0.941470669773884","0.925070403496933","0.957870936050836"
"No","1984","secondary school degree","1-pers.-HH","207","0.841060226903125","0.794899842999309","0.887220610806942"
"No","1984","secondary school degree","(Married) couple without C. ","366","0.835762285094228","0.800580236592202","0.870944333596255"
"No","1984","secondary school degree","Single parent ","89","0.907656394855188","0.850042614498551","0.965270175211825"
"No","1984","secondary school degree","Couple + C. LE 16 ","449","0.969379138033252","0.953668904400021","0.985089371666484"
"No","1984","secondary school degree","Couple + C. GT 16 ","354","0.955357566615225","0.93428624327644","0.976428889954011"
"No","1984","secondary school degree","Couple + C. LE and GT 16","248","0.973287739591447","0.953497368077773","0.993078111105121"
"No","1984","college entrance qualification","1-pers.-HH","195","0.918408699831759","0.88129665626505","0.955520743398468"
"No","1984","college entrance qualification","(Married) couple without C. ","272","0.821946192959292","0.780096439784387","0.863795946134197"
"No","1984","college entrance qualification","Single parent ","48","1","1","1"
"No","1984","college entrance qualification","Couple + C. LE 16 ","287","0.975240114204556","0.957477596544236","0.993002631864875"
"No","1984","college entrance qualification","Couple + C. GT 16 ","195","0.919984493033141","0.883375802267251","0.956593183799031"
"No","1984","college entrance qualification","Couple + C. LE and GT 16","99","0.927028578052554","0.877515705379869","0.976541450725238"
"No","1984","Other degree","1-pers.-HH","107","0.944658027617796","0.902312874646398","0.987003180589193"
"No","1984","Other degree","(Married) couple without C. ","183","0.854480081396544","0.804731393623447","0.904228769169642"
"No","1984","Other degree","Single parent ","41","0.811490541218647","0.695924547753685","0.927056534683609"
"No","1984","Other degree","Couple + C. LE 16 ","596","0.946673108425183","0.928929951650016","0.96441626520035"
"No","1984","Other degree","Couple + C. GT 16 ","152","0.923613827507274","0.883328913294818","0.96389874171973"
"No","1984","Other degree","Couple + C. LE and GT 16","214","0.882166356626429","0.840408302931305","0.923924410321552"
"No","1984","no degree/no degree yet","1-pers.-HH","78","0.945498263033915","0.896364875915582","0.994631650152248"
"No","1984","no degree/no degree yet","(Married) couple without C. ","128","0.917291911840035","0.872147100196393","0.962436723483677"
"No","1984","no degree/no degree yet","Single parent ","58","0.840007244853196","0.750192057841189","0.929822431865203"
"No","1984","no degree/no degree yet","Couple + C. LE 16 ","355","0.978271357210499","0.963252400174407","0.993290314246591"
"No","1984","no degree/no degree yet","Couple + C. GT 16 ","221","0.953977657624935","0.927244789820263","0.980710525429608"
"No","1984","no degree/no degree yet","Couple + C. LE and GT 16","297","0.975796345839834","0.958633361908655","0.992959329771014"
"Yes","1985","lower secondary degree","1-pers.-HH","93","0.156817383756736","0.12717302257858","0.186461744934891"
"Yes","1985","lower secondary degree","(Married) couple without C. ","300","0.22418509748104","0.202486117355461","0.245884077606619"
"Yes","1985","lower secondary degree","Single parent ","25","","",""
"Yes","1985","lower secondary degree","Couple + C. LE 16 ","63","0.062761162007388","0.0486076516329856","0.0769146723817905"
"Yes","1985","lower secondary degree","Couple + C. GT 16 ","124","0.140078066039859","0.118403792122799","0.161752339956919"
"Yes","1985","lower secondary degree","Couple + C. LE and GT 16","32","0.0598682187306758","0.0417135341938615","0.0780229032674902"
"Yes","1985","secondary school degree","1-pers.-HH","32","0.155155925137012","0.107848501625615","0.202463348648409"
"Yes","1985","secondary school degree","(Married) couple without C. ","63","0.177049697715269","0.139689402090511","0.214409993340027"
"Yes","1985","secondary school degree","Single parent ","5","","",""
"Yes","1985","secondary school degree","Couple + C. LE 16 ","12","","",""
"Yes","1985","secondary school degree","Couple + C. GT 16 ","15","","",""
"Yes","1985","secondary school degree","Couple + C. LE and GT 16","8","","",""
"Yes","1985","college entrance qualification","1-pers.-HH","15","","",""
"Yes","1985","college entrance qualification","(Married) couple without C. ","45","0.172311874161124","0.129505990945901","0.215117757376346"
"Yes","1985","college entrance qualification","Single parent ","","","",""
"Yes","1985","college entrance qualification","Couple + C. LE 16 ","5","","",""
"Yes","1985","college entrance qualification","Couple + C. GT 16 ","16","","",""
"Yes","1985","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"Yes","1985","Other degree","1-pers.-HH","4","","",""
"Yes","1985","Other degree","(Married) couple without C. ","12","","",""
"Yes","1985","Other degree","Single parent ","","","",""
"Yes","1985","Other degree","Couple + C. LE 16 ","19","","",""
"Yes","1985","Other degree","Couple + C. GT 16 ","13","","",""
"Yes","1985","Other degree","Couple + C. LE and GT 16","8","","",""
"Yes","1985","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes","1985","no degree/no degree yet","(Married) couple without C. ","14","","",""
"Yes","1985","no degree/no degree yet","Single parent ","6","","",""
"Yes","1985","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Yes","1985","no degree/no degree yet","Couple + C. GT 16 ","13","","",""
"Yes","1985","no degree/no degree yet","Couple + C. LE and GT 16","11","","",""
"No","1985","lower secondary degree","1-pers.-HH","485","0.843182616243264","0.813538255065109","0.87282697742142"
"No","1985","lower secondary degree","(Married) couple without C. ","1119","0.77581490251896","0.754115922393381","0.797513882644539"
"No","1985","lower secondary degree","Single parent ","262","0.902017737027435","0.867623283453779","0.936412190601091"
"No","1985","lower secondary degree","Couple + C. LE 16 ","1065","0.937238837992612","0.923085327618209","0.951392348367014"
"No","1985","lower secondary degree","Couple + C. GT 16 ","861","0.859921933960141","0.838247660043081","0.881596207877201"
"No","1985","lower secondary degree","Couple + C. LE and GT 16","624","0.940131781269324","0.92197709673251","0.958286465806139"
"No","1985","secondary school degree","1-pers.-HH","193","0.844844074862988","0.797536651351591","0.892151498374385"
"No","1985","secondary school degree","(Married) couple without C. ","338","0.822950302284731","0.785590006659973","0.860310597909489"
"No","1985","secondary school degree","Single parent ","94","0.9447514346207","0.899747573436491","0.98975529580491"
"No","1985","secondary school degree","Couple + C. LE 16 ","416","0.971871134190563","0.956206990486183","0.987535277894943"
"No","1985","secondary school degree","Couple + C. GT 16 ","382","0.962148067819897","0.943375753371877","0.980920382267918"
"No","1985","secondary school degree","Couple + C. LE and GT 16","218","0.963166776292208","0.938610388473673","0.987723164110743"
"No","1985","college entrance qualification","1-pers.-HH","190","0.917329312310577","0.879632070862985","0.955026553758169"
"No","1985","college entrance qualification","(Married) couple without C. ","254","0.827688125838876","0.784882242623654","0.870494009054099"
"No","1985","college entrance qualification","Single parent ","48","1","1","1"
"No","1985","college entrance qualification","Couple + C. LE 16 ","268","0.976872889314704","0.959043088747693","0.994702689881714"
"No","1985","college entrance qualification","Couple + C. GT 16 ","221","0.926879504450004","0.893735489170019","0.960023519729988"
"No","1985","college entrance qualification","Couple + C. LE and GT 16","77","0.962297815575914","0.920558905494903","1.00403672565693"
"No","1985","Other degree","1-pers.-HH","88","0.973404989315498","0.94052731826743","1.00628266036357"
"No","1985","Other degree","(Married) couple without C. ","160","0.871567750752967","0.821567579942174","0.92156792156376"
"No","1985","Other degree","Single parent ","43","1","1","1"
"No","1985","Other degree","Couple + C. LE 16 ","484","0.931735661325466","0.909695873914056","0.953775448736875"
"No","1985","Other degree","Couple + C. GT 16 ","134","0.853638327867284","0.796498351277823","0.910778304456744"
"No","1985","Other degree","Couple + C. LE and GT 16","189","0.910604838042424","0.87076322047909","0.950446455605757"
"No","1985","no degree/no degree yet","1-pers.-HH","60","0.886087023006156","0.807635278494451","0.96453876751786"
"No","1985","no degree/no degree yet","(Married) couple without C. ","95","0.890989280014324","0.832482568894102","0.949495991134547"
"No","1985","no degree/no degree yet","Single parent ","50","0.859574874614289","0.768579703928478","0.950570045300101"
"No","1985","no degree/no degree yet","Couple + C. LE 16 ","281","0.982238917232874","0.966931272930113","0.997546561535634"
"No","1985","no degree/no degree yet","Couple + C. GT 16 ","207","0.936257623997852","0.903976506683694","0.96853874131201"
"No","1985","no degree/no degree yet","Couple + C. LE and GT 16","277","0.967617060544828","0.947173255086786","0.988060866002871"
"Yes","1986","lower secondary degree","1-pers.-HH","","","",""
"Yes","1986","lower secondary degree","(Married) couple without C. ","2","","",""
"Yes","1986","lower secondary degree","Single parent ","","","",""
"Yes","1986","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","1986","lower secondary degree","Couple + C. GT 16 ","1","","",""
"Yes","1986","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","1986","secondary school degree","1-pers.-HH","","","",""
"Yes","1986","secondary school degree","(Married) couple without C. ","","","",""
"Yes","1986","secondary school degree","Single parent ","","","",""
"Yes","1986","secondary school degree","Couple + C. LE 16 ","1","","",""
"Yes","1986","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","1986","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","1986","college entrance qualification","1-pers.-HH","","","",""
"Yes","1986","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","1986","college entrance qualification","Single parent ","","","",""
"Yes","1986","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","1986","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","1986","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","1986","Other degree","1-pers.-HH","","","",""
"Yes","1986","Other degree","(Married) couple without C. ","","","",""
"Yes","1986","Other degree","Single parent ","","","",""
"Yes","1986","Other degree","Couple + C. LE 16 ","","","",""
"Yes","1986","Other degree","Couple + C. GT 16 ","","","",""
"Yes","1986","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","1986","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","1986","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","1986","no degree/no degree yet","Single parent ","","","",""
"Yes","1986","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","1986","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"Yes","1986","no degree/no degree yet","Couple + C. LE and GT 16","1","","",""
"No","1986","lower secondary degree","1-pers.-HH","","","",""
"No","1986","lower secondary degree","(Married) couple without C. ","53","0.971390066978764","0.927332349270615","1.01544778468691"
"No","1986","lower secondary degree","Single parent ","16","","",""
"No","1986","lower secondary degree","Couple + C. LE 16 ","20","","",""
"No","1986","lower secondary degree","Couple + C. GT 16 ","42","0.986853495247843","0.952809120970312","1.02089786952537"
"No","1986","lower secondary degree","Couple + C. LE and GT 16","47","1","1","1"
"No","1986","secondary school degree","1-pers.-HH","","","",""
"No","1986","secondary school degree","(Married) couple without C. ","29","","",""
"No","1986","secondary school degree","Single parent ","2","","",""
"No","1986","secondary school degree","Couple + C. LE 16 ","7","","",""
"No","1986","secondary school degree","Couple + C. GT 16 ","25","","",""
"No","1986","secondary school degree","Couple + C. LE and GT 16","18","","",""
"No","1986","college entrance qualification","1-pers.-HH","","","",""
"No","1986","college entrance qualification","(Married) couple without C. ","21","","",""
"No","1986","college entrance qualification","Single parent ","1","","",""
"No","1986","college entrance qualification","Couple + C. LE 16 ","4","","",""
"No","1986","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","1986","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","1986","Other degree","1-pers.-HH","","","",""
"No","1986","Other degree","(Married) couple without C. ","3","","",""
"No","1986","Other degree","Single parent ","1","","",""
"No","1986","Other degree","Couple + C. LE 16 ","9","","",""
"No","1986","Other degree","Couple + C. GT 16 ","2","","",""
"No","1986","Other degree","Couple + C. LE and GT 16","3","","",""
"No","1986","no degree/no degree yet","1-pers.-HH","1","","",""
"No","1986","no degree/no degree yet","(Married) couple without C. ","3","","",""
"No","1986","no degree/no degree yet","Single parent ","11","","",""
"No","1986","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"No","1986","no degree/no degree yet","Couple + C. GT 16 ","44","0.974733581910479","0.928881755700141","1.02058540812082"
"No","1986","no degree/no degree yet","Couple + C. LE and GT 16","51","0.968724104932975","0.92141427943744","1.01603393042851"
"Yes","1987","lower secondary degree","1-pers.-HH","88","0.162850264171969","0.132020649437106","0.193679878906833"
"Yes","1987","lower secondary degree","(Married) couple without C. ","263","0.207662975681175","0.186136376851797","0.229189574510552"
"Yes","1987","lower secondary degree","Single parent ","19","","",""
"Yes","1987","lower secondary degree","Couple + C. LE 16 ","47","0.0560255118090327","0.0414781071552794","0.070572916462786"
"Yes","1987","lower secondary degree","Couple + C. GT 16 ","123","0.143091355940924","0.121717015624726","0.164465696257122"
"Yes","1987","lower secondary degree","Couple + C. LE and GT 16","34","0.086835755745105","0.0629296833870292","0.110741828103181"
"Yes","1987","secondary school degree","1-pers.-HH","31","0.164489814729043","0.114820681146194","0.214158948311893"
"Yes","1987","secondary school degree","(Married) couple without C. ","59","0.163586024145847","0.128125619326007","0.199046428965686"
"Yes","1987","secondary school degree","Single parent ","5","","",""
"Yes","1987","secondary school degree","Couple + C. LE 16 ","13","","",""
"Yes","1987","secondary school degree","Couple + C. GT 16 ","16","","",""
"Yes","1987","secondary school degree","Couple + C. LE and GT 16","6","","",""
"Yes","1987","college entrance qualification","1-pers.-HH","13","","",""
"Yes","1987","college entrance qualification","(Married) couple without C. ","47","0.189548376684597","0.144282031581172","0.234814721788023"
"Yes","1987","college entrance qualification","Single parent ","1","","",""
"Yes","1987","college entrance qualification","Couple + C. LE 16 ","5","","",""
"Yes","1987","college entrance qualification","Couple + C. GT 16 ","13","","",""
"Yes","1987","college entrance qualification","Couple + C. LE and GT 16","7","","",""
"Yes","1987","Other degree","1-pers.-HH","4","","",""
"Yes","1987","Other degree","(Married) couple without C. ","14","","",""
"Yes","1987","Other degree","Single parent ","2","","",""
"Yes","1987","Other degree","Couple + C. LE 16 ","14","","",""
"Yes","1987","Other degree","Couple + C. GT 16 ","17","","",""
"Yes","1987","Other degree","Couple + C. LE and GT 16","13","","",""
"Yes","1987","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes","1987","no degree/no degree yet","(Married) couple without C. ","10","","",""
"Yes","1987","no degree/no degree yet","Single parent ","6","","",""
"Yes","1987","no degree/no degree yet","Couple + C. LE 16 ","7","","",""
"Yes","1987","no degree/no degree yet","Couple + C. GT 16 ","26","","",""
"Yes","1987","no degree/no degree yet","Couple + C. LE and GT 16","13","","",""
"No","1987","lower secondary degree","1-pers.-HH","463","0.837149735828031","0.806320121093167","0.867979350562895"
"No","1987","lower secondary degree","(Married) couple without C. ","1101","0.792337024318825","0.770810425489448","0.813863623148203"
"No","1987","lower secondary degree","Single parent ","247","0.92388547081185","0.89201781454716","0.95575312707654"
"No","1987","lower secondary degree","Couple + C. LE 16 ","913","0.943974488190967","0.929427083537214","0.958521892844721"
"No","1987","lower secondary degree","Couple + C. GT 16 ","908","0.856908644059076","0.835534303742878","0.878282984375274"
"No","1987","lower secondary degree","Couple + C. LE and GT 16","499","0.913164244254895","0.889258171896819","0.937070316612971"
"No","1987","secondary school degree","1-pers.-HH","183","0.835510185270957","0.785841051688107","0.885179318853806"
"No","1987","secondary school degree","(Married) couple without C. ","359","0.836413975854153","0.800953571034314","0.871874380673993"
"No","1987","secondary school degree","Single parent ","83","0.927391749882013","0.873175265328467","0.981608234435559"
"No","1987","secondary school degree","Couple + C. LE 16 ","392","0.96948685906098","0.952736080389341","0.98623763773262"
"No","1987","secondary school degree","Couple + C. GT 16 ","397","0.961306439669928","0.942705994550829","0.979906884789026"
"No","1987","secondary school degree","Couple + C. LE and GT 16","195","0.973631635731443","0.95148085716994","0.995782414292947"
"No","1987","college entrance qualification","1-pers.-HH","199","0.930198968209622","0.89589858212675","0.964499354292494"
"No","1987","college entrance qualification","(Married) couple without C. ","241","0.810451623315403","0.765185278211977","0.855717968418828"
"No","1987","college entrance qualification","Single parent ","63","0.987194822494829","0.959649215937588","1.01474042905207"
"No","1987","college entrance qualification","Couple + C. LE 16 ","269","0.979848695234324","0.963210588554217","0.996486801914432"
"No","1987","college entrance qualification","Couple + C. GT 16 ","244","0.945832656415908","0.918159579471119","0.973505733360696"
"No","1987","college entrance qualification","Couple + C. LE and GT 16","59","0.873675621199647","0.793527228463258","0.953824013936036"
"No","1987","Other degree","1-pers.-HH","65","0.955409844935257","0.906708843347998","1.00411084652252"
"No","1987","Other degree","(Married) couple without C. ","140","0.876521756202004","0.824562335231599","0.928481177172408"
"No","1987","Other degree","Single parent ","32","0.822007179234289","0.69343479999544","0.950579558473138"
"No","1987","Other degree","Couple + C. LE 16 ","421","0.940147481934947","0.917855808645672","0.962439155224223"
"No","1987","Other degree","Couple + C. GT 16 ","160","0.867190780710774","0.817195052809036","0.917186508612511"
"No","1987","Other degree","Couple + C. LE and GT 16","185","0.888987623173907","0.845230470544076","0.932744775803739"
"No","1987","no degree/no degree yet","1-pers.-HH","53","0.877343487335103","0.791425476801345","0.96326149786886"
"No","1987","no degree/no degree yet","(Married) couple without C. ","89","0.861517820491917","0.793478562082973","0.929557078900861"
"No","1987","no degree/no degree yet","Single parent ","53","0.874786070886353","0.790336132590025","0.959236009182682"
"No","1987","no degree/no degree yet","Couple + C. LE 16 ","236","0.980306444021213","0.962836643183601","0.997776244858826"
"No","1987","no degree/no degree yet","Couple + C. GT 16 ","197","0.892254525116039","0.851559665101284","0.932949385130795"
"No","1987","no degree/no degree yet","Couple + C. LE and GT 16","204","0.940448040861667","0.908960869054001","0.971935212669334"
"Yes","1988","lower secondary degree","1-pers.-HH","95","0.181958285599924","0.149326969415146","0.214589601784703"
"Yes","1988","lower secondary degree","(Married) couple without C. ","296","0.242091447122544","0.219130990824227","0.265051903420861"
"Yes","1988","lower secondary degree","Single parent ","18","","",""
"Yes","1988","lower secondary degree","Couple + C. LE 16 ","42","0.0524350677551711","0.0380236820413814","0.0668464534689608"
"Yes","1988","lower secondary degree","Couple + C. GT 16 ","146","0.158047440751001","0.136190279980345","0.179904601521657"
"Yes","1988","lower secondary degree","Couple + C. LE and GT 16","23","","",""
"Yes","1988","secondary school degree","1-pers.-HH","31","0.168266201126306","0.117547798383597","0.218984603869015"
"Yes","1988","secondary school degree","(Married) couple without C. ","56","0.164181658950335","0.127369477107564","0.200993840793107"
"Yes","1988","secondary school degree","Single parent ","8","","",""
"Yes","1988","secondary school degree","Couple + C. LE 16 ","7","","",""
"Yes","1988","secondary school degree","Couple + C. GT 16 ","20","","",""
"Yes","1988","secondary school degree","Couple + C. LE and GT 16","4","","",""
"Yes","1988","college entrance qualification","1-pers.-HH","18","","",""
"Yes","1988","college entrance qualification","(Married) couple without C. ","44","0.181719279749299","0.135976934206254","0.227461625292345"
"Yes","1988","college entrance qualification","Single parent ","1","","",""
"Yes","1988","college entrance qualification","Couple + C. LE 16 ","5","","",""
"Yes","1988","college entrance qualification","Couple + C. GT 16 ","13","","",""
"Yes","1988","college entrance qualification","Couple + C. LE and GT 16","4","","",""
"Yes","1988","Other degree","1-pers.-HH","7","","",""
"Yes","1988","Other degree","(Married) couple without C. ","18","","",""
"Yes","1988","Other degree","Single parent ","2","","",""
"Yes","1988","Other degree","Couple + C. LE 16 ","17","","",""
"Yes","1988","Other degree","Couple + C. GT 16 ","27","","",""
"Yes","1988","Other degree","Couple + C. LE and GT 16","14","","",""
"Yes","1988","no degree/no degree yet","1-pers.-HH","5","","",""
"Yes","1988","no degree/no degree yet","(Married) couple without C. ","15","","",""
"Yes","1988","no degree/no degree yet","Single parent ","5","","",""
"Yes","1988","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Yes","1988","no degree/no degree yet","Couple + C. GT 16 ","22","","",""
"Yes","1988","no degree/no degree yet","Couple + C. LE and GT 16","12","","",""
"No","1988","lower secondary degree","1-pers.-HH","442","0.818041714400076","0.785410398215297","0.850673030584854"
"No","1988","lower secondary degree","(Married) couple without C. ","1041","0.757908552877456","0.734948096579139","0.780869009175773"
"No","1988","lower secondary degree","Single parent ","241","0.93087877041867","0.899986452223114","0.961771088614225"
"No","1988","lower secondary degree","Couple + C. LE 16 ","877","0.947564932244829","0.933153546531039","0.961976317958619"
"No","1988","lower secondary degree","Couple + C. GT 16 ","924","0.841952559248999","0.820095398478343","0.863809720019655"
"No","1988","lower secondary degree","Couple + C. LE and GT 16","423","0.932613740000948","0.909347980038574","0.955879499963322"
"No","1988","secondary school degree","1-pers.-HH","178","0.831733798873694","0.781015396130985","0.882452201616403"
"No","1988","secondary school degree","(Married) couple without C. ","333","0.835818341049665","0.799006159206893","0.872630522892436"
"No","1988","secondary school degree","Single parent ","77","0.886566558849277","0.819150267990506","0.953982849708048"
"No","1988","secondary school degree","Couple + C. LE 16 ","389","0.981093322692406","0.967679169432263","0.994507475952549"
"No","1988","secondary school degree","Couple + C. GT 16 ","416","0.951395265278871","0.93121045704022","0.971580073517523"
"No","1988","secondary school degree","Couple + C. LE and GT 16","169","0.96806145069019","0.941859471604321","0.994263429776059"
"No","1988","college entrance qualification","1-pers.-HH","173","0.888972237692716","0.844417765827797","0.933526709557636"
"No","1988","college entrance qualification","(Married) couple without C. ","229","0.818280720250701","0.772538374707655","0.864023065793746"
"No","1988","college entrance qualification","Single parent ","65","0.988142247859208","0.962027427587055","1.01425706813136"
"No","1988","college entrance qualification","Couple + C. LE 16 ","267","0.980179303331071","0.963614897561059","0.996743709101083"
"No","1988","college entrance qualification","Couple + C. GT 16 ","247","0.946864694637402","0.91960023032502","0.974129158949784"
"No","1988","college entrance qualification","Couple + C. LE and GT 16","45","0.877433097603841","0.785611749987411","0.969254445220272"
"No","1988","Other degree","1-pers.-HH","60","0.879599720643073","0.801676484877147","0.957522956408999"
"No","1988","Other degree","(Married) couple without C. ","139","0.874192928004157","0.822318366739873","0.926067489268441"
"No","1988","Other degree","Single parent ","27","","",""
"No","1988","Other degree","Couple + C. LE 16 ","369","0.933523474597395","0.908672054198709","0.958374894996082"
"No","1988","Other degree","Couple + C. GT 16 ","152","0.803441170083573","0.745224830434056","0.861657509733091"
"No","1988","Other degree","Couple + C. LE and GT 16","168","0.857662775043872","0.806901803618701","0.908423746469044"
"No","1988","no degree/no degree yet","1-pers.-HH","43","0.879076036968708","0.786840797624074","0.971311276313341"
"No","1988","no degree/no degree yet","(Married) couple without C. ","77","0.791365897622631","0.708335810845408","0.874395984399854"
"No","1988","no degree/no degree yet","Single parent ","52","0.887722282050317","0.805763402583809","0.969681161516826"
"No","1988","no degree/no degree yet","Couple + C. LE 16 ","201","0.976687155906728","0.956131171186534","0.997243140626922"
"No","1988","no degree/no degree yet","Couple + C. GT 16 ","190","0.902537549015472","0.862613786403361","0.942461311627583"
"No","1988","no degree/no degree yet","Couple + C. LE and GT 16","183","0.949269355362819","0.918468646878613","0.980070063847025"
"Yes","1989","lower secondary degree","1-pers.-HH","102","0.201621291076979","0.167718955196229","0.235523626957729"
"Yes","1989","lower secondary degree","(Married) couple without C. ","312","0.265957967635453","0.241790422050922","0.290125513219983"
"Yes","1989","lower secondary degree","Single parent ","21","","",""
"Yes","1989","lower secondary degree","Couple + C. LE 16 ","42","0.0604079059248288","0.0449118300512066","0.0759039817984509"
"Yes","1989","lower secondary degree","Couple + C. GT 16 ","120","0.138567669913399","0.117228628987299","0.159906710839499"
"Yes","1989","lower secondary degree","Couple + C. LE and GT 16","21","","",""
"Yes","1989","secondary school degree","1-pers.-HH","35","0.191320615181355","0.137994000015012","0.244647230347697"
"Yes","1989","secondary school degree","(Married) couple without C. ","57","0.164301727522183","0.128434155441453","0.200169299602912"
"Yes","1989","secondary school degree","Single parent ","5","","",""
"Yes","1989","secondary school degree","Couple + C. LE 16 ","5","","",""
"Yes","1989","secondary school degree","Couple + C. GT 16 ","19","","",""
"Yes","1989","secondary school degree","Couple + C. LE and GT 16","3","","",""
"Yes","1989","college entrance qualification","1-pers.-HH","19","","",""
"Yes","1989","college entrance qualification","(Married) couple without C. ","42","0.160109587283746","0.1184744558548","0.201744718712693"
"Yes","1989","college entrance qualification","Single parent ","1","","",""
"Yes","1989","college entrance qualification","Couple + C. LE 16 ","5","","",""
"Yes","1989","college entrance qualification","Couple + C. GT 16 ","17","","",""
"Yes","1989","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"Yes","1989","Other degree","1-pers.-HH","6","","",""
"Yes","1989","Other degree","(Married) couple without C. ","15","","",""
"Yes","1989","Other degree","Single parent ","1","","",""
"Yes","1989","Other degree","Couple + C. LE 16 ","8","","",""
"Yes","1989","Other degree","Couple + C. GT 16 ","29","","",""
"Yes","1989","Other degree","Couple + C. LE and GT 16","15","","",""
"Yes","1989","no degree/no degree yet","1-pers.-HH","6","","",""
"Yes","1989","no degree/no degree yet","(Married) couple without C. ","17","","",""
"Yes","1989","no degree/no degree yet","Single parent ","6","","",""
"Yes","1989","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Yes","1989","no degree/no degree yet","Couple + C. GT 16 ","21","","",""
"Yes","1989","no degree/no degree yet","Couple + C. LE and GT 16","13","","",""
"No","1989","lower secondary degree","1-pers.-HH","436","0.798378708923021","0.764476373042271","0.832281044803771"
"No","1989","lower secondary degree","(Married) couple without C. ","972","0.734042032364547","0.709874486780017","0.758209577949078"
