"ple0040","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1986","no migration background","(2b) intermediate general qualification","40","0.985168839950869","0.948169067176165","1.02216861272557"
"No","1986","no migration background","(2a) intermediate vocational","35","0.974467937771049","0.922942277588624","1.02599359795347"
"No","1986","no migration background","(2c_gen) general maturity certificate","7","","",""
"No","1986","no migration background","(2c_voc) vocational maturity certificate","9","","",""
"No","1986","no migration background","(3a) lower tertiary education","5","","",""
"No","1986","no migration background","(3b) higher tertiary education","11","","",""
"No","1986","direct migration background","(0) in school","20","","",""
"No","1986","direct migration background","(1a) inadequately completed","23","","",""
"No","1986","direct migration background","(1b) general elementary school","52","1","1","1"
"No","1986","direct migration background","(1c) basic vocational qualification","11","","",""
"No","1986","direct migration background","(2b) intermediate general qualification","11","","",""
"No","1986","direct migration background","(2a) intermediate vocational","2","","",""
"No","1986","direct migration background","(2c_gen) general maturity certificate","4","","",""
"No","1986","direct migration background","(2c_voc) vocational maturity certificate","3","","",""
"No","1986","direct migration background","(3a) lower tertiary education","","","",""
"No","1986","direct migration background","(3b) higher tertiary education","","","",""
"No","1986","indirect migration background","(0) in school","6","","",""
"No","1986","indirect migration background","(1a) inadequately completed","3","","",""
"No","1986","indirect migration background","(1b) general elementary school","7","","",""
"No","1986","indirect migration background","(1c) basic vocational qualification","2","","",""
"No","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"No","1986","indirect migration background","(2a) intermediate vocational","1","","",""
"No","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"No","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"No","1986","indirect migration background","(3a) lower tertiary education","","","",""
"No","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Yes","1987","no migration background","(0) in school","3","","",""
"Yes","1987","no migration background","(1a) inadequately completed","19","","",""
"Yes","1987","no migration background","(1b) general elementary school","181","0.130257214840094","0.113246581474623","0.147267848205565"
"Yes","1987","no migration background","(1c) basic vocational qualification","392","0.149199959668828","0.136255029848087","0.16214488948957"
"Yes","1987","no migration background","(2b) intermediate general qualification","17","","",""
"Yes","1987","no migration background","(2a) intermediate vocational","99","0.0979252852541966","0.0812748320247765","0.114575738483617"
"Yes","1987","no migration background","(2c_gen) general maturity certificate","8","","",""
"Yes","1987","no migration background","(2c_voc) vocational maturity certificate","36","0.130686969997434","0.0914171317583355","0.169956808236533"
"Yes","1987","no migration background","(3a) lower tertiary education","23","","",""
"Yes","1987","no migration background","(3b) higher tertiary education","28","","",""
"Yes","1987","direct migration background","(0) in school","1","","",""
"Yes","1987","direct migration background","(1a) inadequately completed","48","0.0596248679170531","0.0426215279772315","0.0766282078568748"
"Yes","1987","direct migration background","(1b) general elementary school","40","0.0775290617149987","0.0598799680099109","0.0951781554200864"
"Yes","1987","direct migration background","(1c) basic vocational qualification","46","0.140934968383856","0.113208611720243","0.168661325047469"
"Yes","1987","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","1987","direct migration background","(2a) intermediate vocational","10","","",""
"Yes","1987","direct migration background","(2c_gen) general maturity certificate","3","","",""
"Yes","1987","direct migration background","(2c_voc) vocational maturity certificate","6","","",""
"Yes","1987","direct migration background","(3a) lower tertiary education","5","","",""
"Yes","1987","direct migration background","(3b) higher tertiary education","4","","",""
"Yes","1987","indirect migration background","(0) in school","","","",""
"Yes","1987","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","1987","indirect migration background","(1b) general elementary school","3","","",""
"Yes","1987","indirect migration background","(1c) basic vocational qualification","2","","",""
"Yes","1987","indirect migration background","(2b) intermediate general qualification","1","","",""
"Yes","1987","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","1987","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1987","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1987","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1987","indirect migration background","(3b) higher tertiary education","","","",""
"No","1987","no migration background","(0) in school","147","0.986668180399218","0.96831409546878","1.00502226532966"
"No","1987","no migration background","(1a) inadequately completed","42","0.689513547556829","0.573401869137259","0.8056252259764"
"No","1987","no migration background","(1b) general elementary school","1323","0.869742785159906","0.852732151794435","0.886753418525376"
"No","1987","no migration background","(1c) basic vocational qualification","2518","0.850800040331172","0.83785511051043","0.863744970151913"
"No","1987","no migration background","(2b) intermediate general qualification","339","0.934183827625113","0.908426216912627","0.959941438337599"
"No","1987","no migration background","(2a) intermediate vocational","1125","0.902074714745803","0.885424261516383","0.918725167975223"
"No","1987","no migration background","(2c_gen) general maturity certificate","251","0.955362233594264","0.930212495244059","0.98051197194447"
"No","1987","no migration background","(2c_voc) vocational maturity certificate","247","0.869313030002566","0.830043191763467","0.908582868241665"
"No","1987","no migration background","(3a) lower tertiary education","200","0.89176623542604","0.850990429452837","0.932542041399243"
"No","1987","no migration background","(3b) higher tertiary education","388","0.922321125798161","0.89659976358809","0.948042488008232"
"No","1987","direct migration background","(0) in school","30","0.966335788216902","0.902844300829729","1.02982727560407"
"No","1987","direct migration background","(1a) inadequately completed","697","0.940375132082947","0.923371792143125","0.957378472022769"
"No","1987","direct migration background","(1b) general elementary school","842","0.922470938285001","0.904821844579914","0.940120031990089"
"No","1987","direct migration background","(1c) basic vocational qualification","559","0.859065031616144","0.831338674952531","0.886791388279757"
"No","1987","direct migration background","(2b) intermediate general qualification","57","0.899640909995653","0.823610834576466","0.97567098541484"
"No","1987","direct migration background","(2a) intermediate vocational","77","0.864545716296787","0.792637449952491","0.936453982641084"
"No","1987","direct migration background","(2c_gen) general maturity certificate","107","0.986933349030606","0.96571176459471","1.0081549334665"
"No","1987","direct migration background","(2c_voc) vocational maturity certificate","115","0.965683897925513","0.933248302383543","0.998119493467483"
"No","1987","direct migration background","(3a) lower tertiary education","19","","",""
"No","1987","direct migration background","(3b) higher tertiary education","72","0.920184234222948","0.859255377182064","0.981113091263833"
"No","1987","indirect migration background","(0) in school","9","","",""
"No","1987","indirect migration background","(1a) inadequately completed","9","","",""
"No","1987","indirect migration background","(1b) general elementary school","42","0.726130108183755","0.595837072857398","0.856423143510112"
"No","1987","indirect migration background","(1c) basic vocational qualification","48","0.844923842774874","0.744590706712777","0.94525697883697"
"No","1987","indirect migration background","(2b) intermediate general qualification","16","","",""
"No","1987","indirect migration background","(2a) intermediate vocational","16","","",""
"No","1987","indirect migration background","(2c_gen) general maturity certificate","13","","",""
"No","1987","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"No","1987","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1987","indirect migration background","(3b) higher tertiary education","3","","",""
"Yes","1988","no migration background","(0) in school","1","","",""
"Yes","1988","no migration background","(1a) inadequately completed","15","","",""
"Yes","1988","no migration background","(1b) general elementary school","189","0.153540434814067","0.134729989558257","0.172350880069876"
"Yes","1988","no migration background","(1c) basic vocational qualification","417","0.165579434548446","0.151729771461313","0.179429097635579"
"Yes","1988","no migration background","(2b) intermediate general qualification","17","","",""
"Yes","1988","no migration background","(2a) intermediate vocational","98","0.103367165232581","0.0858779539919238","0.120856376473238"
"Yes","1988","no migration background","(2c_gen) general maturity certificate","4","","",""
"Yes","1988","no migration background","(2c_voc) vocational maturity certificate","42","0.163930851142864","0.120175296825191","0.207686405460537"
"Yes","1988","no migration background","(3a) lower tertiary education","19","","",""
"Yes","1988","no migration background","(3b) higher tertiary education","29","","",""
"Yes","1988","direct migration background","(0) in school","","","",""
"Yes","1988","direct migration background","(1a) inadequately completed","53","0.0801895164099972","0.0598513975986013","0.100527635221393"
"Yes","1988","direct migration background","(1b) general elementary school","56","0.10167216891716","0.0814619982678869","0.121882339566433"
"Yes","1988","direct migration background","(1c) basic vocational qualification","58","0.155186994692055","0.125995098403336","0.184378890980774"
"Yes","1988","direct migration background","(2b) intermediate general qualification","4","","",""
"Yes","1988","direct migration background","(2a) intermediate vocational","7","","",""
"Yes","1988","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Yes","1988","direct migration background","(2c_voc) vocational maturity certificate","6","","",""
"Yes","1988","direct migration background","(3a) lower tertiary education","4","","",""
"Yes","1988","direct migration background","(3b) higher tertiary education","3","","",""
"Yes","1988","indirect migration background","(0) in school","","","",""
"Yes","1988","indirect migration background","(1a) inadequately completed","3","","",""
"Yes","1988","indirect migration background","(1b) general elementary school","3","","",""
"Yes","1988","indirect migration background","(1c) basic vocational qualification","4","","",""
"Yes","1988","indirect migration background","(2b) intermediate general qualification","1","","",""
"Yes","1988","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","1988","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1988","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1988","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1988","indirect migration background","(3b) higher tertiary education","","","",""
"No","1988","no migration background","(0) in school","124","0.987632935515718","0.968258717641325","1.00700715339011"
"No","1988","no migration background","(1a) inadequately completed","41","0.742640097602722","0.628137927855408","0.857142267350035"
"No","1988","no migration background","(1b) general elementary school","1222","0.846459565185933","0.827649119930124","0.865270010441742"
"No","1988","no migration background","(1c) basic vocational qualification","2350","0.834420565451554","0.820570902364421","0.848270228538687"
"No","1988","no migration background","(2b) intermediate general qualification","323","0.930641416109546","0.903636058714962","0.95764677350413"
"No","1988","no migration background","(2a) intermediate vocational","1066","0.896632834767419","0.879143623526762","0.914122046008076"
"No","1988","no migration background","(2c_gen) general maturity certificate","231","0.966989034373711","0.944145986566577","0.989832082180845"
"No","1988","no migration background","(2c_voc) vocational maturity certificate","233","0.836069148857136","0.792313594539463","0.879824703174809"
"No","1988","no migration background","(3a) lower tertiary education","192","0.905143026947173","0.865606355895735","0.944679697998611"
"No","1988","no migration background","(3b) higher tertiary education","369","0.914864790306112","0.887446547580205","0.94228303303202"
"No","1988","direct migration background","(0) in school","20","","",""
"No","1988","direct migration background","(1a) inadequately completed","632","0.919810483590003","0.899472364778607","0.940148602401399"
"No","1988","direct migration background","(1b) general elementary school","803","0.89832783108284","0.878117660433567","0.918538001732113"
"No","1988","direct migration background","(1c) basic vocational qualification","533","0.844813005307945","0.815621109019226","0.874004901596664"
"No","1988","direct migration background","(2b) intermediate general qualification","55","0.856912176609587","0.767562788854391","0.946261564364783"
"No","1988","direct migration background","(2a) intermediate vocational","83","0.885313960438799","0.819482912214792","0.951145008662805"
"No","1988","direct migration background","(2c_gen) general maturity certificate","94","0.972385480233548","0.940106599005539","1.00466436146156"
"No","1988","direct migration background","(2c_voc) vocational maturity certificate","107","0.964737946301551","0.930731022284463","0.998744870318638"
"No","1988","direct migration background","(3a) lower tertiary education","17","","",""
"No","1988","direct migration background","(3b) higher tertiary education","60","0.903329719815498","0.830359197583488","0.976300242047509"
"No","1988","indirect migration background","(0) in school","18","","",""
"No","1988","indirect migration background","(1a) inadequately completed","8","","",""
"No","1988","indirect migration background","(1b) general elementary school","56","0.803343491228254","0.701922724995124","0.904764257461383"
"No","1988","indirect migration background","(1c) basic vocational qualification","52","0.840946308697201","0.745158533095184","0.936734084299217"
"No","1988","indirect migration background","(2b) intermediate general qualification","25","","",""
"No","1988","indirect migration background","(2a) intermediate vocational","19","","",""
"No","1988","indirect migration background","(2c_gen) general maturity certificate","16","","",""
"No","1988","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"No","1988","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1988","indirect migration background","(3b) higher tertiary education","3","","",""
"Yes","1989","no migration background","(0) in school","3","","",""
"Yes","1989","no migration background","(1a) inadequately completed","17","","",""
"Yes","1989","no migration background","(1b) general elementary school","189","0.165739904523085","0.145565203254271","0.185914605791898"
"Yes","1989","no migration background","(1c) basic vocational qualification","418","0.176766282247079","0.162245015072119","0.191287549422038"
"Yes","1989","no migration background","(2b) intermediate general qualification","17","","",""
"Yes","1989","no migration background","(2a) intermediate vocational","89","0.102219257373713","0.0846725007983211","0.119766013949106"
"Yes","1989","no migration background","(2c_gen) general maturity certificate","5","","",""
"Yes","1989","no migration background","(2c_voc) vocational maturity certificate","37","0.138915279749273","0.0990406080876296","0.178789951410916"
"Yes","1989","no migration background","(3a) lower tertiary education","26","","",""
"Yes","1989","no migration background","(3b) higher tertiary education","27","","",""
"Yes","1989","direct migration background","(0) in school","","","",""
"Yes","1989","direct migration background","(1a) inadequately completed","55","0.0852101951973415","0.0637302988846195","0.106690091510064"
"Yes","1989","direct migration background","(1b) general elementary school","47","0.100391656514299","0.0799220982725276","0.120861214756071"
"Yes","1989","direct migration background","(1c) basic vocational qualification","52","0.13594762456819","0.107982546861823","0.163912702274556"
"Yes","1989","direct migration background","(2b) intermediate general qualification","3","","",""
"Yes","1989","direct migration background","(2a) intermediate vocational","9","","",""
"Yes","1989","direct migration background","(2c_gen) general maturity certificate","3","","",""
"Yes","1989","direct migration background","(2c_voc) vocational maturity certificate","5","","",""
"Yes","1989","direct migration background","(3a) lower tertiary education","4","","",""
"Yes","1989","direct migration background","(3b) higher tertiary education","4","","",""
"Yes","1989","indirect migration background","(0) in school","","","",""
"Yes","1989","indirect migration background","(1a) inadequately completed","2","","",""
"Yes","1989","indirect migration background","(1b) general elementary school","2","","",""
"Yes","1989","indirect migration background","(1c) basic vocational qualification","4","","",""
"Yes","1989","indirect migration background","(2b) intermediate general qualification","1","","",""
"Yes","1989","indirect migration background","(2a) intermediate vocational","","","",""
"Yes","1989","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Yes","1989","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1989","indirect migration background","(3b) higher tertiary education","","","",""
"No","1989","no migration background","(0) in school","118","0.973464445813017","0.944827312974333","1.0021015786517"
"No","1989","no migration background","(1a) inadequately completed","40","0.693378390751399","0.573677551920256","0.813079229582541"
"No","1989","no migration background","(1b) general elementary school","1116","0.834260095476915","0.814085394208102","0.854434796745729"
"No","1989","no migration background","(1c) basic vocational qualification","2233","0.823233717752922","0.808712450577962","0.837754984927881"
"No","1989","no migration background","(2b) intermediate general qualification","289","0.934871752241349","0.90722474708932","0.962518757393379"
"No","1989","no migration background","(2a) intermediate vocational","1056","0.897780742626287","0.880233986050894","0.915327499201679"
"No","1989","no migration background","(2c_gen) general maturity certificate","228","0.965155213216996","0.941608102999556","0.988702323434436"
"No","1989","no migration background","(2c_voc) vocational maturity certificate","252","0.861084720250727","0.821210048589084","0.90095939191237"
"No","1989","no migration background","(3a) lower tertiary education","181","0.865245189941849","0.818728944517828","0.911761435365869"
"No","1989","no migration background","(3b) higher tertiary education","369","0.919732298613426","0.892971342226747","0.946493255000105"
"No","1989","direct migration background","(0) in school","25","","",""
"No","1989","direct migration background","(1a) inadequately completed","594","0.914789804802658","0.893309908489936","0.936269701115381"
"No","1989","direct migration background","(1b) general elementary school","781","0.899608343485701","0.879138785243929","0.920077901727472"
"No","1989","direct migration background","(1c) basic vocational qualification","525","0.86405237543181","0.836087297725444","0.892017453138177"
"No","1989","direct migration background","(2b) intermediate general qualification","49","0.880208435168221","0.791950796984442","0.968466073351999"
"No","1989","direct migration background","(2a) intermediate vocational","85","0.869293570798473","0.801151414368194","0.937435727228753"
"No","1989","direct migration background","(2c_gen) general maturity certificate","97","0.986972650273196","0.964748319806323","1.00919698074007"
"No","1989","direct migration background","(2c_voc) vocational maturity certificate","106","0.977392445997501","0.949739087799344","1.00504580419566"
"No","1989","direct migration background","(3a) lower tertiary education","20","","",""
"No","1989","direct migration background","(3b) higher tertiary education","61","0.896995976632967","0.823101197637009","0.970890755628925"
"No","1989","indirect migration background","(0) in school","30","1","1","1"
"No","1989","indirect migration background","(1a) inadequately completed","9","","",""
"No","1989","indirect migration background","(1b) general elementary school","73","0.844568589650574","0.762570390223082","0.926566789078066"
