"ple0040","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","1984","Couple + C. LE 16 ","higher vocational","196","0.940952499897071","0.908841966020781","0.973063033773361"
"No","1984","Couple + C. LE 16 ","higher education","260","0.977735754756742","0.959971790477004","0.995499719036479"
"No","1984","Couple + C. GT 16 ","in school","78","1","1","1"
"No","1984","Couple + C. GT 16 ","inadequately","131","0.857320580443652","0.800589121183546","0.914052039703759"
"No","1984","Couple + C. GT 16 ","general elemantary","546","0.915686823926506","0.893209207923959","0.938164439929053"
"No","1984","Couple + C. GT 16 ","middle vocational","846","0.898825885828367","0.879434326867875","0.918217444788858"
"No","1984","Couple + C. GT 16 ","vocational + Abi","34","0.927290874547039","0.84473295387418","1.0098487952199"
"No","1984","Couple + C. GT 16 ","higher vocational","76","0.791928176975064","0.71030080352834","0.873555550421788"
"No","1984","Couple + C. GT 16 ","higher education","84","0.861617700285064","0.792901394788334","0.930334005781794"
"No","1984","Couple + C. LE and GT 16","in school","78","1","1","1"
"No","1984","Couple + C. LE and GT 16","inadequately","208","0.921416774935312","0.885614452000767","0.957219097869857"
"No","1984","Couple + C. LE and GT 16","general elemantary","574","0.969958700393094","0.956196422267868","0.983720978518319"
"No","1984","Couple + C. LE and GT 16","middle vocational","628","0.935717783427409","0.917188508618329","0.954247058236489"
"No","1984","Couple + C. LE and GT 16","vocational + Abi","23","","",""
"No","1984","Couple + C. LE and GT 16","higher vocational","43","0.910627323902091","0.829068325841707","0.992186321962475"
"No","1984","Couple + C. LE and GT 16","higher education","53","0.886585970483718","0.805673417770087","0.96749852319735"
"Yes","1985","1-pers.-HH","in school","","","",""
"Yes","1985","1-pers.-HH","inadequately","2","","",""
"Yes","1985","1-pers.-HH","general elemantary","46","0.137452547809292","0.100525656074749","0.174379439543835"
"Yes","1985","1-pers.-HH","middle vocational","74","0.150236042653859","0.120402246871504","0.180069838436214"
"Yes","1985","1-pers.-HH","vocational + Abi","2","","",""
"Yes","1985","1-pers.-HH","higher vocational","17","","",""
"Yes","1985","1-pers.-HH","higher education","6","","",""
"Yes","1985","(Married) couple without C. ","in school","","","",""
"Yes","1985","(Married) couple without C. ","inadequately","11","","",""
"Yes","1985","(Married) couple without C. ","general elemantary","97","0.185143584032923","0.153855273328512","0.216431894737334"
"Yes","1985","(Married) couple without C. ","middle vocational","247","0.216304935998086","0.193793494894721","0.238816377101451"
"Yes","1985","(Married) couple without C. ","vocational + Abi","12","","",""
"Yes","1985","(Married) couple without C. ","higher vocational","33","0.230026706287682","0.163985841238686","0.296067571336678"
"Yes","1985","(Married) couple without C. ","higher education","35","0.210298721012249","0.15310076337637","0.267496678648129"
"Yes","1985","Single parent ","in school","","","",""
"Yes","1985","Single parent ","inadequately","6","","",""
"Yes","1985","Single parent ","general elemantary","12","","",""
"Yes","1985","Single parent ","middle vocational","16","","",""
"Yes","1985","Single parent ","vocational + Abi","","","",""
"Yes","1985","Single parent ","higher vocational","2","","",""
"Yes","1985","Single parent ","higher education","","","",""
"Yes","1985","Couple + C. LE 16 ","in school","","","",""
"Yes","1985","Couple + C. LE 16 ","inadequately","5","","",""
"Yes","1985","Couple + C. LE 16 ","general elemantary","25","","",""
"Yes","1985","Couple + C. LE 16 ","middle vocational","57","0.0482255581039802","0.036646029896244","0.0598050863117165"
"Yes","1985","Couple + C. LE 16 ","vocational + Abi","4","","",""
"Yes","1985","Couple + C. LE 16 ","higher vocational","10","","",""
"Yes","1985","Couple + C. LE 16 ","higher education","3","","",""
"Yes","1985","Couple + C. GT 16 ","in school","","","",""
"Yes","1985","Couple + C. GT 16 ","inadequately","14","","",""
"Yes","1985","Couple + C. GT 16 ","general elemantary","43","0.0795988424109586","0.0581368795023314","0.101060805319586"
"Yes","1985","Couple + C. GT 16 ","middle vocational","89","0.110574590882272","0.0903430166321658","0.130806165132379"
"Yes","1985","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Yes","1985","Couple + C. GT 16 ","higher vocational","19","","",""
"Yes","1985","Couple + C. GT 16 ","higher education","15","","",""
"Yes","1985","Couple + C. LE and GT 16","in school","","","",""
"Yes","1985","Couple + C. LE and GT 16","inadequately","11","","",""
"Yes","1985","Couple + C. LE and GT 16","general elemantary","15","","",""
"Yes","1985","Couple + C. LE and GT 16","middle vocational","27","","",""
"Yes","1985","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","1985","Couple + C. LE and GT 16","higher vocational","6","","",""
"Yes","1985","Couple + C. LE and GT 16","higher education","3","","",""
"No","1985","1-pers.-HH","in school","","","",""
"No","1985","1-pers.-HH","inadequately","52","0.921543408673162","0.849826125759405","0.993260691586918"
"No","1985","1-pers.-HH","general elemantary","288","0.862547452190708","0.825620560456165","0.899474343925251"
"No","1985","1-pers.-HH","middle vocational","477","0.849763957346141","0.819930161563786","0.879597753128496"
"No","1985","1-pers.-HH","vocational + Abi","38","0.947257659749667","0.877989786065287","1.01652553343405"
"No","1985","1-pers.-HH","higher vocational","64","0.772289306814659","0.680964806410324","0.863613807218995"
"No","1985","1-pers.-HH","higher education","99","0.93678865912031","0.890243796242383","0.983333521998237"
"No","1985","(Married) couple without C. ","in school","","","",""
"No","1985","(Married) couple without C. ","inadequately","88","0.935294166307252","0.886834956837167","0.983753375777338"
"No","1985","(Married) couple without C. ","general elemantary","495","0.814856415967077","0.783568105262666","0.846144726671488"
"No","1985","(Married) couple without C. ","middle vocational","1038","0.783695064001914","0.761183622898549","0.806206505105279"
"No","1985","(Married) couple without C. ","vocational + Abi","64","0.806862213948719","0.718110937478337","0.8956134904191"
"No","1985","(Married) couple without C. ","higher vocational","123","0.769973293712318","0.703932428663322","0.836014158761314"
"No","1985","(Married) couple without C. ","higher education","160","0.789701278987751","0.732503321351871","0.84689923662363"
"No","1985","Single parent ","in school","19","","",""
"No","1985","Single parent ","inadequately","37","0.780327461681652","0.656578890574992","0.904076032788311"
"No","1985","Single parent ","general elemantary","180","0.919307786305216","0.880782687528202","0.957832885082229"
"No","1985","Single parent ","middle vocational","220","0.920595603442673","0.886101186174645","0.955090020710701"
"No","1985","Single parent ","vocational + Abi","9","","",""
"No","1985","Single parent ","higher vocational","21","","",""
"No","1985","Single parent ","higher education","15","","",""
"No","1985","Couple + C. LE 16 ","in school","1","","",""
"No","1985","Couple + C. LE 16 ","inadequately","249","0.962223187276691","0.938776483406521","0.985669891146862"
"No","1985","Couple + C. LE 16 ","general elemantary","523","0.932619387664774","0.911631075824881","0.953607699504667"
"No","1985","Couple + C. LE 16 ","middle vocational","1258","0.95177444189602","0.940194913688284","0.963353970103756"
"No","1985","Couple + C. LE 16 ","vocational + Abi","74","0.948687228328226","0.899723435292802","0.99765102136365"
"No","1985","Couple + C. LE 16 ","higher vocational","179","0.939901663156451","0.906018057028319","0.973785269284583"
"No","1985","Couple + C. LE 16 ","higher education","243","0.982983651571154","0.966821957941554","0.999145345200754"
"No","1985","Couple + C. GT 16 ","in school","80","1","1","1"
"No","1985","Couple + C. GT 16 ","inadequately","119","0.777015648854029","0.706274135535008","0.847757162173049"
"No","1985","Couple + C. GT 16 ","general elemantary","568","0.920401157589042","0.898939194680414","0.941863120497669"
"No","1985","Couple + C. GT 16 ","middle vocational","834","0.889425409117728","0.869193834867621","0.909656983367834"
"No","1985","Couple + C. GT 16 ","vocational + Abi","34","0.993773307279462","0.967712584902941","1.01983402965598"
"No","1985","Couple + C. GT 16 ","higher vocational","80","0.813624247393287","0.736916869001086","0.890331625785488"
"No","1985","Couple + C. GT 16 ","higher education","94","0.849529210550495","0.782409496127148","0.916648924973843"
"No","1985","Couple + C. LE and GT 16","in school","78","1","1","1"
"No","1985","Couple + C. LE and GT 16","inadequately","190","0.894953059528932","0.852565160140879","0.937340958916985"
"No","1985","Couple + C. LE and GT 16","general elemantary","490","0.96055939990544","0.943583364504965","0.977535435305916"
"No","1985","Couple + C. LE and GT 16","middle vocational","544","0.947585144440412","0.929305558447667","0.965864730433157"
"No","1985","Couple + C. LE and GT 16","vocational + Abi","16","","",""
"No","1985","Couple + C. LE and GT 16","higher vocational","31","0.835713661800546","0.716321255652532","0.955106067948559"
"No","1985","Couple + C. LE and GT 16","higher education","44","0.935017016030363","0.864546290259005","1.00548774180172"
"Yes","1986","1-pers.-HH","in school","","","",""
"Yes","1986","1-pers.-HH","inadequately","","","",""
"Yes","1986","1-pers.-HH","general elemantary","","","",""
"Yes","1986","1-pers.-HH","middle vocational","","","",""
"Yes","1986","1-pers.-HH","vocational + Abi","","","",""
"Yes","1986","1-pers.-HH","higher vocational","","","",""
"Yes","1986","1-pers.-HH","higher education","","","",""
"Yes","1986","(Married) couple without C. ","in school","","","",""
"Yes","1986","(Married) couple without C. ","inadequately","","","",""
"Yes","1986","(Married) couple without C. ","general elemantary","","","",""
"Yes","1986","(Married) couple without C. ","middle vocational","2","","",""
"Yes","1986","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","1986","(Married) couple without C. ","higher vocational","","","",""
"Yes","1986","(Married) couple without C. ","higher education","","","",""
"Yes","1986","Single parent ","in school","","","",""
"Yes","1986","Single parent ","inadequately","","","",""
"Yes","1986","Single parent ","general elemantary","","","",""
"Yes","1986","Single parent ","middle vocational","","","",""
"Yes","1986","Single parent ","vocational + Abi","","","",""
"Yes","1986","Single parent ","higher vocational","","","",""
"Yes","1986","Single parent ","higher education","","","",""
"Yes","1986","Couple + C. LE 16 ","in school","","","",""
"Yes","1986","Couple + C. LE 16 ","inadequately","","","",""
"Yes","1986","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","1986","Couple + C. LE 16 ","middle vocational","1","","",""
"Yes","1986","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","1986","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","1986","Couple + C. LE 16 ","higher education","","","",""
"Yes","1986","Couple + C. GT 16 ","in school","","","",""
"Yes","1986","Couple + C. GT 16 ","inadequately","1","","",""
"Yes","1986","Couple + C. GT 16 ","general elemantary","1","","",""
"Yes","1986","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","1986","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","1986","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","1986","Couple + C. GT 16 ","higher education","","","",""
"Yes","1986","Couple + C. LE and GT 16","in school","1","","",""
"Yes","1986","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","1986","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","1986","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","1986","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","1986","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","1986","Couple + C. LE and GT 16","higher education","","","",""
"No","1986","1-pers.-HH","in school","1","","",""
"No","1986","1-pers.-HH","inadequately","","","",""
"No","1986","1-pers.-HH","general elemantary","","","",""
"No","1986","1-pers.-HH","middle vocational","","","",""
"No","1986","1-pers.-HH","vocational + Abi","","","",""
"No","1986","1-pers.-HH","higher vocational","","","",""
"No","1986","1-pers.-HH","higher education","","","",""
"No","1986","(Married) couple without C. ","in school","1","","",""
"No","1986","(Married) couple without C. ","inadequately","1","","",""
"No","1986","(Married) couple without C. ","general elemantary","23","","",""
"No","1986","(Married) couple without C. ","middle vocational","61","0.973726250138031","0.934229870761388","1.01322262951467"
"No","1986","(Married) couple without C. ","vocational + Abi","5","","",""
"No","1986","(Married) couple without C. ","higher vocational","6","","",""
"No","1986","(Married) couple without C. ","higher education","12","","",""
"No","1986","Single parent ","in school","9","","",""
"No","1986","Single parent ","inadequately","2","","",""
"No","1986","Single parent ","general elemantary","19","","",""
"No","1986","Single parent ","middle vocational","","","",""
"No","1986","Single parent ","vocational + Abi","","","",""
"No","1986","Single parent ","higher vocational","","","",""
"No","1986","Single parent ","higher education","1","","",""
"No","1986","Couple + C. LE 16 ","in school","","","",""
"No","1986","Couple + C. LE 16 ","inadequately","6","","",""
"No","1986","Couple + C. LE 16 ","general elemantary","11","","",""
"No","1986","Couple + C. LE 16 ","middle vocational","24","","",""
"No","1986","Couple + C. LE 16 ","vocational + Abi","2","","",""
"No","1986","Couple + C. LE 16 ","higher vocational","1","","",""
"No","1986","Couple + C. LE 16 ","higher education","1","","",""
"No","1986","Couple + C. GT 16 ","in school","40","1","1","1"
"No","1986","Couple + C. GT 16 ","inadequately","4","","",""
"No","1986","Couple + C. GT 16 ","general elemantary","58","0.991397100822599","0.967832053075419","1.01496214856978"
"No","1986","Couple + C. GT 16 ","middle vocational","10","","",""
"No","1986","Couple + C. GT 16 ","vocational + Abi","","","",""
"No","1986","Couple + C. GT 16 ","higher vocational","1","","",""
"No","1986","Couple + C. GT 16 ","higher education","","","",""
"No","1986","Couple + C. LE and GT 16","in school","35","0.960819943626377","0.897440215275274","1.02419967197748"
"No","1986","Couple + C. LE and GT 16","inadequately","14","","",""
"No","1986","Couple + C. LE and GT 16","general elemantary","65","1","1","1"
"No","1986","Couple + C. LE and GT 16","middle vocational","5","","",""
"No","1986","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No","1986","Couple + C. LE and GT 16","higher vocational","","","",""
"No","1986","Couple + C. LE and GT 16","higher education","","","",""
"Yes","1987","1-pers.-HH","in school","","","",""
"Yes","1987","1-pers.-HH","inadequately","2","","",""
"Yes","1987","1-pers.-HH","general elemantary","45","0.146977148260832","0.107561154067175","0.186393142454488"
"Yes","1987","1-pers.-HH","middle vocational","71","0.158817299638265","0.127611389512127","0.190023209764403"
"Yes","1987","1-pers.-HH","vocational + Abi","4","","",""
"Yes","1987","1-pers.-HH","higher vocational","13","","",""
"Yes","1987","1-pers.-HH","higher education","4","","",""
"Yes","1987","(Married) couple without C. ","in school","","","",""
"Yes","1987","(Married) couple without C. ","inadequately","8","","",""
"Yes","1987","(Married) couple without C. ","general elemantary","88","0.183556968076222","0.151436684357493","0.215677251794952"
"Yes","1987","(Married) couple without C. ","middle vocational","220","0.199381056926527","0.177302908526033","0.22145920532702"
"Yes","1987","(Married) couple without C. ","vocational + Abi","9","","",""
"Yes","1987","(Married) couple without C. ","higher vocational","32","0.215997606855601","0.151213957943264","0.280781255767938"
"Yes","1987","(Married) couple without C. ","higher education","37","0.214992200689106","0.156577839864141","0.273406561514071"
"Yes","1987","Single parent ","in school","","","",""
"Yes","1987","Single parent ","inadequately","7","","",""
"Yes","1987","Single parent ","general elemantary","8","","",""
"Yes","1987","Single parent ","middle vocational","14","","",""
"Yes","1987","Single parent ","vocational + Abi","","","",""
"Yes","1987","Single parent ","higher vocational","3","","",""
"Yes","1987","Single parent ","higher education","1","","",""
"Yes","1987","Couple + C. LE 16 ","in school","","","",""
"Yes","1987","Couple + C. LE 16 ","inadequately","6","","",""
"Yes","1987","Couple + C. LE 16 ","general elemantary","17","","",""
"Yes","1987","Couple + C. LE 16 ","middle vocational","51","0.0478530855229319","0.035642935565402","0.0600632354804618"
"Yes","1987","Couple + C. LE 16 ","vocational + Abi","3","","",""
"Yes","1987","Couple + C. LE 16 ","higher vocational","6","","",""
"Yes","1987","Couple + C. LE 16 ","higher education","3","","",""
"Yes","1987","Couple + C. GT 16 ","in school","1","","",""
"Yes","1987","Couple + C. GT 16 ","inadequately","24","","",""
"Yes","1987","Couple + C. GT 16 ","general elemantary","43","0.0839023988538879","0.0622706579088436","0.105534139798932"
"Yes","1987","Couple + C. GT 16 ","middle vocational","99","0.109610877175357","0.0904483859245764","0.128773368426139"
"Yes","1987","Couple + C. GT 16 ","vocational + Abi","3","","",""
"Yes","1987","Couple + C. GT 16 ","higher vocational","14","","",""
"Yes","1987","Couple + C. GT 16 ","higher education","11","","",""
"Yes","1987","Couple + C. LE and GT 16","in school","3","","",""
"Yes","1987","Couple + C. LE and GT 16","inadequately","11","","",""
"Yes","1987","Couple + C. LE and GT 16","general elemantary","18","","",""
"Yes","1987","Couple + C. LE and GT 16","middle vocational","28","","",""
"Yes","1987","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","1987","Couple + C. LE and GT 16","higher vocational","11","","",""
"Yes","1987","Couple + C. LE and GT 16","higher education","2","","",""
"No","1987","1-pers.-HH","in school","1","","",""
"No","1987","1-pers.-HH","inadequately","46","0.913097957283579","0.833408448373235","0.992787466193923"
"No","1987","1-pers.-HH","general elemantary","265","0.853022851739168","0.813606857545512","0.892438845932825"
"No","1987","1-pers.-HH","middle vocational","456","0.841182700361735","0.809976790235597","0.872388610487874"
"No","1987","1-pers.-HH","vocational + Abi","32","0.905064328328057","0.809311573309977","1.00081708334614"
"No","1987","1-pers.-HH","higher vocational","50","0.791046276831437","0.690653187515105","0.891439366147768"
"No","1987","1-pers.-HH","higher education","116","0.961914705833805","0.927669135192802","0.996160276474807"
"No","1987","(Married) couple without C. ","in school","1","","",""
"No","1987","(Married) couple without C. ","inadequately","79","0.890955586151575","0.825459069463137","0.956452102840014"
"No","1987","(Married) couple without C. ","general elemantary","470","0.816443031923778","0.784322748205048","0.848563315642507"
"No","1987","(Married) couple without C. ","middle vocational","1038","0.800618943073473","0.77854079467298","0.822697091473967"
"No","1987","(Married) couple without C. ","vocational + Abi","68","0.852962154361811","0.773861117747134","0.932063190976489"
"No","1987","(Married) couple without C. ","higher vocational","123","0.784002393144399","0.719218744232062","0.848786042056736"
"No","1987","(Married) couple without C. ","higher education","153","0.785007799310894","0.726593438485929","0.843422160135859"
"No","1987","Single parent ","in school","27","","",""
"No","1987","Single parent ","inadequately","24","","",""
"No","1987","Single parent ","general elemantary","165","0.947700464868352","0.914525574175195","0.980875355561509"
"No","1987","Single parent ","middle vocational","221","0.93006903153245","0.897462355895459","0.96267570716944"
"No","1987","Single parent ","vocational + Abi","9","","",""
"No","1987","Single parent ","higher vocational","18","","",""
"No","1987","Single parent ","higher education","17","","",""
"No","1987","Couple + C. LE 16 ","in school","","","",""
"No","1987","Couple + C. LE 16 ","inadequately","217","0.961001130204501","0.935592361534351","0.98640989887465"
"No","1987","Couple + C. LE 16 ","general elemantary","440","0.949375299106216","0.929275570653394","0.969475027559039"
"No","1987","Couple + C. LE 16 ","middle vocational","1123","0.952146914477068","0.939936764519538","0.964357064434598"
"No","1987","Couple + C. LE 16 ","vocational + Abi","75","0.960109685897046","0.916679174503896","1.0035401972902"
"No","1987","Couple + C. LE 16 ","higher vocational","163","0.959016152788913","0.92912628034589","0.988906025231935"
"No","1987","Couple + C. LE 16 ","higher education","225","0.982429005180276","0.965374880610466","0.999483129750087"
"No","1987","Couple + C. GT 16 ","in school","88","0.990921605314","0.971216567780927","1.01062664284707"
"No","1987","Couple + C. GT 16 ","inadequately","104","0.703421468075189","0.624295183970426","0.782547752179952"
"No","1987","Couple + C. GT 16 ","general elemantary","588","0.916097601146112","0.894465860201068","0.937729342091156"
"No","1987","Couple + C. GT 16 ","middle vocational","922","0.890389122824643","0.871226631573861","0.909551614075424"
"No","1987","Couple + C. GT 16 ","vocational + Abi","37","0.956135396404565","0.892670306742326","1.0196004860668"
"No","1987","Couple + C. GT 16 ","higher vocational","79","0.840396515419344","0.76596276143286","0.914830269405829"
"No","1987","Couple + C. GT 16 ","higher education","100","0.88158883562837","0.821483092873404","0.941694578383336"
"No","1987","Couple + C. LE and GT 16","in school","62","0.964184477935818","0.919008545673842","1.00936041019779"
"No","1987","Couple + C. LE and GT 16","inadequately","138","0.867605829420507","0.81318682163367","0.922024837207344"
"No","1987","Couple + C. LE and GT 16","general elemantary","426","0.950306170130759","0.930092758745213","0.970519581516305"
"No","1987","Couple + C. LE and GT 16","middle vocational","438","0.931531451218079","0.908601694053511","0.954461208382647"
"No","1987","Couple + C. LE and GT 16","vocational + Abi","15","","",""
"No","1987","Couple + C. LE and GT 16","higher vocational","29","","",""
"No","1987","Couple + C. LE and GT 16","higher education","41","0.949116387515562","0.883431937556117","1.01480083747501"
"Yes","1988","1-pers.-HH","in school","","","",""
"Yes","1988","1-pers.-HH","inadequately","4","","",""
"Yes","1988","1-pers.-HH","general elemantary","49","0.18628397430609","0.141930625328875","0.230637323283305"
"Yes","1988","1-pers.-HH","middle vocational","79","0.166746436544561","0.134427689785775","0.199065183303346"
"Yes","1988","1-pers.-HH","vocational + Abi","6","","",""
"Yes","1988","1-pers.-HH","higher vocational","11","","",""
"Yes","1988","1-pers.-HH","higher education","7","","",""
"Yes","1988","(Married) couple without C. ","in school","","","",""
"Yes","1988","(Married) couple without C. ","inadequately","11","","",""
"Yes","1988","(Married) couple without C. ","general elemantary","100","0.206962631013178","0.173257626161815","0.240667635864542"
"Yes","1988","(Married) couple without C. ","middle vocational","244","0.231419719696343","0.20766659111019","0.255172848282496"
"Yes","1988","(Married) couple without C. ","vocational + Abi","15","","",""
"Yes","1988","(Married) couple without C. ","higher vocational","32","0.209379469316848","0.14553300041719","0.273225938216506"
"Yes","1988","(Married) couple without C. ","higher education","28","","",""
"Yes","1988","Single parent ","in school","","","",""
"Yes","1988","Single parent ","inadequately","6","","",""
"Yes","1988","Single parent ","general elemantary","9","","",""
"Yes","1988","Single parent ","middle vocational","15","","",""
"Yes","1988","Single parent ","vocational + Abi","","","",""
"Yes","1988","Single parent ","higher vocational","3","","",""
"Yes","1988","Single parent ","higher education","1","","",""
"Yes","1988","Couple + C. LE 16 ","in school","","","",""
"Yes","1988","Couple + C. LE 16 ","inadequately","7","","",""
"Yes","1988","Couple + C. LE 16 ","general elemantary","15","","",""
"Yes","1988","Couple + C. LE 16 ","middle vocational","41","0.0406007310542095","0.0290214228908879","0.0521800392175312"
"Yes","1988","Couple + C. LE 16 ","vocational + Abi","4","","",""
"Yes","1988","Couple + C. LE 16 ","higher vocational","6","","",""
"Yes","1988","Couple + C. LE 16 ","higher education","4","","",""
"Yes","1988","Couple + C. GT 16 ","in school","1","","",""
"Yes","1988","Couple + C. GT 16 ","inadequately","22","","",""
"Yes","1988","Couple + C. GT 16 ","general elemantary","54","0.098067353239534","0.0754632881588871","0.120671418320181"
"Yes","1988","Couple + C. GT 16 ","middle vocational","120","0.124019620515756","0.104026055919998","0.144013185111515"
"Yes","1988","Couple + C. GT 16 ","vocational + Abi","2","","",""
"Yes","1988","Couple + C. GT 16 ","higher vocational","17","","",""
"Yes","1988","Couple + C. GT 16 ","higher education","12","","",""
"Yes","1988","Couple + C. LE and GT 16","in school","","","",""
"Yes","1988","Couple + C. LE and GT 16","inadequately","13","","",""
"Yes","1988","Couple + C. LE and GT 16","general elemantary","17","","",""
"Yes","1988","Couple + C. LE and GT 16","middle vocational","22","","",""
"Yes","1988","Couple + C. LE and GT 16","vocational + Abi","","","",""
