"ple0040","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Yes","1991","Couple + C. LE 16 ","Male","44","0.0446414566436537","0.032053935993478","0.0572289772938294"
"Yes","1991","Couple + C. LE 16 ","Female","23","","",""
"Yes","1991","Couple + C. GT 16 ","Male","140","0.142993420643281","0.122240075166251","0.163746766120312"
"Yes","1991","Couple + C. GT 16 ","Female","60","0.0659885060879363","0.0496228953504467","0.082354116825426"
"Yes","1991","Couple + C. LE and GT 16","Male","41","0.100302032602576","0.0730274339058804","0.127576631299271"
"Yes","1991","Couple + C. LE and GT 16","Female","10","","",""
"No","1991","1-pers.-HH","Male","356","0.861059702230617","0.827456425276124","0.89466297918511"
"No","1991","1-pers.-HH","Female","505","0.785722102410936","0.753630497083666","0.817813707738206"
"No","1991","(Married) couple without C. ","Male","841","0.682321693260951","0.655413314012221","0.709230072509681"
"No","1991","(Married) couple without C. ","Female","994","0.846609327929884","0.825817810514272","0.867400845345495"
"No","1991","Single parent ","Male","173","0.905712449515195","0.864050505185299","0.94737439384509"
"No","1991","Single parent ","Female","267","0.916985969243252","0.885286010818802","0.948685927667703"
"No","1991","Couple + C. LE 16 ","Male","990","0.955358543356346","0.942771022706171","0.967946064006522"
"No","1991","Couple + C. LE 16 ","Female","1029","0.9750386124133","0.965611352297038","0.984465872529562"
"No","1991","Couple + C. GT 16 ","Male","953","0.857006579356719","0.836253233879688","0.877759924833749"
"No","1991","Couple + C. GT 16 ","Female","824","0.934011493912064","0.917645883174574","0.950377104649553"
"No","1991","Couple + C. LE and GT 16","Male","425","0.899697967397424","0.872423368700729","0.926972566094119"
"No","1991","Couple + C. LE and GT 16","Female","414","0.973277081725282","0.957926481803872","0.988627681646692"
"Yes","1992","1-pers.-HH","Male","57","0.116820442524131","0.0880554502387897","0.145585434809472"
"Yes","1992","1-pers.-HH","Female","156","0.215459746928854","0.187868948794241","0.243050545063467"
"Yes","1992","(Married) couple without C. ","Male","394","0.296987067465163","0.27461185018558","0.319362284744745"
"Yes","1992","(Married) couple without C. ","Female","219","0.149626116928409","0.13227754472189","0.166974689134929"
"Yes","1992","Single parent ","Male","21","","",""
"Yes","1992","Single parent ","Female","31","0.0675691856715507","0.0435924699431399","0.0915459013999615"
"Yes","1992","Couple + C. LE 16 ","Male","72","0.0497899704775483","0.0392046647602839","0.0603752761948127"
"Yes","1992","Couple + C. LE 16 ","Female","32","0.0210468126111596","0.014120848313861","0.0279727769084581"
"Yes","1992","Couple + C. GT 16 ","Male","180","0.13913380491165","0.121525591282884","0.156742018540417"
"Yes","1992","Couple + C. GT 16 ","Female","81","0.0631870378515788","0.049500954157047","0.0768731215461106"
"Yes","1992","Couple + C. LE and GT 16","Male","37","0.0722730987197917","0.0516056034104377","0.0929405940291458"
"Yes","1992","Couple + C. LE and GT 16","Female","16","","",""
"No","1992","1-pers.-HH","Male","422","0.883179557475869","0.854414565190528","0.91194454976121"
"No","1992","1-pers.-HH","Female","697","0.784540253071146","0.756949454936533","0.812131051205759"
"No","1992","(Married) couple without C. ","Male","1208","0.703012932534837","0.680637715255255","0.725388149814419"
"No","1992","(Married) couple without C. ","Female","1405","0.850373883071591","0.833025310865071","0.86772245527811"
"No","1992","Single parent ","Male","191","0.897328204475414","0.856469800474523","0.938186608476306"
"No","1992","Single parent ","Female","390","0.932430814328449","0.908454098600038","0.95640753005686"
"No","1992","Couple + C. LE 16 ","Male","1550","0.950210029522452","0.939624723805187","0.960795335239716"
"No","1992","Couple + C. LE 16 ","Female","1618","0.97895318738884","0.972027223091542","0.985879151686139"
"No","1992","Couple + C. GT 16 ","Male","1304","0.86086619508835","0.843257981459583","0.878474408717116"
"No","1992","Couple + C. GT 16 ","Female","1133","0.936812962148421","0.92312687845389","0.950499045842953"
"No","1992","Couple + C. LE and GT 16","Male","566","0.927726901280208","0.907059405970854","0.948394396589562"
"No","1992","Couple + C. LE and GT 16","Female","530","0.963678199241368","0.947985361919269","0.979371036563466"
"Yes","1993","1-pers.-HH","Male","","","",""
"Yes","1993","1-pers.-HH","Female","","","",""
"Yes","1993","(Married) couple without C. ","Male","","","",""
"Yes","1993","(Married) couple without C. ","Female","","","",""
"Yes","1993","Single parent ","Male","","","",""
"Yes","1993","Single parent ","Female","","","",""
"Yes","1993","Couple + C. LE 16 ","Male","","","",""
"Yes","1993","Couple + C. LE 16 ","Female","","","",""
"Yes","1993","Couple + C. GT 16 ","Male","","","",""
"Yes","1993","Couple + C. GT 16 ","Female","","","",""
"Yes","1993","Couple + C. LE and GT 16","Male","","","",""
"Yes","1993","Couple + C. LE and GT 16","Female","","","",""
"No","1993","1-pers.-HH","Male","","","",""
"No","1993","1-pers.-HH","Female","","","",""
"No","1993","(Married) couple without C. ","Male","","","",""
"No","1993","(Married) couple without C. ","Female","","","",""
"No","1993","Single parent ","Male","","","",""
"No","1993","Single parent ","Female","","","",""
"No","1993","Couple + C. LE 16 ","Male","","","",""
"No","1993","Couple + C. LE 16 ","Female","","","",""
"No","1993","Couple + C. GT 16 ","Male","","","",""
"No","1993","Couple + C. GT 16 ","Female","","","",""
"No","1993","Couple + C. LE and GT 16","Male","","","",""
"No","1993","Couple + C. LE and GT 16","Female","","","",""
"Yes","1994","1-pers.-HH","Male","66","0.13702982764415","0.107330273834229","0.166729381454071"
"Yes","1994","1-pers.-HH","Female","162","0.225404807811063","0.197765967340274","0.253043648281851"
"Yes","1994","(Married) couple without C. ","Male","364","0.257510378517413","0.236557548830367","0.278463208204458"
"Yes","1994","(Married) couple without C. ","Female","212","0.136705485773414","0.120307452333687","0.153103519213141"
"Yes","1994","Single parent ","Male","13","","",""
"Yes","1994","Single parent ","Female","26","","",""
"Yes","1994","Couple + C. LE 16 ","Male","73","0.0561681097374166","0.0444811513641129","0.0678550681107204"
"Yes","1994","Couple + C. LE 16 ","Female","35","0.02628007448653","0.0182566661200563","0.0343034828530037"
"Yes","1994","Couple + C. GT 16 ","Male","154","0.130670046622391","0.112684548886421","0.14865554435836"
"Yes","1994","Couple + C. GT 16 ","Female","72","0.0709872955604061","0.0556857393270714","0.0862888517937408"
"Yes","1994","Couple + C. LE and GT 16","Male","26","","",""
"Yes","1994","Couple + C. LE and GT 16","Female","18","","",""
"No","1994","1-pers.-HH","Male","449","0.86297017235585","0.833270618545929","0.892669726165771"
"No","1994","1-pers.-HH","Female","716","0.774595192188937","0.746956351718149","0.802234032659726"
"No","1994","(Married) couple without C. ","Male","1309","0.742489621482587","0.721536791795542","0.763442451169633"
"No","1994","(Married) couple without C. ","Female","1474","0.863294514226586","0.846896480786859","0.879692547666313"
"No","1994","Single parent ","Male","162","0.91236384799941","0.870469566091272","0.954258129907549"
"No","1994","Single parent ","Female","371","0.938504568056371","0.914873004280829","0.962136131831913"
"No","1994","Couple + C. LE 16 ","Male","1418","0.943831890262583","0.93214493188928","0.955518848635887"
"No","1994","Couple + C. LE 16 ","Female","1492","0.97371992551347","0.965696517146996","0.981743333879944"
"No","1994","Couple + C. GT 16 ","Male","1195","0.869329953377609","0.85134445564164","0.887315451113579"
"No","1994","Couple + C. GT 16 ","Female","1010","0.929012704439594","0.913711148206259","0.944314260672929"
"No","1994","Couple + C. LE and GT 16","Male","569","0.960539716336932","0.944896452396886","0.976182980276978"
"No","1994","Couple + C. LE and GT 16","Female","558","0.962189020370796","0.946612300401","0.977765740340592"
"Yes","1995","1-pers.-HH","Male","65","0.127495505938795","0.0990468073241917","0.155944204553398"
"Yes","1995","1-pers.-HH","Female","164","0.218459105176807","0.191538505461142","0.245379704892473"
"Yes","1995","(Married) couple without C. ","Male","383","0.267559662333384","0.246729397183835","0.288389927482932"
"Yes","1995","(Married) couple without C. ","Female","242","0.163405835692816","0.146043217614017","0.180768453771615"
"Yes","1995","Single parent ","Male","15","","",""
"Yes","1995","Single parent ","Female","24","","",""
"Yes","1995","Couple + C. LE 16 ","Male","70","0.0503042506079242","0.039412504150876","0.0611959970649724"
"Yes","1995","Couple + C. LE 16 ","Female","38","0.0247823994426544","0.0171362059551185","0.0324285929301902"
"Yes","1995","Couple + C. GT 16 ","Male","146","0.132781803618476","0.11471372730933","0.150849879927623"
"Yes","1995","Couple + C. GT 16 ","Female","84","0.0836276069621174","0.0674439833768114","0.0998112305474234"
"Yes","1995","Couple + C. LE and GT 16","Male","36","0.0574033386078847","0.0392825221891951","0.0755241550265743"
"Yes","1995","Couple + C. LE and GT 16","Female","21","","",""
"No","1995","1-pers.-HH","Male","463","0.872504494061205","0.844055795446602","0.900953192675808"
"No","1995","1-pers.-HH","Female","741","0.781540894823193","0.754620295107527","0.808461494538858"
"No","1995","(Married) couple without C. ","Male","1352","0.732440337666616","0.711610072517068","0.753270602816165"
"No","1995","(Married) couple without C. ","Female","1500","0.836594164307184","0.819231546228385","0.853956782385984"
"No","1995","Single parent ","Male","177","0.927574771068299","0.890912709795155","0.964236832341443"
"No","1995","Single parent ","Female","395","0.929912121051483","0.905467489677948","0.954356752425018"
"No","1995","Couple + C. LE 16 ","Male","1477","0.949695749392076","0.938804002935028","0.960587495849124"
"No","1995","Couple + C. LE 16 ","Female","1550","0.975217600557346","0.96757140706981","0.982863794044881"
"No","1995","Couple + C. GT 16 ","Male","1209","0.867218196381524","0.849150120072377","0.88528627269067"
"No","1995","Couple + C. GT 16 ","Female","1040","0.916372393037883","0.900188769452577","0.932556016623189"
"No","1995","Couple + C. LE and GT 16","Male","597","0.942596661392115","0.924475844973426","0.960717477810805"
"No","1995","Couple + C. LE and GT 16","Female","582","0.9653391858379","0.950739322763411","0.979939048912388"
"Yes","1996","1-pers.-HH","Male","70","0.15460734374719","0.124365642857336","0.184849044637044"
"Yes","1996","1-pers.-HH","Female","170","0.201425626998007","0.175759418464681","0.227091835531333"
"Yes","1996","(Married) couple without C. ","Male","390","0.273001188103745","0.252193801708369","0.29380857449912"
"Yes","1996","(Married) couple without C. ","Female","241","0.154106242537274","0.137380338480629","0.170832146593918"
"Yes","1996","Single parent ","Male","17","","",""
"Yes","1996","Single parent ","Female","30","0.0722840281464339","0.0476932664347873","0.0968747898580804"
"Yes","1996","Couple + C. LE 16 ","Male","68","0.0534461851434578","0.0419910142461112","0.0649013560408044"
"Yes","1996","Couple + C. LE 16 ","Female","46","0.0319532142277635","0.023123207047695","0.0407832214078321"
"Yes","1996","Couple + C. GT 16 ","Male","141","0.134640987906413","0.115963366499634","0.153318609313191"
"Yes","1996","Couple + C. GT 16 ","Female","77","0.081755238858888","0.0654521367950034","0.0980583409227726"
"Yes","1996","Couple + C. LE and GT 16","Male","42","0.0716080162826235","0.0518016817953342","0.0914143507699129"
"Yes","1996","Couple + C. LE and GT 16","Female","19","","",""
"No","1996","1-pers.-HH","Male","479","0.84539265625281","0.815150955362956","0.875634357142664"
"No","1996","1-pers.-HH","Female","768","0.798574373001993","0.772908164468667","0.824240581535319"
"No","1996","(Married) couple without C. ","Male","1371","0.726998811896255","0.70619142550088","0.747806198291631"
"No","1996","(Married) couple without C. ","Female","1549","0.845893757462727","0.829167853406082","0.862619661519371"
"No","1996","Single parent ","Male","209","0.918277097905585","0.882561934762449","0.953992261048721"
"No","1996","Single parent ","Female","396","0.927715971853566","0.903125210141919","0.952306733565213"
"No","1996","Couple + C. LE 16 ","Male","1413","0.946553814856542","0.935098643959196","0.958008985753889"
"No","1996","Couple + C. LE 16 ","Female","1478","0.968046785772237","0.959216778592168","0.976876792952305"
"No","1996","Couple + C. GT 16 ","Male","1142","0.865359012093587","0.846681390686809","0.884036633500366"
"No","1996","Couple + C. GT 16 ","Female","1008","0.918244761141112","0.901941659077227","0.934547863204997"
"No","1996","Couple + C. LE and GT 16","Male","609","0.928391983717376","0.908585649230087","0.948198318204666"
"No","1996","Couple + C. LE and GT 16","Female","583","0.971951792013916","0.958762400276781","0.985141183751052"
"Yes","1997","1-pers.-HH","Male","75","0.165259813548068","0.133816740373583","0.196702886722553"
"Yes","1997","1-pers.-HH","Female","157","0.195660099784782","0.169927501273277","0.221392698296286"
"Yes","1997","(Married) couple without C. ","Male","395","0.272278529477607","0.251651712592153","0.292905346363061"
"Yes","1997","(Married) couple without C. ","Female","252","0.159449536353588","0.142513593056624","0.176385479650552"
"Yes","1997","Single parent ","Male","21","","",""
"Yes","1997","Single parent ","Female","24","","",""
"Yes","1997","Couple + C. LE 16 ","Male","70","0.0605526965123578","0.048045705321859","0.0730596877028566"
"Yes","1997","Couple + C. LE 16 ","Female","42","0.0327169825602198","0.0235383427360062","0.0418956223844335"
"Yes","1997","Couple + C. GT 16 ","Male","128","0.123953049020546","0.105977702629085","0.141928395412006"
"Yes","1997","Couple + C. GT 16 ","Female","83","0.0805119495609207","0.0642472114361447","0.0967766876856967"
"Yes","1997","Couple + C. LE and GT 16","Male","31","0.0592243273346472","0.0406143021388129","0.0778343525304816"
"Yes","1997","Couple + C. LE and GT 16","Female","21","","",""
"No","1997","1-pers.-HH","Male","461","0.834740186451932","0.803297113277447","0.866183259626417"
"No","1997","1-pers.-HH","Female","756","0.804339900215218","0.778607301703714","0.830072498726723"
"No","1997","(Married) couple without C. ","Male","1394","0.727721470522393","0.707094653636939","0.748348287407846"
"No","1997","(Married) couple without C. ","Female","1543","0.840550463646412","0.823614520349448","0.857486406943376"
"No","1997","Single parent ","Male","202","0.882487530861884","0.840221455391885","0.924753606331882"
"No","1997","Single parent ","Female","390","0.949010785438526","0.92782119045961","0.970200380417442"
"No","1997","Couple + C. LE 16 ","Male","1327","0.939447303487642","0.926940312297143","0.951954294678141"
"No","1997","Couple + C. LE 16 ","Female","1401","0.96728301743978","0.958104377615567","0.976461657263994"
"No","1997","Couple + C. GT 16 ","Male","1163","0.876046950979455","0.858071604587994","0.894022297370915"
