"ple0040","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2014","Part Time","Couple + C. LE and GT 16","36","0.069670778422755","0.0513275449516381","0.088014011893872","1"
"Yes","2014","Not Working","1-pers.-HH","524","0.31220393242099","0.290461936792105","0.333945928049876","1"
"Yes","2014","Not Working","(Married) couple without C. ","1089","0.285511154448471","0.271417167862452","0.299605141034491","1"
"Yes","2014","Not Working","Couple + C. GT 16 ","130","0.169054251277914","0.143338311794822","0.194770190761006","1"
"Yes","2014","Not Working","Couple + C. LE and GT 16","34","0.0594431772215208","0.0402987309601479","0.0785876234828936","1"
"No","2015","Full Time","1-pers.-HH","1048","0.899073538598517","0.881617921370933","0.9165291558261","2"
"No","2015","Full Time","(Married) couple without C. ","2196","0.931987432273276","0.921838415538892","0.942136449007659","2"
"No","2015","Full Time","Single parent ","702","0.945768530678134","0.929484129261341","0.962052932094927","2"
"No","2015","Full Time","Couple + C. LE 16 ","2825","0.957584253352357","0.950273147031609","0.964895359673106","2"
"No","2015","Full Time","Couple + C. GT 16 ","1155","0.920057148067905","0.90497425980427","0.93514003633154","2"
"No","2015","Full Time","Couple + C. LE and GT 16","828","0.960936084639251","0.947972067894647","0.973900101383854","2"
"No","2015","Part Time","1-pers.-HH","584","0.844933769659389","0.817607012878664","0.872260526440114","2"
"No","2015","Part Time","(Married) couple without C. ","1230","0.85760462594311","0.839561673747259","0.875647578138962","2"
"No","2015","Part Time","Single parent ","823","0.916749058903684","0.898558290599491","0.934939827207877","2"
"No","2015","Part Time","Couple + C. LE 16 ","2189","0.9752423527567","0.968817583764104","0.981667121749296","2"
"No","2015","Part Time","Couple + C. GT 16 ","860","0.926733718557064","0.909923366927313","0.943544070186814","2"
"No","2015","Part Time","Couple + C. LE and GT 16","743","0.967032672035307","0.954396577772445","0.97966876629817","2"
"No","2015","Not Working","1-pers.-HH","1417","0.712940376539618","0.692572012666995","0.73330874041224","2"
"No","2015","Not Working","(Married) couple without C. ","3079","0.717528912029626","0.70375351780158","0.731304306257671","2"
"No","2015","Not Working","Single parent ","649","0.839798272431491","0.813806346578162","0.865790198284819","2"
"No","2015","Not Working","Couple + C. LE 16 ","1528","0.918009914420412","0.904633744765611","0.931386084075214","2"
"No","2015","Not Working","Couple + C. GT 16 ","670","0.847372813543459","0.822247358425271","0.872498268661646","2"
"No","2015","Not Working","Couple + C. LE and GT 16","568","0.892506295848324","0.867926383379303","0.917086208317344","2"
"Yes","2015","Full Time","1-pers.-HH","96","0.100926461401483","0.0834708441738996","0.118382078629067","1"
"Yes","2015","Full Time","(Married) couple without C. ","168","0.0680125677267244","0.0578635509923412","0.0781615844611077","1"
"Yes","2015","Full Time","Single parent ","41","0.054231469321866","0.037947067905073","0.0705158707386589","1"
"Yes","2015","Full Time","Couple + C. LE 16 ","94","0.0424157466476426","0.0351046403268944","0.0497268529683908","1"
"Yes","2015","Full Time","Couple + C. GT 16 ","87","0.0799428519320949","0.0648599636684596","0.0950257401957302","1"
"Yes","2015","Full Time","Couple + C. LE and GT 16","30","0.0390639153607493","0.0260998986161456","0.0520279321053529","1"
"Yes","2015","Part Time","1-pers.-HH","90","0.155066230340611","0.127739473559886","0.182392987121336","1"
"Yes","2015","Part Time","(Married) couple without C. ","211","0.14239537405689","0.124352421861038","0.160438326252741","1"
"Yes","2015","Part Time","Single parent ","63","0.0832509410963158","0.0650601727921225","0.101441709400509","1"
"Yes","2015","Part Time","Couple + C. LE 16 ","58","0.0247576472432995","0.0183328782507035","0.0311824162358956","1"
"Yes","2015","Part Time","Couple + C. GT 16 ","63","0.0732662814429363","0.0564559298131857","0.0900766330726869","1"
"Yes","2015","Part Time","Couple + C. LE and GT 16","24","","","","1"
"Yes","2015","Not Working","Single parent ","116","0.160201727568509","0.134209801715181","0.186193653421838","1"
"Yes","2015","Not Working","Couple + C. LE 16 ","88","0.0819900855795876","0.0686139159247856","0.0953662552343896","1"
"Yes","2015","Not Working","Couple + C. LE and GT 16","42","0.107493704151676","0.0829137916826556","0.132073616620697","1"
"Yes","2015","Not Working","(Married) couple without C. ","1024","0.282471087970374","0.268695693742329","0.29624648219842","1"
"Yes","2015","Not Working","1-pers.-HH","478","0.287059623460382","0.266691259587759","0.307427987333005","1"
"Yes","2015","Not Working","Couple + C. GT 16 ","117","0.152627186456541","0.127501731338353","0.177752641574729","1"
"No","2016","Full Time","1-pers.-HH","1060","0.90275212337154","0.885649695779286","0.919854550963794","2"
"No","2016","Full Time","(Married) couple without C. ","2245","0.926591856216555","0.916196573540783","0.936987138892326","2"
"No","2016","Full Time","Single parent ","651","0.940008750059471","0.922302810768019","0.957714689350923","2"
"No","2016","Full Time","Couple + C. LE 16 ","2616","0.975902432865406","0.97010192866298","0.981702937067831","2"
"No","2016","Full Time","Couple + C. GT 16 ","1099","0.931409515329191","0.916932737331715","0.945886293326666","2"
"No","2016","Full Time","Couple + C. LE and GT 16","801","0.961376036729072","0.948329322622487","0.974422750835657","2"
"No","2016","Part Time","1-pers.-HH","592","0.849522287618592","0.822825318517139","0.876219256720044","2"
"No","2016","Part Time","(Married) couple without C. ","1247","0.870252952159038","0.85293344858812","0.887572455729957","2"
"No","2016","Part Time","Single parent ","780","0.917358205375014","0.898738286145309","0.935978124604718","2"
"No","2016","Part Time","Couple + C. LE 16 ","2141","0.964470822602296","0.956740849805354","0.972200795399238","2"
"No","2016","Part Time","Couple + C. GT 16 ","818","0.935086715391426","0.91874364297046","0.951429787812392","2"
"No","2016","Part Time","Couple + C. LE and GT 16","707","0.952913154093017","0.937588999581651","0.968237308604383","2"
"No","2016","Not Working","1-pers.-HH","1172","0.695843357271047","0.673584739269863","0.718101975272232","2"
"No","2016","Not Working","(Married) couple without C. ","2561","0.716018439545737","0.701068767174414","0.730968111917061","2"
"No","2016","Not Working","Single parent ","514","0.836933647388981","0.80787803831832","0.865989256459643","2"
"No","2016","Not Working","Couple + C. LE 16 ","874","0.915430745463058","0.897662618941137","0.93319887198498","2"
"No","2016","Not Working","Couple + C. GT 16 ","587","0.815412813056965","0.786915911926817","0.843909714187113","2"
"No","2016","Not Working","Couple + C. LE and GT 16","495","0.919861907668857","0.896615103087022","0.943108712250692","2"
"Yes","2016","Full Time","1-pers.-HH","93","0.0972478766284598","0.0801454490362057","0.114350304220714","1"
"Yes","2016","Full Time","(Married) couple without C. ","173","0.0734081437834453","0.063012861107674","0.0838034264592166","1"
"Yes","2016","Full Time","Single parent ","40","0.0599912499405292","0.0422853106490772","0.0776971892319811","1"
"Yes","2016","Full Time","Couple + C. LE 16 ","69","0.0240975671345944","0.0182970629321687","0.0298980713370201","1"
"Yes","2016","Full Time","Couple + C. GT 16 ","72","0.0685904846708094","0.054113706673334","0.0830672626682848","1"
"Yes","2016","Full Time","Couple + C. LE and GT 16","37","0.0386239632709283","0.0255772491643433","0.0516706773775134","1"
"Yes","2016","Part Time","1-pers.-HH","97","0.150477712381408","0.123780743279956","0.177174681482861","1"
"Yes","2016","Part Time","(Married) couple without C. ","199","0.129747047840962","0.112427544270043","0.14706655141188","1"
"Yes","2016","Part Time","Single parent ","60","0.0826417946249864","0.0640218753952823","0.101261713854691","1"
"Yes","2016","Part Time","Couple + C. LE 16 ","62","0.035529177397704","0.0277992046007625","0.0432591501946455","1"
"Yes","2016","Part Time","Couple + C. GT 16 ","55","0.0649132846085737","0.0485702121876076","0.0812563570295398","1"
"Yes","2016","Part Time","Couple + C. LE and GT 16","27","","","","1"
"Yes","2016","Not Working","Single parent ","107","0.163066352611019","0.134010743540357","0.19212196168168","1"
"Yes","2016","Not Working","Couple + C. LE 16 ","68","0.0845692545369417","0.06680112801502","0.102337381058863","1"
"Yes","2016","Not Working","1-pers.-HH","469","0.304156642728953","0.281898024727768","0.326415260730137","1"
"Yes","2016","Not Working","(Married) couple without C. ","934","0.283981560454263","0.269031888082939","0.298931232825586","1"
"Yes","2016","Not Working","Couple + C. LE and GT 16","29","","","","1"
"Yes","2016","Not Working","Couple + C. GT 16 ","125","0.184587186943035","0.156090285812887","0.213084088073183","1"
"No","2017","Full Time","1-pers.-HH","1281","0.912878283484333","0.898009901188985","0.927746665779681","2"
"No","2017","Full Time","(Married) couple without C. ","2646","0.935510464290314","0.92646896381638","0.944551964764248","2"
"No","2017","Full Time","Single parent ","688","0.95737455607914","0.942720357950452","0.972028754207829","2"
"No","2017","Full Time","Couple + C. LE 16 ","2771","0.965174732479122","0.95844142726399","0.971908037694254","2"
"No","2017","Full Time","Couple + C. GT 16 ","1308","0.948551250906198","0.93697115074405","0.960131351068346","2"
"No","2017","Full Time","Couple + C. LE and GT 16","879","0.965475976837391","0.953665751442032","0.97728620223275","2"
"No","2017","Part Time","1-pers.-HH","723","0.833394363653699","0.808135426251216","0.858653301056182","2"
"No","2017","Part Time","(Married) couple without C. ","1436","0.84932192889922","0.832311604489419","0.86633225330902","2"
"No","2017","Part Time","Single parent ","793","0.91712674697001","0.898604008963074","0.935649484976945","2"
"No","2017","Part Time","Couple + C. LE 16 ","2176","0.96482986818132","0.957220077495528","0.972439658867112","2"
"No","2017","Part Time","Couple + C. GT 16 ","984","0.920658094066718","0.904372419227472","0.936943768905964","2"
"No","2017","Part Time","Couple + C. LE and GT 16","742","0.958285593317398","0.944218390619391","0.972352796015406","2"
"No","2017","Not Working","1-pers.-HH","1231","0.70693765835078","0.685426963780411","0.728448352921149","2"
"No","2017","Not Working","(Married) couple without C. ","2702","0.721776406905492","0.70734687298907","0.736205940821914","2"
"No","2017","Not Working","Single parent ","544","0.826648171076724","0.79768002245759","0.855616319695859","2"
"No","2017","Not Working","Couple + C. LE 16 ","796","0.934476074460282","0.917870357823224","0.951081791097339","2"
"No","2017","Not Working","Couple + C. GT 16 ","671","0.801340771879379","0.773744316025996","0.828937227732762","2"
"No","2017","Not Working","Couple + C. LE and GT 16","502","0.917628358678031","0.894609696196502","0.94064702115956","2"
"Yes","2017","Full Time","1-pers.-HH","101","0.0871217165156668","0.0722533342203186","0.101990098811015","1"
"Yes","2017","Full Time","(Married) couple without C. ","189","0.064489535709686","0.0554480352357523","0.0735310361836198","1"
"Yes","2017","Full Time","Single parent ","42","0.0426254439208597","0.027971245792171","0.0572796420495483","1"
"Yes","2017","Full Time","Couple + C. LE 16 ","77","0.0348252675208777","0.0280919623057456","0.0415585727360097","1"
"Yes","2017","Full Time","Couple + C. GT 16 ","90","0.0514487490938022","0.0398686489316543","0.06302884925595","1"
"Yes","2017","Full Time","Couple + C. LE and GT 16","39","0.0345240231626089","0.0227137977672502","0.0463342485579677","1"
"Yes","2017","Part Time","1-pers.-HH","113","0.166605636346301","0.141346698943818","0.191864573748784","1"
"Yes","2017","Part Time","(Married) couple without C. ","263","0.15067807110078","0.13366774669098","0.167688395510581","1"
"Yes","2017","Not Working","Single parent ","112","0.173351828923276","0.144383680304141","0.20231997754241","1"
"Yes","2017","Part Time","Single parent ","58","0.0828732530299904","0.0643505150230549","0.101395991036926","1"
"Yes","2017","Part Time","Couple + C. LE 16 ","75","0.0351701318186795","0.0275603411328874","0.0427799225044715","1"
"Yes","2017","Part Time","Couple + C. GT 16 ","74","0.0793419059332822","0.0630562310940363","0.0956275807725281","1"
"Yes","2017","Part Time","Couple + C. LE and GT 16","34","0.0417144066826018","0.0276472039845943","0.0557816093806093","1"
"Yes","2017","Not Working","Couple + C. LE 16 ","57","0.0655239255397183","0.0489182089026609","0.0821296421767757","1"
"Yes","2017","Not Working","(Married) couple without C. ","1003","0.278223593094508","0.263794059178086","0.29265312701093","1"
"Yes","2017","Not Working","1-pers.-HH","489","0.29306234164922","0.271551647078851","0.314573036219589","1"
"Yes","2017","Not Working","Couple + C. GT 16 ","132","0.198659228120621","0.171062772267238","0.226255683974004","1"
"Yes","2017","Not Working","Couple + C. LE and GT 16","46","0.0823716413219691","0.0593529788404401","0.105390303803498","1"
"No","2018","Full Time","1-pers.-HH","1308","0.914217860448799","0.899662546389195","0.928773174508404","2"
"No","2018","Full Time","(Married) couple without C. ","2530","0.931372346342523","0.921883426739729","0.940861265945317","2"
"No","2018","Full Time","Single parent ","687","0.957939515939802","0.943378461064361","0.972500570815243","2"
"No","2018","Full Time","Couple + C. LE 16 ","2543","0.967368742100482","0.960569478499487","0.974168005701476","2"
"No","2018","Full Time","Couple + C. GT 16 ","1229","0.947602292293015","0.935508054854368","0.959696529731662","2"
"No","2018","Full Time","Couple + C. LE and GT 16","827","0.946141213424472","0.931132465437681","0.961149961411262","2"
"No","2018","Part Time","1-pers.-HH","782","0.835638802965082","0.811533415664411","0.859744190265752","2"
"No","2018","Part Time","(Married) couple without C. ","1419","0.850426972813861","0.833295838233789","0.867558107393934","2"
"No","2018","Part Time","Single parent ","769","0.928777161615599","0.911321734975571","0.946232588255626","2"
"No","2018","Part Time","Couple + C. LE 16 ","2057","0.970914300832685","0.963769356873857","0.978059244791513","2"
"No","2018","Part Time","Couple + C. GT 16 ","924","0.916387456278336","0.8993247545424","0.933450158014272","2"
"No","2018","Part Time","Couple + C. LE and GT 16","763","0.948995550439836","0.933797556345197","0.964193544534474","2"
"No","2018","Not Working","1-pers.-HH","1263","0.707350135516204","0.686296443970203","0.728403827062206","2"
"No","2018","Not Working","(Married) couple without C. ","2605","0.715678520037643","0.700957468038143","0.730399572037143","2"
"No","2018","Not Working","Single parent ","536","0.815151977414427","0.785356455930471","0.844947498898383","2"
"No","2018","Not Working","Couple + C. LE 16 ","659","0.936142242411658","0.918233325019926","0.95405115980339","2"
"No","2018","Not Working","Couple + C. GT 16 ","576","0.807358223141462","0.778101293054305","0.836615153228618","2"
"No","2018","Not Working","Couple + C. LE and GT 16","484","0.933914713026872","0.912541470642919","0.955287955410824","2"
"Yes","2018","Full Time","1-pers.-HH","114","0.0857821395512006","0.071226825491596","0.100337453610805","1"
"Yes","2018","Full Time","(Married) couple without C. ","197","0.0686276536574772","0.0591387340546832","0.0781165732602713","1"
"Yes","2018","Full Time","Single parent ","43","0.0420604840601981","0.0274994291847574","0.0566215389356388","1"
"Yes","2018","Full Time","Couple + C. LE 16 ","80","0.0326312578995182","0.0258319942985239","0.0394305215005126","1"
"Yes","2018","Part Time","1-pers.-HH","126","0.164361197034918","0.140255809734248","0.188466584335589","1"
"Yes","2018","Part Time","(Married) couple without C. ","246","0.149573027186139","0.132441892606066","0.166704161766211","1"
"Yes","2018","Full Time","Couple + C. GT 16 ","75","0.052397707706985","0.040303470268338","0.0644919451456321","1"
"Yes","2018","Full Time","Couple + C. LE and GT 16","42","0.0538587865755282","0.0388500385887377","0.0688675345623186","1"
"Yes","2018","Part Time","Single parent ","65","0.0712228383844013","0.0537674117443736","0.0886782650244291","1"
"Yes","2018","Part Time","Couple + C. LE 16 ","68","0.0290856991673152","0.021940755208487","0.0362306431261433","1"
"Yes","2018","Part Time","Couple + C. GT 16 ","87","0.0836125437216638","0.0665498419857278","0.1006752454576","1"
"Yes","2018","Not Working","Single parent ","116","0.184848022585573","0.155052501101617","0.214643544069529","1"
"Yes","2018","Not Working","Couple + C. LE and GT 16","35","0.0660852869731283","0.0447120445891759","0.0874585293570807","1"
"Yes","2018","Not Working","(Married) couple without C. ","1002","0.284321479962357","0.269600427962857","0.299042531961857","1"
"Yes","2018","Part Time","Couple + C. LE and GT 16","42","0.0510044495601645","0.0358064554655258","0.0662024436548033","1"
"Yes","2018","Not Working","1-pers.-HH","531","0.292649864483796","0.271596172937794","0.313703556029797","1"
"Yes","2018","Not Working","Couple + C. LE 16 ","57","0.0638577575883417","0.0459488401966096","0.0817666749800738","1"
"Yes","2018","Not Working","Couple + C. GT 16 ","122","0.192641776858538","0.163384846771382","0.221898706945695","1"
"No","2019","Full Time","1-pers.-HH","1428","0.916223736419074","0.902404447208058","0.93004302563009","2"
"No","2019","Full Time","(Married) couple without C. ","2897","0.928277349470722","0.919216141306555","0.937338557634889","2"
"No","2019","Full Time","Single parent ","701","0.957655175193448","0.94310681871532","0.972203531671577","2"
"No","2019","Full Time","Couple + C. LE 16 ","2593","0.966594856346571","0.959773873926556","0.973415838766586","2"
"No","2019","Full Time","Couple + C. GT 16 ","1247","0.931380728160416","0.917783958829844","0.944977497490987","2"
"No","2019","Full Time","Couple + C. LE and GT 16","857","0.952079250698501","0.938006635711563","0.96615186568544","2"
"No","2019","Part Time","1-pers.-HH","765","0.85424270534291","0.830915675637718","0.877569735048102","2"
"No","2019","Part Time","(Married) couple without C. ","1554","0.857698302805483","0.841559022897861","0.873837582713105","2"
"No","2019","Part Time","Single parent ","674","0.905616302130639","0.884465800541744","0.926766803719535","2"
"No","2019","Part Time","Couple + C. LE 16 ","1847","0.979099557036627","0.972667313742022","0.985531800331232","2"
"No","2019","Part Time","Couple + C. GT 16 ","863","0.914159480056436","0.896289698348857","0.932029261764015","2"
"No","2019","Part Time","Couple + C. LE and GT 16","757","0.962954633453298","0.949825550617848","0.976083716288749","2"
"No","2019","Not Working","1-pers.-HH","1280","0.711032813609092","0.690236529445702","0.731829097772481","2"
"No","2019","Not Working","(Married) couple without C. ","2640","0.718090639070238","0.70340951841797","0.732771759722506","2"
"No","2019","Not Working","Single parent ","489","0.754094311809238","0.71943516527782","0.788753458340655","2"
"No","2019","Not Working","Couple + C. LE 16 ","583","0.948530778646643","0.931304595319315","0.965756961973972","2"
"No","2019","Not Working","Couple + C. GT 16 ","566","0.814971681427882","0.786101730284355","0.843841632571409","2"
"No","2019","Not Working","Couple + C. LE and GT 16","464","0.920005381011851","0.896154991971914","0.943855770051787","2"
"Yes","2019","Full Time","1-pers.-HH","116","0.083776263580926","0.0699569743699101","0.097595552791942","1"
"Yes","2019","Full Time","(Married) couple without C. ","218","0.0717226505292779","0.0626614423651107","0.0807838586934452","1"
"Yes","2019","Full Time","Single parent ","35","0.0423448248065516","0.0277964683284228","0.0568931812846804","1"
"Yes","2019","Full Time","Couple + C. LE 16 ","73","0.0334051436534293","0.0265841612334142","0.0402261260734445","1"
"Yes","2019","Part Time","1-pers.-HH","114","0.14575729465709","0.122430264951898","0.169084324362282","1"
"Yes","2019","Part Time","(Married) couple without C. ","246","0.142301697194517","0.126162417286895","0.158440977102139","1"
"Yes","2019","Full Time","Couple + C. GT 16 ","81","0.0686192718395843","0.0550225025090127","0.0822160411701558","1"
"Yes","2019","Full Time","Couple + C. LE and GT 16","28","","","","1"
"Yes","2019","Part Time","Single parent ","60","0.0943836978693609","0.0732331962804652","0.115534199458256","1"
"Yes","2019","Part Time","Couple + C. LE 16 ","53","0.0209004429633731","0.0144681996687676","0.0273326862579785","1"
"Yes","2019","Part Time","Couple + C. GT 16 ","81","0.0858405199435638","0.0679707382359847","0.103710301651143","1"
"Yes","2019","Not Working","Single parent ","104","0.245905688190763","0.211246541659345","0.28056483472218","1"
"Yes","2019","Not Working","1-pers.-HH","545","0.288967186390908","0.268170902227519","0.309763470554298","1"
"Yes","2019","Not Working","(Married) couple without C. ","968","0.281909360929762","0.267228240277495","0.29659048158203","1"
"Yes","2019","Not Working","Couple + C. LE and GT 16","33","0.0799946189881494","0.056144229948213","0.103845008028086","1"
"Yes","2019","Part Time","Couple + C. LE and GT 16","38","0.0370453665467018","0.0239162837112514","0.0501744493821522","1"
"Yes","2019","Not Working","Couple + C. LE 16 ","49","0.0514692213533568","0.0342430380260285","0.0686954046806851","1"
"Yes","2019","Not Working","Couple + C. GT 16 ","129","0.185028318572118","0.156158367428591","0.213898269715645","1"
