"ple0040","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1984","Schleswig-Holstein","Female","189","0.943768497060607","0.911680834651444","0.97585615946977","2"
"No","1984","Hamburg","Female","141","0.893236283184261","0.844776573047484","0.941695993321038","2"
"No","1984","Schleswig-Holstein","Male","171","0.903518717707779","0.861314167434919","0.945723267980639","2"
"No","1984","Hamburg","Male","138","0.891162018220165","0.841322821312104","0.941001215128226","2"
"No","1984","Lower Saxony","Male","528","0.858476213059735","0.830586032916016","0.886366393203453","2"
"No","1984","Lower Saxony","Female","582","0.912109495570428","0.89001785959115","0.934201131549706","2"
"No","1984","Bremen","Male","54","0.810647732958977","0.713902593028784","0.90739287288917","2"
"No","1984","Bremen","Female","59","0.819489182165452","0.728739152629244","0.91023921170166","2"
"No","1984","North Rhine-Westphalia","Male","1387","0.822478879882786","0.803796700200241","0.841161059565331","2"
"No","1984","Baden-Württemberg","Male","1027","0.887442402481887","0.868965786580754","0.90591901838302","2"
"No","1984","Baden-Württemberg","Female","1078","0.935434785675945","0.921124800215347","0.949744771136542","2"
"No","1984","North Rhine-Westphalia","Female","1492","0.871281909898441","0.855093793200233","0.887470026596649","2"
"No","1984","Bavaria","Male","872","0.850635373245973","0.828442840871969","0.872827905619977","2"
"No","1984","Hesse","Male","554","0.838908507437782","0.810087995933836","0.867729018941729","2"
"No","1984","Bavaria","Female","1024","0.914443741102105","0.89789933012331","0.930988152080899","2"
"No","1984","Hesse","Female","576","0.908814770376139","0.886191632876564","0.931437907875714","2"
"No","1984","Rhineland-Palatinate,Saarland","Male","366","0.8615822793969","0.828516001970888","0.894648556822912","2"
"No","1984","Berlin","Male","166","0.804495815640747","0.749115567004775","0.859876064276718","2"
"No","1984","Rhineland-Palatinate,Saarland","Female","402","0.91587889232237","0.889764811571332","0.941992973073409","2"
"No","1984","Berlin","Female","187","0.842179586750044","0.792988002816567","0.891371170683521","2"
"No","1984","Brandenburg","Male","","","","","2"
"No","1984","Brandenburg","Female","","","","","2"
"No","1984","Saxony","Male","","","","","2"
"No","1984","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","1984","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","1984","Saxony","Female","","","","","2"
"No","1984","Saxony-Anhalt","Male","","","","","2"
"No","1984","Saxony-Anhalt","Female","","","","","2"
"No","1984","Thuringia","Male","","","","","2"
"No","1984","Thuringia","Female","","","","","2"
"Yes","1984","Schleswig-Holstein","Male","17","","","","1"
"Yes","1984","Schleswig-Holstein","Female","9","","","","1"
"Yes","1984","Hamburg","Male","12","","","","1"
"Yes","1984","Hamburg","Female","15","","","","1"
"Yes","1984","Lower Saxony","Male","72","0.141523786940265","0.113633606796547","0.169413967083984","1"
"Yes","1984","Lower Saxony","Female","49","0.087890504429572","0.065798868450294","0.10998214040885","1"
"Yes","1984","Bremen","Male","9","","","","1"
"Yes","1984","Bremen","Female","10","","","","1"
"Yes","1984","North Rhine-Westphalia","Male","220","0.177521120117214","0.158838940434669","0.196203299799759","1"
"Yes","1984","North Rhine-Westphalia","Female","152","0.128718090101559","0.112529973403351","0.144906206799767","1"
"Yes","1984","Hesse","Male","71","0.161091492562218","0.132270981058271","0.189912004066164","1"
"Yes","1984","Hesse","Female","46","0.0911852296238608","0.0685620921242859","0.113808367123436","1"
"Yes","1984","Rhineland-Palatinate,Saarland","Male","53","0.1384177206031","0.105351443177088","0.171483998029111","1"
"Yes","1984","Rhineland-Palatinate,Saarland","Female","32","0.0841211076776296","0.0580070269265913","0.110235188428668","1"
"Yes","1984","Baden-Württemberg","Male","97","0.112557597518113","0.0940809816169798","0.131034213419246","1"
"Yes","1984","Baden-Württemberg","Female","55","0.0645652143240554","0.0502552288634582","0.0788751997846527","1"
"Yes","1984","Bavaria","Male","119","0.149364626754027","0.127172094380023","0.171557159128031","1"
"Yes","1984","Bavaria","Female","74","0.0855562588978953","0.0690118479191009","0.10210066987669","1"
