"ple0040","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"No","1984","Not Employed","no migration background","2962","0.814223317391429","0.801484963798181","0.826961670984676","2"
"No","1984","Not Employed","indirect migration background","55","0.899699490816665","0.822389717392607","0.977009264240723","2"
"No","1984","Not Employed","direct migration background","923","0.902729320056741","0.88430783454664","0.921150805566841","2"
"No","1984","Employed","no migration background","4685","0.919438575746346","0.911941894323282","0.92693525716941","2"
"No","1984","Employed","direct migration background","2303","0.942169075226254","0.932822571673466","0.951515578779042","2"
"No","1984","Employed","indirect migration background","65","0.93076028835673","0.870422389501701","0.991098187211758","2"
"Yes","1984","Not Employed","no migration background","619","0.185776682608572","0.173038329015325","0.198515036201819","1"
"Yes","1984","Not Employed","direct migration background","71","0.0972706799432592","0.0788491944331585","0.11569216545336","1"
"Yes","1984","Not Employed","indirect migration background","3","","","","1"
"Yes","1984","Employed","no migration background","378","0.0805614242536539","0.0730647428305897","0.088058105676718","1"
"Yes","1984","Employed","direct migration background","93","0.0578309247737462","0.0484844212209581","0.0671774283265342","1"
"Yes","1984","Employed","indirect migration background","3","","","","1"
"No","1985","Not Employed","no migration background","2658","0.816053822657705","0.802650873811071","0.829456771504339","2"
"No","1985","Not Employed","direct migration background","812","0.859101931445878","0.836114967081749","0.882088895810006","2"
"No","1985","Not Employed","indirect migration background","65","0.920667389533417","0.856899682850173","0.984435096216661","2"
"No","1985","Employed","no migration background","4384","0.922801897373027","0.915187515662457","0.930416279083597","2"
"No","1985","Employed","direct migration background","1973","0.950222841431608","0.940801408656606","0.959644274206611","2"
"No","1985","Employed","indirect migration background","71","0.944920946989399","0.8922255338949","0.997616360083897","2"
"Yes","1985","Not Employed","no migration background","552","0.183946177342295","0.170543228495661","0.197349126188929","1"
"Yes","1985","Not Employed","direct migration background","68","0.140898068554122","0.117911104189994","0.163885032918251","1"
"Yes","1985","Not Employed","indirect migration background","4","","","","1"
"Yes","1985","Employed","no migration background","336","0.0771981026269734","0.0695837209164033","0.0848124843375435","1"
"Yes","1985","Employed","direct migration background","74","0.0497771585683918","0.0403557257933891","0.0591985913433944","1"
"Yes","1985","Employed","indirect migration background","1","","","","1"
"No","1986","Not Employed","direct migration background","83","0.994595668366222","0.978917232803063","1.01027410392938","2"
"No","1986","Not Employed","no migration background","150","0.980960303821769","0.959375731187665","1.00254487645587","2"
"No","1986","Employed","no migration background","173","0.986676903603198","0.969738135465858","1.00361567174054","2"
"No","1986","Not Employed","indirect migration background","14","","","","2"
"No","1986","Employed","direct migration background","43","1","1","1","2"
"No","1986","Employed","indirect migration background","6","","","","2"
"Yes","1986","Not Employed","no migration background","4","","","","1"
"Yes","1986","Not Employed","direct migration background","1","","","","1"
"Yes","1986","Not Employed","indirect migration background","","","","","1"
"Yes","1986","Employed","no migration background","3","","","","1"
"Yes","1986","Employed","direct migration background","","","","","1"
"Yes","1986","Employed","indirect migration background","","","","","1"
"No","1987","Not Employed","no migration background","2338","0.805071935574437","0.790507603140759","0.819636268008115","2"
"No","1987","Not Employed","direct migration background","752","0.812177892247156","0.785859349045733","0.83849643544858","2"
"No","1987","Employed","no migration background","4308","0.929102023277489","0.921697265407061","0.936506781147918","2"
"No","1987","Not Employed","indirect migration background","68","0.757059189156785","0.659347305145859","0.85477107316771","2"
"No","1987","Employed","direct migration background","1894","0.954885714276569","0.945718065347094","0.964053363206044","2"
"No","1987","Employed","indirect migration background","97","0.974416308928408","0.94347049112659","1.00536212673023","2"
"Yes","1987","Not Employed","no migration background","504","0.194928064425563","0.180363731991885","0.209492396859241","1"
"Yes","1987","Not Employed","direct migration background","94","0.187822107752844","0.16150356455142","0.214140650954267","1"
"Yes","1987","Not Employed","indirect migration background","6","","","","1"
"Yes","1987","Employed","no migration background","307","0.0708979767225108","0.0634932188520824","0.0783027345929393","1"
"Yes","1987","Employed","direct migration background","75","0.0451142857234312","0.0359466367939563","0.0542819346529061","1"
"Yes","1987","Employed","indirect migration background","3","","","","1"
