"ple0040","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1984","Full Time","Male","3735","0.91449488094083","0.905841048988428","0.923148712893232","2"
"No","1984","Part Time","Male","574","0.867948953309251","0.841822151577304","0.894075755041198","2"
"No","1984","Full Time","Female","1571","0.943287161377395","0.932096481950263","0.954477840804528","2"
"No","1984","Part Time","Female","1173","0.946637834578102","0.934077413855161","0.959198255301044","2"
"No","1984","Not Working","Male","954","0.694712432689234","0.669754919246116","0.719669946132351","2"
"No","1984","Not Working","Female","2986","0.872329737036273","0.860986487622432","0.883672986450113","2"
"Yes","1984","Full Time","Male","276","0.08550511905917","0.0768512871067682","0.0941589510115717","1"
"Yes","1984","Full Time","Female","70","0.0567128386226046","0.0455221591954725","0.0679035180497367","1"
"Yes","1984","Part Time","Male","71","0.132051046690749","0.105924244958802","0.158177848422696","1"
"Yes","1984","Part Time","Female","57","0.0533621654218976","0.0408017446989563","0.0659225861448389","1"
"Yes","1984","Not Working","Male","354","0.305287567310766","0.280330053867649","0.330245080753884","1"
"Yes","1984","Not Working","Female","339","0.127670262963728","0.116327013549887","0.139013512377568","1"
"No","1985","Full Time","Male","3305","0.921774467957501","0.912917484524774","0.930631451390228","2"
"No","1985","Full Time","Female","1377","0.935935019307514","0.923300808357184","0.948569230257843","2"
"No","1985","Part Time","Male","616","0.895701574073254","0.872660894257279","0.918742253889229","2"
"No","1985","Part Time","Female","1130","0.941988920006325","0.928701656849702","0.955276183162948","2"
"No","1985","Not Working","Male","879","0.682275653924639","0.656171016081181","0.708380291768098","2"
"No","1985","Not Working","Female","2656","0.87946895825023","0.867694096128215","0.891243820372246","2"
"Yes","1985","Full Time","Male","226","0.0782255320424991","0.0693685486097721","0.0870825154752262","1"
"Yes","1985","Full Time","Female","66","0.0640649806924861","0.0514307697421565","0.0766991916428157","1"
"Yes","1985","Part Time","Male","60","0.104298425926746","0.081257746110771","0.127339105742721","1"
"Yes","1985","Part Time","Female","59","0.058011079993675","0.0447238168370517","0.0712983431502983","1"
"Yes","1985","Not Working","Male","343","0.317724346075361","0.291619708231902","0.343828983918819","1"
"Yes","1985","Not Working","Female","281","0.12053104174977","0.108756179627754","0.132305903871785","1"
"No","1986","Full Time","Female","61","1","1","1","2"
"No","1986","Full Time","Male","79","0.96694520185053","0.928249800912572","1.00564060278849","2"
"No","1986","Part Time","Female","41","1","1","1","2"
"No","1986","Part Time","Male","41","1","1","1","2"
