"ple0040","year","education","sex","n","percent","lower_confidence","upper_confidence"
"No","1985","lower secondary degree","Female","2612","0.893307833429664","0.882034734968701","0.904580931890627"
"No","1985","secondary school degree","Male","727","0.90051595489471","0.879696935796117","0.921334973993304"
"No","1985","secondary school degree","Female","1006","0.916183625200929","0.899649049003597","0.93271820139826"
"No","1985","college entrance qualification","Male","699","0.900328203066219","0.879114314775217","0.921542091357221"
"No","1985","college entrance qualification","Female","436","0.927939930704251","0.904385920169033","0.95149394123947"
"No","1985","Other degree","Male","691","0.899098795727666","0.877426844174188","0.920770747281144"
"No","1985","Other degree","Female","472","0.963436932606909","0.946611466677555","0.980262398536262"
"No","1985","no degree/no degree yet","Male","473","0.894256617635434","0.867594458192654","0.920918777078213"
"No","1985","no degree/no degree yet","Female","556","0.94500791599865","0.926503234009397","0.963512597987903"
"Yes","1986","lower secondary degree","Male","2","","",""
"Yes","1986","lower secondary degree","Female","1","","",""
"Yes","1986","secondary school degree","Male","1","","",""
"Yes","1986","secondary school degree","Female","1","","",""
"Yes","1986","college entrance qualification","Male","","","",""
"Yes","1986","college entrance qualification","Female","","","",""
"Yes","1986","Other degree","Male","","","",""
"Yes","1986","Other degree","Female","","","",""
"Yes","1986","no degree/no degree yet","Male","1","","",""
"Yes","1986","no degree/no degree yet","Female","2","","",""
"No","1986","lower secondary degree","Male","103","0.985135710863417","0.961989838977363","1.00828158274947"
"No","1986","lower secondary degree","Female","96","0.99379721120232","0.978172765912052","1.00942165649259"
"No","1986","secondary school degree","Male","42","0.978377013118","0.934903491121948","1.02185053511405"
"No","1986","secondary school degree","Female","48","0.984948116817689","0.950856142889362","1.01904009074601"
"No","1986","college entrance qualification","Male","16","","",""
"No","1986","college entrance qualification","Female","18","","",""
"No","1986","Other degree","Male","12","","",""
"No","1986","Other degree","Female","10","","",""
"No","1986","no degree/no degree yet","Male","68","0.981274889457212","0.949291014158364","1.01325876475606"
"No","1986","no degree/no degree yet","Female","54","0.971171500088892","0.927347394192355","1.01499560598543"
"Yes","1987","lower secondary degree","Male","365","0.18322391583136","0.167788724518704","0.198659107144015"
"Yes","1987","lower secondary degree","Female","247","0.108081865449246","0.0963049549840221","0.119858775914471"
"Yes","1987","secondary school degree","Male","56","0.0839680901139124","0.0645916868864275","0.103344493341397"
"Yes","1987","secondary school degree","Female","80","0.0990523806477847","0.0808966533324025","0.117208107963167"
"Yes","1987","college entrance qualification","Male","71","0.101915005243799","0.0803777044314987","0.123452306056099"
"Yes","1987","college entrance qualification","Female","20","","",""
"Yes","1987","Other degree","Male","50","0.0994377172687229","0.0769788238779876","0.121896610659458"
"Yes","1987","Other degree","Female","18","","",""
"Yes","1987","no degree/no degree yet","Male","41","0.110162296968254","0.08133055497458","0.138994038961927"
"Yes","1987","no degree/no degree yet","Female","32","0.0757113131141953","0.0535224026547477","0.0979002235736429"
"No","1987","lower secondary degree","Male","2048","0.81677608416864","0.801340892855985","0.832211275481296"
"No","1987","lower secondary degree","Female","2423","0.891918134550754","0.880141224085529","0.903695045015978"
"No","1987","secondary school degree","Male","731","0.916031909886088","0.896655506658603","0.935408313113573"
"No","1987","secondary school degree","Female","960","0.900947619352215","0.882791892036833","0.919103346667598"
"No","1987","college entrance qualification","Male","687","0.898084994756201","0.876547693943901","0.919622295568501"
"No","1987","college entrance qualification","Female","453","0.942035106339595","0.920976307977277","0.963093904701913"
"No","1987","Other degree","Male","632","0.900562282731277","0.878103389340542","0.923021176122012"
"No","1987","Other degree","Female","441","0.920935837367194","0.896250090414889","0.945621584319499"
"No","1987","no degree/no degree yet","Male","412","0.889837703031746","0.861005961038073","0.91866944502542"
"No","1987","no degree/no degree yet","Female","514","0.924288686885805","0.902099776426357","0.946477597345252"
"Yes","1988","lower secondary degree","Male","385","0.197754703380812","0.181592233737672","0.213917173023953"
"Yes","1988","lower secondary degree","Female","268","0.128516465912028","0.115488755707771","0.141544176116285"
"Yes","1988","secondary school degree","Male","62","0.10040146539007","0.0787040130785797","0.122098917701561"
"Yes","1988","secondary school degree","Female","71","0.0960348586961819","0.0779885490326894","0.114081168359674"
"Yes","1988","college entrance qualification","Male","63","0.0994169326421163","0.0777554503489621","0.12107841493527"
"Yes","1988","college entrance qualification","Female","26","","",""
"Yes","1988","Other degree","Male","68","0.138477761598733","0.111780552183533","0.165174971013932"
"Yes","1988","Other degree","Female","23","","",""
"Yes","1988","no degree/no degree yet","Male","39","0.103874609149981","0.0739381289947539","0.133811089305209"
"Yes","1988","no degree/no degree yet","Female","33","0.075120631597168","0.0522219034600774","0.0980193597342586"
"No","1988","lower secondary degree","Male","1948","0.802245296619188","0.786082826976047","0.818407766262328"
"No","1988","lower secondary degree","Female","2267","0.871483534087972","0.858455823883715","0.884511244292229"
"No","1988","secondary school degree","Male","675","0.89959853460993","0.877901082298439","0.92129598692142"
"No","1988","secondary school degree","Female","953","0.903965141303818","0.885918831640326","0.922011450967311"
"No","1988","college entrance qualification","Male","670","0.900583067357884","0.87892158506473","0.922244549651038"
"No","1988","college entrance qualification","Female","416","0.919870583986054","0.894560341226117","0.945180826745991"
"No","1988","Other degree","Male","575","0.861522238401267","0.834825028986068","0.888219447816467"
"No","1988","Other degree","Female","404","0.911284262999484","0.884315475508234","0.938253050490734"
"No","1988","no degree/no degree yet","Male","360","0.896125390850019","0.866188910694791","0.926061871005246"
"No","1988","no degree/no degree yet","Female","476","0.924879368402832","0.901980640265741","0.947778096539923"
"Yes","1989","lower secondary degree","Male","384","0.213311721168595","0.196290458132349","0.23033298420484"
"Yes","1989","lower secondary degree","Female","265","0.134125989249756","0.12055675920648","0.147695219293032"
"Yes","1989","secondary school degree","Male","56","0.0966041849555451","0.0749201382695374","0.118288231641553"
"Yes","1989","secondary school degree","Female","70","0.0986534337859314","0.080106356822372","0.117200510749491"
"Yes","1989","college entrance qualification","Male","65","0.0996111330244884","0.0780772334987157","0.121145032550261"
"Yes","1989","college entrance qualification","Female","25","","",""
"Yes","1989","Other degree","Male","52","0.100766362937523","0.0768588990543186","0.124673826820728"
"Yes","1989","Other degree","Female","25","","",""
"Yes","1989","no degree/no degree yet","Male","41","0.102606279949615","0.0722561214826261","0.132956438416603"
"Yes","1989","no degree/no degree yet","Female","36","0.0963816670454766","0.0705400931141455","0.122223240976808"
"No","1989","lower secondary degree","Male","1841","0.786688278831405","0.76966701579516","0.803709541867651"
"No","1989","lower secondary degree","Female","2158","0.865874010750244","0.852304780706968","0.87944324079352"
"No","1989","secondary school degree","Male","657","0.903395815044455","0.881711768358447","0.925079861730463"
"No","1989","secondary school degree","Female","923","0.901346566214069","0.882799489250509","0.919893643177628"
"No","1989","college entrance qualification","Male","678","0.900388866975512","0.878854967449739","0.921922766501284"
"No","1989","college entrance qualification","Female","432","0.923683267881697","0.899340978999521","0.948025556763872"
"No","1989","Other degree","Male","557","0.899233637062476","0.875326173179272","0.923141100945681"
"No","1989","Other degree","Female","395","0.898002884326085","0.869059037113623","0.926946731538547"
"No","1989","no degree/no degree yet","Male","343","0.897393720050385","0.867043561583397","0.927743878517374"
"No","1989","no degree/no degree yet","Female","465","0.903618332954523","0.877776759023192","0.929459906885854"
"Yes","1990","lower secondary degree","Male","","","",""
"Yes","1990","lower secondary degree","Female","","","",""
"Yes","1990","secondary school degree","Male","","","",""
"Yes","1990","secondary school degree","Female","","","",""
"Yes","1990","college entrance qualification","Male","","","",""
"Yes","1990","college entrance qualification","Female","","","",""
"Yes","1990","Other degree","Male","","","",""
"Yes","1990","Other degree","Female","","","",""
"Yes","1990","no degree/no degree yet","Male","","","",""
"Yes","1990","no degree/no degree yet","Female","","","",""
"No","1990","lower secondary degree","Male","","","",""
"No","1990","lower secondary degree","Female","","","",""
"No","1990","secondary school degree","Male","","","",""
"No","1990","secondary school degree","Female","","","",""
"No","1990","college entrance qualification","Male","","","",""
"No","1990","college entrance qualification","Female","","","",""
"No","1990","Other degree","Male","","","",""
"No","1990","Other degree","Female","","","",""
"No","1990","no degree/no degree yet","Male","","","",""
"No","1990","no degree/no degree yet","Female","","","",""
"Yes","1991","lower secondary degree","Male","383","0.221583929690385","0.203979609162989","0.239188250217781"
"Yes","1991","lower secondary degree","Female","263","0.141516334803262","0.127287087409608","0.155745582196916"
"Yes","1991","secondary school degree","Male","59","0.110474242058958","0.0869817104590212","0.133966773658895"
"Yes","1991","secondary school degree","Female","70","0.0940618885854589","0.0760856228037516","0.112038154367166"
"Yes","1991","college entrance qualification","Male","66","0.0984210536363018","0.0772150235136217","0.119627083758982"
"Yes","1991","college entrance qualification","Female","27","","",""
"Yes","1991","Other degree","Male","65","0.131607418638261","0.10425931114993","0.158955526126591"
"Yes","1991","Other degree","Female","23","","",""
"Yes","1991","no degree/no degree yet","Male","48","0.136871035656262","0.101464174513085","0.172277896799439"
"Yes","1991","no degree/no degree yet","Female","35","0.0893412231539003","0.0632753089759712","0.115407137331829"
"No","1991","lower secondary degree","Male","1755","0.778416070309615","0.760811749782219","0.796020390837011"
"No","1991","lower secondary degree","Female","2042","0.858483665196738","0.844254417803084","0.872712912590392"
"No","1991","secondary school degree","Male","625","0.889525757941042","0.866033226341105","0.913018289540979"
"No","1991","secondary school degree","Female","943","0.905938111414541","0.887961845632834","0.923914377196248"
"No","1991","college entrance qualification","Male","692","0.901578946363698","0.880372916241018","0.922784976486378"
"No","1991","college entrance qualification","Female","454","0.9203465827042","0.896150031950359","0.944543133458042"
"No","1991","Other degree","Male","522","0.868392581361739","0.841044473873409","0.89574068885007"
"No","1991","Other degree","Female","379","0.918227374869983","0.891440987037895","0.945013762702072"
"No","1991","no degree/no degree yet","Male","314","0.863128964343738","0.827722103200561","0.898535825486915"
"No","1991","no degree/no degree yet","Female","425","0.9106587768461","0.88459286266817","0.936724691024029"
"Yes","1992","lower secondary degree","Male","484","0.216949377320537","0.201552980037872","0.232345774603202"
"Yes","1992","lower secondary degree","Female","341","0.140294701376424","0.127918686072346","0.152670716680502"
"Yes","1992","secondary school degree","Male","110","0.0917966890004803","0.0774822724541845","0.106111105546776"
"Yes","1992","secondary school degree","Female","117","0.0847162791463694","0.0725730633834351","0.0968594949093038"
"Yes","1992","college entrance qualification","Male","79","0.0896344982617337","0.0721723759649781","0.107096620558489"
"Yes","1992","college entrance qualification","Female","38","0.0883560231376235","0.067479910555837","0.10923213571941"
"Yes","1992","Other degree","Male","71","0.153334384422039","0.123858429532561","0.182810339311517"
"Yes","1992","Other degree","Female","38","0.111074097234247","0.0807324845777077","0.141415709890785"
"Yes","1992","no degree/no degree yet","Male","50","0.148307311315951","0.11184666195569","0.184767960676213"
"Yes","1992","no degree/no degree yet","Female","39","0.105018435135359","0.077845692362893","0.132191177907824"
"No","1992","lower secondary degree","Male","2269","0.783050622679463","0.767654225396798","0.798447019962128"
"No","1992","lower secondary degree","Female","2684","0.859705298623576","0.847329283319498","0.872081313927654"
"No","1992","secondary school degree","Male","1453","0.90820331099952","0.893888894453224","0.922517727545815"
"No","1992","secondary school degree","Female","1903","0.915283720853631","0.903140505090696","0.927426936616565"
"No","1992","college entrance qualification","Male","949","0.910365501738266","0.892903379441511","0.927827624035022"
"No","1992","college entrance qualification","Female","672","0.911643976862377","0.89076786428059","0.932520089444163"
"No","1992","Other degree","Male","503","0.846665615577961","0.817189660688483","0.876141570467439"
"No","1992","Other degree","Female","374","0.888925902765753","0.858584290109215","0.919267515422292"
"No","1992","no degree/no degree yet","Male","315","0.851692688684049","0.815232039323787","0.88815333804431"
"No","1992","no degree/no degree yet","Female","450","0.894981564864641","0.867808822092176","0.922154307637107"
"Yes","1993","lower secondary degree","Male","","","",""
"Yes","1993","lower secondary degree","Female","","","",""
"Yes","1993","secondary school degree","Male","","","",""
"Yes","1993","secondary school degree","Female","","","",""
"Yes","1993","college entrance qualification","Male","","","",""
"Yes","1993","college entrance qualification","Female","","","",""
"Yes","1993","Other degree","Male","","","",""
"Yes","1993","Other degree","Female","","","",""
"Yes","1993","no degree/no degree yet","Male","","","",""
"Yes","1993","no degree/no degree yet","Female","","","",""
"No","1993","lower secondary degree","Male","","","",""
"No","1993","lower secondary degree","Female","","","",""
"No","1993","secondary school degree","Male","","","",""
"No","1993","secondary school degree","Female","","","",""
"No","1993","college entrance qualification","Male","","","",""
"No","1993","college entrance qualification","Female","","","",""
"No","1993","Other degree","Male","","","",""
"No","1993","Other degree","Female","","","",""
"No","1993","no degree/no degree yet","Male","","","",""
"No","1993","no degree/no degree yet","Female","","","",""
"Yes","1994","lower secondary degree","Male","438","0.201022293813665","0.185590947163357","0.216453640463973"
"Yes","1994","lower secondary degree","Female","340","0.14968109223113","0.136580942598517","0.162781241863743"
"Yes","1994","secondary school degree","Male","101","0.0911143463684357","0.0766664834072414","0.10556220932963"
"Yes","1994","secondary school degree","Female","110","0.0838704332377896","0.0716578345298034","0.0960830319457758"
"Yes","1994","college entrance qualification","Male","67","0.0847921270318705","0.0679744726072528","0.101609781456488"
"Yes","1994","college entrance qualification","Female","40","0.0902703082063178","0.0699099970886055","0.11063061932403"
"Yes","1994","Other degree","Male","75","0.171938227396368","0.139286437073992","0.204590017718744"
"Yes","1994","Other degree","Female","37","0.0982373115706739","0.0682724102835334","0.128202212857814"
"Yes","1994","no degree/no degree yet","Male","38","0.110199617643329","0.0772523281805856","0.143146907106073"
"Yes","1994","no degree/no degree yet","Female","32","0.0726264023845173","0.0492631366000694","0.0959896681689651"
"No","1994","lower secondary degree","Male","2153","0.798977706186335","0.783546359536027","0.814409052836643"
"No","1994","lower secondary degree","Female","2509","0.85031890776887","0.837218758136257","0.863419057401483"
"No","1994","secondary school degree","Male","1423","0.908885653631564","0.89443779067037","0.923333516592759"
"No","1994","secondary school degree","Female","1869","0.91612956676221","0.903916968054224","0.928342165470197"
"No","1994","college entrance qualification","Male","987","0.91520787296813","0.898390218543512","0.932025527392747"
"No","1994","college entrance qualification","Female","721","0.909729691793682","0.88936938067597","0.930090002911394"
"No","1994","Other degree","Male","438","0.828061772603632","0.795409982281256","0.860713562926008"
"No","1994","Other degree","Female","342","0.901762688429326","0.871797787142186","0.931727589716467"
"No","1994","no degree/no degree yet","Male","309","0.889800382356671","0.856853092893927","0.922747671819414"
"No","1994","no degree/no degree yet","Female","442","0.927373597615483","0.904010331831035","0.950736863399931"
"Yes","1995","lower secondary degree","Male","450","0.21420457661153","0.198318097771551","0.230091055451509"
"Yes","1995","lower secondary degree","Female","357","0.164253770494066","0.15049092094393","0.178016620044202"
"Yes","1995","secondary school degree","Male","107","0.0976728225821529","0.0827924694915074","0.112553175672798"
"Yes","1995","secondary school degree","Female","118","0.0878859093428183","0.0755694953104486","0.100202323375188"
"Yes","1995","college entrance qualification","Male","69","0.0805617762536668","0.0644269681730102","0.0966965843343234"
"Yes","1995","college entrance qualification","Female","45","0.101442680467604","0.0806894327744898","0.122195928160718"
"Yes","1995","Other degree","Male","76","0.108385389558209","0.0843574481521281","0.13241333096429"
"Yes","1995","Other degree","Female","42","0.0680997045515186","0.0466323962423805","0.0895670128606567"
"Yes","1995","no degree/no degree yet","Male","39","0.125474700101947","0.0920365927193784","0.158912807484516"
"Yes","1995","no degree/no degree yet","Female","39","0.0724245376035803","0.0492133252081352","0.0956357499990255"
"No","1995","lower secondary degree","Male","2112","0.78579542338847","0.769908944548491","0.801681902228449"
"No","1995","lower secondary degree","Female","2427","0.835746229505934","0.821983379955798","0.849509079056071"
"No","1995","secondary school degree","Male","1422","0.902327177417847","0.887446824327202","0.917207530508493"
"No","1995","secondary school degree","Female","1912","0.912114090657182","0.899797676624812","0.924430504689551"
"No","1995","college entrance qualification","Male","1024","0.919438223746333","0.903303415665677","0.93557303182699"
"No","1995","college entrance qualification","Female","768","0.898557319532396","0.877804071839282","0.91931056722551"
"No","1995","Other degree","Male","567","0.891614610441791","0.86758666903571","0.915642551847872"
"No","1995","Other degree","Female","487","0.931900295448482","0.910432987139343","0.95336760375762"
"No","1995","no degree/no degree yet","Male","338","0.874525299898053","0.841087192515484","0.907963407280622"
"No","1995","no degree/no degree yet","Female","440","0.92757546239642","0.904364250000975","0.950786674791865"
"Yes","1996","lower secondary degree","Male","464","0.232616472571465","0.216133714477849","0.249099230665081"
"Yes","1996","lower secondary degree","Female","374","0.163743965907373","0.1499085566112","0.177579375203546"
"Yes","1996","secondary school degree","Male","104","0.102043173046585","0.086944313381164","0.117142032712005"
"Yes","1996","secondary school degree","Female","121","0.079088390464489","0.0673772726527795","0.0907995082761985"
"Yes","1996","college entrance qualification","Male","68","0.0784832342251652","0.0625180141916415","0.0944484542586889"
"Yes","1996","college entrance qualification","Female","41","0.0843092854481997","0.0653724482442574","0.103246122652142"
"Yes","1996","Other degree","Male","75","0.126282941499846","0.0996600482246532","0.152905834775039"
"Yes","1996","Other degree","Female","40","0.0661147408754022","0.0443128717415883","0.0879166100092162"
"Yes","1996","no degree/no degree yet","Male","41","0.139069057373951","0.103473631567965","0.174664483179937"
"Yes","1996","no degree/no degree yet","Female","32","0.0769427969958219","0.0527462482443708","0.101139345747273"
"No","1996","lower secondary degree","Male","2060","0.767383527428535","0.750900769334919","0.783866285522151"
"No","1996","lower secondary degree","Female","2374","0.836256034092627","0.822420624796454","0.8500914433888"
"No","1996","secondary school degree","Male","1440","0.897956826953415","0.882857967287995","0.913055686618836"
"No","1996","secondary school degree","Female","1919","0.920911609535511","0.909200491723801","0.93262272734722"
"No","1996","college entrance qualification","Male","1022","0.921516765774835","0.905551545741311","0.937481985808359"
"No","1996","college entrance qualification","Female","786","0.9156907145518","0.896753877347858","0.934627551755743"
"No","1996","Other degree","Male","523","0.873717058500154","0.847094165224961","0.900339951775347"
"No","1996","Other degree","Female","459","0.933885259124598","0.912083389990784","0.955687128258412"
"No","1996","no degree/no degree yet","Male","322","0.860930942626049","0.825335516820063","0.896526368432035"
"No","1996","no degree/no degree yet","Female","434","0.923057203004178","0.898860654252727","0.947253751755629"
"Yes","1997","lower secondary degree","Male","455","0.237397278765435","0.220641210105456","0.254153347425413"
"Yes","1997","lower secondary degree","Female","370","0.167047240761572","0.152847740306226","0.181246741216918"
"Yes","1997","secondary school degree","Male","115","0.108086855346639","0.0925238999986465","0.123649810694632"
"Yes","1997","secondary school degree","Female","111","0.0718951256975317","0.0605883402053395","0.083201911189724"
"Yes","1997","college entrance qualification","Male","60","0.0650982149539754","0.050506227234882","0.0796902026730687"
"Yes","1997","college entrance qualification","Female","45","0.0840623841434348","0.0652864778252658","0.102838290461604"
"Yes","1997","Other degree","Male","68","0.138358312477577","0.109423517638857","0.167293107316296"
"Yes","1997","Other degree","Female","46","0.0975920969833663","0.0708481014758132","0.124336092490919"
"Yes","1997","no degree/no degree yet","Male","42","0.157369907012317","0.120063203561763","0.194676610462871"
"Yes","1997","no degree/no degree yet","Female","33","0.0569064152228109","0.0355495806762864","0.0782632497693353"
"No","1997","lower secondary degree","Male","2022","0.762602721234565","0.745846652574587","0.779358789894544"
"No","1997","lower secondary degree","Female","2281","0.832952759238428","0.818753258783082","0.847152259693774"
"No","1997","secondary school degree","Male","1414","0.891913144653361","0.876350189305368","0.907476100001353"
"No","1997","secondary school degree","Female","1894","0.928104874302468","0.916798088810276","0.939411659794661"
"No","1997","college entrance qualification","Male","1038","0.934901785046025","0.920309797326931","0.949493772765118"
"No","1997","college entrance qualification","Female","794","0.915937615856565","0.897161709538396","0.934713522174734"
"No","1997","Other degree","Male","479","0.861641687522423","0.832706892683704","0.890576482361143"
"No","1997","Other degree","Female","427","0.902407903016634","0.875663907509081","0.929151898524187"
"No","1997","no degree/no degree yet","Male","324","0.842630092987683","0.805323389537129","0.879936796438237"
"No","1997","no degree/no degree yet","Female","419","0.943093584777189","0.921736750230665","0.964450419323714"
"Yes","1998","lower secondary degree","Male","505","0.225703266016128","0.20993190096581","0.241474631066446"
"Yes","1998","lower secondary degree","Female","416","0.175662897378345","0.161767566060832","0.189558228695859"
"Yes","1998","secondary school degree","Male","119","0.0927965790688961","0.0789346281821494","0.106658529955643"
"Yes","1998","secondary school degree","Female","126","0.0746806557934603","0.0636431903198102","0.0857181212671104"
"Yes","1998","college entrance qualification","Male","79","0.0750477846063141","0.0602817647120577","0.0898138045005705"
"Yes","1998","college entrance qualification","Female","57","0.0790119157297693","0.0621827411258665","0.0958410903336722"
"Yes","1998","Other degree","Male","69","0.137227983117249","0.108071135599873","0.166384830634624"
"Yes","1998","Other degree","Female","44","0.0883797867774519","0.0624408229816203","0.114318750573284"
"Yes","1998","no degree/no degree yet","Male","45","0.161738031266281","0.123702209963987","0.199773852568576"
"Yes","1998","no degree/no degree yet","Female","36","0.0884661510688387","0.0621997913862333","0.114732510751444"
"No","1998","lower secondary degree","Male","2194","0.774296733983872","0.758525368933554","0.79006809903419"
"No","1998","lower secondary degree","Female","2465","0.824337102621654","0.810441771304141","0.838232433939168"
"No","1998","secondary school degree","Male","1564","0.907203420931104","0.893341470044357","0.921065371817851"
"No","1998","secondary school degree","Female","2053","0.92531934420654","0.914281878732889","0.93635680968019"
"No","1998","college entrance qualification","Male","1144","0.924952215393686","0.910186195499429","0.939718235287942"
"No","1998","college entrance qualification","Female","930","0.920988084270231","0.904158909666328","0.937817258874133"
"No","1998","Other degree","Male","466","0.862772016882751","0.833615169365376","0.891928864400127"
"No","1998","Other degree","Female","416","0.911620213222548","0.885681249426716","0.93755917701838"
"No","1998","no degree/no degree yet","Male","315","0.838261968733719","0.800226147431424","0.876297790036013"
"No","1998","no degree/no degree yet","Female","413","0.911533848931161","0.885267489248556","0.937800208613767"
"Yes","1999","lower secondary degree","Male","499","0.2267501295621","0.210891103800829","0.242609155323372"
"Yes","1999","lower secondary degree","Female","424","0.181714166293766","0.167512203328802","0.195916129258731"
"Yes","1999","secondary school degree","Male","120","0.0965578066571706","0.0824049534790544","0.110710659835287"
"Yes","1999","secondary school degree","Female","137","0.084924351079259","0.0732356301970626","0.0966130719614555"
"Yes","1999","college entrance qualification","Male","78","0.071843644657016","0.0574183791960343","0.0862689101179977"
"Yes","1999","college entrance qualification","Female","53","0.079118590000614","0.0623888491581898","0.0958483308430382"
"Yes","1999","Other degree","Male","66","0.153069897281926","0.121604531946576","0.184535262617276"
"Yes","1999","Other degree","Female","41","0.0915966401426436","0.0642687977550041","0.118924482530283"
"Yes","1999","no degree/no degree yet","Male","44","0.14424038995832","0.107327520619153","0.181153259297487"
"Yes","1999","no degree/no degree yet","Female","39","0.0969023512579239","0.0689416295819789","0.124863072933869"
"No","1999","lower secondary degree","Male","2179","0.7732498704379","0.757390844676628","0.789108896199171"
"No","1999","lower secondary degree","Female","2408","0.818285833706234","0.804083870741269","0.832487796671198"
"No","1999","secondary school degree","Male","1553","0.903442193342829","0.889289340164713","0.917595046520946"
"No","1999","secondary school degree","Female","2048","0.915075648920741","0.903386928038545","0.926764369802937"
"No","1999","college entrance qualification","Male","1153","0.928156355342984","0.913731089882002","0.942581620803966"
"No","1999","college entrance qualification","Female","947","0.920881409999386","0.904151669156962","0.93761115084181"
"No","1999","Other degree","Male","437","0.846930102718074","0.815464737382724","0.878395468053424"
"No","1999","Other degree","Female","387","0.908403359857356","0.881075517469717","0.935731202244996"
"No","1999","no degree/no degree yet","Male","304","0.85575961004168","0.818846740702513","0.892672479380847"
"No","1999","no degree/no degree yet","Female","391","0.903097648742076","0.875136927066131","0.931058370418021"
"Yes","2000","lower secondary degree","Male","920","0.209075354588776","0.197579797959404","0.220570911218149"
"Yes","2000","lower secondary degree","Female","731","0.154707781902562","0.144825502553151","0.164590061251973"
"Yes","2000","secondary school degree","Male","227","0.088408481087425","0.078280203959774","0.0985367582150761"
"Yes","2000","secondary school degree","Female","246","0.0768643701202212","0.0685699477176072","0.0851587925228351"
"Yes","2000","college entrance qualification","Male","178","0.08002344914382","0.0695516951275731","0.0904952031600668"
"Yes","2000","college entrance qualification","Female","104","0.0638186196804039","0.0535106076107122","0.0741266317500957"
"Yes","2000","Other degree","Male","99","0.126610508129312","0.103168371051305","0.150052645207319"
"Yes","2000","Other degree","Female","61","0.0695766545428944","0.051558687965736","0.0875946211200529"
"Yes","2000","no degree/no degree yet","Male","37","0.106111277369272","0.0767617975911582","0.135460757147385"
"Yes","2000","no degree/no degree yet","Female","33","0.0787250619694296","0.0550958655578189","0.10235425838104"
"No","2000","lower secondary degree","Male","3887","0.790924645411224","0.779429088781851","0.802420202040596"
"No","2000","lower secondary degree","Female","4413","0.845292218097438","0.835409938748027","0.855174497446849"
"No","2000","secondary school degree","Male","2791","0.911591518912575","0.901463241784924","0.921719796040226"
"No","2000","secondary school degree","Female","3716","0.923135629879779","0.914841207477165","0.931430052282393"
"No","2000","college entrance qualification","Male","2401","0.91997655085618","0.909504796839933","0.930448304872427"
"No","2000","college entrance qualification","Female","2056","0.936181380319596","0.925873368249904","0.946489392389288"
"No","2000","Other degree","Male","674","0.873389491870688","0.849947354792681","0.896831628948695"
"No","2000","Other degree","Female","705","0.930423345457105","0.912405378879947","0.948441312034264"
"No","2000","no degree/no degree yet","Male","386","0.893888722630728","0.864539242852615","0.923238202408842"
"No","2000","no degree/no degree yet","Female","466","0.92127493803057","0.89764574161896","0.944904134442181"
