"ple0040","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"No","1984","Not Employed","3940","0.821065568910044","0.810028523748718","0.832102614071369","2"
"No","1984","Employed","7053","0.922019780439973","0.915962195968949","0.928077364910996","2"
"Yes","1984","Not Employed","693","0.178934431089956","0.167897385928631","0.189971476251282","1"
"Yes","1984","Employed","474","0.0779802195600273","0.0719226350890039","0.0840378040310507","1"
"No","1985","Not Employed","3535","0.819967720386053","0.808290830115187","0.83164461065692","2"
"No","1985","Employed","6428","0.925905392289338","0.919697725496943","0.932113059081733","2"
"Yes","1985","Not Employed","624","0.180032279613947","0.16835538934308","0.191709169884813","1"
"Yes","1985","Employed","411","0.074094607710662","0.0678869409182666","0.0803022745030574","1"
"No","1986","Not Employed","247","0.983338686424477","0.967535160164079","0.999142212684875","2"
"No","1986","Employed","222","0.987783323164197","0.973429611442169","1.00213703488623","2"
"Yes","1986","Not Employed","5","","","","1"
"Yes","1986","Employed","3","","","","1"
"No","1987","Not Employed","3158","0.805418671480281","0.792768391889196","0.818068951071367","2"
"No","1987","Employed","6299","0.932347514008093","0.926326624477131","0.938368403539056","2"
"Yes","1987","Not Employed","604","0.194581328519719","0.181931048928633","0.207231608110804","1"
"Yes","1987","Employed","385","0.0676524859919067","0.0616315964609439","0.0736733755228694","1"
"No","1988","Not Employed","2889","0.774394853841339","0.760631691108323","0.788158016574356","2"
"No","1988","Employed","6033","0.93059494139694","0.924382643338345","0.936807239455534","2"
"Yes","1988","Not Employed","654","0.225605146158661","0.211841983425644","0.239368308891677","1"
"Yes","1988","Employed","396","0.0694050586030605","0.0631927605444659","0.075617356661655","1"
"No","1989","Not Employed","2731","0.758588332801718","0.744212416936012","0.772964248667424","2"
"No","1989","Employed","5897","0.933123626258881","0.926933412133525","0.939313840384237","2"
"Yes","1989","Not Employed","673","0.241411667198282","0.227035751332576","0.255787583063988","1"
"Yes","1989","Employed","359","0.0668763737411194","0.0606861596157634","0.0730665878664754","1"
"No","1990","Not Employed","","","","","2"
"No","1990","Employed","","","","","2"
"Yes","1990","Not Employed","","","","","1"
"Yes","1990","Employed","","","","","1"
"No","1991","Not Employed","2547","0.742578771349911","0.727524177960524","0.757633364739299","2"
"No","1991","Employed","5816","0.933334238339242","0.927111161637606","0.939557315040877","2"
"Yes","1991","Not Employed","693","0.257421228650089","0.242366635260701","0.272475822039476","1"
"Yes","1991","Employed","356","0.0666657616607584","0.0604426849591233","0.0728888383623936","1"
"No","1992","Not Employed","3315","0.749264370461313","0.736141923472457","0.762386817450169","2"
"No","1992","Employed","8516","0.934982292473202","0.929893549745303","0.940071035201102","2"
"Yes","1992","Not Employed","876","0.250735629538687","0.237613182549831","0.263858076527543","1"
"Yes","1992","Employed","502","0.0650177075267976","0.0599289647988985","0.0701064502546967","1"
"No","1993","Not Employed","","","","","2"
"No","1993","Employed","","","","","2"
"Yes","1993","Not Employed","","","","","1"
"Yes","1993","Employed","","","","","1"
"No","1994","Not Employed","3645","0.767178766524746","0.75483885410686","0.779518678942632","2"
"No","1994","Employed","7858","0.937550396715525","0.93234228133302","0.94275851209803","2"
"Yes","1994","Not Employed","861","0.232821233475254","0.220481321057368","0.24516114589314","1"
"Yes","1994","Employed","434","0.0624496032844753","0.0572414879019702","0.0676577186669804","1"
"No","1995","Not Employed","3847","0.760756770464166","0.748630826091509","0.772882714836823","2"
"No","1995","Employed","8000","0.934898402991434","0.929640745620344","0.940156060362525","2"
"Yes","1995","Not Employed","908","0.239243229535834","0.227117285163177","0.251369173908491","1"
"Yes","1995","Employed","458","0.0651015970085656","0.0598439396374749","0.0703592543796563","1"
"No","1996","Not Employed","3718","0.752364913991081","0.739951947364946","0.764777880617215","2"
"No","1996","Employed","7985","0.938110906254293","0.93297003471601","0.943251777792576","2"
"Yes","1996","Not Employed","927","0.247635086008919","0.235222119382785","0.260048052635054","1"
"Yes","1996","Employed","454","0.061889093745707","0.0567482222074237","0.0670299652839904","1"
"No","1997","Not Employed","3785","0.76209754982979","0.749923078574321","0.77427202108526","2"
"No","1997","Employed","7684","0.932501340403412","0.927048848723584","0.937953832083241","2"
"Yes","1997","Not Employed","914","0.23790245017021","0.22572797891474","0.25007692142568","1"
"Yes","1997","Employed","449","0.0674986595965876","0.0620461679167592","0.0729511512764161","1"
"No","1998","Not Employed","4293","0.765748086061371","0.754416067144755","0.777080104977986","2"
"No","1998","Employed","8345","0.933988779781222","0.928812105947535","0.939165453614908","2"
"Yes","1998","Not Employed","1073","0.234251913938629","0.222919895022014","0.245583932855245","1"
"Yes","1998","Employed","493","0.0660112202187785","0.0608345463850921","0.071187894052465","1"
"No","1999","Not Employed","3925","0.754341790435289","0.742343629905534","0.766339950965043","2"
"No","1999","Employed","8282","0.930632445875195","0.92531969101421","0.93594520073618","2"
"Yes","1999","Not Employed","1020","0.245658209564711","0.233660049034957","0.257656370094466","1"
"Yes","1999","Employed","504","0.0693675541248047","0.0640547992638196","0.0746803089857899","1"
"No","2000","Not Employed","7239","0.785244978106861","0.776766149739827","0.793723806473896","2"
"No","2000","Employed","14292","0.934675739321162","0.9307430048906","0.938608473751724","2"
"Yes","2000","Not Employed","1772","0.214755021893139","0.206276193526104","0.223233850260173","1"
"Yes","2000","Employed","873","0.0653242606788379","0.061391526248276","0.0692569951093999","1"
"No","2001","Not Employed","6441","0.774758070726231","0.765651193631879","0.783864947820584","2"
"No","2001","Employed","13118","0.936656862480917","0.932605514422537","0.940708210539297","2"
"Yes","2001","Not Employed","1642","0.225241929273769","0.216135052179416","0.234348806368121","1"
"Yes","2001","Employed","768","0.0633431375190831","0.0592917894607028","0.0673944855774634","1"
"No","2002","Not Employed","6520","0.764289184648459","0.755128139196912","0.773450230100007","2"
"No","2002","Employed","13927","0.931050046201186","0.926964891974264","0.935135200428109","2"
"Yes","2002","Not Employed","1726","0.235710815351541","0.226549769899993","0.244871860803088","1"
"Yes","2002","Employed","850","0.0689499537988136","0.064864799571891","0.0730351080257362","1"
"No","2003","Not Employed","6457","0.771345545070836","0.762223402335447","0.780467687806225","2"
"No","2003","Employed","13206","0.931412988144139","0.927231916995242","0.935594059293037","2"
"Yes","2003","Not Employed","1685","0.228654454929164","0.219532312193775","0.237776597664553","1"
"Yes","2003","Employed","832","0.0685870118558606","0.0644059407069627","0.0727680830047585","1"
"No","2004","Not Employed","6457","0.764968931499182","0.755768937424052","0.774168925574312","2"
"No","2004","Employed","12646","0.928079493125395","0.923718454957209","0.93244053129358","2"
"Yes","2004","Not Employed","1703","0.235031068500818","0.225831074425688","0.244231062575948","1"
