"ple0040","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Part Time","3892","0.917558025169497","0.909251968841652","0.925864081497341","2"
"Yes","2009","Part Time","320","0.0824419748305034","0.0741359185026591","0.0907480311583477","1"
"Yes","2009","Full Time","454","0.0683738202322207","0.0624601388881495","0.0742875015762919","1"
"Yes","2009","Not Working","1573","0.246186700891509","0.235971701290437","0.256401700492582","1"
"No","2010","Not Working","6816","0.75509574607337","0.745909399912634","0.764282092234106","2"
"No","2010","Full Time","8764","0.93560468192709","0.93060016750143","0.94060919635275","2"
"No","2010","Part Time","5945","0.908925856562895","0.901845937700334","0.916005775425455","2"
"Yes","2010","Part Time","399","0.0910741434371055","0.0839942245745448","0.0981540622996661","1"
"Yes","2010","Full Time","477","0.0643953180729098","0.0593908036472498","0.0693998324985698","1"
"Yes","2010","Not Working","1602","0.24490425392663","0.235717907765894","0.254090600087366","1"
"No","2011","Not Working","8056","0.757190225201796","0.748822176644126","0.765558273759466","2"
"No","2011","Full Time","10020","0.937266776200476","0.932652630748714","0.941880921652238","2"
"No","2011","Part Time","7150","0.907025290720637","0.900519986571449","0.913530594869824","2"
"Yes","2011","Part Time","505","0.0929747092793633","0.086469405130176","0.0994800134285506","1"
"Yes","2011","Full Time","589","0.0627332237995241","0.0581190783477622","0.067347369251286","1"
"Yes","2011","Not Working","2030","0.242809774798204","0.234441726240534","0.251177823355874","1"
"No","2012","Not Working","7647","0.749727419541042","0.741141167820928","0.758313671261156","2"
"No","2012","Full Time","9791","0.927990742019653","0.923024947830831","0.932956536208474","2"
"No","2012","Part Time","6917","0.910875105537159","0.904406488189469","0.917343722884849","2"
"Yes","2012","Part Time","536","0.0891248944628412","0.082656277115151","0.0955935118105313","1"
"Yes","2012","Full Time","619","0.0720092579803472","0.0670434637915258","0.0769750521691686","1"
"Yes","2012","Not Working","2130","0.250272580458959","0.241686328738844","0.258858832179073","1"
"No","2013","Full Time","9123","0.930576603450052","0.925520543663371","0.935632663236733","2"
"No","2013","Part Time","6627","0.9013307064761","0.894427483625319","0.908233929326881","2"
"No","2013","Not Working","11608","0.780083428231086","0.773168188680957","0.786998667781215","2"
"Yes","2013","Part Time","542","0.0986692935239004","0.0917660706731193","0.105572516374681","1"
"Yes","2013","Not Working","2173","0.219916571768914","0.213001332218785","0.226831811319043","1"
"Yes","2013","Full Time","585","0.0694233965499478","0.0643673367632668","0.0744794563366288","1"
"No","2014","Full Time","9627","0.93045453893589","0.925524195507572","0.935384882364208","2"
"No","2014","Part Time","7000","0.904663242259452","0.898043198584128","0.911283285934776","2"
"No","2014","Not Working","7311","0.739784628197112","0.730899907584851","0.748669348809373","2"
"Yes","2014","Part Time","560","0.0953367577405477","0.0887167140652236","0.101956801415872","1"
"Yes","2014","Not Working","2057","0.260215371802888","0.251330651190626","0.269100092415149","1"
"Yes","2014","Full Time","599","0.06954546106411","0.0646151176357923","0.0744758044924277","1"
"No","2015","Full Time","8969","0.929699650685904","0.924557701110306","0.934841600261501","2"
"No","2015","Part Time","6596","0.903508048342632","0.896649216544356","0.910366880140907","2"
"No","2015","Not Working","8282","0.753095167020757","0.744730547042133","0.761459786999381","2"
"Yes","2015","Part Time","523","0.0964919516573682","0.0896331198590925","0.103350783455644","1"
"Yes","2015","Not Working","1927","0.246904832979243","0.23854021300062","0.255269452957867","1"
"Yes","2015","Full Time","527","0.0703003493140965","0.0651583997384987","0.0754422988896943","1"
"No","2016","Full Time","8673","0.933166385097832","0.928054699622018","0.938278070573645","2"
"No","2016","Part Time","6450","0.906750902366027","0.899918028457239","0.913583776274815","2"
"No","2016","Not Working","6424","0.743717000126592","0.734279087854886","0.753154912398298","2"
"Yes","2016","Part Time","507","0.0932490976339731","0.0864162237251848","0.100081971542761","1"
"Yes","2016","Not Working","1796","0.256282999873408","0.246845087601702","0.265720912145114","1"
"Yes","2016","Full Time","496","0.0668336149021684","0.0617219294263549","0.0719453003779818","1"
"No","2017","Full Time","9844","0.940720866235966","0.936182143899279","0.945259588572654","2"
"No","2017","Part Time","7036","0.894693093528831","0.887821947895215","0.901564239162447","2"
"No","2017","Not Working","6688","0.746263245823676","0.737063239354542","0.755463252292809","2"
"Yes","2017","Part Time","630","0.105306906471169","0.0984357608375529","0.112178052104786","1"
"Yes","2017","Not Working","1906","0.253736754176324","0.244536747707191","0.262936760645458","1"
"Yes","2017","Full Time","555","0.0592791337640336","0.054740411427346","0.0638178561007213","1"
"No","2018","Full Time","9354","0.938668854292311","0.933947018404281","0.94339069018034","2"
"No","2018","Part Time","6898","0.897585124770323","0.890741569776718","0.904428679763929","2"
"No","2018","Not Working","6334","0.741480691862154","0.732046319905902","0.750915063818406","2"
"Yes","2018","Part Time","642","0.102414875229677","0.0955713202360714","0.109258430223282","1"
"Yes","2018","Not Working","1939","0.258519308137846","0.249084936181594","0.267953680094098","1"
"Yes","2018","Full Time","565","0.0613311457076894","0.0566093098196597","0.066052981595719","1"
"No","2019","Full Time","9932","0.936058379573289","0.931379131733402","0.940737627413176","2"
"No","2019","Part Time","6626","0.906134328451278","0.899410001833484","0.912858655069072","2"
"No","2019","Not Working","6189","0.74264645962623","0.73310941871842","0.752183500534041","2"
"Yes","2019","Part Time","600","0.0938656715487218","0.0871413449309277","0.100589998166516","1"
"Yes","2019","Full Time","569","0.0639416204267108","0.0592623725868238","0.0686208682665979","1"
"Yes","2019","Not Working","1883","0.25735354037377","0.247816499465959","0.26689058128158","1"
