"ple0040","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2011","66 and older","West Germany","2908","0.737258730118635","0.723397606020248","0.751119854217022","2"
"No","2011","16-34 y.","East Germany","1524","0.959432850993412","0.949680342075386","0.969185359911438","2"
"No","2011","35-65 y.","West Germany","11569","0.865133448639959","0.859247612117024","0.871019285162893","2"
"No","2011","35-65 y.","East Germany","3057","0.861407337007701","0.84989943253055","0.872915241484851","2"
"No","2011","66 and older","East Germany","1023","0.806911739897895","0.785194319835599","0.828629159960192","2"
"Yes","2011","16-34 y.","West Germany","90","0.0237498681558349","0.0196250870882414","0.0278746492234285","1"
"Yes","2011","16-34 y.","East Germany","48","0.0405671490065879","0.0308146400885618","0.0503196579246141","1"
"Yes","2011","35-65 y.","West Germany","1369","0.134866551360041","0.128980714837107","0.140752387882976","1"
"Yes","2011","35-65 y.","East Germany","406","0.138592662992299","0.127084758515149","0.15010056746945","1"
"Yes","2011","66 and older","West Germany","965","0.262741269881365","0.248880145782978","0.276602393979752","1"
"Yes","2011","66 and older","East Germany","246","0.193088260102105","0.171370840039808","0.214805680164401","1"
"No","2012","16-34 y.","West Germany","4838","0.974454759703495","0.970047048584839","0.978862470822152","2"
"No","2012","66 and older","West Germany","2944","0.746384421630615","0.732781848723672","0.759986994537559","2"
"No","2012","16-34 y.","East Germany","1372","0.957357827311967","0.946848843396493","0.967866811227441","2"
"No","2012","35-65 y.","West Germany","11155","0.856115231695915","0.849988685148737","0.862241778243092","2"
"No","2012","35-65 y.","East Germany","3019","0.841717808033523","0.829567970910956","0.853867645156089","2"
"No","2012","66 and older","East Germany","1027","0.783407589044591","0.760963785539214","0.805851392549967","2"
"Yes","2012","16-34 y.","West Germany","84","0.0255452402965048","0.0211375291778482","0.0299529514151613","1"
"Yes","2012","16-34 y.","East Germany","48","0.042642172688033","0.0321331887725588","0.0531511566035072","1"
"Yes","2012","35-65 y.","West Germany","1452","0.143884768304085","0.137758221756908","0.150011314851263","1"
"Yes","2012","35-65 y.","East Germany","448","0.158282191966477","0.146132354843911","0.170432029089044","1"
"Yes","2012","66 and older","West Germany","986","0.253615578369385","0.240013005462441","0.267218151276328","1"
"Yes","2012","66 and older","East Germany","267","0.216592410955409","0.194148607450033","0.239036214460786","1"
"No","2013","16-34 y.","West Germany","6396","0.974961024613587","0.971167646497696","0.978754402729477","2"
"No","2013","16-34 y.","East Germany","1316","0.961652459558884","0.951423850282681","0.971881068835087","2"
"No","2013","35-65 y.","West Germany","12655","0.856261350514643","0.850490907424853","0.862031793604432","2"
"No","2013","35-65 y.","East Germany","3090","0.841933209640614","0.829885276388557","0.853981142892672","2"
"No","2013","66 and older","West Germany","2899","0.750822841282829","0.737115436933829","0.764530245631828","2"
"No","2013","66 and older","East Germany","1002","0.807970634081201","0.786055516129316","0.829885752033085","2"
"Yes","2013","16-34 y.","West Germany","121","0.0250389753864135","0.0212455972705231","0.0288323535023038","1"
"Yes","2013","16-34 y.","East Germany","38","0.0383475404411163","0.0281189311649133","0.0485761497173194","1"
"Yes","2013","35-65 y.","West Germany","1544","0.143738649485357","0.137968206395568","0.149509092575146","1"
"Yes","2013","35-65 y.","East Germany","432","0.158066790359386","0.146018857107328","0.170114723611443","1"
"Yes","2013","66 and older","West Germany","926","0.249177158717171","0.235469754368172","0.262884563066171","1"
"Yes","2013","66 and older","East Germany","239","0.192029365918799","0.170114247966915","0.213944483870684","1"
"No","2014","16-34 y.","West Germany","5283","0.97271078859768","0.968361271246606","0.977060305948753","2"
"No","2014","16-34 y.","East Germany","1133","0.946674132542997","0.933876151590693","0.959472113495301","2"
"No","2014","35-65 y.","West Germany","10977","0.8506054790114","0.844331383001602","0.856879575021198","2"
"No","2014","35-65 y.","East Germany","2777","0.840142157400494","0.827414844091521","0.852869470709467","2"
"No","2014","66 and older","West Germany","2794","0.740146653067443","0.726132665021911","0.754160641112975","2"
"No","2014","66 and older","East Germany","974","0.790580671833693","0.76785984067815","0.813301502989236","2"
"Yes","2014","16-34 y.","West Germany","107","0.0272892114023204","0.0229396940512466","0.0316387287533943","1"
"Yes","2014","16-34 y.","East Germany","51","0.0533258674570026","0.0405278865046986","0.0661238484093066","1"
"Yes","2014","35-65 y.","West Germany","1424","0.1493945209886","0.143120424978802","0.155668616998398","1"
"Yes","2014","35-65 y.","East Germany","408","0.159857842599506","0.147130529290533","0.172585155908479","1"
"Yes","2014","66 and older","West Germany","968","0.259853346932557","0.245839358887025","0.273867334978089","1"
"Yes","2014","66 and older","East Germany","258","0.209419328166307","0.186698497010764","0.23214015932185","1"
"No","2015","16-34 y.","West Germany","5468","0.974087721787751","0.969916201398025","0.978259242177477","2"
"No","2015","16-34 y.","East Germany","1101","0.95494332714267","0.942891710220887","0.966994944064454","2"
"No","2015","35-65 y.","West Germany","10859","0.853815512893031","0.847534881954616","0.860096143831446","2"
"No","2015","35-65 y.","East Germany","2685","0.846334395335728","0.833548511740272","0.859120278931183","2"
"No","2015","66 and older","West Germany","2759","0.744252819677072","0.730158930451008","0.758346708903135","2"
"No","2015","66 and older","East Germany","975","0.796456573071987","0.77388186829165","0.819031277852324","2"
"Yes","2015","16-34 y.","West Germany","104","0.025912278212249","0.0217407578225228","0.0300837986019752","1"
"Yes","2015","16-34 y.","East Germany","37","0.0450566728573296","0.0330050559355462","0.057108289779113","1"
"Yes","2015","35-65 y.","West Germany","1296","0.146184487106969","0.139903856168554","0.152465118045384","1"
"Yes","2015","35-65 y.","East Germany","371","0.153665604664272","0.140879721068817","0.166451488259728","1"
"Yes","2015","66 and older","West Germany","922","0.255747180322928","0.241653291096865","0.269841069548992","1"
"Yes","2015","66 and older","East Germany","247","0.203543426928013","0.180968722147676","0.22611813170835","1"
"No","2016","16-34 y.","West Germany","4603","0.973505498465715","0.968910663737089","0.978100333194342","2"
"No","2016","16-34 y.","East Germany","944","0.955553961434533","0.942631508853894","0.968476414015172","2"
"No","2016","35-65 y.","West Germany","9862","0.85933442269059","0.852848408163531","0.86582043721765","2"
"No","2016","35-65 y.","East Germany","2540","0.853282912511681","0.840383021455004","0.866182803568358","2"
"No","2016","66 and older","West Germany","2648","0.737772272380531","0.723331856078345","0.752212688682717","2"
"No","2016","66 and older","East Germany","950","0.793943123529417","0.770904289733111","0.816981957325723","2"
"Yes","2016","16-34 y.","West Germany","90","0.0264945015342847","0.0218996668056579","0.0310893362629114","1"
"Yes","2016","16-34 y.","East Germany","33","0.0444460385654667","0.0315235859848275","0.0573684911461059","1"
"Yes","2016","35-65 y.","East Germany","350","0.146717087488319","0.133817196431642","0.159616978544996","1"
"Yes","2016","35-65 y.","West Germany","1176","0.140665577309409","0.13417956278235","0.147151591836469","1"
"Yes","2016","66 and older","West Germany","916","0.262227727619469","0.247787311317283","0.276668143921655","1"
"Yes","2016","66 and older","East Germany","234","0.206056876470583","0.183018042674277","0.229095710266889","1"
"No","2017","16-34 y.","West Germany","4995","0.971406345942058","0.966834563922956","0.97597812796116","2"
"No","2017","16-34 y.","East Germany","1090","0.959678647282101","0.948178711950756","0.971178582613447","2"
"No","2017","35-65 y.","West Germany","10776","0.855775311073224","0.849530537393805","0.862020084752642","2"
"No","2017","35-65 y.","East Germany","2861","0.849160747048068","0.836892210179106","0.86142928391703","2"
"No","2017","66 and older","West Germany","2848","0.755832261297269","0.742111924057991","0.769552598536548","2"
"No","2017","66 and older","East Germany","998","0.81262051603222","0.79087507842709","0.83436595363735","2"
"Yes","2017","16-34 y.","West Germany","110","0.0285936540579417","0.0240218720388395","0.0331654360770438","1"
"Yes","2017","16-34 y.","East Germany","34","0.0403213527178986","0.028821417386553","0.0518212880492443","1"
"Yes","2017","35-65 y.","East Germany","408","0.150839252951932","0.138570716082971","0.163107789820894","1"
"Yes","2017","35-65 y.","West Germany","1382","0.144224688926776","0.137979915247358","0.150469462606195","1"
"Yes","2017","66 and older","East Germany","239","0.18737948396778","0.16563404636265","0.20912492157291","1"
"Yes","2017","66 and older","West Germany","918","0.244167738702731","0.230447401463452","0.257888075942009","1"
"No","2018","16-34 y.","West Germany","4837","0.972525681799078","0.967969731850237","0.977081631747919","2"
"No","2018","16-34 y.","East Germany","1052","0.96128586468607","0.949838730449179","0.972732998922961","2"
"No","2018","35-65 y.","West Germany","10126","0.862615305671991","0.856321834453964","0.868908776890017","2"
"No","2018","35-65 y.","East Germany","2767","0.852009224233885","0.839634430556109","0.864384017911661","2"
"No","2018","66 and older","West Germany","2821","0.748921369964103","0.735106775648124","0.762735964280081","2"
"No","2018","66 and older","East Germany","983","0.784442429602307","0.761682993332028","0.807201865872585","2"
"Yes","2018","16-34 y.","West Germany","108","0.027474318200922","0.0229183682520808","0.0320302681497633","1"
"Yes","2018","16-34 y.","East Germany","39","0.0387141353139298","0.0272670010770389","0.0501612695508207","1"
"Yes","2018","35-65 y.","West Germany","1368","0.137384694328009","0.131091223109983","0.143678165546036","1"
"Yes","2018","35-65 y.","East Germany","396","0.147990775766115","0.135615982088339","0.160365569443891","1"
"Yes","2018","66 and older","West Germany","964","0.251078630035897","0.237264035719919","0.264893224351876","1"
"Yes","2018","66 and older","East Germany","271","0.215557570397693","0.192798134127415","0.238317006667972","1"
"No","2019","16-34 y.","West Germany","4345","0.967482109463866","0.962272509243187","0.972691709684544","2"
"No","2019","16-34 y.","East Germany","923","0.959082875053839","0.94655166246076","0.971614087646919","2"
"No","2019","35-65 y.","West Germany","10496","0.86460523000513","0.858431935999548","0.870778524010712","2"
"No","2019","35-65 y.","East Germany","2903","0.852454494929202","0.840348870063068","0.864560119795335","2"
"No","2019","66 and older","West Germany","2980","0.755253298496405","0.741758195220442","0.768748401772368","2"
"No","2019","66 and older","East Germany","1034","0.777072565598522","0.754542664130062","0.799602467066982","2"
"Yes","2019","16-34 y.","West Germany","108","0.0325178905361344","0.0273082903154558","0.0377274907568131","1"
"Yes","2019","16-34 y.","East Germany","37","0.0409171249461606","0.0283859123530813","0.0534483375392399","1"
"Yes","2019","35-65 y.","West Germany","1304","0.13539476999487","0.129221475989288","0.141568064000452","1"
"Yes","2019","66 and older","West Germany","919","0.244746701503595","0.231251598227632","0.258241804779558","1"
"Yes","2019","35-65 y.","East Germany","394","0.147545505070798","0.135439880204665","0.159651129936932","1"
"Yes","2019","66 and older","East Germany","277","0.222927434401478","0.200397532933018","0.245457335869938","1"
