"ple0040","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2010","higher vocational","Urban Area","144","0.157049833939492","0.134396561147697","0.179703106731287"
"Yes","2010","higher vocational","Rural Area","77","0.140746414463177","0.11337283488574","0.168119994040615"
"Yes","2010","higher education","Urban Area","269","0.101446029956842","0.0919970721887254","0.110894987724958"
"Yes","2010","higher education","Rural Area","117","0.095391725807603","0.0802770089599448","0.110506442655261"
"No","2010","in school","Urban Area","281","0.983335843915613","0.968551759129005","0.998119928702221"
"No","2010","in school","Rural Area","123","0.941713738860445","0.900642704871713","0.982784772849177"
"No","2010","inadequately","Urban Area","225","0.852444107857351","0.808655710001185","0.896232505713517"
"No","2010","inadequately","Rural Area","82","0.878057843982092","0.810827413356105","0.945288274608078"
"No","2010","general elemantary","Urban Area","1456","0.828073513375676","0.809955255633744","0.846191771117608"
"No","2010","general elemantary","Rural Area","702","0.845871858949348","0.820788550671114","0.870955167227583"
"No","2010","middle vocational","Urban Area","6270","0.838573821634014","0.830065918000268","0.847081725267761"
"No","2010","middle vocational","Rural Area","4090","0.856804823980184","0.846663881772552","0.866945766187816"
"No","2010","vocational + Abi","Urban Area","1195","0.901414818363136","0.884974334969689","0.917855301756583"
"No","2010","vocational + Abi","Rural Area","426","0.918578866639952","0.893366961171939","0.943790772107964"
"No","2010","higher vocational","Urban Area","847","0.842950166060508","0.820296893268713","0.865603438852302"
"No","2010","higher vocational","Rural Area","543","0.859253585536823","0.831880005959385","0.88662716511426"
"No","2010","higher education","Urban Area","3653","0.898553970043158","0.889105012275042","0.908002927811275"
"No","2010","higher education","Rural Area","1334","0.904608274192397","0.889493557344739","0.919722991040055"
"Yes","2011","in school","Urban Area","2","","",""
"Yes","2011","in school","Rural Area","1","","",""
"Yes","2011","inadequately","Urban Area","46","0.208737320742849","0.161554266020919","0.25592037546478"
"Yes","2011","inadequately","Rural Area","19","","",""
"Yes","2011","general elemantary","Urban Area","253","0.16934408488177","0.152607086506271","0.186081083257268"
"Yes","2011","general elemantary","Rural Area","123","0.138522644881911","0.11744652971845","0.159598760045371"
"Yes","2011","middle vocational","Urban Area","1152","0.165894829025189","0.157926151514673","0.173863506535706"
"Yes","2011","middle vocational","Rural Area","663","0.139253783361186","0.130117342969241","0.14839022375313"
"Yes","2011","vocational + Abi","Urban Area","87","0.0871321274175331","0.072645725714021","0.101618529121045"
"Yes","2011","vocational + Abi","Rural Area","31","0.0906514853165897","0.0665245986460162","0.114778371987163"
"Yes","2011","higher vocational","Urban Area","144","0.147178356495805","0.126279879589028","0.168076833402582"
"Yes","2011","higher vocational","Rural Area","91","0.145442447471875","0.120160877751279","0.17072401719247"
"Yes","2011","higher education","Urban Area","329","0.0938441944988512","0.0852945499807384","0.102393839016964"
"Yes","2011","higher education","Rural Area","155","0.10055511547417","0.0863549039078841","0.114755327040455"
"No","2011","in school","Urban Area","343","0.994751482088038","0.987126932684999","1.00237603149108"
"No","2011","in school","Rural Area","126","0.996117066269686","0.985300699375577","1.00693343316379"
"No","2011","inadequately","Urban Area","239","0.791262679257151","0.74407962453522","0.838445733979081"
"No","2011","inadequately","Rural Area","106","0.7825790671649","0.710267483093832","0.854890651235968"
"No","2011","general elemantary","Urban Area","1676","0.83065591511823","0.813918916742732","0.847392913493729"
"No","2011","general elemantary","Rural Area","909","0.861477355118089","0.840401239954628","0.88255347028155"
"No","2011","middle vocational","Urban Area","7219","0.834105170974811","0.826136493464294","0.842073848485328"
"No","2011","middle vocational","Rural Area","4853","0.860746216638814","0.85160977624687","0.869882657030759"
"No","2011","vocational + Abi","Urban Area","1369","0.912867872582467","0.898381470878955","0.927354274285979"
"No","2011","vocational + Abi","Rural Area","513","0.90934851468341","0.885221628012837","0.933475401353984"
"No","2011","higher vocational","Urban Area","960","0.852821643504195","0.831923166597418","0.873720120410972"
"No","2011","higher vocational","Rural Area","656","0.854557552528125","0.82927598280753","0.879839122248721"
"No","2011","higher education","Urban Area","4140","0.906155805501149","0.897606160983036","0.914705450019262"
"No","2011","higher education","Rural Area","1568","0.89944488452583","0.885244672959545","0.913645096092116"
"Yes","2012","in school","Urban Area","3","","",""
"Yes","2012","in school","Rural Area","1","","",""
"Yes","2012","inadequately","Urban Area","39","0.190502384533685","0.143132304056436","0.237872465010933"
"Yes","2012","inadequately","Rural Area","19","","",""
"Yes","2012","general elemantary","Urban Area","270","0.169564507768772","0.152529373344568","0.186599642192977"
"Yes","2012","general elemantary","Rural Area","135","0.141470391736662","0.120176706974109","0.162764076499214"
"Yes","2012","middle vocational","Urban Area","1170","0.168717779555714","0.160544927193953","0.176890631917475"
"Yes","2012","middle vocational","Rural Area","715","0.156836054691127","0.147207160622767","0.166464948759488"
"Yes","2012","vocational + Abi","Urban Area","106","0.111569500932923","0.0951711211975411","0.127967880668305"
"Yes","2012","vocational + Abi","Rural Area","36","0.068743747035501","0.0476365894096604","0.0898509046613416"
"Yes","2012","higher vocational","Urban Area","167","0.156004728573985","0.134273101513443","0.177736355634527"
"Yes","2012","higher vocational","Rural Area","91","0.143494292193091","0.118132350195452","0.168856234190729"
"Yes","2012","higher education","Urban Area","341","0.0937129275026494","0.0851087529790118","0.102317102026287"
"Yes","2012","higher education","Rural Area","169","0.110542142237921","0.0958215248824181","0.125262759593423"
"No","2012","in school","Urban Area","327","0.983400595465687","0.969615727552559","0.997185463378814"
"No","2012","in school","Rural Area","141","0.987049827600708","0.968454183215924","1.00564547198549"
"No","2012","inadequately","Urban Area","225","0.809497615466315","0.762127534989067","0.856867695943564"
"No","2012","inadequately","Rural Area","103","0.791470911048033","0.719381914968348","0.863559907127717"
"No","2012","general elemantary","Urban Area","1594","0.830435492231228","0.813400357807023","0.847470626655432"
"No","2012","general elemantary","Rural Area","894","0.858529608263338","0.837235923500786","0.879823293025891"
"No","2012","middle vocational","Urban Area","6896","0.831282220444286","0.823109368082525","0.839455072806047"
"No","2012","middle vocational","Rural Area","4764","0.843163945308873","0.833535051240512","0.852792839377233"
"No","2012","vocational + Abi","Urban Area","1310","0.888430499067077","0.872032119331695","0.904828878802459"
"No","2012","vocational + Abi","Rural Area","516","0.931256252964499","0.910149095338658","0.95236341059034"
"No","2012","higher vocational","Urban Area","904","0.843995271426015","0.822263644365473","0.865726898486557"
"No","2012","higher vocational","Rural Area","643","0.856505707806909","0.831143765809271","0.881867649804548"
"No","2012","higher education","Urban Area","4066","0.906287072497351","0.897682897973713","0.914891247020988"
"No","2012","higher education","Rural Area","1574","0.889457857762079","0.874737240406577","0.904178475117582"
"Yes","2013","in school","Urban Area","4","","",""
"Yes","2013","in school","Rural Area","2","","",""
"Yes","2013","inadequately","Urban Area","64","0.202300422216875","0.165510113874751","0.239090730559"
"Yes","2013","inadequately","Rural Area","24","","",""
"Yes","2013","general elemantary","Urban Area","291","0.153541208201421","0.139510200811743","0.1675722155911"
"Yes","2013","general elemantary","Rural Area","124","0.147087870145626","0.126818527698807","0.167357212592445"
"Yes","2013","middle vocational","Urban Area","1139","0.167389163158808","0.159546773770995","0.175231552546622"
"Yes","2013","middle vocational","Rural Area","682","0.152693967228112","0.14316019160082","0.162227742855404"
"Yes","2013","vocational + Abi","Urban Area","107","0.0930506294485117","0.0794204505870331","0.10668080830999"
"Yes","2013","vocational + Abi","Rural Area","43","0.0743050312556965","0.0537437040381875","0.0948663584732056"
"Yes","2013","higher vocational","Urban Area","166","0.18726071189143","0.163596240716286","0.210925183066574"
"Yes","2013","higher vocational","Rural Area","84","0.154888508717738","0.127675296618498","0.182101720816977"
"Yes","2013","higher education","Urban Area","382","0.0951168253635338","0.0870141178891868","0.103219532837881"
"Yes","2013","higher education","Rural Area","159","0.0969507369509078","0.0833977444677642","0.110503729434051"
"No","2013","in school","Urban Area","444","0.978872288265191","0.965555535638264","0.992189040892118"
"No","2013","in school","Rural Area","176","0.996004096386708","0.986736307035031","1.00527188573839"
"No","2013","inadequately","Urban Area","394","0.797699577783125","0.760909269441","0.834489886125249"
"No","2013","inadequately","Rural Area","152","0.78358297067002","0.722744264809529","0.844421676530511"
"No","2013","general elemantary","Urban Area","2245","0.846458791798579","0.8324277844089","0.860489799188257"
"No","2013","general elemantary","Rural Area","1049","0.852912129854374","0.832642787407554","0.873181472301193"
"No","2013","middle vocational","Urban Area","7566","0.832610836841192","0.824768447453378","0.840453226229005"
"No","2013","middle vocational","Rural Area","4786","0.847306032771888","0.837772257144596","0.85683980839918"
"No","2013","vocational + Abi","Urban Area","1638","0.906949370551488","0.89331919169001","0.920579549412967"
"No","2013","vocational + Abi","Rural Area","582","0.925694968744303","0.905133641526794","0.946256295961812"
"No","2013","higher vocational","Urban Area","878","0.81273928810857","0.789074816933426","0.836403759283714"
"No","2013","higher vocational","Rural Area","595","0.845111491282262","0.817898279183022","0.872324703381502"
"No","2013","higher education","Urban Area","4654","0.904883174636466","0.896780467162119","0.912985882110813"
"No","2013","higher education","Rural Area","1672","0.903049263049092","0.889496270565948","0.916602255532236"
"Yes","2014","in school","Urban Area","3","","",""
"Yes","2014","in school","Rural Area","1","","",""
"Yes","2014","inadequately","Urban Area","50","0.208736253736515","0.166813088349519","0.250659419123512"
"Yes","2014","inadequately","Rural Area","23","","",""
"Yes","2014","general elemantary","Urban Area","260","0.163842084419138","0.14798131922216","0.179702849616116"
"Yes","2014","general elemantary","Rural Area","133","0.161479109949796","0.138952218042838","0.184006001856754"
"Yes","2014","middle vocational","Urban Area","1104","0.174160784551133","0.16568996041244","0.182631608689826"
"Yes","2014","middle vocational","Rural Area","695","0.168147369858417","0.157655281882077","0.178639457834758"
"Yes","2014","vocational + Abi","Urban Area","104","0.101561589730219","0.0862545505186323","0.116868628941805"
"Yes","2014","vocational + Abi","Rural Area","36","0.0545252797222445","0.0356185193263273","0.0734320401181616"
"Yes","2014","higher vocational","Urban Area","158","0.191650247035485","0.16680382139817","0.2164966726728"
"Yes","2014","higher vocational","Rural Area","84","0.153774733548946","0.125673089935015","0.181876377162876"
"Yes","2014","higher education","Urban Area","369","0.0963860191094659","0.087805226168008","0.104966812050924"
"Yes","2014","higher education","Rural Area","159","0.106152244555679","0.0914706693202985","0.12083381979106"
"No","2014","in school","Urban Area","291","0.98451665323657","0.970403684505163","0.998629621967977"
"No","2014","in school","Rural Area","149","0.991387062553846","0.976599393192697","1.00617473191499"
"No","2014","inadequately","Urban Area","311","0.791263746263485","0.749340580876488","0.833186911650481"
"No","2014","inadequately","Rural Area","121","0.755355518302707","0.685143693549053","0.825567343056362"
"No","2014","general elemantary","Urban Area","1832","0.836157915580862","0.820297150383884","0.85201868077784"
"No","2014","general elemantary","Rural Area","892","0.838520890050204","0.815993998143246","0.861047781957162"
"No","2014","middle vocational","Urban Area","6596","0.825839215448867","0.817368391310174","0.834310039587559"
"No","2014","middle vocational","Rural Area","4186","0.831852630141583","0.821360542165242","0.842344718117923"
"No","2014","vocational + Abi","Urban Area","1392","0.898438410269781","0.883131371058195","0.913745449481368"
"No","2014","vocational + Abi","Rural Area","518","0.945474720277755","0.926567959881838","0.964381480673673"
"No","2014","higher vocational","Urban Area","806","0.808349752964515","0.7835033273272","0.83319617860183"
"No","2014","higher vocational","Rural Area","549","0.846225266451054","0.818123622837124","0.874326910064985"
"No","2014","higher education","Urban Area","4175","0.903613980890534","0.895033187949076","0.912194773831992"
"No","2014","higher education","Rural Area","1532","0.89384775544432","0.87916618020894","0.908529330679701"
"Yes","2015","in school","Urban Area","1","","",""
"Yes","2015","in school","Rural Area","2","","",""
"Yes","2015","inadequately","Urban Area","46","0.203633558802945","0.163460436250056","0.243806681355835"
"Yes","2015","inadequately","Rural Area","21","","",""
"Yes","2015","general elemantary","Urban Area","216","0.149989137474945","0.134289439446612","0.165688835503278"
"Yes","2015","general elemantary","Rural Area","125","0.165314734594311","0.142057814068799","0.188571655119823"
"Yes","2015","middle vocational","Urban Area","1040","0.178341112524848","0.169631709465677","0.18705051558402"
"Yes","2015","middle vocational","Rural Area","628","0.160467253561013","0.150020548192192","0.170913958929833"
"Yes","2015","vocational + Abi","Urban Area","98","0.0876544869726169","0.0737544397646028","0.101554534180631"
"Yes","2015","vocational + Abi","Rural Area","30","0.0625942190238317","0.042829478791997","0.0823589592556663"
"Yes","2015","higher vocational","Urban Area","148","0.182477734328439","0.157614194527763","0.207341274129114"
"Yes","2015","higher vocational","Rural Area","78","0.153481044464471","0.124711356494242","0.1822507324347"
"Yes","2015","higher education","Urban Area","349","0.0941401642604299","0.0857861631939309","0.102494165326929"
"Yes","2015","higher education","Rural Area","156","0.0954837451087881","0.0816871376538669","0.109280352563709"
"No","2015","in school","Urban Area","251","0.980156518919769","0.962937656035907","0.99737538180363"
"No","2015","in school","Rural Area","122","0.994094230878913","0.980608041388616","1.00758042036921"
"No","2015","inadequately","Urban Area","340","0.796366441197055","0.756193318644165","0.836539563749944"
"No","2015","inadequately","Rural Area","128","0.745255099163006","0.675293426408314","0.815216771917698"
"No","2015","general elemantary","Urban Area","1771","0.850010862525055","0.834311164496722","0.865710560553388"
"No","2015","general elemantary","Rural Area","855","0.834685265405689","0.811428344880177","0.857942185931201"
"No","2015","middle vocational","Urban Area","6381","0.821658887475152","0.81294948441598","0.830368290534323"
"No","2015","middle vocational","Rural Area","4114","0.839532746438987","0.829086041070166","0.849979451807808"
"No","2015","vocational + Abi","Urban Area","1492","0.912345513027383","0.898445465819369","0.926245560235397"
"No","2015","vocational + Abi","Rural Area","547","0.937405780976168","0.917641040744334","0.957170521208003"
"No","2015","higher vocational","Urban Area","779","0.817522265671561","0.792658725870886","0.842385805472237"
"No","2015","higher vocational","Rural Area","525","0.846518955535529","0.8177492675653","0.875288643505758"
"No","2015","higher education","Urban Area","4345","0.90585983573957","0.897505834673071","0.914213836806069"
"No","2015","higher education","Rural Area","1587","0.904516254891212","0.890719647436291","0.918312862346133"
"Yes","2016","in school","Urban Area","2","","",""
"Yes","2016","in school","Rural Area","","","",""
"Yes","2016","inadequately","Urban Area","29","","",""
"Yes","2016","inadequately","Rural Area","25","","",""
"Yes","2016","general elemantary","Urban Area","213","0.159618625936916","0.142208431416599","0.177028820457232"
"Yes","2016","general elemantary","Rural Area","118","0.158365897737439","0.13440747853428","0.182324316940598"
"Yes","2016","middle vocational","Urban Area","946","0.172604047968994","0.163554533340827","0.181653562597161"
"Yes","2016","middle vocational","Rural Area","581","0.163734182130266","0.152722715492346","0.174745648768186"
"Yes","2016","vocational + Abi","Urban Area","98","0.0883635728545157","0.0739716023165602","0.102755543392471"
"Yes","2016","vocational + Abi","Rural Area","34","0.0695005105462039","0.0479918673483511","0.0910091537440566"
"Yes","2016","higher vocational","Urban Area","143","0.182863874670022","0.156800484776346","0.208927264563698"
"Yes","2016","higher vocational","Rural Area","72","0.136052054108652","0.107707066400255","0.164397041817048"
"Yes","2016","higher education","Urban Area","344","0.0948953119012482","0.0861183171266475","0.103672306675849"
"Yes","2016","higher education","Rural Area","156","0.0938553881338677","0.0797283176323865","0.107982458635349"
"No","2016","in school","Urban Area","249","0.977275569668221","0.958839588584272","0.995711550752169"
"No","2016","in school","Rural Area","89","1","1","1"
"No","2016","inadequately","Urban Area","264","0.839766803192242","0.797764811876086","0.881768794508398"
"No","2016","inadequately","Rural Area","100","0.727843113093596","0.649820294128882","0.805865932058309"
"No","2016","general elemantary","Urban Area","1487","0.840381374063084","0.822971179542768","0.857791568583401"
"No","2016","general elemantary","Rural Area","774","0.841634102262561","0.817675683059403","0.86559252146572"
"No","2016","middle vocational","Urban Area","5753","0.827395952031006","0.818346437402839","0.836445466659173"
"No","2016","middle vocational","Rural Area","3757","0.836265817869734","0.825254351231814","0.847277284507654"
"No","2016","vocational + Abi","Urban Area","1396","0.911636427145484","0.897244456607529","0.92602839768344"
"No","2016","vocational + Abi","Rural Area","503","0.930499489453796","0.908990846255944","0.952008132651649"
"No","2016","higher vocational","Urban Area","702","0.817136125329978","0.791072735436303","0.843199515223654"
"No","2016","higher vocational","Rural Area","490","0.863947945891348","0.835602958182951","0.892292933599745"
"No","2016","higher education","Urban Area","3939","0.905104688098752","0.896327693324151","0.913881682873353"
"No","2016","higher education","Rural Area","1481","0.906144611866132","0.892017541364651","0.920271682367613"
"Yes","2017","in school","Urban Area","4","","",""
"Yes","2017","in school","Rural Area","1","","",""
"Yes","2017","inadequately","Urban Area","48","0.196132468088672","0.15276269540595","0.239502240771394"
"Yes","2017","inadequately","Rural Area","22","","",""
"Yes","2017","general elemantary","Urban Area","219","0.158962231380504","0.141806663436986","0.176117799324023"
"Yes","2017","general elemantary","Rural Area","137","0.165196869674848","0.14227179461878","0.188121944730916"
"Yes","2017","middle vocational","Urban Area","1036","0.172788649837079","0.164086131728614","0.181491167945543"
"Yes","2017","middle vocational","Rural Area","658","0.159812132523741","0.149505855106487","0.170118409940994"
"Yes","2017","vocational + Abi","Urban Area","125","0.0968156085790084","0.0823488419947978","0.111282375163219"
"Yes","2017","vocational + Abi","Rural Area","50","0.103546705148175","0.0795647701082185","0.127528640188132"
"Yes","2017","higher vocational","Urban Area","148","0.168596575027875","0.144163670340955","0.193029479714795"
"Yes","2017","higher vocational","Rural Area","91","0.1509886011097","0.123271492886446","0.178705709332954"
"Yes","2017","higher education","Urban Area","357","0.0860362602412834","0.0780236591393194","0.0940488613432474"
"Yes","2017","higher education","Rural Area","161","0.0897632880998083","0.0766955058947174","0.102831070304899"
"No","2017","in school","Urban Area","288","0.955983054827736","0.932454691834294","0.979511417821178"
"No","2017","in school","Rural Area","117","0.991250817137","0.974447980178724","1.00805365409528"
"No","2017","inadequately","Urban Area","274","0.803867531911328","0.760497759228606","0.84723730459405"
"No","2017","inadequately","Rural Area","111","0.755747728640503","0.682729717188239","0.828765740092766"
"No","2017","general elemantary","Urban Area","1526","0.841037768619496","0.823882200675978","0.858193336563014"
"No","2017","general elemantary","Rural Area","871","0.834803130325152","0.811878055269084","0.85772820538122"
"No","2017","middle vocational","Urban Area","6214","0.827211350162921","0.818508832054457","0.835913868271386"
"No","2017","middle vocational","Rural Area","4198","0.840187867476259","0.829881590059006","0.850494144893513"
"No","2017","vocational + Abi","Urban Area","1480","0.903184391420992","0.888717624836781","0.917651158005202"
"No","2017","vocational + Abi","Rural Area","570","0.896453294851825","0.872471359811868","0.920435229891782"
"No","2017","higher vocational","Urban Area","754","0.831403424972125","0.806970520285205","0.855836329659045"
"No","2017","higher vocational","Rural Area","550","0.8490113988903","0.821294290667046","0.876728507113554"
"No","2017","higher education","Urban Area","4348","0.913963739758717","0.905951138656753","0.921976340860681"
"No","2017","higher education","Rural Area","1677","0.910236711900192","0.897168929695101","0.923304494105283"
"Yes","2018","in school","Urban Area","1","","",""
"Yes","2018","in school","Rural Area","","","",""
"Yes","2018","inadequately","Urban Area","60","0.176476889485232","0.136708083296317","0.216245695674146"
"Yes","2018","inadequately","Rural Area","24","","",""
"Yes","2018","general elemantary","Urban Area","234","0.161956752761955","0.144449069541917","0.179464435981993"
"Yes","2018","general elemantary","Rural Area","128","0.163996076968173","0.140718603202318","0.187273550734028"
"Yes","2018","middle vocational","Urban Area","1024","0.169978527886305","0.161117770409272","0.178839285363338"
"Yes","2018","middle vocational","Rural Area","665","0.162527723042224","0.151848802225779","0.173206643858668"
"Yes","2018","vocational + Abi","Urban Area","133","0.100191726830205","0.0850473802743441","0.115336073386065"
"Yes","2018","vocational + Abi","Rural Area","47","0.0945672377668535","0.0713080386936818","0.117826436840025"
"Yes","2018","higher vocational","Urban Area","139","0.16714247773985","0.141926322623295","0.192358632856405"
"Yes","2018","higher vocational","Rural Area","91","0.156696832062698","0.12784953361819","0.185544130507206"
"Yes","2018","higher education","Urban Area","363","0.0882995680863015","0.0800725418575954","0.0965265943150076"
"Yes","2018","higher education","Rural Area","173","0.106228005043","0.0918284837181256","0.120627526367874"
"No","2018","in school","Urban Area","259","0.989790641354833","0.977571735494272","1.00200954721539"
"No","2018","in school","Rural Area","86","1","1","1"
"No","2018","inadequately","Urban Area","293","0.823523110514768","0.783754304325854","0.863291916703683"
"No","2018","inadequately","Rural Area","110","0.725320828920023","0.649746616407559","0.800895041432487"
"No","2018","general elemantary","Urban Area","1467","0.838043247238045","0.820535564018007","0.855550930458083"
"No","2018","general elemantary","Rural Area","844","0.836003923031827","0.812726449265972","0.859281396797682"
"No","2018","middle vocational","Urban Area","5879","0.830021472113695","0.821160714636662","0.838882229590728"
"No","2018","middle vocational","Rural Area","3920","0.837472276957776","0.826793356141332","0.848151197774221"
"No","2018","vocational + Abi","Urban Area","1377","0.899808273169795","0.884663926613935","0.914952619725656"
"No","2018","vocational + Abi","Rural Area","561","0.905432762233146","0.882173563159975","0.928691961306318"
"No","2018","higher vocational","Urban Area","702","0.83285752226015","0.807641367143595","0.858073677376705"
"No","2018","higher vocational","Rural Area","519","0.843303167937302","0.814455869492794","0.87215046638181"
"No","2018","higher education","Urban Area","4206","0.911700431913699","0.903473405684992","0.919927458142405"
"No","2018","higher education","Rural Area","1586","0.893771994957","0.879372473632126","0.908171516281874"
"Yes","2019","in school","Urban Area","1","","",""
"Yes","2019","in school","Rural Area","3","","",""
"Yes","2019","inadequately","Urban Area","49","0.200164537544968","0.151622082854119","0.248706992235818"
"Yes","2019","inadequately","Rural Area","25","","",""
"Yes","2019","general elemantary","Urban Area","192","0.175791445217305","0.155916313216088","0.195666577218522"
"Yes","2019","general elemantary","Rural Area","127","0.180521725639183","0.155490742493506","0.20555270878486"
"Yes","2019","middle vocational","Urban Area","875","0.15927070354832","0.150182671937593","0.168358735159046"
"Yes","2019","middle vocational","Rural Area","607","0.162723911284104","0.151714431366386","0.173733391201822"
"Yes","2019","vocational + Abi","Urban Area","117","0.10985859207953","0.0937126787398323","0.126004505419227"
"Yes","2019","vocational + Abi","Rural Area","48","0.11603304971991","0.0903856377819114","0.14168046165791"
"Yes","2019","higher vocational","Urban Area","139","0.153532878439627","0.130058736016217","0.177007020863038"
"Yes","2019","higher vocational","Rural Area","91","0.13864970102963","0.112938774406961","0.164360627652299"
"Yes","2019","higher education","Urban Area","322","0.0758395627140535","0.0680924468206904","0.0835866786074165"
"Yes","2019","higher education","Rural Area","179","0.10875685141113","0.0947725416883393","0.122741161133921"
"No","2019","in school","Urban Area","235","0.999354680246573","0.996114722141631","1.00259463835151"
"No","2019","in school","Rural Area","82","0.97639371443044","0.944118811562083","1.0086686172988"
"No","2019","inadequately","Urban Area","212","0.799835462455032","0.751293007764182","0.848377917145881"
"No","2019","inadequately","Rural Area","84","0.680940540612336","0.593437075733452","0.76844400549122"
"No","2019","general elemantary","Urban Area","1217","0.824208554782695","0.804333422781478","0.844083686783912"
"No","2019","general elemantary","Rural Area","780","0.819478274360817","0.79444729121514","0.844509257506494"
"No","2019","middle vocational","Urban Area","5353","0.84072929645168","0.831641264840953","0.849817328062407"
"No","2019","middle vocational","Rural Area","3711","0.837276088715896","0.826266608798178","0.848285568633614"
"No","2019","vocational + Abi","Urban Area","1324","0.89014140792047","0.873995494580773","0.906287321260168"
"No","2019","vocational + Abi","Rural Area","551","0.88396695028009","0.858319538342091","0.909614362218089"
"No","2019","higher vocational","Urban Area","767","0.846467121560373","0.822992979136962","0.869941263983783"
"No","2019","higher vocational","Rural Area","603","0.86135029897037","0.835639372347701","0.887061225593039"
"No","2019","higher education","Urban Area","4164","0.924160437285947","0.916413321392583","0.93190755317931"
"No","2019","higher education","Rural Area","1725","0.89124314858887","0.877258838866079","0.905227458311661"
