"ple0040","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1984","Not Employed","(0) in school","2","","",""
"Yes","1984","Not Employed","(1a) inadequately completed","32","0.136214769232061","0.102430425693864","0.169999112770258"
"Yes","1984","Not Employed","(1b) general elementary school","220","0.170281749535483","0.15138549761056","0.189178001460407"
"Yes","1984","Not Employed","(1c) basic vocational qualification","294","0.238123274580256","0.215275140719584","0.260971408440929"
"Yes","1984","Not Employed","(2b) intermediate general qualification","14","","",""
"Yes","1984","Not Employed","(2a) intermediate vocational","61","0.163728666904151","0.127823745764457","0.199633588043845"
"Yes","1984","Not Employed","(2c_gen) general maturity certificate","4","","",""
"Yes","1984","Not Employed","(2c_voc) vocational maturity certificate","27","","",""
"Yes","1984","Not Employed","(3a) lower tertiary education","13","","",""
"Yes","1984","Not Employed","(3b) higher tertiary education","19","","",""
"Yes","1984","Employed","(0) in school","","","",""
"Yes","1984","Employed","(1a) inadequately completed","37","0.0651218514558544","0.0469853228691268","0.0832583800425819"
"Yes","1984","Employed","(1b) general elementary school","76","0.0756714780945072","0.0621838019630571","0.0891591542259573"
"Yes","1984","Employed","(1c) basic vocational qualification","230","0.0927946979277481","0.0822582986532504","0.103331097202246"
"Yes","1984","Employed","(2b) intermediate general qualification","4","","",""
"Yes","1984","Employed","(2a) intermediate vocational","55","0.0647942573000193","0.0495066238064251","0.0800818907936135"
"Yes","1984","Employed","(2c_gen) general maturity certificate","7","","",""
"Yes","1984","Employed","(2c_voc) vocational maturity certificate","22","","",""
"Yes","1984","Employed","(3a) lower tertiary education","16","","",""
"Yes","1984","Employed","(3b) higher tertiary education","23","","",""
"No","1984","Not Employed","(0) in school","175","0.989263740918767","0.974081216263289","1.00444626557424"
"No","1984","Not Employed","(1a) inadequately completed","364","0.863785230767939","0.830000887229742","0.897569574306136"
"No","1984","Not Employed","(1b) general elementary school","1300","0.829718250464517","0.810821998539593","0.84861450238944"
"No","1984","Not Employed","(1c) basic vocational qualification","1041","0.761876725419744","0.739028591559071","0.784724859280416"
"No","1984","Not Employed","(2b) intermediate general qualification","226","0.918289744797428","0.8836343683516","0.952945121243256"
"No","1984","Not Employed","(2a) intermediate vocational","347","0.836271333095849","0.800366411956155","0.872176254235543"
