"ple0040","year","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1994","Female","6048","0.881890221436797","0.874114016190825","0.88966642668277","2"
"Yes","1994","Male","726","0.145765775181769","0.136968767196308","0.154562783167229","1"
"Yes","1994","Female","569","0.118109778563203","0.11033357331723","0.125885983809175","1"
"No","1995","Male","5622","0.850552358188937","0.84179838388978","0.859306332488095","2"
"No","1995","Female","6225","0.873175880636526","0.86529018357847","0.881061577694582","2"
"Yes","1995","Male","750","0.149447641811063","0.140693667511905","0.15820161611022","1"
"Yes","1995","Female","616","0.126824119363474","0.118938422305418","0.13470981642153","1"
"No","1996","Male","5538","0.841369796911876","0.832346450231952","0.850393143591801","2"
"No","1996","Female","6165","0.878461899061396","0.870688215565796","0.886235582556997","2"
"Yes","1996","Male","759","0.158630203088124","0.149606856408199","0.167653549768048","1"
"Yes","1996","Female","622","0.121538100938604","0.113764417443003","0.129311784434204","1"
"No","1997","Male","5453","0.839483596425831","0.830347766047236","0.848619426804426","2"
"No","1997","Female","6016","0.880133481024125","0.872315141174099","0.88795182087415","2"
"Yes","1997","Male","749","0.160516403574169","0.151380573195574","0.169652233952764","1"
"Yes","1997","Female","614","0.119866518975875","0.11204817912585","0.127684858825901","1"
"No","1998","Male","6007","0.847410643160144","0.838902558307655","0.855918728012633","2"
"No","1998","Female","6631","0.875368221833972","0.867812939731589","0.882923503936355","2"
"Yes","1998","Male","855","0.152589356839856","0.144081271987367","0.161097441692345","1"
"Yes","1998","Female","711","0.124631778166028","0.117076496063645","0.132187060268411","1"
"No","1999","Male","5813","0.846840036413711","0.838169815576434","0.855510257250988","2"
"No","1999","Female","6394","0.869665411445493","0.861835927731114","0.877494895159871","2"
"Yes","1999","Male","815","0.153159963586289","0.144489742749012","0.161830184423566","1"
"Yes","1999","Female","709","0.130334588554507","0.122505104840129","0.138164072268886","1"
"No","2000","Male","10152","0.858307548706154","0.85196626435617","0.864648833056138","2"
"No","2000","Female","11381","0.890728539633556","0.885272477231438","0.896184602035674","2"
"Yes","2000","Male","1466","0.141692451293846","0.135351166943862","0.14803373564383","1"
"Yes","2000","Female","1179","0.109271460366444","0.103815397964327","0.114727522768562","1"
"No","2001","Male","9224","0.85839865156106","0.851741816308555","0.865055486813565","2"
"No","2001","Female","10335","0.887071752149359","0.881269886698991","0.892873617599728","2"
"Yes","2001","Male","1313","0.14160134843894","0.134944513186435","0.148258183691445","1"
"Yes","2001","Female","1097","0.112928247850641","0.107126382400272","0.118730113301009","1"
"No","2002","Male","9717","0.85116015531847","0.844544086669989","0.857776223966951","2"
"No","2002","Female","10730","0.876968547904716","0.871068120451459","0.882868975357973","2"
"Yes","2002","Male","1401","0.14883984468153","0.142223776033049","0.155455913330011","1"
"Yes","2002","Female","1175","0.123031452095284","0.117131024642027","0.128931879548541","1"
"No","2003","Male","9322","0.853609324331581","0.846906038170532","0.86031261049263","2"
"No","2003","Female","10341","0.877754776881786","0.871767099740274","0.883742454023298","2"
"Yes","2003","Male","1361","0.146390675668419","0.13968738950737","0.153093961829468","1"
"Yes","2003","Female","1156","0.122245223118214","0.116257545976702","0.128232900259726","1"
"No","2004","Male","9036","0.848440032627554","0.841548538817844","0.855331526437264","2"
"No","2004","Female","10067","0.871974209375382","0.865797656404959","0.878150762345804","2"
"Yes","2004","Male","1365","0.151559967372446","0.144668473562736","0.158451461182156","1"
"Yes","2004","Female","1174","0.128025790624618","0.121849237654196","0.134202343595041","1"
"No","2005","Male","8545","0.850246926993031","0.843215838806873","0.857278015179189","2"
"No","2005","Female","9657","0.877525643366855","0.871339642364141","0.88371164436957","2"
"Yes","2005","Male","1349","0.149753073006969","0.142721984820811","0.156784161193127","1"
"Yes","2005","Female","1132","0.122474356633145","0.11628835563043","0.128660357635859","1"
"No","2006","Male","9018","0.847598415148161","0.840720933231205","0.854475897065116","2"
"No","2006","Female","10249","0.871062369254272","0.864942582061286","0.877182156447258","2"
"Yes","2006","Male","1473","0.152401584851839","0.145524102934884","0.159279066768795","1"
"Yes","2006","Female","1271","0.128937630745728","0.122817843552742","0.135057417938714","1"
"No","2007","Male","8390","0.847125345053732","0.839989549612187","0.854261140495277","2"
"No","2007","Female","9550","0.872804690204097","0.866507642722132","0.879101737686062","2"
"Yes","2007","Male","1380","0.152874654946268","0.145738859504723","0.160010450387813","1"
"Yes","2007","Female","1205","0.127195309795903","0.120898262313938","0.133492357277867","1"
"No","2008","Male","7913","0.851187318630854","0.843922660628649","0.85845197663306","2"
"No","2008","Female","8986","0.870227604758568","0.863680903664021","0.876774305853114","2"
"Yes","2008","Male","1307","0.148812681369146","0.14154802336694","0.156077339371351","1"
"Yes","2008","Female","1136","0.129772395241432","0.123225694146886","0.136319096335978","1"
"No","2009","Male","7343","0.849805515614363","0.842256598532215","0.857354432696512","2"
"No","2009","Female","8351","0.870733466270021","0.863964586758841","0.8775023457812","2"
"Yes","2009","Male","1261","0.150194484385637","0.142645567303488","0.157743401467785","1"
"Yes","2009","Female","1086","0.129266533729979","0.1224976542188","0.136035413241159","1"
"No","2010","Male","9602","0.85073494975527","0.844050698763407","0.857419200747133","2"
"No","2010","Female","11923","0.870421583894681","0.864667285393662","0.876175882395701","2"
"Yes","2010","Male","1316","0.14926505024473","0.142580799252867","0.155949301236593","1"
"Yes","2010","Female","1162","0.129578416105319","0.123824117604299","0.135332714606338","1"
"No","2011","Male","11225","0.856614931978605","0.850551592882267","0.862678271074943","2"
"No","2011","Female","14001","0.868306986885748","0.862986195636806","0.873627778134689","2"
"Yes","2011","Male","1609","0.143385068021395","0.137321728925057","0.149448407117733","1"
"Yes","2011","Female","1515","0.131693013114252","0.126372221865311","0.137013804363193","1"
"No","2012","Male","10852","0.846057545164059","0.839745293591545","0.852369796736573","2"
"No","2012","Female","13503","0.867473579939248","0.862062504520803","0.872884655357692","2"
"Yes","2012","Male","1705","0.153942454835941","0.147630203263427","0.160254706408455","1"
"Yes","2012","Female","1580","0.132526420060752","0.127115344642308","0.137937495479197","1"
"No","2013","Male","12282","0.851855582191509","0.845970029227753","0.857741135155266","2"
"No","2013","Female","15076","0.866220796650516","0.861052111241764","0.871389482059267","2"
"Yes","2013","Male","1713","0.148144417808491","0.142258864844734","0.154029970772247","1"
"Yes","2013","Female","1587","0.133779203349484","0.128610517940733","0.138947888758236","1"
"No","2014","Male","10819","0.846198824825365","0.839866208923618","0.852531440727113","2"
"No","2014","Female","13119","0.858465904644799","0.852828572731642","0.864103236557955","2"
"Yes","2014","Male","1648","0.153801175174635","0.147468559272887","0.160133791076382","1"
"Yes","2014","Female","1568","0.141534095355201","0.135896763442045","0.147171427268358","1"
"No","2015","Male","10847","0.848286711617931","0.841956893199574","0.854616530036289","2"
"No","2015","Female","13000","0.863205848757997","0.857609821864524","0.868801875651469","2"
"Yes","2015","Male","1492","0.151713288382069","0.145383469963711","0.158043106800426","1"
"Yes","2015","Female","1485","0.136794151242003","0.131198124348531","0.142390178135476","1"
"No","2016","Male","9743","0.847822825467472","0.841156905710134","0.85448874522481","2"
"No","2016","Female","11804","0.867674992012614","0.861892803129706","0.873457180895523","2"
"Yes","2016","Male","1411","0.152177174532528","0.14551125477519","0.158843094289866","1"
"Yes","2016","Female","1388","0.132325007987386","0.126542819104477","0.138107196870295","1"
"No","2017","Male","10770","0.852698192186747","0.846438793816025","0.858957590557469","2"
"No","2017","Female","12798","0.866581029886743","0.861016527492786","0.872145532280699","2"
"Yes","2017","Male","1545","0.147301807813253","0.141042409442531","0.153561206183975","1"
"Yes","2017","Female","1546","0.133418970113257","0.127854467719301","0.138983472507214","1"
"No","2018","Male","10279","0.849609166014825","0.843172180893404","0.856046151136246","2"
"No","2018","Female","12307","0.869095304214994","0.863485201340608","0.874705407089381","2"
"Yes","2018","Male","1567","0.150390833985175","0.143953848863755","0.156827819106596","1"
"Yes","2018","Female","1579","0.130904695785005","0.125294592910619","0.136514798659392","1"
"No","2019","Male","10755","0.852756134787404","0.846496229879184","0.859016039695624","2"
"No","2019","Female","11985","0.86833230930834","0.86262449775318","0.874040120863499","2"
"Yes","2019","Male","1554","0.147243865212596","0.140983960304376","0.153503770120816","1"
"Yes","2019","Female","1496","0.13166769069166","0.125959879136501","0.13737550224682","1"
