"ple0040","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1984","(0) in school","2","","",""
"Yes","1984","(1a) inadequately completed","69","0.0960771003283404","0.0787170924222566","0.113437108234424"
"Yes","1984","(1b) general elementary school","296","0.134498270957957","0.122283170581258","0.146713371334655"
"Yes","1984","(1c) basic vocational qualification","524","0.146350649384067","0.135721636804731","0.156979661963403"
"Yes","1984","(2b) intermediate general qualification","18","","",""
"Yes","1984","(2a) intermediate vocational","116","0.0972822280620118","0.0817813147406889","0.112783141383335"
"Yes","1984","(2c_gen) general maturity certificate","11","","",""
"Yes","1984","(2c_voc) vocational maturity certificate","49","0.130330121897985","0.0993616497700046","0.161298594025966"
"Yes","1984","(3a) lower tertiary education","29","","",""
"Yes","1984","(3b) higher tertiary education","42","0.0942352056895509","0.0692204216921118","0.11924998968699"
"No","1984","(0) in school","185","0.989890170538847","0.975552034107513","1.00422830697018"
"No","1984","(1a) inadequately completed","1038","0.90392289967166","0.886562891765576","0.921282907577743"
"No","1984","(1b) general elementary school","2701","0.865501729042043","0.853286628665345","0.877716829418742"
"No","1984","(1c) basic vocational qualification","3724","0.853649350615933","0.843020338036597","0.864278363195269"
"No","1984","(2b) intermediate general qualification","456","0.946851416534797","0.926656331609594","0.967046501459999"
"No","1984","(2a) intermediate vocational","1288","0.902717771937988","0.887216858616665","0.918218685259311"
"No","1984","(2c_gen) general maturity certificate","401","0.969481376186793","0.952872062348695","0.986090690024891"
"No","1984","(2c_voc) vocational maturity certificate","405","0.869669878102015","0.838701405974034","0.900638350229995"
"No","1984","(3a) lower tertiary education","235","0.877763990647692","0.838251483328662","0.917276497966722"
"No","1984","(3b) higher tertiary education","482","0.905764794310449","0.88075001031301","0.930779578307888"
"Yes","1985","(0) in school","1","","",""
"Yes","1985","(1a) inadequately completed","64","0.139954047682235","0.11743737411687","0.1624707212476"
"Yes","1985","(1b) general elementary school","245","0.125136488238833","0.112435435809956","0.137837540667711"
"Yes","1985","(1c) basic vocational qualification","464","0.146929306820945","0.135674296899107","0.158184316742783"
"Yes","1985","(2b) intermediate general qualification","16","","",""
"Yes","1985","(2a) intermediate vocational","116","0.102755578809052","0.0864859320940946","0.119025225524009"
"Yes","1985","(2c_gen) general maturity certificate","12","","",""
"Yes","1985","(2c_voc) vocational maturity certificate","41","0.115307094174931","0.0845781011461664","0.146036087203696"
"Yes","1985","(3a) lower tertiary education","30","0.134774105743039","0.092188032368975","0.177360179117103"
"Yes","1985","(3b) higher tertiary education","37","0.0891372757362782","0.0643345018226271","0.113940049649929"
"No","1985","(0) in school","183","0.997115795766139","0.989367164714304","1.00486442681797"
"No","1985","(1a) inadequately completed","848","0.860045952317765","0.8375292787524","0.88256262588313"
"No","1985","(1b) general elementary school","2362","0.874863511761167","0.862162459332289","0.887564564190044"
"No","1985","(1c) basic vocational qualification","3337","0.853070693179055","0.841815683257217","0.864325703100893"
"No","1985","(2b) intermediate general qualification","455","0.953852842131625","0.934905390554984","0.972800293708266"
"No","1985","(2a) intermediate vocational","1222","0.897244421190948","0.880974774475991","0.913514067905905"
"No","1985","(2c_gen) general maturity certificate","362","0.961150871621098","0.94156699286853","0.980734750373666"
"No","1985","(2c_voc) vocational maturity certificate","374","0.884692905825069","0.853963912796304","0.915421898853834"
"No","1985","(3a) lower tertiary education","217","0.865225894256961","0.822639820882897","0.907811967631025"
"No","1985","(3b) higher tertiary education","470","0.910862724263722","0.886059950350071","0.935665498177373"
"Yes","1986","(0) in school","1","","",""
"Yes","1986","(1a) inadequately completed","2","","",""
"Yes","1986","(1b) general elementary school","1","","",""
"Yes","1986","(1c) basic vocational qualification","2","","",""
"Yes","1986","(2b) intermediate general qualification","1","","",""
"Yes","1986","(2a) intermediate vocational","1","","",""
"Yes","1986","(2c_gen) general maturity certificate","","","",""
"Yes","1986","(2c_voc) vocational maturity certificate","","","",""
"Yes","1986","(3a) lower tertiary education","","","",""
"Yes","1986","(3b) higher tertiary education","","","",""
"No","1986","(0) in school","89","0.987684785585767","0.964899367225754","1.01047020394578"
"No","1986","(1a) inadequately completed","33","0.918878668702279","0.828428227759104","1.00932910964545"
"No","1986","(1b) general elementary school","148","0.995745299194616","0.985294160721952","1.00619643766728"
"No","1986","(1c) basic vocational qualification","69","0.976881763036952","0.941926121817111","1.01183740425679"
"No","1986","(2b) intermediate general qualification","51","0.986081034434448","0.954238604460667","1.01792346440823"
"No","1986","(2a) intermediate vocational","38","0.975848208214098","0.927666565814186","1.02402985061401"
"No","1986","(2c_gen) general maturity certificate","11","","",""
"No","1986","(2c_voc) vocational maturity certificate","12","","",""
"No","1986","(3a) lower tertiary education","5","","",""
"No","1986","(3b) higher tertiary education","11","","",""
"Yes","1987","(0) in school","4","","",""
"Yes","1987","(1a) inadequately completed","69","0.137531625269979","0.113915429517808","0.161147821022149"
"Yes","1987","(1b) general elementary school","224","0.123942850692079","0.110844018724147","0.137041682660011"
"Yes","1987","(1c) basic vocational qualification","440","0.148624996499309","0.136948173417523","0.160301819581095"
"Yes","1987","(2b) intermediate general qualification","21","","",""
"Yes","1987","(2a) intermediate vocational","109","0.0990639016491165","0.0829901468807118","0.115137656417521"
"Yes","1987","(2c_gen) general maturity certificate","11","","",""
"Yes","1987","(2c_voc) vocational maturity certificate","42","0.118123271518998","0.0866898067578435","0.149556736280153"
"Yes","1987","(3a) lower tertiary education","28","","",""
"Yes","1987","(3b) higher tertiary education","32","0.0771690819550916","0.053660402917303","0.10067776099288"
"No","1987","(0) in school","186","0.985595654703349","0.968653546839565","1.00253776256713"
"No","1987","(1a) inadequately completed","748","0.862468374730021","0.83885217897785","0.886084570482192"
"No","1987","(1b) general elementary school","2207","0.876057149307921","0.862958317339989","0.889155981275853"
"No","1987","(1c) basic vocational qualification","3125","0.851375003500691","0.839698180418905","0.863051826582477"
"No","1987","(2b) intermediate general qualification","412","0.931688035836407","0.907925773374585","0.955450298298229"
"No","1987","(2a) intermediate vocational","1218","0.900936098350884","0.884862343582479","0.917009853119288"
"No","1987","(2c_gen) general maturity certificate","371","0.959814971414162","0.940120591550503","0.979509351277822"
"No","1987","(2c_voc) vocational maturity certificate","363","0.881876728481002","0.850443263719847","0.913310193242156"
"No","1987","(3a) lower tertiary education","220","0.87827866937431","0.83758547677929","0.918971861969331"
"No","1987","(3b) higher tertiary education","463","0.922830918044908","0.89932223900712","0.946339597082697"
"Yes","1988","(0) in school","1","","",""
"Yes","1988","(1a) inadequately completed","71","0.139195420182077","0.114455179040352","0.163935661323802"
"Yes","1988","(1b) general elementary school","248","0.147109303304394","0.132723632936468","0.16149497367232"
"Yes","1988","(1c) basic vocational qualification","479","0.164763659402132","0.15231989619981","0.177207422604453"
"Yes","1988","(2b) intermediate general qualification","22","","",""
"Yes","1988","(2a) intermediate vocational","105","0.10309084887836","0.0863869375992025","0.119794760157517"
"Yes","1988","(2c_gen) general maturity certificate","9","","",""
"Yes","1988","(2c_voc) vocational maturity certificate","48","0.148445721426669","0.11320459980013","0.183686843053208"
"Yes","1988","(3a) lower tertiary education","23","","",""
"Yes","1988","(3b) higher tertiary education","32","0.0855427923136368","0.0600942737569849","0.110991310870289"
"No","1988","(0) in school","162","0.988938022487514","0.972881362464748","1.00499468251028"
"No","1988","(1a) inadequately completed","681","0.860804579817923","0.836064338676198","0.885544820959648"
"No","1988","(1b) general elementary school","2081","0.852890696695606","0.83850502632768","0.867276367063532"
"No","1988","(1c) basic vocational qualification","2935","0.835236340597868","0.822792577395547","0.84768010380019"
"No","1988","(2b) intermediate general qualification","403","0.924755344270325","0.899676652334091","0.949834036206559"
"No","1988","(2a) intermediate vocational","1168","0.89690915112164","0.880205239842483","0.913613062400797"
"No","1988","(2c_gen) general maturity certificate","341","0.968178591245202","0.949789870925284","0.986567311565121"
"No","1988","(2c_voc) vocational maturity certificate","343","0.851554278573331","0.816313156946792","0.88679540019987"
"No","1988","(3a) lower tertiary education","210","0.891182453924044","0.851196919203517","0.93116798864457"
"No","1988","(3b) higher tertiary education","432","0.914457207686363","0.889008689129711","0.939905726243015"
"Yes","1989","(0) in school","3","","",""
"Yes","1989","(1a) inadequately completed","74","0.155966911932616","0.129409577289859","0.182524246575373"
"Yes","1989","(1b) general elementary school","238","0.156117836281968","0.140978190224133","0.171257482339802"
"Yes","1989","(1c) basic vocational qualification","474","0.173551691463583","0.160598738461968","0.186504644465198"
"Yes","1989","(2b) intermediate general qualification","21","","",""
"Yes","1989","(2a) intermediate vocational","98","0.103063052850573","0.0862417865419293","0.119884319159218"
"Yes","1989","(2c_gen) general maturity certificate","8","","",""
