"ple0040","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1984","Not Employed","Female","2986","0.872329737036273","0.860986487622432","0.883672986450113","2"
"No","1984","Not Employed","Male","954","0.694712432689234","0.669754919246116","0.719669946132351","2"
"No","1984","Employed","Male","4309","0.907539430929548","0.899218869372286","0.915859992486811","2"
"No","1984","Employed","Female","2744","0.944815808031741","0.936463386309742","0.953168229753739","2"
"Yes","1984","Not Employed","Male","354","0.305287567310766","0.280330053867649","0.330245080753884","1"
"Yes","1984","Not Employed","Female","339","0.127670262963728","0.116327013549887","0.139013512377568","1"
"Yes","1984","Employed","Male","347","0.0924605690704514","0.084140007513189","0.100781130627714","1"
"Yes","1984","Employed","Female","127","0.0551841919682593","0.0468317702462611","0.0635366136902576","1"
"No","1985","Not Employed","Female","2656","0.87946895825023","0.867694096128215","0.891243820372246","2"
"No","1985","Employed","Female","2507","0.938806827410049","0.929650005806242","0.947963649013856","2"
"No","1985","Not Employed","Male","879","0.682275653924639","0.656171016081181","0.708380291768098","2"
"No","1985","Employed","Male","3921","0.917433912803781","0.909117231074324","0.925750594533237","2"
"Yes","1985","Not Employed","Male","343","0.317724346075361","0.291619708231902","0.343828983918819","1"
"Yes","1985","Not Employed","Female","281","0.12053104174977","0.108756179627754","0.132305903871785","1"
"Yes","1985","Employed","Male","286","0.0825660871962193","0.0742494054667625","0.090882768925676","1"
"Yes","1985","Employed","Female","125","0.0611931725899507","0.0520363509861438","0.0703499941937576","1"
"No","1986","Not Employed","Female","126","0.977133334237984","0.951437971593069","1.0028286968829","2"
"No","1986","Employed","Female","102","1","1","1","2"
"No","1986","Not Employed","Male","121","0.989899844646298","0.972156812856736","1.00764287643586","2"
"No","1986","Employed","Male","120","0.977248194406264","0.950896660048787","1.00359972876374","2"
"Yes","1986","Not Employed","Female","4","","","","1"
"Yes","1986","Employed","Male","3","","","","1"
"Yes","1986","Employed","Female","","","","","1"
"Yes","1986","Not Employed","Male","1","","","","1"
"No","1987","Not Employed","Female","2356","0.863938787301945","0.850850463131459","0.87702711147243","2"
"No","1987","Employed","Female","2514","0.946089021149528","0.937464304901838","0.954713737397218","2"
"No","1987","Not Employed","Male","802","0.671363259426615","0.643927578818371","0.698798940034858","2"
