"ple0040","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","1984","16-34 y.","in school","2","","",""
"Yes","1984","16-34 y.","inadequately","14","","",""
"Yes","1984","16-34 y.","general elemantary","18","","",""
"Yes","1984","16-34 y.","middle vocational","44","0.0234881282013262","0.0171233770474057","0.0298528793552466"
"Yes","1984","16-34 y.","vocational + Abi","1","","",""
"Yes","1984","16-34 y.","higher vocational","3","","",""
"Yes","1984","16-34 y.","higher education","4","","",""
"Yes","1984","35-65 y.","in school","","","",""
"Yes","1984","35-65 y.","inadequately","47","0.0926639106039844","0.0710286091645698","0.114299212043399"
"Yes","1984","35-65 y.","general elemantary","190","0.145066873129634","0.128100098555626","0.162033647703642"
"Yes","1984","35-65 y.","middle vocational","415","0.161465260714874","0.148171341392744","0.174759180037003"
"Yes","1984","35-65 y.","vocational + Abi","19","","",""
"Yes","1984","35-65 y.","higher vocational","63","0.185687496999593","0.145849781029925","0.225525212969261"
"Yes","1984","35-65 y.","higher education","56","0.132806932987243","0.102478929241349","0.163134936733138"
"Yes","1984","66 and older","in school","","","",""
"Yes","1984","66 and older","inadequately","3","","",""
"Yes","1984","66 and older","general elemantary","101","0.188686465351054","0.154861974614866","0.222510956087241"
"Yes","1984","66 and older","middle vocational","141","0.240701576847712","0.20575860121607","0.275644552479355"
"Yes","1984","66 and older","vocational + Abi","5","","",""
"Yes","1984","66 and older","higher vocational","21","","",""
"Yes","1984","66 and older","higher education","11","","",""
"No","1984","16-34 y.","in school","184","0.98988066207959","0.975497343880496","1.00426398027868"
"No","1984","16-34 y.","inadequately","293","0.891845674900385","0.857104403790045","0.926586946010726"
"No","1984","16-34 y.","general elemantary","1260","0.980866210759173","0.97335537882561","0.988377042692735"
"No","1984","16-34 y.","middle vocational","2131","0.976511871798674","0.970147120644753","0.982876622952594"
"No","1984","16-34 y.","vocational + Abi","163","0.993285005656193","0.980785698733768","1.00578431257862"
"No","1984","16-34 y.","higher vocational","208","0.983535583186773","0.966365394099971","1.00070577227358"
"No","1984","16-34 y.","higher education","240","0.981220123922066","0.964187452745711","0.998252795098421"
"No","1984","35-65 y.","in school","","","",""
"No","1984","35-65 y.","inadequately","643","0.907336089396016","0.885700787956601","0.92897139083543"
"No","1984","35-65 y.","general elemantary","1465","0.854933126870366","0.837966352296358","0.871899901444374"
"No","1984","35-65 y.","middle vocational","2528","0.838534739285126","0.825240819962997","0.851828658607256"
"No","1984","35-65 y.","vocational + Abi","108","0.810668816671249","0.742532439386505","0.878805193955992"
"No","1984","35-65 y.","higher vocational","303","0.814312503000407","0.774474787030739","0.854150218970075"
"No","1984","35-65 y.","higher education","425","0.867193067012757","0.836865063266862","0.897521070758651"
"No","1984","66 and older","in school","","","",""
"No","1984","66 and older","inadequately","12","","",""
"No","1984","66 and older","general elemantary","413","0.811313534648946","0.777489043912759","0.845138025385134"
"No","1984","66 and older","middle vocational","434","0.759298423152288","0.724355447520645","0.79424139878393"
"No","1984","66 and older","vocational + Abi","15","","",""
"No","1984","66 and older","higher vocational","61","0.750644260049305","0.65700285236088","0.844285667737731"
"No","1984","66 and older","higher education","52","0.840939845080129","0.750628776262731","0.931250913897526"
"Yes","1985","16-34 y.","in school","1","","",""
"Yes","1985","16-34 y.","inadequately","18","","",""
"Yes","1985","16-34 y.","general elemantary","23","","",""
"Yes","1985","16-34 y.","middle vocational","35","0.0208558530338973","0.0145034615374502","0.0272082445303445"
"Yes","1985","16-34 y.","vocational + Abi","2","","",""
"Yes","1985","16-34 y.","higher vocational","3","","",""
"Yes","1985","16-34 y.","higher education","5","","",""
"Yes","1985","35-65 y.","in school","","","",""
"Yes","1985","35-65 y.","inadequately","38","0.0860335161850646","0.0634259754529236","0.108641056917206"
"Yes","1985","35-65 y.","general elemantary","170","0.147616587261708","0.129611536731149","0.165621637792268"
"Yes","1985","35-65 y.","middle vocational","369","0.160735764919924","0.146871598403637","0.17459993143621"
"Yes","1985","35-65 y.","vocational + Abi","15","","",""
"Yes","1985","35-65 y.","higher vocational","61","0.195103511195752","0.15322690973535","0.236980112656154"
"Yes","1985","35-65 y.","higher education","52","0.134003939861552","0.102873452707224","0.16513442701588"
"Yes","1985","66 and older","in school","","","",""
"Yes","1985","66 and older","inadequately","4","","",""
